col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
1,-1.0,0.105,0.107,2614.973,0.105,2614.973,0.105,1.0,0.092,0.118,0.089,0.121,0.088,0.132,13,11.3752,0.1051,1.0,0.1032
2,-1.0,0.474,0.476,57.25079,0.474,57.25079,0.475,1.0,0.456,0.493,0.446,0.506,0.429,0.511,13,0.468179,0.4748,1.0,0.4613
3,-1.0,0.431,0.44,15.94844,0.431,15.94844,0.439,1.0,0.408,0.472,0.387,0.499,0.364,0.525,13,0.263532,0.4391,0.999,0.4561
4,-1.0,2.018,1.889,13.03473,1.473,14.48254,1.715,0.994,1.449,2.022,1.333,2.225,1.214,2.336,13,1.69837,1.7142,0.999,1.6922
5,-1.0,1.652,1.711,27.63506,1.652,27.63506,1.659,0.985,1.516,1.808,1.377,2.074,0.536,2.37,13,5.14716,1.6669,0.99,1.8977
6,-1.0,1.088,1.101,17.28225,1.088,17.28225,1.099,1.0,1.048,1.149,1.023,1.205,1.017,1.281,11,0.574241,1.0992,0.998,1.0832
7,-1.0,1.449,1.433,13.28445,1.424,13.3095,1.427,1.0,1.37,1.484,1.302,1.533,1.191,1.593,13,0.535321,1.4267,0.999,1.4465
8,-1.0,0.417,0.382,22.0622,0.417,22.0622,0.392,0.999,0.325,0.458,0.225,0.517,0.097,0.57,13,1.04684,0.3922,0.999,0.2912
9,-1.0,1.958,1.848,10.9484,1.599,10.9938,1.677,0.903,1.381,2.032,0.908,2.334,0.517,2.619,10,3.76341,1.6755,0.998,1.8764
10,-1.0,1.068,1.073,52.90242,1.068,52.90242,1.072,1.0,1.041,1.119,0.76,1.176,0.7,1.255,11,3.7407,1.0826,0.965,1.088
11,-1.0,1.599,1.632,15.71141,1.548,15.85227,1.606,1.0,1.497,1.722,1.437,1.834,1.374,1.936,13,0.882059,1.6054,0.999,1.5653
12,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
13,-1.0,0.417,0.403,33.7135,0.417,33.7135,0.405,1.0,0.356,0.453,0.305,0.49,0.26,0.52,13,0.879802,0.4053,0.999,0.4217
14,-1.0,2.203,2.188,66.92118,2.203,66.92118,2.173,1.0,2.09,2.254,2.041,2.313,2.007,2.379,10,3.56459,2.1728,0.999,2.2508
15,-1.0,3.149,2.854,11.6053,0.504,14.86341,1.483,0.091,0.422,3.083,0.318,3.326,0.223,3.511,11,86.6515,0.613,0.638,0.7809
16,-1.0,1.4,1.317,33.55521,1.33,33.6555,1.272,0.944,1.176,1.426,0.556,1.488,0.512,1.548,11,4.72492,1.272,0.999,1.3578
17,-1.0,3.027,3.077,11.12559,2.078,11.9075,2.168,0.774,1.61,2.745,1.295,3.431,1.029,4.118,13,4.68061,2.1643,0.997,1.7455
18,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
19,-1.0,0.01,0.152,12.98556,0.308,15.82232,0.278,0.985,0.083,0.406,0.021,0.496,0.011,0.787,10,2.33712,0.2768,0.996,0.1681
20,-1.0,2.434,2.286,26.88472,2.235,27.45181,1.942,0.878,1.403,2.379,1.012,2.52,0.535,3.232,8,19.0804,1.9391,0.998,2.2958
21,-1.0,1.523,1.536,24.26674,1.498,24.29648,1.519,1.0,1.433,1.607,1.361,1.712,1.233,1.848,13,1.4935,1.5193,0.999,1.5682
22,-1.0,1.239,1.23,20.89426,1.217,20.92749,1.22,0.999,1.124,1.32,1.036,1.395,0.777,1.46,13,1.43034,1.2201,0.999,1.3355
23,-1.0,0.295,0.288,6.033171,0.295,6.033171,0.307,1.0,0.221,0.387,0.132,0.456,0.054,0.523,11,0.369188,0.3072,0.999,0.1847
24,-1.0,0.549,0.534,8.849187,0.549,8.849187,0.542,0.985,0.472,0.629,0.297,0.702,0.113,0.764,11,0.731672,0.542,1.0,0.5132
25,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
26,-1.0,0.01,1.2,9.431316,0.817,10.30945,1.096,0.513,0.497,1.732,0.142,2.37,0.029,2.863,13,5.9033,1.093,0.998,1.9008
27,-1.0,0.835,0.834,17.47875,0.835,17.47875,0.832,1.0,0.794,0.872,0.757,0.908,0.717,0.953,13,0.411536,0.8318,1.0,0.8148
28,-1.0,1.152,0.972,11.15978,1.088,11.29785,0.931,0.976,0.65,1.185,0.538,1.3,0.464,1.389,13,1.27656,0.9304,0.999,0.9747
29,-1.0,2.794,2.473,17.87332,1.307,19.18588,1.473,0.745,1.091,2.51,0.751,2.933,0.476,3.137,11,9.36612,1.2273,0.823,1.2562
30,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
31,-1.0,0.051,0.426,8.570198,0.645,10.57732,0.641,0.581,0.168,1.042,0.049,1.547,0.013,1.864,10,4.81661,0.6388,0.998,0.3358
32,-1.0,1.548,1.635,27.3308,1.498,27.39459,1.512,0.735,0.981,1.931,0.577,2.258,0.097,2.502,13,8.95438,1.5174,0.994,1.5504
33,-1.0,1.307,1.088,15.27938,1.261,15.28312,1.055,0.788,0.578,1.341,0.455,1.429,0.391,1.516,13,2.72106,1.0548,0.999,1.3309
34,-1.0,0.01,0.129,12.35525,0.196,14.8475,0.192,0.998,0.083,0.299,0.023,0.369,0.011,0.444,10,0.920955,0.1921,1.0,0.2892
35,-1.0,1.047,1.136,10.85682,1.047,10.85682,1.122,0.997,0.985,1.278,0.786,1.37,0.495,1.446,11,1.33849,1.1232,0.997,0.8375
36,-1.0,0.01,0.026,96.56313,0.02,97.65038,0.037,1.0,0.014,0.061,0.011,0.106,0.01,0.155,13,1.44866,0.0369,1.0,0.1216
37,-1.0,0.445,0.366,5.009347,0.445,5.009347,0.403,0.984,0.301,0.509,0.128,0.573,0.043,0.652,13,0.320528,0.4029,1.0,0.4579
38,-1.0,0.403,0.387,10.74273,0.403,10.74273,0.395,0.996,0.348,0.445,0.291,0.48,0.061,0.534,12,0.579433,0.3946,1.0,0.4269
39,-1.0,0.348,0.312,5.654382,0.348,5.654382,0.344,0.936,0.177,0.419,0.069,1.575,0.016,2.002,8,2.54053,0.298,0.962,0.1182
40,-1.0,0.27,0.291,8.806434,0.295,8.841434,0.354,0.893,0.194,0.492,0.089,0.871,0.022,1.088,13,1.11846,0.3527,0.999,0.2831
41,-1.0,0.694,1.066,22.42061,0.694,22.42061,0.967,0.821,0.638,1.308,0.47,1.777,0.167,2.281,13,6.50615,0.9732,0.988,0.8827
42,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
43,-1.0,0.295,0.226,15.86736,0.295,15.86736,0.272,0.998,0.17,0.374,0.065,0.48,0.015,0.554,12,0.954983,0.2722,1.0,0.4301
44,-1.0,0.431,0.317,29.19319,0.431,29.19319,0.356,0.989,0.243,0.455,0.106,0.54,0.035,0.591,13,1.71712,0.3562,1.0,0.4821
45,-1.0,1.377,1.394,18.84529,1.353,18.86248,1.352,0.996,1.242,1.453,1.126,1.569,0.995,2.386,13,2.63389,1.3491,0.995,1.4687
46,-1.0,0.01,0.063,93.28304,0.094,94.00702,0.087,1.0,0.037,0.123,0.013,0.155,0.01,0.2,13,1.82858,0.0871,1.0,0.0795
47,-1.0,1.284,3.006,4.431259,1.284,4.431259,1.298,0.618,0.709,1.86,0.353,2.84,0.207,3.834,8,5.20228,1.2891,0.996,1.4277
48,-1.0,0.01,0.039,58.13496,0.02,59.18918,0.109,0.897,0.017,0.324,0.011,0.385,0.01,0.422,13,3.18352,0.1087,0.999,0.0106
49,-1.0,1.988,1.812,33.4669,1.652,33.76686,1.775,1.0,1.578,1.994,1.484,2.079,1.412,2.251,13,3.17422,1.7754,0.999,1.6515
50,-1.0,0.282,0.329,13.94046,0.282,13.94046,0.346,0.997,0.25,0.459,0.198,0.535,0.146,0.704,11,1.19052,0.3454,0.998,0.2737
51,-1.0,0.403,0.387,33.85837,0.403,33.85837,0.381,1.0,0.345,0.417,0.319,0.435,0.302,0.451,13,0.516105,0.381,0.999,0.4301
52,-1.0,0.232,2.269,9.247738,0.232,9.247738,2.265,0.039,0.308,4.336,0.051,5.115,0.011,5.852,11,292.092,2.2599,1.0,0.5598
53,-1.0,2.018,1.988,46.23101,1.988,46.23589,1.948,1.0,1.791,2.081,1.63,2.161,1.461,2.23,13,3.58632,1.9475,0.999,2.0056
54,-1.0,0.01,0.016,37.35608,0.01,37.35608,0.021,1.0,0.011,0.037,0.01,0.059,0.01,0.088,11,0.391363,0.0208,1.0,0.0131
55,-1.0,1.449,1.439,10.99208,1.424,11.05979,1.423,1.0,1.35,1.498,1.241,1.576,1.09,1.775,13,0.758342,1.4228,0.997,1.4631
56,-1.0,0.489,0.483,47.89275,0.489,47.89275,0.482,1.0,0.461,0.504,0.453,0.511,0.438,0.531,13,0.442981,0.4822,1.0,0.4802
57,-1.0,0.763,0.818,5.901404,0.763,5.901404,0.839,0.897,0.579,1.116,0.364,1.267,0.156,1.366,13,1.05682,0.8391,0.999,1.2707
58,-1.0,1.173,1.299,6.889248,1.152,6.908126,1.171,0.998,1.082,1.26,1.04,1.367,0.712,1.445,8,1.01271,1.1718,0.997,1.214
59,-1.0,2.018,2.069,9.91137,2.018,9.91137,2.042,0.999,1.929,2.173,1.795,2.27,1.471,2.359,11,1.10254,2.0432,0.998,1.974
60,-1.0,3.583,3.111,9.620754,0.549,10.95612,1.459,0.55,0.637,2.163,0.414,3.157,0.246,4.07,8,14.9814,1.4509,0.997,0.5583
61,-1.0,0.534,0.567,7.921071,0.534,7.921071,0.565,1.0,0.527,0.613,0.497,0.668,0.382,0.702,10,0.396094,0.5653,0.999,0.5584
62,-1.0,1.195,1.162,26.82944,1.195,26.82944,1.149,0.999,1.027,1.263,0.926,1.345,0.77,1.421,13,1.77344,1.1491,0.999,1.1588
63,-1.0,1.4,1.223,15.08784,1.4,15.08784,1.155,0.937,0.853,1.45,0.588,1.591,0.435,1.882,13,2.80823,1.1538,0.998,0.7241
64,-1.0,1.548,1.574,21.93831,1.548,21.93831,1.469,0.842,1.412,1.7,0.527,2.1,0.159,2.443,13,6.00932,1.6035,0.869,1.5443
65,-1.0,0.051,0.101,58.57646,0.072,58.59516,0.146,0.999,0.061,0.228,0.021,0.298,0.011,0.366,13,2.1487,0.1455,1.0,0.1493
66,-1.0,3.067,3.068,34.92573,3.067,34.92573,3.047,0.999,2.92,3.175,2.838,3.283,2.745,3.382,13,2.22594,3.0487,0.998,3.023
67,-1.0,0.01,0.331,16.7561,0.01,16.7561,0.334,0.796,0.071,0.456,0.016,1.378,0.01,5.178,11,14.6051,0.2789,0.971,0.1531
68,-1.0,1.625,1.645,10.1545,1.625,10.1545,1.628,0.998,1.519,1.73,1.444,1.94,1.356,2.187,11,1.05659,1.6285,0.998,1.7747
69,-1.0,0.504,0.901,19.76573,0.504,19.76573,0.824,0.694,0.476,1.3,0.44,1.391,0.402,1.457,13,3.88464,0.8238,1.0,1.2446
70,-1.0,0.01,0.27,21.40628,0.01,21.40628,0.273,0.948,0.061,0.406,0.015,0.775,0.01,4.243,11,12.846,0.2495,0.977,0.2637
71,-1.0,0.534,1.712,31.59429,0.534,31.59429,1.151,0.163,0.53,2.12,0.468,2.367,0.229,2.546,13,60.3746,1.1553,0.992,0.8173
72,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
73,-1.0,3.275,2.923,5.33378,0.282,8.035302,1.182,0.002,0.248,3.209,0.171,3.408,0.061,3.54,13,1729.18,0.3638,0.71,0.508
74,-1.0,1.958,1.873,12.77486,1.705,12.96515,1.801,0.986,1.567,2.048,1.378,2.257,0.671,2.493,13,2.4096,1.8068,0.992,1.917
75,-1.0,0.489,0.479,7.750476,0.489,7.750476,0.48,1.0,0.443,0.519,0.4,0.538,0.344,0.555,13,0.169024,0.4803,1.0,0.5179
76,-1.0,0.781,0.83,7.534772,0.781,7.534772,0.81,1.0,0.754,0.878,0.73,1.06,0.7,1.101,13,0.517694,0.8104,1.0,0.7643
77,-1.0,2.987,2.873,14.99572,2.832,15.0793,2.732,0.972,2.539,3.025,0.779,3.168,0.168,3.289,13,4.90117,2.7919,0.97,3.0405
78,-1.0,0.417,0.421,9.138704,0.417,9.138704,0.434,0.997,0.339,0.54,0.253,0.644,0.119,0.727,12,0.624047,0.4341,1.0,0.5264
79,-1.0,0.308,0.399,2.574883,0.361,2.698347,0.437,0.881,0.295,0.543,0.158,0.879,0.043,1.114,10,0.579599,0.4364,0.999,0.4054
80,-1.0,1.523,1.628,10.36942,1.498,10.46906,1.59,1.0,1.471,1.749,1.416,1.864,1.369,1.991,8,1.50775,1.5898,0.999,1.5727
81,-1.0,3.108,3.108,1087.941,3.108,1087.941,3.108,1.0,3.06,3.157,3.049,3.168,3.047,3.17,13,13.3219,3.108,0.498,3.07
82,-1.0,1.787,1.923,10.44898,1.787,10.44898,1.837,1.0,1.748,1.938,1.526,2.17,1.376,2.371,8,2.15259,1.8368,0.999,1.7823
83,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
84,-1.0,1.13,1.154,18.92719,1.13,18.92719,1.14,0.999,1.041,1.254,0.907,1.366,0.709,1.457,11,1.77164,1.1401,1.0,1.1934
85,-1.0,5.239,5.268,51.21367,4.936,53.05997,5.096,0.999,4.873,5.337,4.719,5.551,3.892,5.806,9,16.5204,5.1059,0.988,5.099
86,-1.0,0.489,0.469,19.47775,0.489,19.47775,0.475,0.997,0.43,0.524,0.353,0.555,0.081,0.607,13,1.03828,0.4755,1.0,0.5225
87,-1.0,0.799,0.811,14.78542,0.799,14.78542,0.81,1.0,0.759,0.861,0.716,0.915,0.68,1.005,13,0.496806,0.8102,1.0,0.837
88,-1.0,0.308,0.267,3.091495,0.308,3.091495,0.315,0.991,0.21,0.405,0.076,0.485,0.017,0.531,11,0.200172,0.3146,1.0,0.2559
89,-1.0,1.33,1.295,26.36971,1.307,26.41019,1.29,1.0,1.219,1.358,1.136,1.399,1.033,1.436,11,1.34699,1.2899,0.998,1.175
90,-1.0,1.068,1.068,22.64329,1.047,22.68562,1.062,1.0,1.004,1.123,0.946,1.179,0.685,1.271,10,1.8978,1.0632,0.995,1.1129
91,-1.0,1.377,1.312,6.744076,1.353,6.792537,1.3,0.997,1.196,1.415,0.93,1.482,0.809,1.563,13,0.559206,1.3003,0.999,1.3402
92,-1.0,2.078,1.978,2.538711,1.9,3.182784,1.876,1.0,1.647,2.11,1.49,2.258,1.389,2.376,10,0.473475,1.876,0.999,2.0664
93,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
94,-1.0,1.574,1.566,17.3326,1.548,17.52468,1.546,1.0,1.478,1.612,1.441,1.659,1.413,1.704,13,0.509396,1.5463,1.0,1.4654
95,-1.0,0.694,0.708,39.71985,0.694,39.71985,0.707,1.0,0.681,0.735,0.67,0.765,0.489,0.842,13,1.40417,0.7089,0.988,0.5058
96,-1.0,0.489,0.545,11.61694,0.489,11.61694,0.535,0.911,0.409,0.583,0.326,1.254,0.284,1.364,13,1.92677,0.5352,0.999,0.5042
97,-1.0,0.694,0.668,9.02981,0.694,9.02981,0.672,0.999,0.564,0.753,0.48,0.806,0.399,0.919,13,0.563883,0.6711,0.998,0.4768
98,-1.0,2.3,2.145,20.3619,2.235,20.43293,1.875,0.807,1.377,2.344,0.527,2.545,0.46,2.851,13,6.84453,1.8737,0.999,1.6981
99,-1.0,0.967,0.773,4.852677,0.967,4.852677,0.817,0.857,0.505,1.059,0.268,1.25,0.072,1.381,11,1.03694,0.8164,0.999,0.9119
100,-1.0,1.732,1.71,11.49319,1.705,11.49836,1.694,1.0,1.608,1.779,1.517,1.867,1.441,1.971,10,0.871082,1.6937,0.999,1.7182
101,-1.0,5.056,3.332,3.355326,1.047,3.429977,1.189,0.663,0.678,1.584,0.325,3.018,0.132,4.465,11,2.96955,1.173,0.994,1.0075
102,-1.0,2.61,2.681,4.310435,2.469,4.816601,2.539,0.999,2.349,2.738,2.14,2.961,2.001,3.281,8,1.31641,2.5383,0.998,2.5066
103,-1.0,0.282,1.627,12.42419,0.431,12.79563,0.391,0.965,0.238,0.466,0.12,0.586,0.039,3.452,13,4.89291,0.3522,0.986,0.3333
104,-1.0,0.678,0.66,20.79238,0.678,20.79238,0.66,1.0,0.623,0.693,0.59,0.726,0.558,0.787,13,0.4969,0.6595,1.0,0.6735
105,-1.0,0.295,0.335,8.810066,0.295,8.810066,0.329,1.0,0.288,0.38,0.273,0.425,0.263,0.47,10,0.320042,0.3291,1.0,0.3207
106,-1.0,0.628,0.619,6.771811,0.628,6.771811,0.617,1.0,0.561,0.671,0.518,0.718,0.48,0.764,13,0.193849,0.6168,0.999,0.5286
107,-1.0,0.389,0.387,47.04802,0.389,47.04802,0.389,1.0,0.348,0.435,0.297,0.465,0.239,0.496,13,1.20559,0.3889,1.0,0.3758
108,-1.0,1.261,1.24,15.73431,1.217,15.85768,1.225,0.989,1.129,1.352,1.01,1.423,0.609,1.465,13,1.36964,1.2312,0.989,1.1244
109,-1.0,1.047,1.026,10.35427,1.047,10.35427,1.019,1.0,0.883,1.116,0.755,1.169,0.683,1.227,13,0.845635,1.019,0.999,1.0312
110,-1.0,0.01,0.082,14.84675,0.051,16.33341,0.185,0.968,0.039,0.357,0.014,0.455,0.01,0.526,10,1.64185,0.1848,0.999,0.3515
111,-1.0,1.652,1.659,4.579267,1.599,4.645713,1.535,0.804,1.064,1.907,0.794,2.196,0.143,2.685,10,2.16803,1.5376,0.994,0.9038
112,-1.0,0.361,0.343,4.900426,0.375,4.920397,0.359,0.993,0.273,0.444,0.179,0.55,0.101,0.763,10,0.466422,0.3587,1.0,0.4389
113,-1.0,2.503,2.639,0.3832774,2.4,0.7705598,2.446,0.993,2.254,2.636,2.055,2.946,1.883,3.499,8,0.230798,2.4444,0.998,2.4568
114,-1.0,0.746,0.763,10.95467,0.746,10.95467,0.771,0.969,0.638,0.916,0.505,1.14,0.171,1.324,13,1.31247,0.7712,0.999,0.6409
115,-1.0,0.781,0.913,37.64694,0.781,37.64694,0.88,1.0,0.758,1.077,0.713,1.158,0.609,1.247,13,2.58716,0.88,0.999,0.8575
116,-1.0,1.047,1.032,8.650896,1.047,8.650896,1.02,1.0,0.933,1.1,0.867,1.149,0.782,1.183,11,0.476184,1.02,0.999,1.0557
117,-1.0,0.694,0.652,6.377662,0.694,6.377662,0.636,1.0,0.531,0.715,0.504,0.767,0.46,0.813,10,0.394281,0.6359,0.999,0.8151
118,-1.0,1.173,1.167,29.09568,1.173,29.09568,1.166,1.0,1.125,1.205,1.09,1.23,1.061,1.269,13,0.606032,1.1655,0.999,1.1557
119,-1.0,2.469,2.414,4.26569,1.307,6.540769,1.894,0.583,1.227,2.6,0.719,3.033,0.387,3.331,10,5.70566,1.893,0.998,2.6391
120,-1.0,3.149,3.236,10.66783,2.203,11.26163,2.394,0.866,1.923,2.953,1.658,3.622,1.433,4.215,8,7.3598,2.3892,0.997,3.6747
121,-1.0,0.763,1.935,22.55315,0.763,22.55315,0.76,0.997,0.697,0.802,0.622,1.015,0.49,1.184,13,1.57146,0.7572,0.998,0.7519
122,-1.0,1.195,1.051,6.943822,1.173,6.959188,1.015,0.908,0.657,1.264,0.551,1.404,0.475,1.536,11,1.28091,1.0151,0.999,1.2528
123,-1.0,2.832,3.338,13.34972,2.756,13.46872,2.861,0.971,2.559,3.141,2.359,3.767,2.174,4.564,8,6.58486,2.8552,0.996,2.7572
124,-1.0,0.403,0.435,4.077671,0.403,4.077671,0.423,1.0,0.349,0.501,0.298,0.579,0.271,0.661,10,0.229245,0.423,1.0,0.3988
125,-1.0,1.33,1.141,2.752948,1.261,2.850225,1.12,0.919,0.867,1.352,0.506,1.44,0.337,1.519,13,0.480004,1.1204,0.999,1.393
126,-1.0,0.062,0.069,19.95879,0.072,20.02567,0.084,0.995,0.046,0.118,0.022,0.175,0.011,0.406,13,0.810162,0.0833,1.0,0.1016
127,-1.0,0.27,0.643,7.359536,0.694,7.830652,0.671,0.774,0.38,0.919,0.197,1.288,0.124,2.235,13,2.26974,0.6651,0.996,0.3788
128,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
129,-1.0,0.431,0.396,9.707857,0.431,9.707857,0.427,0.99,0.392,0.473,0.296,0.517,0.017,0.583,12,0.616542,0.4302,0.99,0.3943
130,-1.0,0.389,1.966,13.45631,0.389,13.45631,0.553,0.916,0.333,0.641,0.214,3.478,0.09,3.809,10,8.52153,0.4743,0.974,0.5941
131,-1.0,2.574,2.067,9.795311,1.4,10.76238,1.745,0.781,1.33,2.428,1.174,2.708,1.044,2.856,12,3.53155,1.7446,0.999,1.937
132,-1.0,0.781,0.777,8.377914,0.781,8.377914,0.775,1.0,0.689,0.866,0.575,0.971,0.467,1.051,13,0.489714,0.7752,0.999,0.7052
133,-1.0,1.047,1.271,15.06378,1.047,15.06378,1.128,0.993,1.044,1.209,1.018,1.344,0.708,2.729,13,3.26067,1.1228,0.98,1.2942
134,-1.0,1.047,1.193,1.897077,1.047,1.897077,1.03,0.762,0.645,1.37,0.423,2.113,0.221,2.855,12,0.77573,1.0247,0.997,1.1337
135,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
136,-1.0,1.599,1.676,13.37372,1.574,13.40769,1.623,0.995,1.481,1.769,1.4,1.986,1.315,2.308,10,1.92998,1.6224,0.999,1.5252
137,-1.0,2.172,2.145,17.1473,2.14,17.20304,2.115,1.0,2.003,2.237,1.837,2.333,1.638,2.455,10,2.02993,2.1148,0.999,2.0183
138,-1.0,4.705,3.82,6.154971,2.682,7.287077,2.739,0.91,2.311,3.106,1.848,4.148,1.596,4.897,13,2.61809,2.7371,0.998,2.3896
139,-1.0,0.763,0.767,13.91232,0.763,13.91232,0.768,0.996,0.695,0.832,0.619,1.022,0.501,1.224,13,1.01026,0.7675,0.999,0.7253
140,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
141,-1.0,0.321,0.277,12.48115,0.403,12.64601,0.354,0.958,0.211,0.486,0.062,0.571,0.015,0.737,13,0.949207,0.3538,1.0,0.3463
142,-1.0,0.694,1.125,10.32301,0.694,10.32301,0.908,0.629,0.462,1.33,0.189,2.442,0.069,3.084,10,8.48729,0.9045,0.998,0.98
143,-1.0,0.519,0.464,31.07833,0.519,31.07833,0.466,1.0,0.41,0.521,0.355,0.538,0.289,0.544,13,0.813893,0.4658,0.998,0.5189
144,-1.0,0.072,0.071,322.2835,0.072,322.2835,0.072,1.0,0.058,0.086,0.048,0.096,0.046,0.099,13,1.71258,0.0717,1.0,0.0625
145,-1.0,0.474,0.441,7.421198,0.534,7.432328,0.477,0.953,0.296,0.644,0.168,0.797,0.068,0.973,11,0.881031,0.4767,0.999,0.3631
146,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
147,-1.0,3.191,3.059,3.953838,2.434,5.222706,2.498,0.924,2.101,2.963,1.767,3.419,1.43,3.755,8,2.75825,2.498,0.999,3.0478
148,-1.0,1.307,1.326,42.33459,1.307,42.33459,1.062,0.769,0.605,1.374,0.527,1.523,0.498,2.152,13,9.66228,1.0582,0.997,0.5762
149,-1.0,1.574,1.645,7.473601,1.498,7.628566,1.599,0.993,1.464,1.738,1.38,1.944,1.26,2.337,10,1.16574,1.598,0.998,1.4724
150,-1.0,0.01,0.207,12.99665,0.282,13.85206,0.284,0.973,0.173,0.415,0.04,0.557,0.012,0.743,13,1.04114,0.2836,0.999,0.1805
151,-1.0,0.295,0.271,2.016668,0.335,2.177532,0.335,0.953,0.186,0.475,0.075,0.653,0.019,0.88,10,0.280984,0.3347,0.999,0.1819
152,-1.0,0.46,0.463,39.73325,0.46,39.73325,0.463,1.0,0.432,0.493,0.409,0.522,0.384,0.54,13,0.619852,0.4621,0.987,0.4363
153,-1.0,0.519,1.325,38.64009,0.519,38.64009,0.545,0.844,0.246,0.585,0.162,2.92,0.057,3.154,13,14.5451,0.425,0.951,0.4407
154,-1.0,1.988,1.884,8.900039,1.988,8.900039,1.801,0.981,1.516,2.059,1.333,2.294,0.865,2.482,13,1.69675,1.8014,0.999,1.7254
155,-1.0,0.01,0.01,275.9222,0.01,275.9222,0.01,1.0,0.011,0.024,0.01,0.025,0.01,0.025,13,0.418969,0.01,1.0,0.0113
156,-1.0,0.817,0.777,6.838005,0.817,6.838005,0.771,1.0,0.703,0.84,0.643,0.89,0.574,0.944,13,0.281323,0.7711,0.999,0.7452
157,-1.0,0.389,0.403,52.27222,0.389,52.27222,0.404,1.0,0.365,0.448,0.329,0.484,0.296,0.521,13,1.18136,0.4036,0.999,0.3974
158,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
159,-1.0,1.047,1.054,26.92177,1.047,26.92177,1.048,1.0,1.025,1.079,1.017,1.101,0.705,1.135,10,1.65224,1.0541,0.979,1.0508
160,-1.0,0.208,0.235,11.14358,0.295,11.38579,0.28,0.996,0.176,0.389,0.074,0.494,0.018,0.588,13,0.65265,0.2802,0.999,0.2009
161,-1.0,1.047,2.651,3.942662,1.047,3.942662,1.195,0.917,0.914,1.347,0.741,2.707,0.604,4.453,13,1.91209,1.1679,0.99,1.8767
162,-1.0,1.217,1.216,27.65219,1.217,27.65219,1.206,0.994,1.141,1.277,1.072,1.316,0.487,1.347,13,2.3947,1.2105,0.991,1.0904
163,-1.0,1.652,1.719,10.92954,1.625,11.00742,1.684,1.0,1.545,1.83,1.444,1.971,1.365,2.165,10,1.25533,1.684,0.999,1.7029
164,-1.0,2.794,2.815,90.90752,2.794,90.90752,2.807,1.0,2.731,2.885,2.675,2.957,2.618,3.032,13,3.76389,2.807,1.0,2.8142
165,-1.0,1.307,1.731,7.645012,1.068,7.694783,1.234,0.78,0.836,1.545,0.624,2.361,0.531,3.24,13,2.66421,1.2281,0.997,1.1731
166,-1.0,0.01,0.164,18.33055,0.295,20.0203,0.227,0.997,0.121,0.329,0.034,0.402,0.011,0.499,10,1.4152,0.2268,1.0,0.1421
167,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
168,-1.0,1.449,1.772,1.672674,1.424,1.684268,1.481,0.63,0.912,2.107,0.533,2.58,0.134,2.885,10,1.22668,1.4886,0.991,2.3007
