PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,U_B,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
692,1.325,0.695,0.978,0.593,0.482,0.952,1.501,1.383,0,0,0
693,1.325,0.634,0.848,0.352,0.486,1.113,1.734,1.022,0,0,0
694,1.325,0.883,1.548,1.53,1.946,0.755,1.332,1.048,0,0,0
695,1.325,0.23,0.239,0.355,0.885,0.217,0.213,0.781,0,0,0
696,1.325,0.214,0.182,-0.051,0.246,0.671,0.935,0.457,0,0,0
697,1.325,0.61,0.815,0.428,0.495,0.963,1.603,1.06,0,0,0
698,1.325,0.931,1.411,0.97,1.051,1.076,1.754,1.119,0,0,0
699,1.325,0.965,1.465,0.982,1.226,1.017,1.652,1.087,0,0,0
700,1.325,1.041,1.57,0.917,1.253,1.073,1.669,0.976,0,0,0
701,1.325,0.691,0.954,0.924,1.221,0.731,1.103,1.067,0,0,0
702,1.325,0.906,1.462,1.012,1.116,0.986,1.736,1.165,0,0,0
703,1.325,0.679,1.055,0.935,1.242,0.709,1.127,1.039,0,0,0
704,1.325,0.608,0.815,0.585,1.775,0.565,0.809,0.566,0,0,0
705,1.325,0.905,1.36,0.897,1.344,0.899,1.343,0.873,0,0,0
706,1.325,0.443,0.72,0.747,1.149,0.47,0.816,0.897,0,0,0
707,1.325,0.74,1.066,0.996,1.375,0.726,1.031,0.956,1,3,563
708,1.325,0.44,0.558,-0.052,0.074,1.437,2.338,1.247,0,0,0
709,1.325,0.827,1.227,1.023,1.182,0.885,1.409,1.148,0,0,0
710,1.325,0.592,0.792,1.383,1.626,0.548,0.838,1.366,0,0,0
711,1.325,0.474,0.613,0.466,0.486,0.712,1.159,0.733,0,0,0
712,1.325,0.837,1.254,0.772,0.821,1.124,1.731,1.113,0,0,0
713,1.325,0.212,0.179,0.947,2.309,0.393,0.619,0.702,0,0,0
714,1.325,1.041,1.575,0.947,1.261,1.072,1.663,0.988,0,0,0
715,1.325,0.891,1.328,1.048,0.873,1.063,1.597,1.123,0,0,0
716,1.325,0.212,1.115,1.247,1.242,0.212,0.73,1.264,0,0,0
717,1.325,0.855,1.406,1.176,0.862,0.93,1.566,1.657,1,1,651
718,1.325,0.471,0.609,0.353,0.701,0.612,0.902,0.715,0,0,0
719,1.325,0.572,0.76,0.98,0.345,0.784,1.176,1.637,0,0,0
720,1.325,0.213,0.178,-0.06,0.496,0.396,0.489,0.093,0,0,0
721,1.325,0.563,0.746,0.825,1.261,0.565,0.75,0.849,0,0,0
722,1.325,0.499,0.649,0.302,0.586,0.824,1.156,0.588,0,0,0
723,1.325,0.356,0.426,0.143,0.572,0.357,0.567,0.671,0,0,0
724,1.325,0.232,0.224,-0.051,0.099,0.724,1.175,0.695,0,0,0
725,1.325,0.954,1.424,-0.06,0.378,1.439,2.339,1.248,0,0,0
726,1.325,0.469,0.608,0.397,0.105,0.71,0.998,1.136,0,0,0
727,1.325,0.815,1.244,0.789,0.576,0.738,1.315,1.767,0,0,0
728,1.325,0.515,0.679,1.016,2.906,0.574,0.763,0.26,0,0,0
729,1.325,0.539,0.711,1.286,3.242,0.588,0.788,0.953,0,0,0
730,1.325,0.462,0.792,0.921,1.924,0.483,0.754,0.503,1,3,552
731,1.325,0.332,0.389,0.282,0.397,0.603,0.9,0.75,0,0,0
732,1.325,0.214,0.181,-0.06,0.221,0.739,1.087,0.489,0,0,0
733,1.325,0.231,0.211,-0.061,0.305,0.429,0.677,0.394,0,0,0
734,1.325,0.507,0.663,0.59,1.195,0.519,0.695,0.652,0,0,0
735,1.325,0.503,0.657,0.218,0.558,0.712,1.088,0.718,0,0,0
736,1.325,0.948,1.602,0.649,-1,0,0,0,0,0,0
737,1.325,0.517,0.685,0.48,0.755,0.503,0.786,0.768,0,0,0
738,1.325,0.423,0.533,0.208,0.792,0.427,0.558,0.504,0,0,0
739,1.325,0.457,0.588,0.214,0.337,1.078,1.661,0.895,0,0,0
740,1.325,0.394,0.647,0.324,1.768,0.495,0.651,0.169,0,0,0
741,1.325,0.901,1.503,0.563,0.728,1.203,1.91,1.348,0,0,0
742,1.325,0.353,0.419,-0.061,0.01,1.439,2.34,1.248,0,0,0
743,1.325,0.733,1.077,0.629,0.597,1.129,1.824,1.208,0,0,0
744,1.325,0.239,0.241,-0.049,0.245,0.725,1.076,0.583,0,0,0
745,1.325,0.739,1.052,0.678,1.278,0.764,1.124,0.718,0,0,0
746,1.325,0.488,0.659,0.355,0.252,1,1.657,1.17,0,0,0
747,1.325,0.398,0.487,0.151,0.868,0.356,0.518,0.248,0,0,0
748,1.325,0.656,0.879,-0.06,0.16,1.4,2.141,1.368,0,0,0
749,1.325,0.507,0.791,0.094,0.107,0.589,0.757,1.251,0,0,0
750,1.325,0.413,0.517,0.524,1.078,0.428,0.539,0.601,1,4,527
751,1.325,0.46,0.731,1.074,2.288,0.656,0.983,0.508,0,0,0
752,1.325,0.214,0.181,-0.038,0.498,0.474,0.599,0.293,0,0,0
753,1.325,0.676,0.941,0.575,0.588,1.154,1.815,1.107,0,0,0
754,1.325,0.437,0.554,0.055,0.579,0.612,0.927,0.562,0,0,0
755,1.325,0.431,0.545,0.643,0.744,0.403,0.641,0.921,0,0,0
756,1.325,0.833,2.036,1.247,0.941,0.893,1.41,1.247,0,0,0
757,1.325,0.656,0.881,0.27,0.392,1.264,2.027,1.12,0,0,0
758,1.325,0.463,0.595,0.186,0.976,0.47,0.622,0.408,0,0,0
759,1.325,0.643,0.863,1.022,1.399,0.631,0.845,0.957,1,3,516
760,1.325,0.504,0.657,0.507,0.68,0.637,0.913,0.793,0,0,0
761,1.325,0.212,0.178,-0.06,0.076,0.601,0.759,0.251,0,0,0
762,1.325,0.79,1.152,0.888,0.779,0.895,1.573,1.58,0,0,0
763,1.325,0.924,1.376,0.497,1.128,0.835,1.411,0.722,1,3,511
764,1.325,0.46,0.59,0.318,0.86,0.482,0.687,0.669,0,0,0
765,1.325,0.891,1.347,0.902,1.391,0.874,1.299,0.844,1,2,515
766,1.325,0.212,0.177,-0.061,0.116,0.425,0.456,0.026,0,0,0
767,1.325,0.457,0.587,0.483,0.702,0.445,0.773,0.839,0,0,0
768,1.325,0.816,1.201,0.78,0.828,1.077,1.662,1.093,0,0,0
769,1.325,0.213,0.57,1.145,0.918,0.212,0.177,1.796,0,0,0
770,1.325,0.681,0.958,0.512,0.46,1.283,2.086,1.258,0,0,0
771,1.325,0.527,0.692,0.47,0.352,1.002,1.62,1.066,0,0,0
772,1.325,0.212,0.177,-0.061,0.063,0.627,0.819,0.106,0,0,0
773,1.325,0.43,0.545,0.146,0.375,0.377,0.656,1.358,0,0,0
774,1.325,0.687,1.151,0.941,0.948,0.598,1.044,1.505,0,0,0
775,1.325,0.281,0.3,0.01,0.319,0.721,1.034,0.528,0,0,0
776,1.325,0.716,1.027,0.89,1.118,0.819,1.229,1.065,0,0,0
777,1.325,0.673,1.136,1.247,2.134,0.679,1.115,0.711,0,0,0
778,1.325,0.944,1.408,-0.06,0.329,1.439,2.331,1.249,0,0,0
779,1.325,0.694,1.21,1.22,1.88,0.659,1.02,0.977,0,0,0
780,1.325,0.755,1.237,1.654,2.542,0.799,1.16,1.141,0,0,0
781,1.325,0.52,0.945,1.108,1.972,0.655,1.128,0.637,0,0,0
782,1.325,0.972,1.696,1.423,2.053,0.869,1.46,0.919,0,0,0
783,1.325,0.654,0.876,-0.061,0.054,1.439,2.339,1.255,0,0,0
784,1.325,0.54,0.712,0.62,0.696,0.54,0.947,0.897,0,0,0
785,1.325,0.284,0.311,-0.057,0.089,0.874,1.462,0.805,0,0,0
786,1.325,0.871,1.388,0.968,1.309,0.891,1.436,0.986,0,0,0
787,1.325,0.298,0.451,1.027,1.952,0.507,1.079,0.675,0,0,0
788,1.325,0.212,0.178,-0.061,0.076,0.708,0.942,0.377,0,0,0
789,1.325,1.043,1.624,1.146,1.154,1.025,1.737,1.377,0,0,0
790,1.325,0.589,0.879,0.585,1.206,0.597,0.992,0.694,0,0,0
791,1.325,0.369,0.447,0.011,0.262,0.937,1.431,0.799,0,0,0
792,1.325,0.588,0.784,0.545,1.26,0.592,0.791,0.579,1,2,487
793,1.325,0.338,0.434,0.301,0.767,0.313,0.455,0.637,0,0,0
794,1.325,0.737,1.124,1.025,0.61,1.056,1.721,1.644,0,0,0
795,1.325,0.662,0.898,0.399,0.477,1.29,2.007,1.054,0,0,0
796,1.325,0.256,0.257,-0.059,0.232,0.761,1.169,0.608,0,0,0
797,1.325,0.337,0.512,0.397,2.121,0.376,0.366,0.215,0,0,0
798,1.325,0.358,0.433,0.283,1.307,0.361,0.447,0.284,0,0,0
799,1.325,0.436,0.551,0.013,0.79,0.532,0.673,0.279,0,0,0
800,1.325,0.569,0.754,0.222,0.477,1.046,1.502,0.77,0,0,0
801,1.325,0.443,0.564,0.096,0.473,0.731,1.129,0.68,0,0,0
802,1.325,0.365,0.439,-0.06,0.094,1.439,2.341,1.07,0,0,0
803,1.325,0.212,0.178,-0.056,0.245,0.575,0.776,0.321,0,0,0
804,1.325,0.804,1.219,0.773,0.753,1.093,1.855,1.17,0,0,0
805,1.325,0.622,1.119,1.044,1.572,0.67,1.057,0.981,1,3,468
806,1.325,0.486,0.681,0.542,0.839,0.534,0.776,0.772,0,0,0
807,1.325,0.986,1.498,0.892,0.933,1.208,2.01,1.27,0,0,0
808,1.325,0.73,1.071,0.71,0.609,1.171,1.87,1.236,0,0,0
809,1.325,0.375,0.455,0.161,0.755,0.468,0.607,0.353,0,0,0
810,1.325,0.436,0.553,-0.008,0.123,1.379,2.266,1.183,0,0,0
811,1.325,0.462,0.594,0.025,0.863,0.486,0.648,0.277,0,0,0
812,1.325,0.744,1.166,1.443,1.565,0.703,1.144,1.293,0,0,0
813,1.325,0.777,1.118,0.405,1.086,0.864,1.293,0.543,0,0,0
814,1.325,0.475,0.776,0.496,0.245,0.855,1.288,1.087,0,0,0
815,1.325,0.764,1.306,1.376,1.581,0.924,1.591,1.155,0,0,0
816,1.325,0.225,0.198,-0.061,0.066,1.047,1.682,0.785,0,0,0
817,1.325,0.603,0.801,0.247,0.511,0.811,1.18,0.682,0,0,0
818,1.325,0.407,0.508,0.413,0.773,0.484,0.651,0.63,0,0,0
819,1.325,0.6,1.069,1.722,2.028,0.777,1.703,1.177,0,0,0
820,1.325,1.232,2.037,1.247,1.524,0.941,2.039,1.246,0,0,0
821,1.325,0.684,0.97,0.861,0.999,0.77,1.189,1.141,1,4,457
822,1.325,0.217,0.196,0.299,0.197,0.368,0.486,0.556,0,0,0
823,1.325,0.644,0.862,0.082,0.377,1.164,1.863,1.029,0,0,0
824,1.325,1.04,1.716,0.952,1.532,0.965,1.497,0.853,0,0,0
825,1.325,0.668,0.907,-0.06,0.22,1.435,2.319,1.451,0,0,0
826,1.325,1.102,1.995,1.245,0.759,0.962,1.688,1.914,0,0,0
827,1.325,0.602,0.803,0.666,0.553,0.818,1.373,1.193,0,0,0
828,1.325,0.551,0.731,0.386,0.882,0.51,0.892,0.837,0,0,0
829,1.325,0.656,0.881,-0.06,0.276,1.439,2.34,1.515,0,0,0
830,1.325,0.598,0.796,-0.06,0.221,1.439,2.34,1.354,0,0,0
831,1.325,0.597,0.814,0.752,1.322,0.597,0.814,0.752,1,3,447
832,1.325,0.755,1.224,0.559,1.082,0.727,1.306,0.764,0,0,0
833,1.325,1.009,1.517,0.978,0.987,1.22,1.981,1.35,0,0,0
834,1.325,0.907,1.53,1.283,1.667,0.834,1.299,1.044,0,0,0
835,1.325,0.213,0.179,-0.06,0.066,0.875,1.369,0.645,0,0,0
836,1.325,0.971,1.473,-0.059,0.429,1.438,2.34,1.249,0,0,0
837,1.325,0.943,1.496,1.09,1.33,0.943,1.496,1.09,1,4,438
838,1.325,0.985,1.529,0.989,0.965,1.144,1.944,1.447,0,0,0
839,1.325,0.369,0.447,0.151,1.072,0.353,0.451,0.371,0,0,0
840,1.325,0.513,0.769,0.544,1.455,0.501,0.7,0.484,1,4,439
841,1.325,0.679,1.081,1.068,1.005,0.749,1.262,1.429,0,0,0
842,1.325,0.213,0.179,-0.05,0.255,0.705,0.951,0.395,0,0,0
843,1.325,0.499,0.65,0.543,0.503,0.814,1.208,0.882,0,0,0
844,1.325,0.596,0.806,0.713,0.852,0.577,0.923,1.148,0,0,0
845,1.325,0.662,0.897,0.62,0.733,0.626,1.167,1.042,0,0,0
846,1.325,0.465,0.599,0.153,0.458,0.489,0.854,1.03,0,0,0
847,1.325,0.376,0.57,0.502,1.758,0.379,0.419,0.469,0,0,0
848,1.325,0.212,0.177,1.246,0.15,0.213,0.179,-0.059,0,0,0
849,1.325,0.713,0.995,-0.059,0.305,1.109,1.704,1.355,0,0,0
850,1.325,0.936,1.514,1.058,1.025,0.946,1.665,1.241,0,0,0
851,1.325,0.634,0.848,-0.06,0.239,1.439,2.339,1.458,0,0,0
852,1.325,1.115,1.878,1.317,1.878,1.044,1.603,0.836,0,0,0
853,1.325,0.859,1.289,1.142,0.71,1.183,2.021,1.691,0,0,0
854,1.325,0.212,0.178,-0.06,0.261,0.525,0.677,0.291,0,0,0
855,1.325,1.052,2.024,0.803,0.579,0.833,1.41,1.915,0,0,0
856,1.325,0.355,1.141,0.872,0.379,0.473,0.573,1.915,0,0,0
857,1.325,0.494,0.642,-0.059,0.334,0.49,0.793,1.028,0,0,0
858,1.325,0.299,0.33,-0.061,0.22,0.716,1.097,0.625,0,0,0
859,1.325,1.175,1.998,1.525,1.836,0.833,1.429,1.213,0,0,0
860,1.325,0.464,0.596,0.359,0.699,0.662,0.911,0.563,0,0,0
861,1.325,0.411,0.533,0.317,0.225,0.891,1.431,1.025,0,0,0
862,1.325,0.258,0.318,0.228,2.266,0.356,0.381,-0.06,0,0,0
863,1.325,0.462,0.594,0.472,1.251,0.467,0.605,0.503,0,0,0
864,1.325,0.592,0.788,0.477,0.532,0.871,1.432,1.06,0,0,0
865,1.325,0.212,0.177,1.059,0.058,0.212,0.177,-0.061,0,0,0
866,1.325,0.524,0.686,-0.009,0.406,1.009,1.536,0.764,0,0,0
867,1.325,0.568,0.753,0.457,0.484,0.927,1.468,1.084,0,0,0
868,1.325,0.432,0.546,0.076,0.476,0.795,1.168,0.641,0,0,0
869,1.325,0.75,1.454,0.404,1.957,0.322,0.373,0.219,0,0,0
870,1.325,0.348,0.412,-0.005,0.469,0.72,0.996,0.493,0,0,0
871,1.325,0.212,0.571,1.259,2.001,1.439,2.339,1.19,0,0,0
872,1.325,0.615,0.878,0.476,0.692,0.725,1.066,0.708,0,0,0
873,1.325,1.049,1.589,0.971,1.317,1.059,1.622,0.994,1,4,416
874,1.325,1.092,1.772,1.733,1.454,1.061,1.646,1.587,0,0,0
875,1.325,0.69,0.969,0.63,0.672,1.079,1.674,1.023,0,0,0
876,1.325,0.662,0.896,0.876,0.79,0.682,1.232,1.304,0,0,0
877,1.325,0.414,0.612,0.411,0.728,0.358,0.527,0.861,0,0,0
878,1.325,1.25,2.077,1.276,1.538,1.158,1.928,1.098,0,0,0
879,1.325,0.566,0.955,0.104,1.326,0.566,0.955,0.104,0,0,0
880,1.325,0.715,0.994,0.43,1.151,0.783,1.268,0.4,0,0,0
881,1.325,1.077,1.819,1.309,2.007,0.972,1.516,0.762,0,0,0
882,1.325,0.246,0.239,-0.057,0.724,0.369,0.424,-0.014,0,0,0
883,1.325,0.818,1.281,1.385,1.383,0.818,1.264,1.334,1,2,399
884,1.325,0.49,0.636,-0.059,0.774,0.441,0.651,0.409,0,0,0
885,1.325,1.005,1.51,0.638,0.873,1.298,2.105,1.169,0,0,0
886,1.325,0.517,0.871,1.222,2.248,0.663,1.024,0.625,0,0,0
887,1.325,0.588,0.783,0.791,1.331,0.588,0.783,0.791,1,3,400
888,1.325,0.857,1.33,1.222,1.505,0.81,1.189,1.099,1,3,396
889,1.325,0.392,0.482,0.082,0.502,0.59,0.827,0.473,0,0,0
890,1.325,0.371,0.452,0.068,0.652,0.34,0.51,0.638,0,0,0
891,1.325,0.325,0.373,-0.059,0.325,0.741,1.024,0.573,0,0,0
892,1.325,0.385,0.471,-0.059,0.356,0.764,1.066,0.615,0,0,0
893,1.325,0.461,0.591,-0.044,0.594,0.619,0.861,0.532,0,0,0
894,1.325,0.827,1.253,0.768,0.802,1.156,1.771,1.113,0,0,0
895,1.325,0.827,1.226,0.74,0.829,1.1,1.657,0.975,0,0,0
896,1.325,0.239,0.227,-0.02,0.343,0.646,0.917,0.484,0,0,0
897,1.325,0.885,1.33,0.837,0.858,1.065,1.632,1.109,0,0,0
898,1.325,0.669,0.901,-0.061,0.087,1.438,2.337,1.423,0,0,0
899,1.325,0.212,0.178,-0.059,0.747,0.263,0.215,-0.059,0,0,0
900,1.325,0.722,1.036,0.84,0.565,1.155,1.884,1.492,0,0,0
901,1.325,0.739,1.215,0.92,1,0.756,1.364,1.153,0,0,0
902,1.325,0.967,1.521,1.414,1.232,0.968,1.624,1.573,0,0,0
903,1.325,0.697,0.971,-0.057,0.314,1.163,1.822,1.614,0,0,0
904,1.325,0.419,0.526,0.287,0.825,0.47,0.589,0.463,0,0,0
905,1.325,0.548,0.722,0.247,0.686,0.684,0.967,0.554,0,0,0
906,1.325,0.376,0.458,0.104,0.383,0.726,1.062,0.707,0,0,0
907,1.325,0.682,1.169,1.313,1.74,0.719,1.325,1.046,0,0,0
908,1.325,0.499,0.65,0.904,1.087,0.522,0.695,1.169,1,3,383
909,1.325,0.827,1.222,1.071,1.154,0.91,1.373,1.3,0,0,0
910,1.325,0.638,0.871,1.514,2.555,0.843,1.342,0.681,0,0,0
911,1.325,0.937,1.591,1.656,1.27,1.008,1.711,1.696,0,0,0
912,1.325,0.213,0.207,0.672,0.333,0.442,0.499,0.857,0,0,0
913,1.325,0.711,1.074,0.746,0.533,0.655,0.951,1.643,0,0,0
914,1.325,0.373,0.647,0.431,1.168,0.372,0.603,0.577,0,0,0
915,1.325,1.014,1.587,1.79,1.271,1.053,1.655,1.871,0,0,0
916,1.325,0.656,0.881,0.584,0.693,0.922,1.365,1.028,0,0,0
917,1.325,0.979,1.558,0.543,0.782,1.438,2.334,1.254,0,0,0
918,1.325,1.377,1.83,0.521,1.629,1.032,1.077,0.423,0,0,0
919,1.325,0.41,0.594,0.4,1.423,0.403,0.524,0.385,0,0,0
920,1.325,0.773,1.321,1.572,2,0.783,1.278,0.947,0,0,0
921,1.325,0.616,0.824,0.731,0.818,0.736,1.097,1.018,0,0,0
922,1.325,0.212,0.178,0.519,2.679,0.334,0.503,-0.018,0,0,0
923,1.325,0.97,1.49,0.873,1.116,1.042,1.773,1.074,0,0,0
924,1.325,0.646,0.891,0.943,1.253,0.658,0.983,0.992,0,0,0
925,1.325,0.812,1.195,1.109,1.11,0.838,1.409,1.324,0,0,0
926,1.325,0.773,1.328,0.92,0.874,0.696,1.23,1.632,0,0,0
927,1.325,0.544,0.732,0.614,0.861,0.507,0.76,0.733,0,0,0
928,1.325,0.811,1.182,0.75,1.558,0.756,1.088,0.659,1,3,363
929,1.325,0.446,0.649,0.44,0.308,0.452,0.712,1.363,0,0,0
930,1.325,0.275,0.288,-0.059,0.685,0.393,0.466,0.175,0,0,0
931,1.325,0.541,0.876,0.392,1.395,0.556,0.839,0.345,0,0,0
932,1.325,0.515,0.698,0.545,0.906,0.559,0.755,0.737,0,0,0
933,1.325,0.85,1.296,1.053,1.106,0.933,1.554,1.207,0,0,0
934,1.325,1.437,1.413,0.6,0.266,0.833,1.411,1.915,0,0,0
935,1.325,0.999,1.515,1.455,1.373,0.981,1.478,1.429,0,0,0
936,1.325,0.489,0.736,0.345,1.012,0.485,0.859,0.686,0,0,0
937,1.325,0.528,0.694,0.422,1.28,0.534,0.707,0.423,0,0,0
938,1.325,0.366,0.449,0.194,1.017,0.327,0.484,0.357,0,0,0
939,1.325,0.371,0.577,0.608,0.213,0.638,0.981,1.02,0,0,0
940,1.325,0.484,0.621,0.056,0.356,1.002,1.414,0.517,0,0,0
941,1.325,1.003,1.517,0.806,1.211,1.009,1.641,0.907,0,0,0
942,1.325,0.764,1.124,1.229,1.375,0.75,1.096,1.188,1,3,346
943,1.325,1.156,1.931,0.986,1.379,1.164,1.902,0.942,0,0,0
944,1.325,0.426,0.604,0.147,1.527,0.401,0.491,0.024,0,0,0
945,1.325,0.621,0.839,1.313,1.044,0.662,1.006,1.558,0,0,0
946,1.325,0.311,0.469,1.03,2.513,0.639,0.999,0.395,0,0,0
947,1.325,0.213,0.189,0.874,2.473,0.466,0.794,0.251,0,0,0
948,1.325,0.785,1.373,1.913,1.477,0.843,1.391,1.907,0,0,0
949,1.325,0.451,0.577,0.41,0.768,0.411,0.708,0.711,0,0,0
950,1.325,0.234,0.218,-0.06,0.432,0.536,0.752,0.357,0,0,0
951,1.325,0.212,0.178,-0.06,0.096,0.702,1.006,0.358,0,0,0
952,1.325,1.003,1.557,1.597,1.296,1.018,1.598,1.632,0,0,0
953,1.325,0.481,0.641,0.474,1.098,0.515,0.782,0.549,0,0,0
954,1.325,1.358,2.23,1.454,1.987,1.102,1.77,0.968,0,0,0
955,1.325,0.384,0.468,-0.06,0.299,0.99,1.418,0.57,0,0,0
956,1.325,0.213,0.18,-0.06,0.439,0.556,0.719,0.231,0,0,0
957,1.325,0.735,1.25,1.184,1.39,0.758,1.22,1.126,0,0,0
958,1.325,0.631,0.975,0.789,1.348,0.623,0.955,0.773,0,0,0
959,1.325,0.652,0.873,-0.06,0.266,1.438,2.34,1.298,0,0,0
960,1.325,0.383,0.468,0.317,0.803,0.466,0.569,0.271,1,3,335
961,1.325,0.362,0.49,0.672,0.926,0.296,0.399,0.934,0,0,0
962,1.325,0.331,0.501,0.238,0.066,0.239,0.281,0.857,0,0,0
963,1.325,0.213,0.18,0.011,0.448,0.521,0.674,0.315,0,0,0
964,1.325,0.873,1.381,1.094,0.886,1.135,1.879,1.496,0,0,0
965,1.325,0.293,0.33,-0.06,0.274,0.77,0.912,0.411,0,0,0
966,1.325,0.212,0.178,0.401,0.252,0.212,0.177,-0.059,0,0,0
967,1.325,0.504,0.67,0.502,0.551,0.405,0.625,1.276,0,0,0
968,1.325,0.212,0.177,-0.061,0.074,0.8,1.112,0.393,0,0,0
969,1.325,0.85,1.261,-0.06,0.348,1.319,2.315,1.342,0,0,0
970,1.325,0.554,0.733,0.477,0.473,0.918,1.444,1.098,0,0,0
971,1.325,1.101,1.725,1.089,1.322,1.101,1.725,1.089,1,3,324
972,1.325,0.257,0.311,1.01,2.592,0.584,1.043,0.26,0,0,0
973,1.325,0.649,1.141,0.615,1.699,1.085,1.252,0.404,0,0,0
974,1.325,0.402,0.5,0.505,0.792,0.374,0.547,0.662,0,0,0
975,1.325,0.57,0.772,-0.06,0.156,0.371,0.599,0.59,0,0,0
976,1.325,0.371,0.485,0.231,0.256,0.811,1.297,0.908,0,0,0
977,1.325,0.466,0.601,0.233,0.813,0.529,0.738,0.557,0,0,0
978,1.325,0.603,1.067,0.394,1.601,0.564,0.864,0.181,0,0,0
979,1.325,0.79,1.392,0.71,0.709,1.245,2.014,1.914,0,0,0
980,1.325,0.384,0.469,0.216,0.695,0.51,0.727,0.347,0,0,0
981,1.325,0.895,1.575,1.067,1.383,0.925,1.625,1.016,1,3,319
982,1.325,0.872,1.29,0.66,0.945,1.05,1.559,0.964,1,3,316
983,1.325,0.412,0.516,-0.053,0.501,0.54,0.832,0.669,0,0,0
984,1.325,0.361,0.433,0.178,0.952,0.321,0.449,0.365,0,0,0
985,1.325,0.286,0.332,0.165,1.106,0.284,0.376,0.208,0,0,0
986,1.325,1.063,1.976,0.599,0.147,0.618,1.411,1.914,0,0,0
987,1.325,0.983,2.05,0.248,-1,0,0,0,0,0,0
988,1.325,0.279,0.356,0.763,1.445,0.252,0.285,0.779,1,6,312
989,1.325,0.428,0.541,0.167,1.026,0.381,0.488,0.393,0,0,0
990,1.325,1.061,1.605,-0.035,5.301,0.212,0.177,-0.059,0,0,0
991,1.325,0.905,1.409,0.978,1.393,0.917,1.423,1.027,0,0,0
992,1.325,0.672,1.147,1.247,3.02,1.44,2.341,1.247,0,0,0
993,1.325,1.086,1.866,1.503,-1,0,0,0,0,0,0
994,1.325,1.214,2.025,1.25,-1,0,0,0,0,0,0
995,1.325,1.439,2.34,1.248,-1,0,0,0,0,0,0
996,1.325,1.204,1.989,1.222,-1,0,0,0,0,0,0
997,1.325,1.327,2.177,1.2,-1,0,0,0,0,0,0
998,1.325,0.358,0.577,0.568,1.841,0.418,0.605,0.341,0,0,0
999,1.325,0.472,0.608,0.129,0.865,0.524,0.679,0.35,0,0,0
1000,1.325,0.846,1.315,0.854,0.857,1.157,1.839,1.217,0,0,0
1001,1.325,0.215,0.183,-0.06,0.016,0.227,2.019,-0.04,0,0,0
1002,1.325,1.277,2.149,1.909,1.531,0.951,1.547,1.912,0,0,0
1003,1.325,0.323,0.377,0.449,1.248,0.318,0.421,0.483,0,0,0
1004,1.325,0.497,0.649,0.533,0.112,0.699,1.047,1.332,0,0,0
1005,1.325,0.287,0.309,-0.06,0.273,0.679,0.964,0.504,0,0,0
1006,1.325,1.079,1.68,0.813,1.183,1.192,1.977,0.999,0,0,0
1007,1.325,0.552,0.734,0.984,0.838,0.51,0.851,1.269,0,0,0
1008,1.325,0.375,0.456,0.318,0.653,0.599,0.78,0.489,0,0,0
1009,1.325,1.438,2.339,1.86,1.869,1.031,1.598,1.643,0,0,0
1010,1.325,0.531,0.696,0.402,0.598,0.75,1.029,0.506,0,0,0
1011,1.325,0.476,0.616,0.281,0.857,0.543,0.72,0.546,0,0,0
1012,1.325,0.667,0.906,-0.06,0.283,1.438,2.34,1.343,0,0,0
1013,1.325,0.314,0.356,-0.031,0.338,0.784,1.14,0.554,0,0,0
1014,1.325,0.437,0.555,0.351,0.733,0.532,0.726,0.42,0,0,0
1015,1.325,0.299,0.33,-0.06,0.51,0.436,0.636,0.342,0,0,0
1016,1.325,0.212,0.178,-0.061,0.064,0.883,1.379,0.598,0,0,0
1017,1.325,0.578,0.886,0.891,0.733,0.687,1.007,1.269,0,0,0
1018,1.325,0.723,1.024,0.559,0.662,1.131,1.766,1.016,0,0,0
1019,1.325,1.385,2.324,1.106,1.295,1.437,2.338,1.178,0,0,0
1020,1.325,0.427,0.718,0.26,0.101,0.257,0.34,1.045,0,0,0
1021,1.325,0.766,1.217,0.835,0.669,0.921,1.618,1.912,0,0,0
1022,1.325,0.707,1.267,1.246,0.893,0.636,1.087,1.915,0,0,0
1023,1.325,0.836,1.411,0.598,-1,0,0,0,0,0,0
1024,1.325,0.511,0.897,0.325,1.49,0.524,0.801,0.198,0,0,0
1025,1.325,0.213,0.179,-0.06,0.581,0.213,0.179,0.195,0,0,0
1026,1.325,0.391,0.6,1.133,2.248,0.491,0.754,0.737,0,0,0
1027,1.325,0.326,0.485,0.144,1.49,0.347,0.479,0.071,0,0,0
1028,1.325,0.983,1.628,1.333,1.634,0.886,1.338,1.211,0,0,0
1029,1.325,0.523,0.691,0.334,0.922,0.482,0.788,0.744,0,0,0
1030,1.325,0.346,0.42,0.125,0.239,0.702,1.123,0.82,0,0,0
1031,1.325,0.391,0.482,0.21,0.474,0.744,1.078,0.67,0,0,0
1032,1.325,0.338,0.347,0.529,1.008,0.248,0.243,-0.056,0,0,0
1033,1.325,0.711,1,-0.06,0.279,1.366,2.309,1.519,0,0,0
1034,1.325,0.52,0.684,0.266,0.287,1.317,2.104,1.096,0,0,0
1035,1.325,0.461,0.602,0.604,1.11,0.462,0.74,0.576,0,0,0
1036,1.325,0.661,1.015,1.153,2.266,0.709,1.082,0.727,0,0,0
1037,1.325,0.851,1.454,1.177,1.839,1.111,1.534,0.717,0,0,0
