id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2
62,86.793869,-53.838444,38.33,51.1,6.988,0,0.6,2.776,1,6.196,0.884,-999.0,9999.0,0.467,0.154,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.768,1.441,4.869,0.603,5.558,0.794,1.378,2.853,3.261,1.394
63,86.673935,-53.837658,1312.14,66.64,19.825,0,0.02,3.767,1,13.425,0.89,0.189,0.224,125.162,0.119,42.963,0.172,46.769,0.223,16.244,0.394,114.579,1.051,4.608,0.632,3.553,0.833,29.312,5.311,33.635,3.931
64,86.572578,-53.837765,2388.68,64.24,46.435,0,0.22,3.604,1,30.374,1.51,7.136,0.224,8.113,0.154,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,19.27,1.443,21.088,1.108,27.156,1.549,30.989,6.966,23.519,3.887
65,86.704132,-53.837559,991.38,68.27,32.773,0,0.12,3.299,1,22.592,0.887,0.045,0.224,19.306,0.133,-999.0,9999.0,28.82,0.257,37.259,0.42,7.393,1.125,8.607,0.627,10.828,0.827,28.032,6.574,20.493,2.951
66,86.772812,-53.837666,261.9,65.51,21.314,0,0.12,2.884,1,17.13,0.892,-999.0,9999.0,0.732,0.154,-999.0,9999.0,-999.0,9999.0,2.086,0.449,4.825,1.442,8.248,0.618,9.631,0.775,18.049,6.107,18.575,3.15
67,86.754257,-53.834114,458.95,129.72,415.0,2,0.03,4.334,1,225.191,0.882,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,112.67,0.609,136.312,0.797,105.863,11.906,88.193,5.829
68,86.581459,-53.836208,2294.35,92.31,455.838,0,0.03,4.027,1,270.82,1.099,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,159.65,0.789,184.362,0.967,124.319,12.959,90.429,6.474
69,86.591393,-53.83519,2188.84,110.75,103.29,3,0.07,4.071,1,59.401,0.89,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,33.003,0.635,37.586,0.827,28.078,4.793,21.758,2.952
70,86.776413,-53.837151,223.62,74.71,39.708,0,0.24,3.133,1,28.633,0.878,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.656,0.598,14.448,0.796,31.184,8.172,27.759,3.492
71,86.707428,-53.837822,956.41,63.53,15.755,0,0.17,3.601,1,10.089,0.89,0.667,0.224,191.033,0.124,19.874,0.171,-999.0,9999.0,-999.0,9999.0,108.351,1.019,5.942,0.623,7.407,0.831,9.425,3.093,6.96,1.62
72,86.764725,-53.837925,347.8,60.99,10.371,0,0.67,3.2,1,7.232,0.876,-999.0,9999.0,1.993,0.153,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.775,1.435,3.973,0.624,5.3,0.812,6.348,3.471,5.961,1.391
73,86.768661,-53.837921,306.01,61.0,7.25,0,0.69,2.468,1,6.457,0.884,-999.0,9999.0,1.338,0.153,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.469,1.435,4.046,0.612,4.461,0.78,6.267,4.046,5.204,1.547
74,86.58371,-53.835251,2270.53,109.59,1384.949,3,0.98,2.785,1,1075.424,1.052,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1184.838,0.751,1241.153,0.969,419.198,22.294,279.143,11.837
75,86.694794,-53.833847,1090.58,135.16,3910.717,0,0.99,2.682,1,3035.187,0.887,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5063.162,0.647,4852.871,0.862,1035.293,28.638,630.459,15.789
76,86.708908,-53.837551,940.64,68.4,16.575,0,0.09,2.943,1,12.957,0.882,1.132,0.224,18.775,0.127,-999.0,9999.0,28.278,0.246,35.6,0.387,-6.686,1.078,9.158,0.621,9.232,0.807,14.763,4.006,11.526,2.093
77,86.767288,-53.837753,320.56,64.04,7.047,0,0.54,2.58,1,6.451,0.884,-999.0,9999.0,1.271,0.154,-999.0,9999.0,-999.0,9999.0,4.687,0.427,3.122,1.44,4.94,0.616,4.785,0.82,7.186,3.803,7.762,1.977
78,86.655342,-53.837582,1509.64,68.02,6.701,0,0.6,2.039,1,6.863,0.904,0.364,0.224,11.589,0.122,12.582,0.19,8.33,0.173,13.692,0.373,36.324,1.115,4.652,0.701,6.017,0.838,9.872,2.853,6.019,1.804
79,86.698212,-53.837849,1054.24,63.1,4.196,0,0.36,2.033,1,4.982,0.888,0.895,0.224,291.993,0.11,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,765.082,1.019,3.499,0.62,1.677,0.806,6.466,5.436,9.698,3.28
80,86.713867,-53.836834,888.0,81.24,18.553,0,0.06,3.075,1,14.852,0.883,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.206,0.628,8.3,0.825,21.692,4.763,24.065,2.908
81,86.625603,-53.832821,1825.54,153.62,990.073,0,0.03,5.308,1,444.052,0.892,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,213.671,0.644,258.655,0.824,205.911,10.723,188.369,7.643
82,86.664787,-53.837166,1409.28,75.47,10.026,0,0.61,2.859,1,8.636,0.894,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.959,0.662,3.549,0.831,9.8,2.935,10.282,2.347
83,86.776855,-53.836643,218.98,83.81,20.456,0,0.31,3.177,1,15.226,0.88,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.877,0.602,6.378,0.78,21.088,5.731,16.286,2.409
84,86.606758,-53.836941,2025.67,79.4,13.36,0,0.08,3.336,1,9.865,0.902,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.71,0.634,9.086,0.798,7.691,2.142,6.463,1.612
85,86.717621,-53.834747,848.07,118.79,101.779,0,0.01,5.215,1,46.054,0.995,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,30.205,0.709,34.152,0.877,21.611,4.147,19.657,2.401
86,86.763275,-53.836864,363.19,80.09,12.824,0,0.02,3.594,1,8.131,0.879,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.186,0.601,4.618,0.798,7.967,3.174,9.223,1.926
87,86.734283,-53.835735,671.09,100.78,96.103,0,0.98,2.759,1,74.7,1.132,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,70.275,0.955,84.494,1.007,32.452,6.784,24.123,2.996
88,86.675133,-53.837036,1299.38,77.79,4.897,0,0.47,2.624,1,4.419,0.913,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.579,0.655,2.064,0.853,12.425,4.537,10.112,2.797
89,86.673378,-53.836136,1318.08,94.03,18.392,0,0.25,3.367,1,13.363,0.888,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.712,0.636,8.596,0.86,19.768,4.792,13.093,2.796
90,86.597069,-53.836075,2128.57,94.89,23.961,0,0.1,2.895,1,19.666,0.889,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,22.27,0.64,20.458,0.839,11.582,3.515,6.42,1.553
91,86.58828,-53.835766,2221.91,100.37,74.599,0,0.92,2.678,1,60.73,0.955,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,72.563,0.642,75.779,0.884,22.904,4.985,13.726,2.783
92,86.570702,-53.836697,2408.59,83.4,20.526,0,0.57,3.986,1,12.793,1.701,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.052,1.202,11.373,1.801,12.276,3.935,10.375,2.311
93,86.735718,-53.835686,655.87,101.7,93.02,0,0.98,2.703,1,73.103,1.181,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,75.465,0.982,84.046,1.201,29.612,6.313,20.525,2.763
94,86.72567,-53.836578,762.58,85.7,5.905,0,0.39,2.239,1,6.623,1.266,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.645,0.984,5.165,1.079,3.45,1.831,1.499,0.67
95,86.645111,-53.835629,1618.32,103.19,29.144,0,0.03,3.692,1,19.465,0.907,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.298,0.636,11.362,0.83,28.551,4.857,30.852,3.026
96,86.714867,-53.835941,877.34,97.32,15.556,0,0.04,3.246,1,10.498,0.88,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.0,0.631,8.435,0.812,10.691,3.164,9.326,1.733
97,86.586937,-53.836227,2236.21,92.07,6.914,0,0.46,2.537,1,6.454,0.962,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.956,0.642,7.27,0.885,3.493,1.755,2.923,1.221
98,86.775284,-53.83477,235.54,117.58,11.713,0,0.07,3.094,1,9.765,0.886,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.959,0.613,9.491,0.79,2.499,2.192,4.369,1.521
99,86.653893,-53.835587,1525.0,103.94,22.161,0,0.34,3.099,1,15.743,0.9,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.953,0.618,7.83,0.83,25.616,3.999,23.358,3.193
100,86.664162,-53.835709,1415.91,101.71,13.817,0,0.26,2.835,1,11.791,0.901,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.949,0.652,1.385,0.842,21.755,4.37,23.221,3.382
101,86.672127,-53.835953,1331.31,97.32,4.122,0,0.42,1.908,1,4.427,0.917,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.002,0.644,1.367,0.833,15.687,4.1,9.56,2.36
102,86.704346,-53.83577,989.11,100.48,28.163,0,0.96,1.229,1,25.751,0.892,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.1,0.622,1.061,0.82,0.252,0.977,-1.99,0.297
