id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2
331,86.731873,-53.818256,696.39,415.45,28.588,0,0.05,3.206,0,20.909,1.183,0.316,0.242,0.212,0.162,0.631,0.252,1.266,0.177,2.831,0.464,5.986,1.468,7.071,0.827,8.805,1.104,24.854,5.011,22.121,3.094
332,86.609909,-53.818829,1992.42,405.41,14.585,0,0.08,3.741,0,9.889,0.887,0.607,0.242,0.092,0.116,0.088,0.252,1.097,0.177,0.805,0.333,2.875,1.035,3.04,0.628,4.671,0.814,27.158,5.068,15.855,2.719
333,86.681412,-53.818977,1232.61,402.84,13.331,0,0.57,3.76,0,8.703,0.924,2.4,0.242,1.967,0.118,2.212,0.252,2.782,0.177,4.588,0.334,5.528,1.036,7.369,0.645,7.187,0.81,3.77,2.357,4.256,1.264
334,86.760979,-53.817844,387.12,422.5,69.703,3,0.82,3.079,0,44.388,0.877,1.227,0.242,6.916,0.163,17.418,0.253,24.215,0.178,38.252,0.465,40.59,1.47,50.717,0.616,52.989,0.781,20.225,3.845,12.724,1.865
335,86.634239,-53.818893,1733.83,404.39,3.832,0,0.47,2.167,0,3.765,0.899,0.332,0.242,-0.04,0.116,0.108,0.252,0.078,0.177,0.049,0.334,0.328,1.036,-0.044,0.615,0.461,0.812,3.026,2.813,7.803,2.093
336,86.656006,-53.818832,1502.57,405.5,7.528,0,0.48,3.2,0,6.754,0.897,4.313,0.242,4.164,0.116,6.126,0.252,8.722,0.177,7.291,0.333,8.679,1.034,7.023,0.667,7.067,0.823,2.648,3.979,3.079,0.994
337,86.679001,-53.818779,1258.2,406.41,3.786,0,0.37,2.165,0,4.7,0.893,0.152,0.241,0.333,0.116,0.53,0.251,0.595,0.177,1.401,0.333,2.949,1.033,3.07,0.629,1.281,0.832,1.218,1.658,2.756,1.198
338,86.59581,-53.816898,2142.28,440.05,98.878,3,0.04,3.431,0,65.904,0.891,0.753,0.242,0.915,0.116,3.674,0.252,8.391,0.177,21.549,0.334,22.01,1.355,33.136,0.639,40.192,0.825,52.533,5.493,34.219,3.529
339,86.701172,-53.818558,1022.66,410.28,7.5,0,0.62,2.912,0,6.231,0.899,1.836,0.242,1.717,0.116,2.093,0.252,3.844,0.177,4.921,0.334,4.444,1.036,5.765,0.627,5.246,0.809,4.816,2.969,3.395,1.752
340,86.727966,-53.817532,737.9,428.54,34.756,1,0.13,3.331,0,26.089,1.403,0.53,0.242,0.743,0.163,1.086,0.252,1.549,0.177,2.844,0.465,6.04,1.469,8.146,1.025,11.691,1.279,51.173,5.994,47.307,4.014
341,86.712814,-53.817574,898.93,427.94,39.752,0,0.01,4.13,0,23.967,0.897,0.666,0.242,0.759,0.143,1.014,0.252,1.196,0.181,2.393,0.334,3.246,1.036,5.537,0.616,9.558,0.818,51.73,5.016,71.272,4.901
342,86.669701,-53.818573,1357.01,410.2,5.871,0,0.47,2.797,0,5.926,0.895,3.259,0.242,3.245,0.116,3.285,0.252,3.34,0.177,3.33,0.333,3.534,1.034,5.796,0.633,4.534,0.813,2.139,1.784,4.504,0.997
343,86.587677,-53.817371,2228.68,431.43,23.809,0,0.03,3.643,0,16.869,0.948,3.222,0.242,4.063,0.116,6.629,0.252,10.161,0.215,12.226,0.334,12.655,1.449,13.605,0.628,14.36,0.889,9.197,2.602,6.725,1.824
344,86.796715,-53.817772,7.31,423.14,17.323,16,0.17,2.978,1,13.311,0.873,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.006,0.608,8.921,0.768,12.953,4.98,10.092,2.36
345,86.772835,-53.817448,261.09,429.45,30.249,0,0.38,2.794,0,23.408,0.88,-0.128,0.242,0.132,0.162,0.027,0.252,0.626,0.177,2.503,0.464,5.278,1.467,7.779,0.616,10.238,0.772,27.988,5.799,23.784,2.931
346,86.643181,-53.721828,1639.2,2151.6,10.274,2,0.62,3.409,0,7.85,0.878,-0.0,0.139,0.168,0.073,0.33,0.146,0.299,0.104,0.444,0.192,0.682,0.599,1.428,0.609,1.512,0.774,12.729,1.85,18.877,5.075
347,86.72213,-53.730923,798.48,1987.54,10.455,0,0.5,2.893,0,8.461,1.142,1.645,0.14,1.607,0.073,1.828,0.146,2.351,0.105,4.392,0.192,5.907,0.601,4.615,0.797,6.25,1.019,5.626,1.701,3.098,5.484
348,86.606735,-53.730915,2027.23,1987.85,9.917,0,0.37,2.908,0,7.697,0.88,0.952,0.171,0.734,0.082,1.053,0.179,1.308,0.113,2.536,0.211,3.167,0.659,3.566,0.6,5.26,0.785,8.324,1.382,6.513,2.755
349,86.67205,-53.73098,1331.69,1986.84,17.553,0,0.07,3.555,0,11.727,0.885,2.91,0.14,3.017,0.073,3.381,0.146,3.684,0.105,4.414,0.192,3.908,0.601,7.886,0.615,8.97,0.799,13.225,1.883,13.977,4.043
350,86.657013,-53.730938,1491.84,1987.63,7.566,0,0.47,3.264,0,6.411,0.879,1.261,0.14,1.293,0.073,1.341,0.146,1.628,0.108,3.311,0.192,4.358,0.601,4.647,0.608,3.065,0.801,4.767,1.15,3.693,1.859
351,86.740402,-53.73101,603.9,1985.8,6.506,0,0.47,2.349,0,6.211,1.116,-0.138,0.172,0.072,0.094,-0.073,0.179,0.128,0.124,0.279,0.234,0.337,0.735,0.787,0.748,1.073,0.992,9.593,2.622,22.657,4.168
352,86.77742,-53.731228,209.69,1981.27,9.643,0,0.06,2.882,0,8.083,0.875,1.568,0.242,1.948,0.116,3.915,0.253,5.103,0.177,6.216,0.332,5.547,1.036,5.508,0.604,6.725,0.771,3.339,1.769,1.832,1.235
353,86.684334,-53.731407,1200.96,1979.1,9.257,0,0.69,0.942,0,5.233,0.882,-0.132,0.14,-0.622,0.073,-0.14,0.146,-1.0,0.105,0.239,0.192,-1.426,0.601,-0.786,0.651,-1.221,0.806,1.288,0.234,0.918,0.433
354,86.689743,-53.731495,1143.35,1977.48,11.854,2,0.51,3.89,0,8.36,0.875,0.323,0.14,0.683,0.073,1.295,0.146,1.831,0.105,2.052,0.192,2.43,0.601,2.738,0.628,4.326,0.793,6.453,1.455,8.037,4.109
355,86.690041,-53.731682,1140.16,1974.16,9.795,3,0.49,3.83,0,6.923,0.878,1.028,0.14,1.005,0.073,2.431,0.146,3.288,0.105,4.239,0.192,4.954,0.601,5.499,0.62,5.507,0.795,3.718,1.121,5.455,3.389
356,86.703705,-53.731625,994.64,1975.07,17.301,0,0.23,3.195,0,13.276,0.882,2.504,0.14,2.413,0.073,2.912,0.146,3.595,0.105,6.558,0.192,7.936,0.6,10.006,0.612,11.063,0.792,11.886,2.237,4.092,6.83
357,86.613457,-53.732014,1955.61,1968.09,260.854,0,0.03,4.928,0,125.905,0.873,6.272,0.139,9.825,0.073,26.953,0.146,37.265,0.104,55.452,0.192,59.66,0.6,78.673,0.611,90.863,0.785,49.885,3.796,41.684,7.51
358,86.63224,-53.731739,1755.63,1973.17,7.131,0,0.38,3.395,0,6.272,0.877,0.158,0.14,0.165,0.073,0.287,0.146,0.384,0.111,1.565,0.192,1.111,0.601,3.046,0.605,4.023,0.78,5.586,1.203,4.454,2.169
359,86.648186,-53.731834,1585.87,1971.47,6.792,0,0.57,2.458,0,6.423,0.874,0.865,0.14,1.148,0.073,1.237,0.146,1.536,0.105,3.347,0.192,4.504,0.601,3.457,0.604,4.031,0.784,7.565,1.9,4.382,2.799
360,86.78035,-53.731846,178.57,1970.14,10.04,0,0.66,3.099,0,7.244,0.884,0.412,0.242,0.701,0.115,1.164,0.252,1.391,0.177,1.398,0.332,3.098,1.035,2.714,0.598,1.524,0.788,16.105,3.978,11.967,3.152
361,86.662033,-53.732262,1438.35,1963.81,79.684,2,0.08,3.614,0,51.716,0.877,0.205,0.14,0.452,0.081,0.788,0.146,2.348,0.105,7.978,0.192,12.671,0.601,18.956,0.61,25.746,0.808,54.639,3.927,43.333,7.453
362,86.661041,-53.732571,1448.91,1958.23,22.358,3,0.03,3.267,0,16.755,0.882,2.848,0.14,2.851,0.073,3.127,0.146,3.9,0.105,6.159,0.192,7.965,0.6,9.166,0.614,10.304,0.8,16.447,1.916,14.122,3.737
363,86.63089,-53.732124,1770.01,1966.23,13.54,0,0.14,2.895,0,11.658,0.879,1.612,0.14,1.802,0.073,2.236,0.146,2.602,0.105,4.646,0.192,5.033,0.601,7.158,0.592,8.413,0.777,12.692,2.066,10.617,3.862
364,86.643478,-53.73304,1635.94,1949.76,4430.159,0,0.99,2.76,1,3391.155,0.882,710.425,0.14,1329.81,0.074,1763.56,0.147,1210.661,0.105,1543.743,0.192,3690.224,0.601,5026.227,0.597,4854.178,0.784,1077.928,18.444,708.41,31.13
365,86.596313,-53.732159,2138.14,1965.35,7.603,0,0.49,3.341,0,6.176,0.879,1.743,0.171,2.086,0.082,3.426,0.179,4.381,0.13,4.569,0.211,5.875,0.659,6.222,0.602,6.298,0.802,3.074,1.073,3.217,2.285
366,86.599815,-53.732243,2100.93,1963.87,9.504,0,0.37,2.312,0,9.017,0.879,0.047,0.171,0.011,0.082,0.011,0.179,0.069,0.116,0.614,0.211,0.759,0.659,2.047,0.613,2.336,0.781,13.277,2.384,13.221,5.477
367,86.672386,-53.732231,1328.14,1964.35,12.172,0,0.67,3.14,0,9.612,0.882,0.73,0.14,0.548,0.073,0.791,0.146,1.004,0.105,2.211,0.192,2.184,0.601,3.91,0.624,5.208,0.786,11.941,1.703,11.293,3.45
368,86.747818,-53.732346,524.96,1961.68,73.311,0,0.98,2.472,0,61.584,0.936,0.631,0.172,1.751,0.094,6.695,0.179,12.775,0.125,41.688,0.269,51.761,0.736,65.989,0.6,73.648,0.826,25.459,6.572,16.534,4.093
369,86.575325,-53.732498,2361.65,1959.05,213.656,0,0.98,2.798,0,166.116,1.342,8.234,0.171,32.111,0.095,71.606,0.179,107.921,0.13,147.309,0.236,148.605,0.738,194.727,0.96,208.468,1.303,55.871,5.563,43.273,13.407
370,86.694366,-53.732414,1094.11,1960.94,5.49,0,0.51,2.29,0,4.619,0.88,0.821,0.14,1.019,0.073,1.223,0.146,1.303,0.105,1.575,0.192,1.593,0.601,1.776,0.622,3.108,0.787,6.234,1.462,4.632,2.968
371,86.781219,-53.732616,169.26,1956.23,81.173,3,0.01,4.952,0,38.729,0.878,0.661,0.242,1.001,0.115,2.459,0.252,2.811,0.177,6.834,0.332,8.743,1.035,12.913,0.601,18.289,0.768,48.159,7.288,45.373,7.09
372,86.780373,-53.732689,178.33,1954.94,36.826,3,0.26,2.941,0,29.442,0.88,0.4,0.242,0.628,0.115,1.02,0.252,1.546,0.177,2.717,0.332,3.996,1.035,4.097,0.608,7.248,0.779,48.006,7.485,47.612,7.04
373,86.754578,-53.732563,452.99,1957.66,8.426,0,0.62,2.935,0,7.048,0.882,-0.268,0.172,0.08,0.094,0.276,0.179,0.243,0.125,0.087,0.234,-1.282,0.736,0.591,0.611,1.036,0.797,8.67,2.721,11.541,3.249
374,86.6287,-53.732925,1793.34,1951.76,99.224,0,0.1,3.509,0,66.733,0.882,-0.027,0.14,0.2,0.073,0.439,0.146,1.726,0.105,7.565,0.192,11.434,0.601,20.173,0.599,29.013,0.79,71.847,4.697,58.838,8.689
375,86.705597,-53.732841,974.5,1953.15,76.266,0,0.17,3.085,0,55.767,0.877,0.577,0.14,0.878,0.073,2.62,0.163,5.989,0.105,15.409,0.192,17.438,0.601,25.885,0.621,31.538,0.803,40.659,4.176,29.041,14.866
376,86.742683,-53.732922,579.63,1951.35,252.115,0,0.98,2.539,0,204.222,1.06,0.968,0.172,4.498,0.109,17.821,0.179,35.734,0.125,130.394,0.235,166.082,0.737,217.192,0.728,245.983,0.906,82.906,7.712,59.934,6.652
377,86.672333,-53.732666,1328.68,1956.48,7.968,0,0.55,2.831,0,7.265,0.885,0.732,0.14,0.757,0.073,0.97,0.146,1.35,0.105,2.362,0.192,2.958,0.601,3.772,0.621,4.619,0.795,6.607,1.201,8.082,2.784
378,86.584129,-53.732967,2267.92,1950.7,212.439,0,0.08,3.343,0,149.139,1.03,9.092,0.171,11.297,0.082,25.153,0.179,34.466,0.13,51.529,0.211,60.664,0.659,70.099,0.706,84.955,0.927,77.24,5.376,82.394,14.78
379,86.591263,-53.733021,2191.98,1949.81,37.284,0,0.05,3.196,0,27.425,0.873,0.959,0.171,1.395,0.082,2.284,0.179,4.926,0.129,8.967,0.211,9.124,0.658,14.366,0.613,15.23,0.783,21.113,3.011,12.129,5.221
380,86.692757,-53.732922,1111.28,1951.8,7.342,0,0.43,2.784,0,6.558,0.873,3.843,0.139,3.535,0.073,3.555,0.146,3.624,0.104,4.341,0.192,4.791,0.6,5.843,0.613,7.272,0.797,5.568,1.397,5.614,3.79
381,86.601395,-53.732903,2084.02,1952.01,5.839,0,0.49,2.91,0,5.238,0.871,1.114,0.154,1.072,0.076,1.204,0.161,1.551,0.107,2.401,0.198,2.382,0.626,3.081,0.6,4.535,0.803,3.271,1.074,3.628,2.441
382,86.783661,-53.733727,143.33,1936.18,3780.035,0,0.99,2.66,1,2930.49,0.878,482.146,0.242,1108.961,0.115,1537.186,0.252,1181.53,0.177,1397.19,0.332,3300.386,1.035,4158.158,0.601,4192.938,0.765,1002.686,37.839,678.087,29.424
383,86.656868,-53.733006,1493.41,1950.4,4.196,0,0.4,2.484,0,4.761,0.872,1.101,0.139,0.935,0.073,1.321,0.146,2.176,0.104,2.822,0.192,2.898,0.599,3.151,0.62,3.278,0.789,1.75,0.889,2.375,1.794
384,86.675911,-53.733219,1290.64,1946.5,15.864,0,0.42,2.438,0,14.339,0.886,-0.013,0.14,0.26,0.073,0.824,0.146,1.623,0.105,3.365,0.192,3.949,0.601,6.18,0.611,5.863,0.805,10.133,1.938,9.242,3.675
385,86.599068,-53.733467,2108.81,1941.86,56.411,0,0.12,3.377,0,38.643,0.882,0.175,0.17,0.876,0.081,1.315,0.179,2.469,0.111,7.379,0.234,12.907,0.658,17.917,0.599,22.734,0.777,40.58,3.648,31.032,7.628
386,86.716484,-53.733418,858.61,1942.69,16.851,0,0.84,2.543,0,14.096,0.999,0.03,0.139,0.038,0.073,0.165,0.146,0.629,0.104,5.275,0.235,8.359,0.6,15.327,0.686,16.758,0.893,8.964,2.077,3.022,4.965
387,86.639214,-53.733643,1681.37,1938.95,25.167,0,0.32,2.534,0,22.623,0.877,-0.027,0.14,0.126,0.073,0.384,0.146,0.633,0.105,6.242,0.221,9.936,0.601,18.127,0.611,23.912,0.792,11.724,2.145,6.741,3.172
388,86.671272,-53.733608,1339.98,1939.55,16.316,0,0.72,0.952,0,14.276,0.881,-0.035,0.14,-0.124,0.073,-0.231,0.146,-0.119,0.105,-0.09,0.192,-0.964,0.601,-0.124,0.614,-0.9,0.816,0.908,0.434,-0.094,0.951
389,86.659279,-53.733749,1467.7,1937.02,3.899,0,0.36,2.0,0,5.134,0.879,0.12,0.139,0.065,0.073,0.129,0.146,0.374,0.104,1.305,0.192,1.22,0.6,2.5,0.615,3.34,0.794,5.182,1.204,3.262,1.966
390,86.7136,-53.733875,889.35,1934.49,9.979,2,0.52,3.092,0,8.69,0.881,0.25,0.14,0.505,0.073,0.727,0.146,1.219,0.105,1.548,0.192,1.244,0.601,1.895,0.608,3.285,0.794,10.132,1.813,28.753,11.426
391,86.715065,-53.734215,873.74,1928.4,169.679,0,0.05,3.723,0,105.262,0.908,0.464,0.14,1.138,0.073,4.709,0.146,12.474,0.105,29.015,0.192,35.708,0.6,48.53,0.65,58.012,0.813,63.838,5.808,43.534,17.658
392,86.674103,-53.73394,1309.92,1933.54,11.677,0,0.48,3.52,0,8.588,0.887,0.155,0.14,0.368,0.073,0.833,0.146,1.054,0.105,1.337,0.192,0.832,0.601,2.024,0.613,2.384,0.79,10.812,1.899,11.935,4.057
393,86.748169,-53.73418,521.29,1928.64,200.26,0,0.98,2.555,0,162.712,0.934,15.262,0.172,52.883,0.094,112.893,0.179,155.5,0.125,188.694,0.234,202.25,0.736,216.228,0.598,224.428,0.844,56.726,7.92,38.276,5.469
394,86.758224,-53.734146,414.2,1929.1,131.894,0,0.98,2.544,1,106.331,0.872,1.485,0.172,5.405,0.094,14.871,0.178,30.6,0.124,82.224,0.269,99.22,0.735,121.709,0.613,135.243,0.772,47.974,6.308,32.982,5.338
395,86.652672,-53.734318,1538.09,1926.78,18.843,1,0.04,3.989,0,12.094,0.886,3.163,0.14,3.617,0.073,6.511,0.146,7.756,0.105,9.402,0.192,9.309,0.6,9.728,0.601,11.555,0.788,11.828,1.428,7.896,2.509
396,86.777855,-53.734215,205.17,1927.53,14.299,0,0.18,3.744,0,9.012,0.879,-0.149,0.242,-0.07,0.115,-0.02,0.252,0.378,0.177,0.663,0.332,1.696,1.034,1.512,0.615,3.494,0.787,9.756,3.206,14.007,4.019
397,86.616539,-53.734859,1922.8,1916.89,1039.604,0,0.98,2.759,0,805.537,0.883,25.255,0.139,122.07,0.073,311.394,0.165,437.959,0.104,610.75,0.192,760.799,0.6,902.539,0.612,941.689,0.807,268.035,9.368,171.446,15.366
398,86.754959,-53.734531,448.98,1922.2,201.926,0,0.07,3.501,0,131.436,0.884,0.454,0.172,0.824,0.094,2.391,0.179,4.911,0.127,15.848,0.234,27.469,0.735,39.415,0.599,59.465,0.786,156.764,10.193,120.416,8.609
399,86.772423,-53.734528,262.98,1922.02,31.163,0,0.97,2.43,0,26.989,0.879,27.927,0.242,40.174,0.115,52.731,0.252,54.683,0.177,55.533,0.464,54.678,1.034,52.515,0.599,49.312,0.779,9.752,3.654,8.961,3.441
400,86.665833,-53.734486,1397.92,1923.73,9.582,0,0.66,3.248,0,7.093,0.882,0.246,0.142,0.24,0.073,0.563,0.146,0.773,0.105,1.868,0.192,1.831,0.601,1.945,0.627,3.3,0.783,6.839,1.457,4.764,2.692
401,86.698578,-53.734528,1049.24,1922.86,8.62,0,0.67,2.374,0,7.967,0.881,0.067,0.14,0.282,0.073,0.804,0.148,1.487,0.117,5.265,0.471,6.231,0.6,9.55,0.612,10.565,0.784,3.48,1.255,1.021,1.797
402,86.71714,-53.734531,851.61,1922.68,13.047,0,0.49,3.277,0,10.313,1.001,0.266,0.14,0.377,0.073,0.871,0.146,2.428,0.105,4.181,0.192,4.056,0.602,4.868,0.689,6.718,0.91,5.91,1.553,3.281,4.839
403,86.592941,-53.734806,2174.08,1917.66,27.007,0,0.06,3.092,0,20.95,0.88,4.678,0.171,5.014,0.082,8.889,0.179,10.453,0.119,12.414,0.211,13.002,0.659,14.348,0.6,16.32,0.798,9.177,2.097,9.487,4.379
404,86.652344,-53.735012,1541.56,1914.31,84.874,0,0.02,3.565,0,58.64,0.88,5.084,0.14,4.898,0.073,6.926,0.146,9.389,0.105,18.37,0.192,22.615,0.601,26.531,0.61,31.246,0.788,63.812,4.343,50.52,8.134
405,86.734299,-53.735046,668.96,1913.22,114.937,0,0.98,2.628,0,92.621,1.156,1.809,0.172,8.142,0.094,25.476,0.179,45.723,0.125,78.645,0.235,88.141,0.737,102.899,0.919,112.428,1.116,38.579,5.76,23.247,4.034
406,86.677208,-53.734966,1276.82,1915.06,7.738,0,0.25,2.887,0,7.031,0.882,1.516,0.14,1.558,0.073,1.774,0.146,2.793,0.105,4.476,0.192,3.163,0.601,4.964,0.626,5.483,0.812,4.988,1.259,3.539,2.14
407,86.646347,-53.736446,1605.39,1888.44,9707.685,0,1.0,2.811,1,7373.8,0.879,80.627,0.14,315.558,0.073,959.819,0.146,990.06,0.105,1596.969,0.192,4122.208,0.601,7524.6,0.603,8060.983,0.779,2640.666,28.339,1731.31,49.363
408,86.5886,-53.735176,2220.23,1910.99,7.394,0,0.49,2.735,0,5.735,0.93,1.602,0.171,2.207,0.082,2.875,0.179,3.567,0.129,3.293,0.211,3.158,0.658,4.521,0.594,5.453,0.833,8.697,2.18,7.481,4.343
409,86.603127,-53.735432,2065.62,1906.5,20.583,0,0.0,3.483,0,14.84,0.88,4.273,0.14,4.514,0.073,8.604,0.146,9.888,0.108,11.309,0.192,10.661,0.6,12.666,0.603,12.399,0.784,5.711,1.418,3.094,2.537
410,86.686043,-53.735344,1182.72,1908.21,7.514,0,0.44,3.157,0,5.98,0.877,1.582,0.14,2.153,0.073,3.235,0.146,3.863,0.105,5.097,0.192,5.668,0.6,6.834,0.611,6.453,0.79,2.306,0.758,2.026,1.824
411,86.751839,-53.735367,482.21,1907.2,9.702,0,0.17,2.394,0,10.011,0.874,0.172,0.171,1.057,0.094,1.603,0.178,1.235,0.124,2.248,0.234,2.666,0.734,2.407,0.597,4.867,0.788,11.943,4.414,16.82,4.46
412,86.791161,-53.735538,63.57,1903.42,29.98,0,0.87,2.635,1,23.944,0.878,23.778,0.242,35.678,0.115,47.381,0.252,49.089,0.218,50.593,0.464,53.468,1.303,48.341,0.591,45.265,0.767,5.288,2.841,5.631,2.586
413,86.64106,-53.735893,1661.71,1898.4,123.158,0,0.05,3.55,0,81.992,0.874,0.363,0.156,0.552,0.073,1.308,0.146,2.669,0.104,10.156,0.192,15.152,0.6,23.721,0.609,34.134,0.773,95.695,5.462,78.252,10.134
414,86.716774,-53.735638,855.52,1902.75,7.562,0,0.48,2.798,0,6.239,0.99,0.121,0.14,0.262,0.073,0.703,0.146,0.715,0.105,0.87,0.192,0.52,0.601,0.849,0.692,2.301,0.834,4.092,1.198,7.063,6.221
415,86.777534,-53.73576,208.66,1899.74,20.517,0,0.93,2.43,0,17.691,0.889,0.135,0.242,0.239,0.115,0.509,0.252,0.722,0.177,1.541,0.332,1.76,1.036,3.712,0.612,9.478,0.815,33.259,7.129,22.766,5.232
416,86.619591,-53.735924,1890.29,1897.77,48.16,0,0.69,2.68,0,39.97,0.876,0.244,0.14,0.565,0.073,2.285,0.146,4.408,0.108,21.045,0.234,28.952,0.6,41.439,0.601,46.847,0.803,17.271,2.455,10.419,3.824
417,86.62928,-53.736107,1787.1,1894.53,37.827,0,0.0,4.421,0,21.304,0.878,1.085,0.14,1.378,0.073,1.88,0.146,1.977,0.105,4.038,0.192,4.569,0.601,5.09,0.592,7.016,0.776,27.403,2.686,30.887,5.874
418,86.630386,-53.735806,1775.33,1899.93,7.5,0,0.46,2.775,0,6.768,0.879,0.709,0.14,0.953,0.073,1.323,0.146,1.253,0.105,1.589,0.192,2.551,0.601,2.688,0.6,3.864,0.803,9.561,1.53,9.921,3.237
419,86.605476,-53.736862,2040.52,1880.77,294.877,0,0.03,4.925,0,142.86,0.875,1.617,0.14,2.5,0.073,7.672,0.146,13.012,0.105,24.992,0.192,31.311,0.601,43.146,0.605,57.852,0.775,80.966,4.755,84.237,10.092
420,86.626305,-53.736378,1818.82,1889.61,34.645,0,0.01,3.613,0,24.476,0.871,0.386,0.14,0.485,0.073,0.925,0.146,1.425,0.105,3.739,0.192,4.709,0.6,6.929,0.602,8.413,0.778,26.785,2.941,19.643,5.286
421,86.583267,-53.736378,2277.02,1889.29,29.531,0,0.96,2.551,1,25.613,1.025,0.262,0.171,1.131,0.082,4.179,0.179,8.964,0.129,18.834,0.211,21.259,0.658,31.019,0.716,31.511,0.913,13.081,3.041,10.76,6.497
422,86.730545,-53.736347,708.93,1889.87,23.665,0,0.76,2.79,0,18.386,1.169,0.504,0.172,0.42,0.094,0.767,0.179,1.409,0.116,3.486,0.234,5.159,0.737,7.123,0.798,8.376,1.041,18.763,3.63,18.861,28.509
423,86.772408,-53.737328,263.25,1871.61,7876.824,0,0.99,2.682,1,6070.276,0.88,2212.287,0.242,1746.215,0.115,2057.3,0.252,1394.42,0.177,1742.445,0.332,4485.591,1.035,8583.595,0.599,8626.8,0.785,2036.215,47.71,1325.26,39.757
424,86.650894,-53.736954,1557.01,1879.36,124.286,0,0.03,4.882,0,60.879,0.876,0.213,0.14,0.297,0.073,0.825,0.146,2.295,0.11,7.8,0.192,12.197,0.601,18.258,0.616,27.046,0.778,69.739,4.515,55.04,8.417
425,86.747559,-53.737434,527.83,1870.02,660.539,3,0.44,3.738,0,398.276,0.94,191.433,0.172,218.584,0.094,248.875,0.179,237.675,0.125,270.402,0.234,294.356,0.736,294.962,0.6,352.624,0.832,336.726,15.263,390.727,16.491
426,86.718552,-53.73671,836.65,1883.44,22.999,0,0.64,2.663,0,19.962,1.045,2.964,0.14,3.16,0.078,4.367,0.146,6.943,0.106,9.011,0.192,8.611,0.601,13.111,0.728,11.924,0.997,11.58,2.47,6.272,7.372
427,86.584656,-53.736912,2262.19,1879.7,67.188,0,0.97,2.732,1,54.666,1.031,0.668,0.171,0.218,0.087,1.378,0.179,3.451,0.129,22.791,0.211,31.736,0.658,54.589,0.68,63.375,0.94,27.879,3.929,23.866,7.741
428,86.614113,-53.736851,1948.64,1881.08,10.026,0,0.65,2.846,0,8.768,0.88,1.642,0.14,1.814,0.073,2.538,0.146,4.262,0.105,5.508,0.192,5.187,0.6,6.097,0.616,6.082,0.779,5.746,1.295,4.242,2.154
429,86.636711,-53.736813,1708.01,1881.83,7.465,0,0.57,2.815,0,7.643,0.878,0.083,0.14,0.076,0.073,0.1,0.146,0.151,0.105,0.215,0.192,1.489,0.601,0.556,0.606,0.884,0.789,9.873,1.899,12.449,4.416
430,86.758125,-53.736118,415.29,1893.62,9650.626,0,0.99,2.731,1,7396.64,0.871,2109.95,0.172,1767.218,0.094,2117.599,0.179,1381.959,0.125,1818.565,0.234,4664.5,0.735,9495.29,0.613,9691.202,0.777,2514.01,43.986,1606.572,38.67
431,86.711426,-53.736965,912.49,1878.89,46.132,0,0.31,3.135,0,35.105,0.88,4.29,0.14,5.079,0.073,8.265,0.146,13.819,0.109,18.116,0.193,19.877,0.602,23.315,0.611,24.324,0.804,17.745,2.756,17.458,11.201
432,86.623383,-53.737095,1849.94,1876.69,28.66,2,0.0,4.541,0,15.845,0.891,1.794,0.145,2.057,0.079,3.052,0.146,5.572,0.11,7.791,0.192,8.167,0.601,9.283,0.6,10.215,0.793,9.056,1.682,7.333,3.088
433,86.628616,-53.736923,1794.2,1879.81,12.152,2,0.6,3.783,0,8.335,0.878,0.702,0.139,0.958,0.073,1.138,0.146,1.436,0.104,2.041,0.192,2.401,0.599,2.242,0.588,4.446,0.763,8.697,1.733,8.831,3.337
434,86.660545,-53.736927,1454.27,1879.81,20.179,0,0.79,1.016,0,18.136,0.882,0.33,0.14,0.085,0.073,0.084,0.146,0.184,0.105,0.011,0.192,0.526,0.601,0.165,0.607,0.041,0.778,0.853,0.527,0.676,1.259
435,86.750244,-53.736904,499.24,1879.58,9.663,0,0.65,2.935,0,7.451,0.882,1.159,0.172,0.889,0.094,1.16,0.179,1.629,0.126,3.324,0.234,2.746,0.737,4.112,0.6,4.988,0.773,6.578,4.201,5.998,2.22
436,86.748116,-53.735245,521.87,1909.44,37.15,0,0.86,2.644,0,30.205,0.94,1.951,0.172,2.156,0.094,3.471,0.179,7.017,0.125,11.511,0.234,12.1,0.736,18.626,0.612,18.375,0.848,20.619,7.124,16.442,3.435
437,86.761887,-53.736961,375.29,1878.33,3.892,2,0.37,2.384,0,6.09,0.878,1.102,0.242,1.971,0.116,1.087,0.253,-1.647,0.137,0.24,0.271,2.747,0.847,4.489,0.596,4.692,0.807,10.092,2.707,9.882,2.996
438,86.65554,-53.737305,1507.48,1872.98,182.487,0,0.95,2.72,0,143.017,0.881,28.734,0.14,72.326,0.073,132.696,0.146,164.793,0.105,189.143,0.192,195.172,0.6,207.208,0.595,200.703,0.808,45.117,3.89,30.405,6.563
