PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,UMINB,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
345,1.067,1.247,1.981,1.184,1.068,1.247,1.981,1.184,0,0,0
346,1.067,0.778,1.295,1.811,1.873,0.739,1.304,1.25,0,0,0
347,1.067,0.521,0.685,0.335,0.931,0.51,0.685,0.456,0,0,0
348,1.067,0.607,0.93,0.735,0.916,0.568,0.878,0.888,0,0,0
349,1.067,0.359,0.592,0.62,1.772,0.433,0.568,0.34,1,3,999
350,1.067,0.529,0.693,0.363,1.012,0.515,0.672,0.39,0,0,0
351,1.067,1.008,1.739,1.779,1.96,0.835,1.488,1.548,0,0,0
352,1.067,0.245,0.238,0.137,0.313,0.583,0.8,0.376,0,0,0
353,1.067,0.656,0.879,1.159,0.817,0.766,1.049,1.778,0,0,0
354,1.067,0.436,0.591,0.889,0.42,0.606,0.823,1.288,0,0,0
355,1.067,0.406,0.504,0.209,0.342,0.643,0.95,0.634,0,0,0
356,1.067,0.545,0.796,0.389,1.041,0.552,0.791,0.398,0,0,0
357,1.067,0.457,0.713,0.533,0.216,0.883,1.41,1.123,0,0,0
358,1.067,0.796,1.342,0.811,0.84,1.069,1.844,1.061,0,0,0
359,1.067,0.555,0.732,0.619,0.953,0.539,0.706,0.619,0,0,0
360,1.067,0.389,0.478,1.488,2.116,0.487,0.938,1.062,0,0,0
361,1.067,1.072,1.686,1.049,1.072,1.072,1.686,1.049,1,4,985
362,1.067,0.492,0.735,0.684,0.952,0.468,0.753,0.714,0,0,0
363,1.067,0.501,0.795,0.603,0.977,0.523,0.85,0.643,0,0,0
364,1.067,0.71,1.187,0.198,0.096,0.488,0.467,1.24,0,0,0
365,1.067,0.256,0.305,0.106,0.393,0.433,0.562,0.406,0,0,0
366,1.067,1.268,2.098,1.581,1.351,1.081,1.735,1.394,0,0,0
367,1.067,0.632,1.055,0.997,0.158,0.375,0.826,1.852,1,1,986
368,1.067,0.902,1.312,0.217,0.346,1.063,1.932,1.387,0,0,0
369,1.067,0.419,0.581,0.125,0.01,1.438,2.339,1.159,0,0,0
370,1.067,0.296,0.423,0.881,1.677,0.423,0.66,0.606,0,0,0
371,1.067,0.756,1.261,1.179,0.911,0.814,1.334,1.338,0,0,0
372,1.067,0.7,1.13,1.913,2.369,0.683,1.15,0.81,0,0,0
373,1.067,0.662,1.205,1.703,2.179,1.177,1.995,0.971,0,0,0
374,1.067,1.2,1.95,1.265,0.976,1.314,2.16,1.38,0,0,0
375,1.067,0.857,1.258,0.853,0.63,1.073,1.762,1.187,0,0,0
376,1.067,0.963,1.427,0.257,0.356,1.221,2.144,1.392,0,0,0
377,1.067,0.594,0.902,0.679,0.889,0.569,0.924,0.85,0,0,0
378,1.067,0.464,0.688,0.803,0.306,0.652,1.039,1.111,0,0,0
379,1.067,0.66,0.892,0.782,0.608,0.768,1.214,1.071,0,0,0
380,1.067,0.269,0.36,0.263,1.423,0.331,0.419,0.065,0,0,0
381,1.067,0.461,0.73,0.408,0.833,0.396,0.623,0.674,0,0,0
382,1.067,0.659,1.108,0.169,0.094,0.653,0.77,1.216,0,0,0
383,1.067,0.396,0.488,0.111,0.51,0.502,0.752,0.542,0,0,0
384,1.067,0.826,1.202,0.941,0.496,0.989,1.678,1.452,0,0,0
385,1.067,1.026,1.601,0.821,1.155,0.966,1.465,0.771,0,0,0
386,1.067,1.321,2.093,0.567,5.787,0.212,0.177,-0.06,0,0,0
387,1.067,1.347,2.156,0.694,5.886,0.212,0.177,-0.06,0,0,0
388,1.067,1.082,1.985,1.247,0.499,0.833,1.41,1.915,0,0,0
389,1.067,0.923,1.465,0.78,0.832,1.097,1.806,1.035,0,0,0
390,1.067,0.498,0.657,1.446,2.437,0.609,0.894,0.618,0,0,0
391,1.067,0.892,1.307,0.837,0.547,1.189,1.945,1.249,0,0,0
392,1.067,0.522,0.685,1.669,1.369,0.442,0.581,1.165,1,2,964
393,1.067,0.305,0.351,-0.057,0.01,1.424,2.253,0.967,0,0,0
394,1.067,0.824,1.172,0.137,0.297,1.15,1.897,1.409,0,0,0
395,1.067,0.226,0.225,0.24,0.308,0.461,0.635,0.447,0,0,0
396,1.067,1.144,1.902,1.482,1.245,1.057,1.734,1.281,0,0,0
397,1.067,0.501,0.661,0.087,0.01,1.439,2.341,1.25,0,0,0
398,1.067,1.067,1.758,1.244,1.009,1.113,1.849,1.29,0,0,0
399,1.067,0.212,0.178,-0.06,0.069,0.379,0.5,0.095,0,0,0
400,1.067,0.685,0.949,1.038,1.866,0.62,0.869,0.477,1,2,960
401,1.067,0.956,1.437,0.23,0.399,1.203,2.086,1.247,0,0,0
402,1.067,0.686,0.939,0.608,0.494,1.015,1.545,0.935,0,0,0
403,1.067,0.242,0.293,0.347,0.304,0.431,0.591,0.564,0,0,0
404,1.067,0.589,0.826,0.947,1.058,0.589,0.826,0.947,5,99,0
405,1.067,0.624,0.827,0.089,0.094,1.402,2.334,1.368,0,0,0
406,1.067,0.445,0.565,0.355,0.695,0.476,0.698,0.458,0,0,0
407,1.067,0.938,1.642,0.645,0.13,1.17,1.869,1.912,1,6,935
408,1.067,0.213,0.181,0.415,0.06,0.373,0.585,0.651,0,0,0
409,1.067,0.213,0.18,0.123,0.287,0.471,0.606,0.381,0,0,0
410,1.067,0.326,0.408,-0.035,0.114,0.446,0.75,0.776,0,0,0
411,1.067,0.493,0.712,1.252,2.157,0.545,0.755,0.761,0,0,0
412,1.067,0.212,0.178,-0.06,0.068,0.422,0.542,0.128,0,0,0
413,1.067,0.983,1.631,1.352,1.059,0.983,1.631,1.352,3,9,0
414,1.067,0.511,0.67,1.083,0.427,0.59,0.794,1.611,0,0,0
415,1.067,1.141,1.975,1.272,1.722,1.086,1.527,0.791,0,0,0
416,1.067,1.002,1.548,0.351,5.031,0.212,0.177,-0.06,0,0,0
417,1.067,0.513,0.756,1.578,0.844,0.541,0.887,1.593,5,99,0
418,1.067,0.423,0.725,0.949,1.812,0.538,0.816,0.698,0,0,0
419,1.067,0.71,1.116,1.241,0.292,0.906,1.481,1.723,0,0,0
420,1.067,0.779,1.182,1.544,1.378,0.75,1.075,1.036,1,2,937
421,1.067,0.794,1.116,0.198,0.228,1.378,2.183,1.462,0,0,0
422,1.067,0.859,1.296,1.052,0.846,0.901,1.528,1.247,0,0,0
423,1.067,0.915,1.518,0.441,0.105,0.212,0.178,1.293,0,0,0
424,1.067,1.079,1.732,1.263,1.066,1.079,1.732,1.263,3,9,0
425,1.067,0.213,0.216,0.365,0.109,0.215,0.2,0.432,0,0,0
426,1.067,0.408,0.53,0.566,0.561,0.485,0.687,0.783,0,0,0
427,1.067,1.243,1.957,0.476,5.433,0.212,0.177,-0.058,0,0,0
428,1.067,0.372,0.449,0.326,0.532,0.522,0.714,0.474,0,0,0
429,1.067,0.881,1.456,1.706,1.946,1.043,1.891,1.196,0,0,0
430,1.067,0.942,1.572,0.563,0.105,0.212,0.178,1.331,0,0,0
431,1.067,0.43,0.545,0.45,0.479,0.607,0.912,0.676,0,0,0
432,1.067,0.467,0.598,0.507,0.512,0.623,0.936,0.718,0,0,0
433,1.067,0.441,0.742,1.064,0.759,0.384,0.6,1.385,0,0,0
434,1.067,0.212,0.178,1.246,0.072,0.212,0.178,0.002,0,0,0
435,1.067,0.566,0.752,0.643,0.854,0.581,0.835,0.74,0,0,0
436,1.067,0.616,0.824,0.632,0.608,0.697,1.068,0.928,0,0,0
437,1.067,0.834,1.484,1.026,1.561,0.763,1.206,0.613,0,0,0
438,1.067,0.217,0.195,-0.059,0.063,0.985,1.534,0.584,0,0,0
439,1.067,0.391,0.671,1.257,1.928,1.054,1.505,0.725,0,0,0
440,1.067,0.79,1.179,1.844,1.283,0.73,1.144,1.795,0,0,0
441,1.067,0.453,0.591,0.542,0.49,0.566,0.881,0.764,0,0,0
442,1.067,0.39,0.48,0.791,0.393,0.524,0.711,0.87,0,0,0
443,1.067,0.712,1.118,1.808,2.293,0.859,1.505,1.112,0,0,0
444,1.067,0.462,0.592,0.905,0.365,0.644,0.86,1.131,0,0,0
445,1.067,0.549,0.829,0.55,1.245,0.537,0.708,0.337,0,0,0
446,1.067,0.57,0.755,0.528,0.638,0.638,0.99,0.719,0,0,0
447,1.067,0.95,1.432,0.323,0.375,1.11,2.128,1.31,0,0,0
448,1.067,0.826,1.173,0.144,0.24,1.312,2.018,1.6,0,0,0
449,1.067,0.656,0.917,0.787,0.689,0.649,1.116,0.959,0,0,0
450,1.067,0.547,0.716,0.121,0.043,1.306,2.193,1.362,0,0,0
451,1.067,0.612,0.835,0.875,0.858,0.644,1.006,0.938,0,0,0
452,1.067,0.593,0.789,0.623,0.879,0.617,0.917,0.746,0,0,0
453,1.067,1.218,2.036,1.515,0.237,0.212,0.379,1.515,0,0,0
454,1.067,1.028,1.816,1.328,1.822,0.973,1.458,0.713,0,0,0
455,1.067,0.58,0.763,0.027,0.533,0.839,1.212,0.422,0,0,0
456,1.067,0.411,0.513,0.285,3.23,0.218,0.186,-0.06,0,0,0
457,1.067,0.584,1.095,0.986,1.039,0.566,1.07,0.999,1,1,907
458,1.067,0.882,1.278,0.156,0.299,1.203,1.908,1.678,0,0,0
459,1.067,0.212,0.178,0.19,0.094,0.213,0.179,0.013,0,0,0
460,1.067,0.816,1.192,0.976,0.993,0.844,1.236,0.987,0,0,0
461,1.067,0.742,1.022,0.189,0.231,1.246,2.089,1.501,0,0,0
462,1.067,0.433,0.547,0.785,0.025,0.45,0.652,0.859,0,0,0
463,1.067,0.348,0.42,-0.051,0.01,1.38,2.191,1,0,0,0
464,1.067,1.438,2.276,0.678,5.728,0.212,0.177,-0.058,0,0,0
465,1.067,0.648,1.173,1.733,2.216,0.921,1.524,0.792,0,0,0
466,1.067,0.669,0.913,0.626,0.363,1.121,1.873,1.107,0,0,0
467,1.067,1.395,2.289,1.282,1.485,1.095,1.817,1.048,0,0,0
468,1.067,0.96,1.627,0.91,0.88,1.268,2.087,1.168,0,0,0
469,1.067,0.268,0.312,0.19,1.359,0.233,0.216,-0.013,1,3,895
470,1.067,0.89,1.293,0.222,0.295,1.373,2.308,1.677,0,0,0
471,1.067,0.367,0.465,0.319,1.02,0.361,0.461,0.327,0,0,0
472,1.067,0.824,1.384,1.849,2.024,0.82,1.472,1.168,0,0,0
473,1.067,0.775,1.19,1.91,2.319,0.98,1.616,1.182,0,0,0
474,1.067,0.864,1.54,0.639,0.094,1.001,1.413,1.739,0,0,0
475,1.067,0.399,0.67,1.849,1.059,0.399,0.67,1.849,0,0,0
476,1.067,0.451,0.575,0.302,0.491,0.658,0.915,0.557,0,0,0
477,1.067,0.403,0.676,0.81,1.26,0.431,0.66,0.708,0,0,0
478,1.067,0.815,1.432,0.407,0.104,0.315,0.24,1.338,0,0,0
479,1.067,1.155,1.794,0.408,5.523,0.212,0.177,-0.06,0,0,0
480,1.067,0.266,0.275,1.721,2.781,0.725,1.131,0.866,0,0,0
481,1.067,0.842,1.237,1.43,0.718,0.776,1.294,1.453,0,0,0
482,1.067,0.859,1.518,0.962,1.428,0.732,1.134,0.989,0,0,0
483,1.067,0.553,0.768,0.383,0.773,0.559,0.843,0.662,0,0,0
484,1.067,0.458,0.591,0.444,0.642,0.576,0.841,0.566,0,0,0
485,1.067,1.008,1.677,1.092,1.05,1.06,1.751,1.107,3,9,0
486,1.067,0.508,0.688,0.431,0.294,0.992,1.454,0.728,0,0,0
487,1.067,0.5,0.651,0.431,0.541,0.607,0.956,0.713,0,0,0
488,1.067,0.565,0.743,-0.04,0.053,1.303,2.186,1.246,0,0,0
489,1.067,0.237,0.236,-0.06,0.018,1.234,1.764,0.831,0,0,0
490,1.067,1.056,1.589,0.457,0.43,1.439,2.34,1.248,0,0,0
491,1.067,0.738,1.126,1.233,1.929,0.599,0.897,0.644,0,0,0
492,1.067,1.029,1.546,0.689,3.829,0.983,1.355,1.066,0,0,0
493,1.067,0.212,0.178,-0.06,0.07,0.365,0.468,0.166,0,0,0
494,1.067,0.556,0.735,0.628,0.897,0.584,0.823,0.664,0,0,0
495,1.067,0.556,0.768,0.504,0.947,0.579,0.864,0.598,0,0,0
496,1.067,0.812,1.152,0.58,3.87,0.398,0.392,-0.06,0,0,0
497,1.067,1.049,1.582,0.856,0.868,1.153,1.782,1.036,0,0,0
498,1.067,1.223,1.828,0.495,0.611,1.439,2.341,1.247,0,0,0
499,1.067,0.837,1.245,1.911,3.473,0.698,0.98,0.567,0,0,0
500,1.067,0.806,1.208,0.976,0.771,0.905,1.498,1.196,0,0,0
501,1.067,0.73,1.044,0.89,1.709,0.631,0.903,0.473,1,2,872
502,1.067,0.499,0.65,1.247,0.07,0.985,1.354,0.932,0,0,0
503,1.067,0.7,1.18,0.586,1.315,0.761,1.244,0.402,0,0,0
504,1.067,0.451,0.797,1.316,2.068,0.572,0.831,0.72,0,0,0
505,1.067,1.126,1.767,0.563,0.638,1.438,2.338,1.211,0,0,0
506,1.067,0.213,0.18,-0.059,0.073,0.599,0.937,0.424,0,0,0
507,1.067,0.91,1.466,1.808,0.955,0.929,1.55,1.782,0,0,0
508,1.067,1.026,1.573,0.341,5.102,0.212,0.177,-0.06,0,0,0
509,1.067,0.61,0.878,0.3,0.934,0.563,0.86,0.408,0,0,0
510,1.067,0.455,0.578,0.246,0.39,0.665,1.03,0.687,0,0,0
511,1.067,0.708,1.099,1.339,0.823,0.646,1.109,1.914,0,0,0
512,1.067,0.377,0.608,0.694,2.046,0.462,0.575,0.296,0,0,0
513,1.067,0.832,1.403,0.73,0.835,1.161,1.972,1.036,0,0,0
514,1.067,0.807,1.17,1.205,0.626,0.959,1.598,1.449,0,0,0
515,1.067,0.324,0.493,0.533,1.053,0.313,0.463,0.542,0,0,0
516,1.067,0.215,0.187,0.876,2.435,0.407,0.511,0.477,0,0,0
517,1.067,0.297,0.434,1.402,2.18,0.629,0.907,1.298,0,0,0
518,1.067,0.952,1.516,1.137,1.008,0.98,1.6,1.121,0,0,0
519,1.067,0.379,0.477,0.123,1.021,0.375,0.47,0.145,0,0,0
520,1.067,0.484,0.622,0.267,0.552,0.658,0.943,0.516,0,0,0
521,1.067,0.355,0.573,0.404,1.497,0.437,0.541,0.103,0,0,0
522,1.067,0.578,0.935,0.8,1.011,0.652,1.054,0.785,0,0,0
523,1.067,0.557,0.999,0.754,1.419,0.631,0.967,0.432,0,0,0
524,1.067,0.233,0.221,-0.06,0.034,0.711,0.877,0.447,0,0,0
525,1.067,0.736,1.264,1.116,1.157,0.733,1.191,1.044,0,0,0
526,1.067,0.624,0.947,0.839,1.065,0.624,0.947,0.839,1,4,850
527,1.067,0.794,1.109,-0.017,0.537,1.091,1.795,0.802,0,0,0
528,1.067,0.554,0.731,0.69,0.333,0.884,1.285,0.935,0,0,0
529,1.067,0.425,0.538,1.166,1.453,0.3,0.49,0.966,0,0,0
530,1.067,1.206,1.947,1.373,1.067,1.206,1.947,1.373,1,4,845
531,1.067,1.03,1.565,1.006,1.059,1.03,1.565,1.006,5,99,0
532,1.067,0.545,0.719,0.368,1.042,0.541,0.713,0.421,0,0,0
533,1.067,0.893,1.595,1.221,0.098,0.212,0.177,0.549,0,0,0
534,1.067,0.891,1.414,1.267,0.918,1.026,1.69,1.351,1,1,846
535,1.067,0.861,1.233,0.147,0.276,1.374,2.261,1.49,0,0,0
536,1.067,0.636,0.852,0.531,0.205,0.646,0.988,1.028,0,0,0
537,1.067,1.082,1.89,1.247,0.094,0.947,1.465,1.915,0,0,0
538,1.067,1.054,1.587,1.247,0.95,1.235,2.022,1.247,0,0,0
539,1.067,1.009,1.552,0.401,0.55,1.367,2.273,1.247,0,0,0
540,1.067,0.825,1.269,1.256,0.833,0.958,1.582,1.384,0,0,0
541,1.067,0.213,0.18,0.655,0.224,0.303,0.293,0.527,0,0,0
542,1.067,0.355,0.577,0.494,1.617,0.455,0.561,0.187,0,0,0
543,1.067,0.334,0.512,0.258,0.168,0.508,0.678,0.941,0,0,0
544,1.067,0.315,0.393,0.402,0.368,0.577,0.851,0.584,0,0,0
545,1.067,0.449,0.571,0.277,0.701,0.44,0.68,0.379,0,0,0
546,1.067,0.373,0.573,0.451,1.037,0.371,0.569,0.469,0,0,0
547,1.067,0.654,1.061,-0.022,2.644,0.824,1.261,0.391,0,0,0
548,1.067,0.971,1.728,1.569,1.993,0.947,1.595,1.066,0,0,0
549,1.067,0.503,0.754,0.487,0.841,0.458,0.76,0.723,0,0,0
550,1.067,0.267,0.303,-0.046,0.168,0.561,0.879,0.586,0,0,0
551,1.067,1.084,1.881,1.523,1.641,0.878,1.559,1.208,0,0,0
552,1.067,0.361,0.437,0.088,0.022,1.059,1.701,0.927,0,0,0
553,1.067,0.89,1.463,1.252,1.163,0.803,1.299,1.207,0,0,0
554,1.067,0.43,0.709,1.914,2.044,1.185,2.034,1.465,0,0,0
555,1.067,0.657,0.88,0.453,3.799,0.574,0.737,0.295,0,0,0
556,1.067,0.558,0.906,0.855,0.981,0.563,0.947,0.859,0,0,0
557,1.067,0.505,0.668,0.39,0.955,0.507,0.686,0.396,0,0,0
558,1.067,0.978,1.59,0.873,1.26,0.9,1.345,0.72,1,3,912
559,1.067,1.043,1.576,0.97,0.728,1.332,2.124,1.216,0,0,0
560,1.067,1.159,1.977,1.528,1.99,0.94,1.674,1.075,0,0,0
561,1.067,1.042,1.595,0.955,0.875,1.07,1.782,1.242,0,0,0
562,1.067,1.017,1.518,0.291,0.745,1.278,1.95,0.724,0,0,0
563,1.067,0.297,0.358,0.068,0.341,0.505,0.701,0.47,0,0,0
564,1.067,0.398,0.491,0.256,0.767,0.423,0.544,0.308,0,0,0
565,1.067,0.95,1.568,1.374,1.079,0.956,1.591,1.337,1,4,813
566,1.067,1.291,2.151,1.521,1.798,1.113,1.876,1.443,0,0,0
567,1.067,1.083,1.87,1.912,2.15,1.414,2.325,1.228,0,0,0
568,1.067,1.256,2.106,1.543,2.035,0.942,1.663,1.103,0,0,0
569,1.067,0.213,0.18,-0.06,0.073,0.789,1.179,0.485,0,0,0
570,1.067,0.491,0.638,0.615,0.374,0.719,1.129,0.979,0,0,0
571,1.067,0.339,0.397,0.201,0.51,0.477,0.689,0.43,0,0,0
572,1.067,0.212,0.177,1.704,1.976,1.44,2.34,1.151,0,0,0
573,1.067,0.634,0.858,0.784,0.659,0.703,1.157,0.939,0,0,0
574,1.067,0.981,1.474,1.177,1.573,0.86,1.274,0.907,1,3,822
575,1.067,1.072,1.642,1.009,0.957,1.141,1.851,1.142,0,0,0
576,1.067,0.452,0.575,0.466,0.715,0.536,0.709,0.347,0,0,0
577,1.067,0.671,1.13,1.163,1.259,0.652,0.95,1.027,1,3,811
578,1.067,1.073,1.768,0.992,0.786,1.121,1.921,1.529,0,0,0
579,1.067,0.596,1.061,0.766,1.395,0.596,0.83,0.547,0,0,0
580,1.067,0.688,0.969,0.539,0.955,0.755,1.133,0.613,0,0,0
581,1.067,1.162,1.84,1.277,1.051,1.189,1.89,1.274,1,4,809
582,1.067,0.715,0.978,0.16,0.153,1.329,2.202,1.521,0,0,0
583,1.067,0.996,1.511,0.29,0.373,1.262,2.25,1.349,0,0,0
584,1.067,0.685,1.144,1.061,0.882,0.642,1.103,1.295,0,0,0
585,1.067,0.589,0.863,0.803,0.866,0.639,0.97,0.937,0,0,0
586,1.067,0.771,1.229,1.258,0.764,0.897,1.549,1.447,0,0,0
587,1.067,0.233,0.272,0.251,0.293,0.489,0.662,0.537,0,0,0
588,1.067,0.758,1.263,1.386,0.909,0.886,1.487,1.528,0,0,0
589,1.067,0.88,1.451,1.28,0.91,0.943,1.56,1.452,0,0,0
590,1.067,1.105,1.718,0.981,0.893,1.244,2.043,1.211,0,0,0
591,1.067,0.212,0.178,-0.06,0.062,0.569,0.742,0.271,0,0,0
592,1.067,0.212,0.179,0.616,2.362,0.391,0.472,0.063,0,0,0
593,1.067,0.665,1.083,1.823,1.586,0.697,1.399,1.17,0,0,0
594,1.067,0.774,1.184,1.199,0.902,0.81,1.266,1.382,0,0,0
595,1.067,0.585,0.813,0.319,1,0.612,0.907,0.36,0,0,0
596,1.067,1.017,1.557,0.81,0.911,1.097,1.804,1.027,0,0,0
597,1.067,1.44,2.341,1.448,1.658,1.439,1.983,1.33,0,0,0
598,1.067,1.038,1.804,1.381,1.542,1.059,1.685,1.084,0,0,0
599,1.067,1.052,1.624,1.839,0.88,1.06,1.763,1.832,0,0,0
600,1.067,0.561,0.728,-0.038,0.049,1.433,2.337,1.267,0,0,0
601,1.067,1.066,1.632,0.924,0.901,1.237,1.967,1.145,0,0,0
602,1.067,0.985,1.544,0.661,1.006,0.941,1.587,0.728,0,0,0
603,1.067,1.025,1.563,1.26,0.996,1.097,1.729,1.249,1,3,795
604,1.067,0.563,0.749,1.914,1.99,0.784,1.523,1.637,0,0,0
605,1.067,0.412,0.71,0.949,0.378,0.417,0.568,1.324,1,1,791
606,1.067,0.978,1.482,0.265,0.808,1.227,1.876,0.552,0,0,0
607,1.067,1.07,1.681,1.036,1.073,1.07,1.681,1.036,5,99,0
608,1.067,0.55,0.742,0.558,0.426,0.836,1.309,0.912,0,0,0
609,1.067,0.63,0.84,0.163,0.11,1.181,2.009,1.149,0,0,0
610,1.067,0.981,1.456,0.259,0.792,1.17,1.786,0.529,0,0,0
611,1.067,0.75,1.245,1.351,1.088,0.754,1.269,1.324,0,0,0
612,1.067,0.433,0.57,0.249,1.008,0.43,0.558,0.266,0,0,0
613,1.067,0.581,0.982,1.25,1.007,0.566,0.961,1.513,0,0,0
614,1.067,0.243,0.286,0.145,0.173,0.49,0.751,0.579,0,0,0
615,1.067,0.986,1.538,0.296,0.799,1.28,1.981,0.581,0,0,0
616,1.067,0.213,0.18,0.22,0.248,0.442,0.548,0.331,0,0,0
617,1.067,0.749,1.162,0.582,0.982,0.74,1.225,0.667,0,0,0
618,1.067,0.576,0.802,0.682,0.93,0.577,0.864,0.737,0,0,0
619,1.067,0.988,1.486,0.28,0.78,1.215,1.877,0.565,0,0,0
620,1.067,1.085,1.785,1.342,1.055,1.142,1.863,1.332,5,99,0
621,1.067,1.017,1.515,0.979,0.83,1.126,1.767,1.192,0,0,0
622,1.067,1.035,1.667,1.101,0.942,1.137,1.89,1.246,0,0,0
623,1.067,1.015,1.527,0.888,0.934,1.067,1.716,1.07,0,0,0
624,1.067,0.651,0.982,0.998,0.901,0.686,1.122,1.049,0,0,0
625,1.067,0.417,0.716,0.472,2.235,0.445,0.411,0.08,1,2,780
626,1.067,0.948,1.395,0.228,0.778,1.143,1.717,0.541,0,0,0
627,1.067,0.212,0.178,0.505,2.645,0.3,0.331,-0.055,0,0,0
628,1.067,0.306,0.436,0.446,0.253,0.612,0.907,0.734,0,0,0
629,1.067,1.151,1.843,1.067,0.418,1.438,2.338,1.665,1,1,772
630,1.067,0.681,1.032,0.92,0.83,0.759,1.242,1.115,0,0,0
631,1.067,0.584,0.842,0.528,0.924,0.605,0.915,0.579,0,0,0
632,1.067,0.415,0.528,0.772,1.542,0.377,0.551,0.388,1,1,770
633,1.067,0.976,1.767,0.709,0.105,0.212,0.178,1.322,0,0,0
634,1.067,0.987,1.457,0.364,4.941,0.212,0.177,-0.061,0,0,0
635,1.067,0.727,1.001,0.054,0.15,1.279,1.833,1.51,0,0,0
636,1.067,0.726,1.105,1.461,0.954,0.834,1.312,1.358,0,0,0
637,1.067,0.262,0.372,0.492,0.222,0.463,0.711,0.707,0,0,0
638,1.067,0.523,0.81,0.917,0.849,0.533,0.83,1.288,0,0,0
639,1.067,1.2,1.9,1.209,1.068,1.2,1.9,1.209,3,9,0
640,1.067,0.609,0.83,0.422,0.983,0.644,0.943,0.54,0,0,0
641,1.067,0.439,0.728,0.546,1.122,0.455,0.716,0.501,0,0,0
642,1.067,0.884,1.424,0.984,1.059,0.884,1.424,0.984,1,4,763
643,1.067,0.746,1.03,0.136,0.229,1.15,1.918,1.696,0,0,0
644,1.067,0.563,0.85,0.613,0.965,0.576,0.916,0.66,0,0,0
645,1.067,0.212,0.178,1.247,0.167,0.212,0.178,-0.058,0,0,0
646,1.067,0.214,0.201,0.908,2.139,0.213,0.402,0.635,0,0,0
647,1.067,1.337,2.212,1.514,1.597,1.243,2.183,1.218,0,0,0
648,1.067,0.586,0.894,0.821,1.063,0.586,0.894,0.821,1,3,755
649,1.067,0.219,0.192,-0.013,0.346,0.459,0.614,0.331,0,0,0
650,1.067,0.585,0.922,0.732,1.044,0.584,0.916,0.725,0,0,0
651,1.067,1.044,1.561,0.362,4.017,0.212,0.177,-0.06,0,0,0
652,1.067,1.079,1.868,1.629,2.034,0.985,1.647,1.097,0,0,0
653,1.067,0.637,0.86,0.36,0.766,0.76,1.131,0.557,0,0,0
654,1.067,0.992,1.488,1.04,0.73,1.179,1.93,1.302,5,99,0
655,1.067,0.212,0.178,0.755,2.43,0.411,0.498,0.062,0,0,0
656,1.067,0.91,1.365,1.117,2.887,0.5,0.651,-0.048,0,0,0
657,1.067,0.561,0.885,0.843,0.84,0.592,0.971,1.058,0,0,0
658,1.067,1.433,2.333,1.05,1.521,1.43,1.842,0.817,0,0,0
659,1.067,0.925,1.354,0.215,0.342,1.172,2.078,1.462,0,0,0
660,1.067,0.692,1.153,0.112,0.103,0.271,0.188,1.21,0,0,0
661,1.067,0.413,0.521,0.471,0.379,0.693,1.061,0.714,0,0,0
662,1.067,1.026,1.606,1.068,1.059,1.026,1.606,1.068,1,4,742
663,1.067,0.665,0.974,1.493,1.556,0.623,1.144,1.091,1,2,741
664,1.067,0.461,0.816,0.662,1.616,0.494,0.719,0.541,0,0,0
665,1.067,0.945,1.453,0.855,0.858,1.047,1.699,1.108,0,0,0
666,1.067,1.114,1.902,1.384,1.551,0.815,1.311,1.048,0,0,0
667,1.067,0.814,1.456,1.869,1.59,0.937,1.617,1.785,0,0,0
668,1.067,0.213,0.179,0.598,2.583,0.374,0.455,-0.03,0,0,0
669,1.067,0.584,0.824,0.816,0.87,0.595,0.901,0.946,0,0,0
670,1.067,0.573,0.848,0.587,0.993,0.623,0.959,0.589,0,0,0
671,1.067,0.954,1.41,0.802,0.822,1.072,1.659,0.939,0,0,0
672,1.067,0.567,0.779,0.613,1.119,0.56,0.748,0.595,0,0,0
673,1.067,0.752,1.158,0.867,0.997,0.737,1.209,0.987,0,0,0
674,1.067,0.634,0.847,1.338,0.718,0.661,0.895,1.185,0,0,0
675,1.067,0.66,0.898,0.67,0.459,0.982,1.557,1.043,0,0,0
676,1.067,1.431,2.333,0.923,1.464,1.3,1.594,0.917,0,0,0
677,1.067,1.277,2.101,1.805,1.554,1.122,1.919,1.456,0,0,0
678,1.067,1.055,1.59,0.89,0.901,1.17,1.844,1.1,0,0,0
679,1.067,0.567,0.785,0.407,0.977,0.594,0.838,0.473,0,0,0
680,1.067,0.933,1.586,1.219,1.021,1.015,1.701,1.271,0,0,0
681,1.067,1.048,1.572,0.288,5.084,0.212,0.177,-0.06,0,0,0
682,1.067,0.842,1.426,1.247,1.039,0.834,1.412,1.247,0,0,0
683,1.067,0.639,0.853,1.193,0.432,0.924,1.412,1.312,0,0,0
684,1.067,0.465,0.599,0.261,0.955,0.46,0.599,0.318,0,0,0
685,1.067,0.532,0.711,0.264,0.749,0.554,0.889,0.425,0,0,0
686,1.067,0.425,0.685,1.404,1.328,0.503,0.828,1.472,0,0,0
687,1.067,0.406,0.512,0.562,0.964,0.415,0.565,0.49,0,0,0
688,1.067,0.573,0.757,0.369,0.944,0.569,0.744,0.4,0,0,0
689,1.067,0.419,0.718,0.723,1.563,0.549,0.756,0.465,0,0,0
690,1.067,0.413,0.722,0.914,2.017,0.561,0.745,0.567,0,0,0
