PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,UMINB,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
133,1.067,0.426,0.629,0.433,0.391,0.48,0.715,0.681,0,0,0
134,1.067,1.438,2.338,1.914,1.046,0.833,1.411,1.913,0,0,0
135,1.067,0.469,0.719,0.627,0.856,0.404,0.434,0.707,0,0,0
136,1.067,1.427,2.329,0.851,0.873,0.84,1.424,1.029,0,0,0
137,1.067,0.215,0.182,0.177,1.255,0.215,0.183,0.284,0,0,0
138,1.067,0.377,0.534,0.291,0.305,0.369,0.508,0.386,0,0,0
139,1.067,0.699,1.186,1.195,0.664,1.018,1.821,1.516,0,0,0
140,1.067,0.403,0.58,0.014,0.324,0.418,0.61,0.24,0,0,0
141,1.067,0.218,0.188,0.573,0.515,0.241,0.22,0.47,0,0,0
142,1.067,0.222,0.198,0.414,0.824,0.231,0.203,0.624,0,0,0
143,1.067,1.001,1.701,1.194,0.852,0.79,1.389,1.434,0,0,0
144,1.067,0.385,0.556,-0.056,0.142,0.498,0.874,0.635,0,0,0
145,1.067,1.435,2.334,1.203,1.488,1.436,1.922,0.812,0,0,0
146,1.067,0.977,1.836,1.074,0.105,0.212,0.178,1.274,0,0,0
147,1.067,0.504,0.8,0.67,0.996,0.36,0.463,0.689,0,0,0
148,1.067,0.387,0.556,0.808,0.492,0.427,0.615,0.919,0,0,0
149,1.067,0.535,0.88,0.812,0.289,0.657,1.087,1.031,0,0,0
150,1.067,1.017,1.718,1.203,0.914,0.791,1.373,1.409,0,0,0
151,1.067,0.69,1.146,1.044,0.694,0.727,1.311,1.26,0,0,0
152,1.067,0.492,0.764,0.391,0.904,0.379,0.471,0.421,0,0,0
153,1.067,0.384,0.554,-0.037,0.162,0.473,0.772,0.557,0,0,0
154,1.067,0.313,0.401,-0.057,0.105,0.347,0.496,0.337,0,0,0
155,1.067,0.472,0.719,0.202,0.302,0.511,0.785,0.696,0,0,0
156,1.067,1.119,1.884,0.682,1.329,0.921,1.66,0.6,0,0,0
157,1.067,0.456,0.719,0.093,0.117,0.619,1.447,1.257,0,0,0
158,1.067,0,0,0,-1,0,0,0,0,0,0
159,1.067,0.869,1.464,0.851,1.14,0.945,1.582,0.824,0,0,0
160,1.067,0.332,0.441,0.601,1.052,0.226,0.215,0.61,0,0,0
161,1.067,0.216,0.184,0.077,0.561,0.326,0.401,0.321,0,0,0
162,1.067,0.436,0.656,0.005,0.233,0.477,0.705,0.414,0,0,0
163,1.067,0.263,0.274,-0.059,0.277,0.252,0.251,-0.051,0,0,0
164,1.067,0.753,1.257,1.127,0.992,0.613,0.992,1.14,0,0,0
165,1.067,0.347,0.474,0.442,0.554,0.662,1.059,0.874,0,0,0
166,1.067,0.994,1.656,1.206,1.467,0.715,1.201,1.099,0,0,0
167,1.067,0.235,0.335,1.908,1.699,0.392,1.273,1.554,0,0,0
168,1.067,0.215,0.182,-0.06,0.063,0.216,0.209,-0.051,0,0,0
169,1.067,0.371,0.519,0.864,0.996,0.227,0.204,0.81,0,0,0
170,1.067,0.229,0.238,1.277,0.984,0.215,0.184,1.305,0,0,0
171,1.067,0.632,1.035,0.385,0.827,0.67,1.014,0.393,0,0,0
172,1.067,0.954,1.597,0.587,1.122,1.04,1.739,0.579,0,0,0
173,1.067,0.951,1.718,0.665,0.105,0.213,0.178,1.314,0,0,0
174,1.067,0.805,1.338,0.773,1.445,0.618,1.123,0.64,0,0,0
175,1.067,0.783,1.304,1.066,1.398,0.627,1.028,0.88,0,0,0
176,1.067,1.349,2.214,1.282,0.634,1.271,2.056,1.547,0,0,0
177,1.067,0.532,0.847,0.893,0.545,0.899,1.557,1.395,0,0,0
178,1.067,1.344,2.242,0.787,0.975,0.857,1.447,0.896,0,0,0
179,1.067,0.382,0.53,0.308,1.456,0.313,0.375,0.461,0,0,0
180,1.067,0.212,0.178,0.684,0.183,0.215,0.179,1.915,0,0,0
181,1.067,0.244,0.281,0.022,0.053,0.617,0.927,0.616,0,0,0
182,1.067,1.201,1.999,1.28,0.872,0.811,1.391,1.553,0,0,0
183,1.067,0.219,0.193,1.274,1.136,0.246,0.344,1.223,0,0,0
184,1.067,0.325,0.421,-0.053,0.113,0.372,0.599,0.361,0,0,0
185,1.067,0.926,1.584,0.215,0.193,0.838,1.487,1.422,0,0,0
186,1.067,1.4,2.11,1.797,1.423,0.94,1.55,1.425,0,0,0
187,1.067,1.349,2.222,0.319,0.429,0.865,1.432,1.111,0,0,0
188,1.067,0.318,0.41,0.072,0.218,0.297,0.338,0.102,0,0,0
189,1.067,0.445,0.673,1.069,1.132,0.548,0.876,1.019,0,0,0
190,1.067,0.508,0.803,0.306,0.299,0.563,0.896,0.634,0,0,0
191,1.067,0.24,0.262,1.912,1.057,0.216,0.186,1.842,0,0,0
192,1.067,0.304,0.375,1.075,0.994,0.222,0.191,0.926,0,0,0
193,1.067,1.415,2.289,1.91,1.512,0.99,1.708,1.548,0,0,0
194,1.067,0.557,0.896,0.964,1.323,0.483,0.767,0.891,0,0,0
195,1.067,0.57,0.906,0.461,1.485,0.464,0.726,0.508,0,0,0
196,1.067,0.329,0.42,-0.056,0.556,0.598,0.961,0.102,0,0,0
197,1.067,0.267,0.284,-0.058,0.201,0.26,0.27,-0.025,0,0,0
198,1.067,0.319,0.405,0.915,1.166,0.429,0.638,0.894,0,0,0
199,1.067,0.224,0.189,-0.06,0.01,0.218,0.24,-0.04,0,0,0
200,1.067,0.424,0.636,0.806,1.507,0.355,0.53,0.687,0,0,0
201,1.067,0.66,1.101,1.084,0.533,0.983,1.591,1.535,0,0,0
202,1.067,0.258,0.257,-0.06,0.048,0.274,0.349,0.042,0,0,0
203,1.067,0.57,0.918,0.82,0.841,0.591,0.868,0.949,0,0,0
204,1.067,0.453,0.69,0.585,1.16,0.557,0.886,0.558,0,0,0
205,1.067,0.23,0.208,-0.06,0.2,0.246,0.232,-0.047,0,0,0
206,1.067,0.55,0.701,-0.052,0.033,0.734,1.86,1.325,0,0,0
207,1.067,0.316,0.398,0.247,0.749,0.292,0.219,0.304,0,0,0
208,1.067,0.887,1.435,1.106,0.821,1.103,1.873,1.371,0,0,0
209,1.067,0.364,0.504,0.228,0.368,0.386,0.559,0.365,0,0,0
210,1.067,0.409,0.662,1.649,1.002,0.252,0.353,1.719,0,0,0
211,1.067,0.496,0.781,0.696,0.455,0.617,1.075,0.968,0,0,0
212,1.067,0.832,1.405,0.897,0.526,0.974,1.644,1.367,0,0,0
213,1.067,0.409,0.606,0.473,0.605,0.704,1.148,0.685,0,0,0
214,1.067,0.969,1.613,1.9,1.488,0.673,1.27,1.438,0,0,0
215,1.067,0.446,0.616,0.465,0.667,0.462,0.66,0.603,0,0,0
216,1.067,0.577,0.923,0.672,0.857,0.579,0.877,0.793,0,0,0
217,1.067,0.576,0.8,0.847,0.744,0.608,0.987,0.959,0,0,0
218,1.067,0.351,0.475,0.56,1.218,0.416,0.594,0.528,0,0,0
219,1.067,0.858,1.331,1.31,1.3,0.778,1.153,1.262,0,0,0
220,1.067,0.625,1.038,1.18,0.893,0.72,1.218,1.271,0,0,0
221,1.067,0.76,1.247,1.041,1.321,0.654,1.084,1,0,0,0
222,1.067,0.815,1.355,1.176,0.907,0.963,1.645,1.303,0,0,0
223,1.067,1.113,1.876,1.706,1.316,1.024,1.641,1.53,0,0,0
224,1.067,0.703,1.078,0.87,0.634,0.678,1.181,1.224,0,0,0
225,1.067,0.954,1.671,1.094,0.974,0.764,1.381,1.231,0,0,0
226,1.067,1.431,2.293,1.523,1.475,1.337,2.043,1.246,0,0,0
227,1.067,0.435,0.581,0.498,0.281,0.731,1.185,0.868,0,0,0
228,1.067,0.408,0.506,0.299,0.509,0.639,0.851,0.419,0,0,0
229,1.067,0.771,1.289,0.76,1.302,0.703,1.051,0.708,0,0,0
230,1.067,0.537,0.969,0.69,1.584,0.585,0.855,0.41,0,0,0
231,1.067,1.109,1.855,1.13,1.201,1.015,1.713,1.047,0,0,0
232,1.067,0.764,1.055,0.089,0.156,1.433,2.22,1.582,0,0,0
233,1.067,0.502,0.674,0.48,0.706,0.493,0.838,0.628,0,0,0
234,1.067,1.293,2.101,1.099,1.213,1.166,1.856,0.957,0,0,0
235,1.067,0.71,1.065,0.61,1.127,0.677,1.001,0.608,0,0,0
236,1.067,0.589,0.96,0.949,0.93,0.652,1.082,1.061,0,0,0
237,1.067,1.05,1.586,1.084,0.799,1.237,2.06,1.31,0,0,0
238,1.067,0.815,1.326,0.961,1.053,0.807,1.291,0.991,0,0,0
239,1.067,0.585,1.03,0.83,1.35,0.608,0.922,0.689,0,0,0
240,1.067,0.66,0.887,0.444,0.456,0.876,1.383,0.785,0,0,0
241,1.067,0.497,0.642,0.248,0.574,0.602,0.826,0.486,0,0,0
242,1.067,0.769,1.21,0.967,0.892,0.901,1.489,1.118,0,0,0
243,1.067,0.502,0.887,0.568,1.427,0.506,0.702,0.521,0,0,0
244,1.067,0.491,0.727,0.776,0.53,0.541,0.871,0.993,0,0,0
245,1.067,0.657,1.09,0.929,0.632,0.994,1.747,1.265,0,0,0
246,1.067,0.213,0.18,-0.053,0.072,0.344,0.48,0.36,0,0,0
247,1.067,0.867,1.253,0.201,0.287,1.224,2.021,1.596,0,0,0
248,1.067,0.425,0.591,0.557,0.414,0.584,0.923,0.844,0,0,0
249,1.067,0.654,0.876,0.731,4.499,0.44,0.495,-0.016,0,0,0
250,1.067,0.939,1.607,0.732,1.389,0.794,1.123,0.361,0,0,0
251,1.067,1.19,1.957,1.26,1.028,1.325,2.138,1.289,0,0,0
252,1.067,1.204,1.894,1.072,0.959,1.309,2.118,1.185,0,0,0
253,1.067,0.901,1.43,1.2,0.904,0.945,1.605,1.334,0,0,0
254,1.067,0.941,1.585,0.583,0.816,0.788,1.317,0.704,0,0,0
255,1.067,0.741,1.344,1.196,1.663,0.794,1.324,0.835,0,0,0
256,1.067,0.545,0.701,0.472,2.919,0.257,0.269,-0.06,0,0,0
257,1.067,0.753,1.157,0.977,-1,0,0,0,0,0,0
258,1.067,1.086,1.68,0.386,0.573,1.439,2.341,1.247,0,0,0
259,1.067,0.544,0.963,0.553,1.459,0.55,0.728,0.228,0,0,0
260,1.067,0.665,0.932,0.794,0.507,0.859,1.387,1.157,0,0,0
261,1.067,0.909,1.426,0.312,0.3,1.268,2.137,1.909,0,0,0
262,1.067,0.264,0.3,-0.06,0.01,1.182,1.667,0.677,0,0,0
263,1.067,0.967,1.447,0.197,0.361,1.098,2.152,1.275,0,0,0
264,1.067,0.754,1.181,0.369,0.944,0.914,1.424,0.471,0,0,0
265,1.067,0.487,0.869,1.057,2.081,0.609,0.832,0.402,0,0,0
266,1.067,0.498,0.646,0.082,0.436,0.523,0.918,0.615,0,0,0
267,1.067,0.637,1.001,0.612,1.233,0.611,0.853,0.502,0,0,0
268,1.067,0.301,0.36,0.181,0.299,0.489,0.725,0.612,0,0,0
269,1.067,0.984,1.471,0.4,0.441,1.439,2.339,1.247,0,0,0
270,1.067,1.074,1.786,1.166,1.042,1.116,1.877,1.183,0,0,0
271,1.067,0.333,0.509,0.478,0.513,0.305,0.442,0.777,0,0,0
272,1.067,0.948,1.538,0.985,0.915,1.104,1.875,1.168,0,0,0
273,1.067,0.773,1.222,0.667,0.878,0.804,1.318,0.883,0,0,0
274,1.067,0.67,0.947,0.711,0.346,1.307,2.14,1.223,0,0,0
275,1.067,1.196,1.945,1.019,1.163,1.061,1.739,0.896,0,0,0
276,1.067,1.312,2.081,0.627,0.639,1.439,2.34,1.247,0,0,0
277,1.067,0.49,0.627,0.141,0.629,0.608,0.839,0.366,0,0,0
278,1.067,0.641,0.856,0.537,0.398,0.768,1.256,0.972,0,0,0
279,1.067,0.766,1.103,0.641,0.816,0.865,1.397,0.879,0,0,0
280,1.067,0.701,0.929,0.524,0.443,1.053,1.655,0.864,0,0,0
281,1.067,0.956,1.633,1.078,1.358,0.836,1.266,0.967,0,0,0
282,1.067,0.523,0.807,-0.059,0.097,0.534,0.543,1.021,0,0,0
283,1.067,0.985,1.535,1.133,0.829,1.112,1.873,1.403,0,0,0
284,1.067,0.423,0.718,0.559,1.334,0.472,0.707,0.428,0,0,0
285,1.067,1.025,1.574,1.017,0.858,1.144,1.885,1.226,0,0,0
286,1.067,0.212,0.177,1.514,0.786,0.212,0.177,1.915,0,0,0
287,1.067,0.606,0.811,0.643,0.429,0.893,1.433,1.011,0,0,0
288,1.067,0.556,0.736,0.668,0.819,0.598,0.885,0.86,0,0,0
289,1.067,0.812,1.441,1.724,1.677,0.806,1.386,1.327,0,0,0
290,1.067,0.926,1.587,0.918,1.172,0.872,1.496,0.827,0,0,0
291,1.067,0.985,1.634,0.799,0.094,1.069,1.51,1.8,0,0,0
292,1.067,0.973,1.558,0.906,0.961,1.144,1.843,1.012,0,0,0
293,1.067,0.932,1.392,0.238,0.374,1.039,2.038,1.246,0,0,0
294,1.067,0.803,1.295,1.161,0.861,0.825,1.378,1.394,0,0,0
295,1.067,1.315,2.126,1.265,1.025,1.373,2.24,1.311,0,0,0
296,1.067,0.694,0.952,0.104,0.429,0.923,1.449,0.409,0,0,0
297,1.067,0.656,0.88,1.209,0.7,0.747,1.021,1.297,0,0,0
298,1.067,0.841,1.395,1.903,1.755,0.704,1.465,1.438,0,0,0
299,1.067,0.27,0.302,-0.06,0.045,0.766,0.922,0.484,0,0,0
300,1.067,1.439,2.34,1.31,1.446,1.279,2.037,1.057,0,0,0
301,1.067,0.419,0.523,0.616,0.802,0.476,0.604,0.515,0,0,0
302,1.067,0.784,1.241,1.135,0.773,0.811,1.413,1.362,0,0,0
303,1.067,0.373,0.448,0.125,0.343,0.663,0.936,0.496,0,0,0
304,1.067,1.306,2.167,1.022,1.209,1.172,1.955,0.856,0,0,0
305,1.067,1.051,1.756,1.319,1.001,1.108,1.861,1.382,0,0,0
306,1.067,0.667,1.103,0.122,0.097,0.514,0.525,1.292,0,0,0
307,1.067,1.326,2.198,1.303,1.236,1.29,2.147,1.241,0,0,0
308,1.067,1.062,1.822,1.71,1.233,1.011,1.694,1.5,0,0,0
309,1.067,1.262,2.112,1.526,1.45,1.059,1.684,1.585,0,0,0
310,1.067,1.437,2.338,1.516,1.531,1.28,2.112,1.168,0,0,0
311,1.067,0.907,1.346,0.986,0.772,1.083,1.643,1.034,0,0,0
312,1.067,0.928,1.512,1.298,1.009,0.956,1.591,1.297,0,0,0
313,1.067,0.666,0.896,0.856,0.658,0.848,1.321,1.004,0,0,0
314,1.067,0.751,1.131,0.746,0.991,0.8,1.25,0.78,0,0,0
315,1.067,0.713,1.129,0.817,0.818,0.83,1.408,1.033,0,0,0
316,1.067,0.306,0.45,0.308,1.545,0.379,0.463,0.176,0,0,0
317,1.067,0.486,0.617,0.327,0.638,0.55,0.79,0.456,0,0,0
318,1.067,0.879,1.29,0.809,0.699,1.096,1.759,1.031,0,0,0
319,1.067,0.699,0.946,0.179,0.16,1.412,2.314,1.508,0,0,0
320,1.067,0.819,1.151,0.049,0.185,1.418,1.945,1.682,0,0,0
321,1.067,0.378,0.459,0.163,0.374,0.577,0.86,0.612,0,0,0
322,1.067,0.298,0.328,0.288,0.443,0.622,0.82,0.384,0,0,0
323,1.067,0.871,1.322,1.081,0.853,0.864,1.489,1.28,0,0,0
324,1.067,1.025,1.578,1.246,0.235,1.436,2.34,1.915,0,0,0
325,1.067,1.105,1.812,1.239,1.028,1.158,1.909,1.272,0,0,0
326,1.067,0.956,1.399,0.258,0.369,1.244,2.326,1.252,0,0,0
327,1.067,1.026,1.536,0.37,0.815,1.203,1.875,0.623,0,0,0
328,1.067,0.679,1.183,0.982,1.239,0.695,1.214,0.864,0,0,0
329,1.067,1.142,1.801,0.948,1.054,1.16,1.841,0.974,0,0,0
330,1.067,0.822,1.288,1.019,0.951,0.913,1.487,1.092,0,0,0
331,1.067,0.945,1.464,1.206,0.916,0.999,1.659,1.361,0,0,0
332,1.067,0.932,1.545,1.227,1.207,0.864,1.337,1.364,0,0,0
333,1.067,0.514,0.733,0.316,0.981,0.516,0.773,0.38,0,0,0
334,1.067,0.522,0.676,0.052,0.01,1.437,2.335,1.25,0,0,0
335,1.067,0.703,1.262,1.601,1.845,1.221,2.166,1.25,0,0,0
336,1.067,0.212,0.178,-0.058,0.423,0.37,0.422,-0.053,0,0,0
337,1.067,0.658,0.884,0.434,0.822,0.758,1.151,0.746,0,0,0
338,1.067,0.852,1.237,0.767,0.676,1.059,1.661,0.989,0,0,0
339,1.067,0.371,0.446,0.153,0.595,0.483,0.616,0.29,0,0,0
340,1.067,0.922,1.606,1.248,1.355,0.776,1.28,1.361,0,0,0
341,1.067,0.882,1.574,1.531,1.595,0.862,1.447,1.502,0,0,0
342,1.067,0.228,0.226,0.25,1.537,0.24,0.247,-0.052,0,0,0
343,1.067,0.317,0.361,0.21,0.479,0.55,0.741,0.387,0,0,0
344,1.067,0.276,0.309,0.552,0.772,0.282,0.212,0.602,0,0,0
