id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,HAWKIY,eHAWKIY,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
309,53.787575,-29.424118,1144.97,2545.93,58.566,0,0.03,2.573,1,34.027,0.752,-0.012,0.105,0.278,0.082,0.406,0.148,0.734,0.14,2.657,0.229,4.927,0.481,8.546,0.169,-999.0,9999.0,45.082,3.682,52.698,4.409,26.97,5.092,11.748,4.409
310,53.756573,-29.424171,1631.04,2545.01,43.93,0,0.03,2.666,1,23.719,0.754,0.755,0.105,0.901,0.117,1.148,0.148,1.633,0.14,3.633,0.32,5.686,0.668,7.407,0.17,-999.0,9999.0,29.795,2.75,22.083,2.88,12.188,4.206,17.734,3.23
311,53.766342,-29.424156,1477.89,2545.27,20.766,0,0.94,1.88,1,13.475,0.762,0.416,0.105,0.58,0.082,0.81,0.148,0.491,0.14,2.642,0.321,5.11,0.482,7.856,0.169,-999.0,9999.0,7.818,1.6,4.804,1.744,9.865,4.319,-1.33,4.131
312,53.714855,-29.424948,2285.12,2530.88,465.727,0,0.03,5.038,1,165.961,0.748,2.869,0.105,5.239,0.117,11.572,0.148,23.188,0.198,42.793,0.321,51.467,0.682,58.793,0.168,-999.0,9999.0,92.37,4.878,76.468,9.189,46.837,3.982,61.084,2.736
313,53.769081,-29.424143,1434.94,2545.53,3.747,0,0.44,1.536,1,2.768,0.76,1.46,0.105,1.543,0.082,1.524,0.148,1.373,0.14,1.462,0.229,1.305,0.481,1.907,0.17,-999.0,9999.0,2.633,0.988,2.62,1.337,3.427,5.179,4.723,4.516
314,53.682686,-29.424456,2789.43,2539.45,10.579,0,0.82,1.84,1,6.654,0.754,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.965,0.169,-999.0,9999.0,10.406,2.089,6.993,4.054,-3.24,5.413,5.962,4.084
315,53.763985,-29.425037,1514.86,2529.43,186.463,0,0.03,4.302,1,76.058,0.752,2.425,0.105,3.981,0.082,9.911,0.148,13.737,0.088,22.286,0.229,25.095,0.481,27.957,0.169,-999.0,9999.0,36.746,3.207,34.061,4.167,17.436,4.212,60.976,3.549
316,53.806427,-29.424456,849.41,2539.79,5.962,0,0.49,2.809,1,4.883,0.755,1.447,0.105,2.026,0.082,2.146,0.147,1.943,0.14,2.337,0.229,3.597,0.48,3.63,0.172,-999.0,9999.0,4.031,1.133,3.733,1.039,-12.888,4.026,8.677,3.595
317,53.798698,-29.424612,970.6,2537.01,16.828,0,0.0,2.462,1,10.566,0.754,1.243,0.105,1.577,0.082,1.504,0.147,1.734,0.133,2.918,0.229,3.79,0.48,4.699,0.17,-999.0,9999.0,13.675,2.401,16.227,2.599,25.779,5.053,-6.877,4.272
318,53.749542,-29.424673,1741.29,2535.98,11.178,0,0.26,2.153,1,7.577,0.845,0.942,0.105,1.118,0.116,1.076,0.148,1.255,0.132,2.41,0.32,3.379,0.681,3.905,0.184,-999.0,9999.0,5.742,1.142,6.051,1.483,9.448,3.232,3.655,2.613
319,53.755558,-29.424587,1646.98,2537.52,2.629,0,0.54,1.259,1,1.812,0.754,1.686,0.105,1.824,0.083,1.556,0.148,2.319,0.137,4.496,0.231,5.347,0.481,2.343,0.169,-999.0,9999.0,4.049,0.852,3.263,0.84,2.036,2.983,-1.938,1.77
320,53.776585,-29.42478,1317.31,2534.07,6.633,0,0.01,1.875,1,5.085,0.749,0.642,0.105,0.734,0.082,0.774,0.148,0.809,0.118,1.73,0.23,2.299,0.481,2.556,0.17,-999.0,9999.0,3.819,1.025,3.915,1.066,-6.476,4.142,-0.222,3.494
321,53.800358,-29.424887,944.6,2532.07,13.998,0,0.4,2.19,1,8.901,0.757,2.698,0.105,4.494,0.082,6.346,0.148,6.33,0.111,7.348,0.32,6.574,0.481,6.491,0.168,-999.0,9999.0,9.263,1.79,6.852,1.617,-23.03,4.759,23.02,4.023
322,53.782948,-29.425182,1217.58,2526.81,12.259,0,0.62,3.557,1,7.193,0.749,1.017,0.105,1.963,0.082,3.152,0.148,3.567,0.09,4.867,0.229,4.542,0.481,5.55,0.169,-999.0,9999.0,2.169,0.574,1.76,0.537,-3.134,1.72,0.799,1.452
323,53.684807,-29.425325,2756.17,2523.8,4.324,0,0.63,1.782,1,3.356,0.75,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.468,0.169,-999.0,9999.0,4.049,1.11,2.27,1.989,15.0,3.815,6.873,2.961
324,53.716564,-29.425678,2258.32,2517.75,53.418,0,0.03,2.317,1,33.014,0.75,1.289,0.105,2.183,0.117,3.369,0.148,6.552,0.14,11.018,0.32,11.2,0.681,14.903,0.169,-999.0,9999.0,23.297,2.816,18.897,5.241,33.509,5.494,25.836,3.199
325,53.72525,-29.425442,2122.1,2522.06,8.634,0,0.55,2.7,1,4.935,0.752,1.433,0.105,1.612,0.117,1.51,0.148,1.496,0.115,1.935,0.321,0.822,0.682,3.024,0.169,-999.0,9999.0,4.212,1.168,3.349,1.677,9.282,5.277,1.441,3.137
326,53.765812,-29.425375,1486.18,2523.34,7.552,0,0.33,2.003,1,4.702,0.756,1.31,0.105,1.503,0.082,1.457,0.148,1.961,0.087,3.123,0.229,3.754,0.481,2.691,0.17,-999.0,9999.0,4.345,1.167,1.956,1.009,3.918,3.942,-16.191,3.64
327,53.797642,-29.425579,987.21,2519.62,8.78,3,0.4,1.962,1,7.582,0.761,-0.036,0.105,0.098,0.082,0.141,0.148,0.306,0.087,0.374,0.229,0.921,0.48,1.046,0.171,-999.0,9999.0,13.413,1.892,18.058,2.317,10.191,3.514,22.891,2.991
328,53.797371,-29.425713,991.42,2517.19,21.76,2,0.02,2.536,1,13.497,0.762,0.129,0.105,0.225,0.082,0.445,0.148,0.637,0.087,1.58,0.229,1.658,0.48,3.071,0.17,-999.0,9999.0,25.736,2.785,32.75,3.354,24.262,4.455,41.065,3.76
329,53.783028,-29.426006,1216.27,2511.97,157.452,0,0.73,2.3,1,92.791,0.75,0.479,0.105,1.492,0.082,5.161,0.148,13.331,0.088,27.749,0.229,31.794,0.481,37.5,0.17,-999.0,9999.0,46.524,3.829,38.063,3.699,-0.633,4.87,8.821,3.915
330,53.70224,-29.425734,2482.88,2516.65,7.969,0,0.05,2.443,1,4.71,0.749,3.147,0.105,3.445,0.117,2.66,0.148,2.608,0.198,3.786,0.32,1.392,0.681,4.979,0.169,-999.0,9999.0,4.319,1.184,3.39,1.934,-12.077,4.363,-5.159,3.193
331,53.784885,-29.425892,1187.19,2514.03,22.828,0,0.13,2.158,1,15.277,0.755,0.286,0.105,0.363,0.082,0.302,0.148,0.608,0.087,0.912,0.229,1.135,0.481,2.537,0.169,-999.0,9999.0,22.819,2.92,28.138,3.41,9.883,5.226,6.923,3.994
332,53.812622,-29.425888,752.35,2513.97,41.179,0,0.48,2.087,1,26.727,1.06,-999.0,9999.0,1.198,0.116,-999.0,9999.0,1.993,0.111,5.056,0.328,6.761,0.679,8.79,0.239,-999.0,9999.0,33.214,3.336,26.01,3.194,2.623,5.14,20.618,4.386
333,53.814034,-29.425911,730.2,2513.54,12.585,0,0.34,2.647,1,7.489,1.075,-999.0,9999.0,0.857,0.116,-999.0,9999.0,1.221,0.111,1.621,0.328,1.917,0.678,2.022,0.257,-999.0,9999.0,5.547,1.204,5.54,1.344,6.204,3.776,-7.734,3.317
334,53.794006,-29.425959,1044.17,2512.78,6.887,0,0.66,2.396,1,4.467,0.759,1.193,0.105,1.468,0.082,1.62,0.148,1.656,0.087,2.761,0.229,3.369,0.481,2.928,0.169,-999.0,9999.0,4.322,1.661,2.571,1.357,-23.273,6.383,13.337,5.717
335,53.796127,-29.425999,1010.93,2512.05,9.879,0,0.0,2.644,1,6.284,0.759,0.093,0.105,0.159,0.082,0.149,0.148,0.158,0.087,0.42,0.229,0.62,0.481,0.907,0.17,-999.0,9999.0,8.924,1.448,11.374,1.748,6.791,2.808,19.876,2.688
336,53.77618,-29.426168,1323.63,2509.08,17.409,0,0.97,1.474,1,12.537,0.764,0.173,0.105,0.511,0.082,1.877,0.148,3.314,0.087,9.734,0.328,11.742,0.481,13.693,0.169,-999.0,9999.0,4.967,1.447,5.275,1.5,29.112,4.718,-10.645,4.316
337,53.726597,-29.42622,2101.02,2508.04,5.241,0,0.54,1.956,1,3.51,0.747,1.18,0.105,1.675,0.117,1.508,0.148,1.317,0.115,1.55,0.32,2.836,0.682,2.641,0.168,-999.0,9999.0,5.143,1.352,6.38,2.551,4.891,6.175,9.581,4.065
338,53.796242,-29.426754,1009.11,2498.47,33.968,0,0.01,2.867,1,19.147,0.757,1.823,0.105,2.583,0.082,3.345,0.148,5.062,0.087,9.109,0.23,9.529,0.482,10.179,0.169,-999.0,9999.0,18.672,2.577,16.895,2.571,6.957,4.262,24.692,4.023
339,53.768925,-29.426771,1437.38,2498.21,3.322,0,0.37,1.605,1,2.393,0.753,0.142,0.105,0.365,0.082,0.657,0.148,0.328,0.087,0.565,0.229,0.409,0.481,0.636,0.171,-999.0,9999.0,2.996,1.257,2.67,1.121,-0.438,6.95,-11.279,5.224
340,53.786423,-29.426821,1163.07,2497.29,7.37,0,0.35,1.996,1,5.602,0.754,0.648,0.105,0.85,0.082,0.743,0.148,0.936,0.087,1.141,0.23,1.188,0.531,1.323,0.169,-999.0,9999.0,7.058,1.485,9.581,1.788,-9.759,3.241,-1.043,2.824
341,53.789677,-29.426994,1112.04,2494.16,33.629,0,0.0,3.157,1,17.593,0.757,1.683,0.105,1.762,0.082,2.469,0.148,2.99,0.087,5.906,0.23,7.163,0.481,7.372,0.17,-999.0,9999.0,18.078,2.417,12.873,2.169,16.533,4.687,9.544,3.951
342,53.746223,-29.426989,1793.32,2494.29,11.112,0,0.7,3.021,1,8.119,0.915,1.195,0.105,1.664,0.117,1.884,0.148,2.548,0.087,3.936,0.321,4.301,0.683,4.553,0.204,-999.0,9999.0,4.447,0.708,3.736,0.819,4.176,2.058,3.694,1.546
343,53.746799,-29.427177,1784.28,2490.88,25.03,0,0.0,3.192,1,13.265,0.876,2.12,0.105,2.992,0.117,5.323,0.148,6.709,0.087,8.108,0.321,9.567,0.682,8.677,0.205,-999.0,9999.0,6.342,1.025,5.43,1.165,-3.332,2.934,2.432,2.082
344,53.738293,-29.427114,1917.63,2492.0,15.039,0,0.18,2.65,1,11.196,0.942,0.19,0.105,0.518,0.117,0.58,0.148,0.924,0.114,1.537,0.32,2.902,0.681,3.225,0.214,-999.0,9999.0,10.117,0.903,10.445,1.346,3.982,1.727,3.969,1.043
345,53.750072,-29.427168,1732.98,2491.06,5.642,0,0.57,1.953,1,3.59,0.836,0.33,0.105,0.651,0.082,0.919,0.148,0.818,0.087,0.701,0.229,1.606,0.481,1.2,0.181,-999.0,9999.0,4.537,0.924,4.706,1.123,-2.545,2.96,-0.312,2.01
346,53.770943,-29.427151,1405.75,2491.4,5.465,0,0.49,2.247,1,3.361,0.77,0.417,0.105,0.834,0.082,1.52,0.148,1.791,0.087,2.308,0.229,2.469,0.481,2.313,0.17,-999.0,9999.0,0.823,0.622,0.168,0.247,-1.615,5.057,2.429,3.741
347,53.780209,-29.427296,1260.51,2488.77,9.389,0,0.04,2.259,1,7.583,0.758,-0.073,0.105,0.068,0.082,-0.095,0.148,0.104,0.087,0.194,0.229,0.691,0.481,0.414,0.171,-999.0,9999.0,8.47,1.139,10.412,1.281,10.903,1.916,16.292,1.69
348,53.699677,-29.427425,2523.07,2486.17,25.782,0,0.0,3.87,1,11.706,0.757,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.477,0.169,-999.0,9999.0,9.331,1.662,7.34,3.392,16.808,3.707,8.81,2.94
349,53.733654,-29.427486,1990.35,2485.3,41.017,0,0.95,1.848,1,27.694,0.818,0.262,0.105,0.323,0.117,0.415,0.148,1.12,0.115,4.236,0.321,7.096,0.682,10.007,0.188,-999.0,9999.0,29.872,2.625,24.692,3.829,26.368,4.1,-4.163,3.006
350,53.780987,-29.427439,1248.28,2486.19,24.664,0,0.45,2.56,1,15.228,0.756,0.17,0.105,0.302,0.082,0.232,0.148,0.342,0.087,0.32,0.229,0.486,0.481,0.54,0.171,-999.0,9999.0,23.417,2.499,36.937,3.129,50.903,3.681,97.202,2.794
351,53.738819,-29.427755,1909.37,2480.46,259.824,0,0.03,3.22,1,127.521,0.931,1.805,0.105,3.219,0.117,5.89,0.148,12.555,0.115,24.452,0.32,29.293,0.682,38.55,0.211,-999.0,9999.0,97.016,4.362,84.159,6.076,66.201,4.477,80.794,2.936
352,53.760841,-29.427504,1564.16,2485.03,4.819,0,0.19,2.025,1,3.199,0.759,0.666,0.105,0.7,0.082,0.621,0.148,0.874,0.087,1.177,0.229,1.029,0.481,1.808,0.168,-999.0,9999.0,2.527,0.813,1.889,0.719,14.168,4.72,2.746,2.963
353,53.749172,-29.427799,1747.1,2479.69,40.338,0,0.07,2.807,1,22.011,0.843,-0.158,0.105,0.067,0.082,0.101,0.148,0.409,0.087,1.489,0.23,1.642,0.482,4.458,0.186,-999.0,9999.0,25.548,2.173,25.858,2.704,8.6,3.104,5.659,2.155
354,53.786171,-29.427774,1167.03,2480.13,23.645,0,0.0,5.111,1,8.157,0.76,1.67,0.105,2.785,0.082,4.596,0.148,5.071,0.087,6.506,0.229,6.12,0.481,6.884,0.169,-999.0,9999.0,5.161,1.278,3.698,1.304,-1.487,3.342,0.059,2.918
355,53.794205,-29.42767,1041.1,2482.0,6.829,0,0.03,1.76,1,5.048,0.762,0.02,0.105,0.175,0.082,0.091,0.147,0.226,0.087,0.27,0.229,0.923,0.48,1.34,0.169,-999.0,9999.0,5.468,1.391,7.19,1.666,3.388,4.275,13.446,3.581
356,53.73724,-29.427704,1934.17,2481.38,4.317,0,0.51,1.518,1,4.006,1.05,0.119,0.105,0.438,0.117,0.315,0.148,0.701,0.115,0.806,0.32,1.087,0.681,1.559,0.22,-999.0,9999.0,5.075,0.889,4.95,1.314,14.167,2.716,5.419,1.893
357,53.718651,-29.4279,2225.58,2477.76,22.241,0,0.11,2.107,1,13.889,0.754,0.76,0.105,0.9,0.117,1.049,0.148,1.231,0.121,2.399,0.32,3.655,0.682,4.008,0.17,-999.0,9999.0,17.947,2.448,16.667,4.42,1.704,4.544,-0.992,3.52
358,53.780087,-29.428087,1262.39,2474.51,82.881,0,0.03,2.597,1,47.75,0.757,0.084,0.105,0.128,0.082,0.75,0.148,1.577,0.087,5.396,0.229,6.65,0.48,9.441,0.169,-999.0,9999.0,54.655,4.099,43.8,3.757,31.795,4.367,32.305,3.515
359,53.793804,-29.428423,1047.34,2468.42,15.382,0,0.88,1.756,1,10.793,0.753,0.025,0.105,0.228,0.082,0.319,0.148,0.231,0.087,0.998,0.229,1.011,0.481,2.895,0.169,-999.0,9999.0,15.163,2.356,16.812,2.645,20.653,4.92,17.362,4.248
360,53.685345,-29.428574,2747.74,2465.34,60.401,0,0.02,3.071,1,31.576,0.756,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.591,0.169,-999.0,9999.0,37.316,3.27,32.706,10.278,14.463,3.955,3.892,4.088
361,53.724007,-29.42881,2141.61,2461.39,23.5,0,0.01,3.029,1,12.742,0.75,0.517,0.105,0.585,0.116,1.158,0.147,2.096,0.114,3.464,0.32,4.689,0.68,4.711,0.168,-999.0,9999.0,9.515,1.6,7.664,2.244,5.29,3.681,-6.589,2.915
362,53.733475,-29.428633,1993.14,2464.63,11.696,0,0.03,2.592,1,7.755,0.819,0.775,0.105,0.666,0.117,0.468,0.148,0.769,0.115,1.27,0.32,0.592,0.682,2.064,0.186,-999.0,9999.0,14.697,1.776,16.244,2.993,15.421,3.922,18.698,2.874
363,53.778435,-29.429064,1288.32,2456.94,1090.611,0,0.99,1.735,1,707.188,0.763,22.11,0.105,120.627,0.082,293.269,0.148,332.926,0.087,505.633,0.229,645.445,0.481,713.873,0.169,-999.0,9999.0,237.258,9.071,150.225,7.341,69.178,4.688,40.559,3.35
364,53.684669,-29.428633,2758.31,2464.29,9.283,0,0.0,2.552,1,8.163,0.752,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.24,0.169,-999.0,9999.0,10.589,1.381,9.223,3.928,-0.06,2.396,-1.617,2.43
365,53.76289,-29.428646,1532.0,2464.47,11.372,0,0.0,2.829,1,6.543,0.755,0.353,0.105,0.685,0.082,0.711,0.148,0.891,0.087,1.417,0.229,1.018,0.481,2.122,0.169,-999.0,9999.0,9.16,1.761,9.872,1.796,-11.832,5.237,7.695,3.361
366,53.768021,-29.428648,1451.58,2464.42,7.052,0,0.01,2.361,1,4.496,0.754,0.776,0.105,0.864,0.082,1.009,0.148,1.37,0.087,2.011,0.229,1.837,0.481,2.293,0.17,-999.0,9999.0,1.709,0.899,1.507,0.848,-6.61,6.41,-3.757,4.101
367,53.796822,-29.428677,1000.07,2463.84,9.154,0,0.09,1.737,1,6.338,0.756,0.222,0.105,0.29,0.082,0.42,0.148,0.484,0.087,0.811,0.229,0.906,0.48,2.167,0.171,-999.0,9999.0,11.294,2.404,13.768,2.762,12.942,6.032,21.983,5.092
368,53.673466,-29.428806,2933.98,2461.02,30.069,0,0.12,2.683,1,16.522,0.845,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.699,0.193,-999.0,9999.0,11.409,1.931,3.92,4.41,14.331,4.073,-8.298,3.756
369,53.775738,-29.429211,1330.61,2454.3,375.982,0,0.99,1.786,1,242.654,0.759,1.95,0.105,11.595,0.082,42.121,0.148,67.517,0.087,165.367,0.229,200.325,0.48,232.625,0.17,-999.0,9999.0,100.239,5.866,68.213,4.999,53.25,5.051,22.402,3.314
370,53.699478,-29.428837,2526.17,2460.74,17.309,0,0.22,1.897,1,11.512,0.756,0.247,0.105,0.38,0.117,0.664,0.148,0.83,0.198,2.93,0.32,4.243,0.681,3.908,0.169,-999.0,9999.0,12.31,2.331,9.977,4.303,0.938,4.696,4.5,4.154
371,53.675663,-29.428852,2899.52,2460.22,10.426,0,0.31,2.772,1,6.022,0.836,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.385,0.182,-999.0,9999.0,3.39,1.116,-0.39,2.162,-7.41,4.533,11.27,4.092
372,53.786369,-29.428877,1163.9,2460.27,4.317,0,0.05,1.87,1,3.331,0.749,0.126,0.105,0.143,0.082,0.022,0.148,0.174,0.087,0.469,0.23,0.185,0.482,0.555,0.169,-999.0,9999.0,7.525,1.492,10.769,1.812,0.403,3.458,14.191,2.767
373,53.789238,-29.429026,1118.92,2457.61,33.484,0,0.01,2.47,1,20.023,0.757,0.848,0.105,1.092,0.095,1.302,0.148,1.735,0.087,3.083,0.229,3.939,0.481,6.808,0.168,-999.0,9999.0,22.35,2.841,23.258,3.001,19.553,5.023,6.897,3.595
374,53.688038,-29.42893,2705.51,2458.96,3.898,0,0.02,1.757,1,3.182,0.746,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.096,0.168,-999.0,9999.0,3.021,1.02,2.253,2.755,-11.727,4.399,9.159,4.271
375,53.709618,-29.42893,2367.18,2459.16,3.682,0,0.55,1.665,1,2.442,0.75,0.256,0.105,0.37,0.117,0.17,0.148,0.525,0.14,0.868,0.32,0.606,0.682,1.431,0.168,-999.0,9999.0,2.583,0.893,1.335,1.025,2.194,4.676,-17.305,3.911
376,53.739063,-29.428951,1905.52,2458.95,6.481,0,0.18,1.831,1,4.996,0.928,1.811,0.105,2.262,0.117,2.121,0.148,2.036,0.11,2.648,0.32,3.299,0.682,4.008,0.212,-999.0,9999.0,9.371,1.184,7.613,1.402,4.231,2.593,5.874,2.028
377,53.723705,-29.429111,2146.33,2455.99,12.47,1,0.15,3.656,1,7.664,0.748,1.236,0.105,1.503,0.117,1.613,0.148,1.751,0.115,2.133,0.32,2.551,0.681,4.128,0.169,-999.0,9999.0,8.546,1.388,7.433,1.974,5.308,3.04,-6.154,2.408
378,53.80817,-29.429165,822.15,2455.01,14.317,0,0.0,3.344,1,7.348,0.834,0.826,0.105,1.12,0.082,0.803,0.148,1.073,0.095,1.657,0.229,1.551,0.481,2.899,0.188,-999.0,9999.0,11.088,1.879,11.159,1.923,2.863,4.275,-0.144,3.886
379,53.735992,-29.429255,1953.7,2453.46,10.151,0,0.28,2.052,1,7.214,0.983,0.461,0.105,0.687,0.117,0.581,0.148,0.875,0.113,1.645,0.321,1.578,0.682,2.615,0.208,-999.0,9999.0,9.51,1.71,10.067,2.408,-11.555,5.034,0.122,3.811
380,53.67334,-29.429363,2935.89,2451.01,10.72,0,0.07,2.696,1,7.855,0.847,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.075,0.193,-999.0,9999.0,6.874,1.201,4.806,3.61,5.893,2.4,-7.43,2.332
381,53.677197,-29.429358,2875.44,2451.15,4.203,0,0.69,1.726,1,3.092,0.757,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.038,0.169,-999.0,9999.0,3.92,1.281,1.663,3.208,27.138,5.401,-3.957,4.575
382,53.74382,-29.429543,1831.0,2448.3,27.585,0,0.02,2.652,1,16.778,0.899,2.722,0.105,3.545,0.116,4.232,0.148,7.008,0.087,9.386,0.32,9.035,0.68,11.402,0.205,-999.0,9999.0,9.989,1.399,8.397,1.652,4.639,3.873,-1.357,2.971
383,53.719852,-29.429472,2206.7,2449.48,7.672,0,0.7,2.072,1,5.003,0.754,1.007,0.105,1.215,0.117,1.197,0.148,1.259,0.115,1.736,0.321,2.386,0.683,3.128,0.168,-999.0,9999.0,5.333,1.404,5.435,2.172,-16.349,4.347,-7.773,3.368
384,53.809803,-29.429558,796.56,2447.93,34.827,0,0.01,3.134,1,18.735,0.892,0.535,0.105,0.495,0.082,0.423,0.148,0.957,0.088,2.392,0.229,3.766,0.481,4.218,0.199,-999.0,9999.0,23.796,2.606,22.572,2.781,20.628,4.52,8.384,3.407
385,53.777599,-29.429787,1301.39,2443.93,73.177,0,0.04,2.417,1,44.876,0.761,0.448,0.105,1.017,0.082,1.93,0.148,2.78,0.087,7.152,0.229,9.26,0.481,11.977,0.169,-999.0,9999.0,48.913,3.105,36.646,2.82,19.204,2.804,21.893,1.785
386,53.717388,-29.429682,2245.38,2445.67,20.224,0,0.01,2.56,1,12.071,0.753,0.253,0.105,0.251,0.117,0.204,0.148,0.398,0.115,0.444,0.32,0.353,0.681,1.21,0.167,-999.0,9999.0,15.28,2.149,19.662,4.404,21.386,4.196,8.651,3.483
387,53.728741,-29.429672,2067.35,2445.91,7.851,0,0.0,2.095,1,4.918,0.75,1.146,0.105,1.248,0.117,1.394,0.148,1.247,0.114,1.205,0.32,1.216,0.681,2.779,0.169,-999.0,9999.0,6.112,1.508,4.579,1.867,-8.273,4.583,2.167,3.624
388,53.732838,-29.429655,2003.13,2446.23,7.929,0,0.31,2.311,1,5.3,0.795,0.268,0.105,0.233,0.117,0.291,0.148,0.635,0.115,0.775,0.32,1.476,0.681,1.626,0.181,-999.0,9999.0,9.029,1.652,9.278,2.571,-20.672,5.13,13.838,3.518
389,53.813259,-29.429697,742.38,2445.4,14.54,0,0.86,2.01,1,10.211,1.099,-999.0,9999.0,0.369,0.116,-999.0,9999.0,0.535,0.111,0.416,0.328,-0.022,0.678,0.931,0.244,-999.0,9999.0,20.389,2.795,28.286,3.305,35.216,5.255,63.57,4.424
390,53.67881,-29.42992,2850.16,2441.04,8.556,0,0.57,2.427,1,5.176,0.752,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.096,0.169,-999.0,9999.0,2.222,0.914,0.893,2.866,-2.454,4.8,21.653,4.866
391,53.672741,-29.429976,2945.33,2439.96,13.382,0,0.11,2.084,1,8.999,0.862,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.982,0.203,-999.0,9999.0,10.159,1.846,11.596,6.919,4.67,4.083,-0.677,3.969
392,53.767548,-29.429964,1458.97,2440.73,5.53,0,0.43,2.419,1,3.597,0.759,0.246,0.105,0.165,0.082,0.161,0.148,0.439,0.087,0.658,0.229,1.35,0.481,0.795,0.171,-999.0,9999.0,6.031,1.659,7.821,2.013,6.432,6.051,2.508,4.904
393,53.717663,-29.430056,2241.04,2438.95,6.83,1,0.0,2.261,1,6.42,0.744,0.535,0.105,0.705,0.117,0.771,0.148,0.939,0.115,0.932,0.32,1.355,0.682,1.324,0.168,-999.0,9999.0,9.747,1.539,10.392,2.688,4.292,3.29,5.078,2.848
394,53.750984,-29.430082,1718.66,2438.59,15.085,0,0.61,2.145,1,9.939,0.806,1.339,0.105,1.859,0.082,2.216,0.148,3.438,0.087,5.033,0.229,4.694,0.481,5.384,0.176,-999.0,9999.0,8.057,1.047,5.59,0.958,1.645,2.316,7.596,1.574
395,53.724838,-29.430107,2128.56,2438.06,6.42,0,0.0,1.998,1,4.107,0.752,0.472,0.105,0.678,0.117,0.725,0.148,1.501,0.115,2.353,0.32,2.186,0.681,2.741,0.168,-999.0,9999.0,2.991,1.119,1.862,1.296,11.779,4.812,-3.34,4.036
396,53.7701,-29.43013,1418.99,2437.76,6.719,0,0.33,1.857,1,4.79,0.752,0.073,0.104,0.134,0.082,0.016,0.143,0.332,0.086,1.023,0.224,0.926,0.459,2.08,0.169,-999.0,9999.0,6.849,1.67,6.553,1.583,10.412,5.395,-5.323,3.581
397,53.762745,-29.430231,1534.29,2435.94,35.688,0,0.18,2.221,1,21.887,0.756,-0.001,0.1,0.167,0.08,0.069,0.136,0.532,0.084,1.839,0.22,2.273,0.451,5.465,0.17,-999.0,9999.0,24.895,2.715,23.169,2.57,5.67,4.677,9.831,3.55
398,53.72773,-29.430918,2083.19,2423.48,612.093,0,0.03,4.017,1,264.388,0.748,7.54,0.105,14.563,0.116,40.186,0.148,58.282,0.114,97.414,0.32,107.757,0.68,125.418,0.167,-999.0,9999.0,108.668,5.172,84.631,7.054,44.174,4.278,129.943,3.397
399,53.75174,-29.430384,1706.81,2433.17,46.06,0,0.03,2.349,1,27.274,0.766,3.674,0.098,4.82,0.077,5.315,0.133,8.671,0.084,12.208,0.215,11.941,0.44,12.866,0.17,-999.0,9999.0,22.363,2.089,15.545,1.954,26.464,3.612,9.942,2.447
400,53.799221,-29.430241,962.41,2435.69,6.167,0,0.66,2.444,1,4.14,0.751,-0.031,0.102,0.087,0.077,0.144,0.134,0.035,0.083,0.057,0.21,0.41,0.411,0.44,0.17,-999.0,9999.0,5.249,1.218,5.755,1.293,-1.738,3.263,7.622,2.584
401,53.707157,-29.4303,2405.77,2434.47,4.581,0,0.5,1.834,1,3.585,0.751,0.153,0.105,0.091,0.117,0.421,0.148,0.186,0.115,0.694,0.32,1.206,0.681,1.085,0.168,-999.0,9999.0,3.161,1.359,5.241,3.338,7.538,5.69,-15.707,5.489
