id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2
1,316.464966,-58.823261,2004.84,21.37,15350.608,4,1.0,1.326,1,12000.513,1.107,2675.9,0.136,1382.498,0.115,1838.669,0.137,1109.986,0.188,1917.373,0.378,4280.975,0.769,12999.99,0.364,14142.304,0.519,-999.0,9999.0,-999.0,9999.0
2,316.445709,-58.823204,2184.4,22.24,107.522,0,0.27,2.553,1,70.371,1.332,0.199,0.136,0.158,0.115,1.744,0.137,5.191,0.188,12.36,0.378,15.234,0.769,20.271,0.364,27.998,0.534,-999.0,9999.0,-999.0,9999.0
3,316.566559,-58.823124,1058.37,23.91,58.999,0,0.06,2.087,1,43.599,1.191,0.178,0.135,0.202,0.082,0.735,0.137,1.895,0.188,8.204,0.267,10.556,0.543,16.46,0.364,20.784,0.519,37.519,11.765,-999.0,9999.0
4,316.607117,-58.823154,680.2,22.96,51.599,0,0.03,2.233,1,38.024,1.079,-999.0,9999.0,6.193,0.117,-999.0,9999.0,-999.0,9999.0,17.88,0.377,19.635,0.767,20.688,0.537,27.442,0.789,30.387,8.983,-999.0,9999.0
5,316.538879,-58.82338,1316.08,19.42,147.227,0,0.04,2.176,1,106.271,1.093,7.627,0.136,10.227,0.082,19.17,0.137,31.596,0.188,44.856,0.267,50.642,0.543,60.378,0.364,70.7,0.525,-999.0,9999.0,-999.0,9999.0
6,316.645477,-58.823414,322.97,17.72,201.11,0,0.98,1.322,1,164.496,1.085,-999.0,9999.0,48.356,0.117,-999.0,9999.0,-999.0,9999.0,180.409,0.377,183.327,0.767,209.967,0.364,219.362,0.512,48.863,11.639,-999.0,9999.0
7,316.618805,-58.823662,571.38,13.69,18.487,0,0.0,2.938,1,12.092,1.099,-999.0,9999.0,0.876,0.117,-999.0,9999.0,-999.0,9999.0,1.968,0.377,3.299,0.766,4.441,0.445,5.73,0.615,13.41,6.677,-999.0,9999.0
8,316.66571,-58.823589,134.35,14.22,48.12,0,0.99,1.228,1,41.201,1.078,-999.0,9999.0,3.184,0.117,-999.0,9999.0,-999.0,9999.0,34.104,0.377,36.355,0.767,47.626,0.364,51.724,0.513,15.254,6.601,-999.0,9999.0
9,316.498169,-58.823929,1695.41,9.56,125.992,16,1.0,1.264,1,103.727,1.131,0.445,0.136,1.458,0.082,5.214,0.137,10.957,0.188,52.385,0.267,67.843,0.543,103.187,0.364,120.581,0.525,-999.0,9999.0,-999.0,9999.0
10,316.509277,-58.823956,1592.06,9.07,24.61,16,0.02,2.52,1,17.681,1.136,0.156,0.136,0.293,0.082,0.496,0.137,0.723,0.188,1.873,0.267,1.956,0.543,3.889,0.364,5.418,0.533,-999.0,9999.0,-999.0,9999.0
11,316.560333,-58.823944,1116.39,9.2,48.293,16,0.03,2.679,1,31.364,1.333,0.214,0.135,0.44,0.082,0.937,0.137,2.257,0.188,4.745,0.266,6.535,0.542,8.212,0.363,11.631,0.519,39.068,14.16,-999.0,9999.0
12,316.505127,-58.824295,1630.63,2.98,96.689,24,0.04,1.984,1,76.382,1.027,-999.0,9999.0,3.038,0.073,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,35.487,0.326,38.65,0.483,-999.0,9999.0,-999.0,9999.0
13,316.672882,-58.823997,67.58,6.72,4.718,16,0.66,1.684,1,3.533,1.216,-999.0,9999.0,0.928,0.117,-999.0,9999.0,-999.0,9999.0,2.169,0.377,2.273,0.767,3.308,0.364,2.459,0.513,1.008,2.669,-999.0,9999.0
14,316.44989,-58.824303,2145.28,2.52,93.803,24,0.31,3.519,1,57.974,1.306,-999.0,9999.0,195.73,0.1,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,257.794,0.315,469.08,0.452,-999.0,9999.0,-999.0,9999.0
15,316.538849,-58.824341,1316.55,2.14,55.28,24,0.17,2.145,1,45.053,0.962,1.522,0.114,2.691,0.069,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,18.95,0.306,22.737,0.44,-999.0,9999.0,-999.0,9999.0
16,316.47702,-58.824326,1892.5,2.3,13.853,24,0.95,1.571,1,11.572,0.996,-999.0,9999.0,0.106,0.07,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.119,0.31,4.965,0.448,-999.0,9999.0,-999.0,9999.0
17,316.510437,-58.824314,1581.09,2.65,41.495,24,0.98,1.214,1,32.987,0.999,-999.0,9999.0,0.86,0.086,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,33.983,0.319,35.366,0.466,-999.0,9999.0,-999.0,9999.0
18,316.584381,-58.82428,892.25,2.97,4.45,16,0.11,1.692,1,5.007,1.009,0.116,0.121,0.293,0.073,0.293,0.123,0.547,0.169,0.915,0.239,1.847,0.486,2.397,0.326,2.915,0.459,3.558,3.742,-999.0,9999.0
19,316.544006,-58.824348,1268.35,1.96,12.394,24,0.06,1.743,1,9.33,0.965,-999.0,9999.0,0.868,0.068,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.187,0.301,4.797,0.437,-999.0,9999.0,-999.0,9999.0
20,316.630829,-58.823635,459.51,13.99,4.67,0,0.15,1.497,1,4.0,1.084,-999.0,9999.0,0.158,0.117,-999.0,9999.0,-999.0,9999.0,0.581,0.377,0.336,0.766,0.543,0.364,1.566,0.513,4.784,4.086,-999.0,9999.0
21,316.545959,-58.822796,1250.07,29.95,25.963,0,0.01,3.165,1,16.478,1.179,1.78,0.136,2.397,0.082,5.669,0.137,7.562,0.188,9.31,0.267,9.519,0.543,10.85,0.364,11.508,0.529,-999.0,9999.0,-999.0,9999.0
22,316.670227,-58.822914,92.25,26.22,17.697,0,0.93,1.556,1,14.44,1.127,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.085,0.377,3.985,0.767,6.019,0.364,8.758,0.525,17.437,7.962,-999.0,9999.0
23,316.536438,-58.822426,1339.05,36.61,31.2,0,0.08,1.796,1,24.709,1.109,0.797,0.136,0.601,0.082,1.239,0.137,1.671,0.188,4.175,0.267,6.125,0.543,8.1,0.364,10.738,0.537,-999.0,9999.0,-999.0,9999.0
24,316.493317,-58.822598,1740.86,33.53,15.677,0,0.44,1.449,1,12.548,1.095,0.145,0.136,0.079,0.082,0.345,0.137,0.724,0.188,2.389,0.267,2.858,0.543,4.64,0.364,6.353,0.536,-999.0,9999.0,-999.0,9999.0
25,316.665375,-58.822506,137.51,33.69,12.385,0,0.75,1.732,1,9.766,1.083,-999.0,9999.0,1.548,0.117,-999.0,9999.0,-999.0,9999.0,5.994,0.378,5.957,0.769,6.951,0.365,7.977,0.509,1.047,2.99,-999.0,9999.0
26,316.523621,-58.822536,1458.46,34.64,16.986,0,1.0,1.335,1,14.274,1.085,-0.073,0.136,-0.022,0.082,0.218,0.137,0.473,0.188,4.536,0.267,6.535,0.543,10.841,0.364,14.018,0.527,-999.0,9999.0,-999.0,9999.0
27,316.566254,-58.822701,1061.11,31.53,12.248,0,0.54,2.511,1,11.842,1.201,-0.09,0.136,0.101,0.082,0.221,0.137,0.45,0.189,2.187,0.268,2.601,0.544,4.275,0.365,5.171,0.529,4.808,3.196,-999.0,9999.0
28,316.483917,-58.822105,1828.49,42.28,39.373,0,0.04,1.844,1,31.206,1.108,0.543,0.136,0.707,0.082,1.489,0.137,2.298,0.189,6.351,0.268,7.75,0.544,11.114,0.365,16.522,0.528,-999.0,9999.0,-999.0,9999.0
29,316.445007,-58.822227,2190.85,39.86,21.752,0,0.26,1.733,1,18.092,1.344,0.274,0.136,0.135,0.115,0.309,0.137,0.656,0.188,1.759,0.378,3.008,0.769,5.64,0.364,7.569,0.531,-999.0,9999.0,-999.0,9999.0
30,316.54715,-58.822697,1239.03,31.7,7.617,0,0.12,1.905,1,7.189,1.248,1.332,0.135,1.694,0.082,1.641,0.137,2.293,0.188,2.796,0.267,2.648,0.542,4.641,0.364,4.813,0.53,-999.0,9999.0,-999.0,9999.0
31,316.561127,-58.822609,1108.8,33.2,5.654,0,0.68,1.998,1,4.757,1.253,0.664,0.135,0.735,0.082,0.774,0.137,0.935,0.188,1.58,0.266,1.973,0.541,2.405,0.363,3.843,0.518,12.844,9.191,-999.0,9999.0
32,316.658173,-58.822231,204.6,38.79,7.465,0,0.12,1.519,1,6.624,1.088,-999.0,9999.0,1.831,0.116,-999.0,9999.0,-999.0,9999.0,2.397,0.376,2.865,0.765,4.003,0.363,5.096,0.508,5.649,4.482,-999.0,9999.0
33,316.630707,-58.820004,460.41,79.36,1452.361,0,0.98,1.267,1,1166.101,0.994,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1898.583,0.364,1855.838,0.514,313.443,29.653,-999.0,9999.0
34,316.611328,-58.818153,640.84,112.94,7030.542,0,1.0,1.352,1,5545.688,0.892,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4078.173,0.507,5651.87,0.799,2090.474,76.123,-999.0,9999.0
35,316.620819,-58.821396,552.58,54.45,27.352,0,0.19,2.131,1,20.369,1.049,-999.0,9999.0,0.588,0.117,-999.0,9999.0,-999.0,9999.0,3.14,0.377,3.743,0.767,8.109,0.419,10.35,0.589,20.699,7.506,-999.0,9999.0
36,316.44812,-58.821793,2161.98,47.66,18.841,0,0.74,1.858,1,14.554,1.324,1.199,0.135,1.642,0.115,3.913,0.137,5.587,0.188,8.377,0.377,8.565,0.768,11.262,0.364,11.175,0.518,-999.0,9999.0,-999.0,9999.0
37,316.445251,-58.821636,2188.59,50.46,65.218,0,0.03,1.979,1,51.074,1.359,0.072,0.135,0.279,0.115,0.988,0.137,1.618,0.188,6.151,0.377,7.677,0.768,13.373,0.364,20.384,0.531,-999.0,9999.0,-999.0,9999.0
38,316.632965,-58.821907,439.38,45.07,11.939,0,0.97,1.198,1,10.628,1.082,-999.0,9999.0,0.32,0.117,-999.0,9999.0,-999.0,9999.0,6.333,0.377,7.47,0.767,10.55,0.364,13.036,0.512,7.652,5.169,-999.0,9999.0
39,316.639008,-58.821697,383.04,48.73,15.288,0,0.15,2.042,1,10.649,1.073,-999.0,9999.0,0.032,0.117,-999.0,9999.0,-999.0,9999.0,0.381,0.377,-0.208,0.767,2.204,0.364,4.211,0.506,18.842,7.424,-999.0,9999.0
40,316.599945,-58.821621,747.13,50.65,38.353,0,0.98,1.244,1,32.213,1.067,-999.0,9999.0,0.338,0.117,-999.0,9999.0,4.2,0.267,18.208,0.377,21.967,0.767,32.846,0.5,36.949,0.786,10.693,5.585,-999.0,9999.0
41,316.493591,-58.821793,1738.16,47.95,11.478,0,0.0,2.202,1,8.415,1.105,0.887,0.136,0.985,0.09,1.171,0.137,2.653,0.188,4.384,0.267,3.983,0.543,6.052,0.364,6.457,0.522,-999.0,9999.0,-999.0,9999.0
42,316.678894,-58.821671,11.53,48.47,10.294,0,0.44,1.887,1,9.07,1.514,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.557,0.364,5.417,0.515,4.33,3.463,-999.0,9999.0
43,316.439331,-58.821712,2243.88,49.04,19.718,0,0.95,1.206,1,17.232,1.559,-0.043,0.136,0.236,0.115,1.163,0.137,2.221,0.188,9.985,0.378,11.294,0.768,16.796,0.408,19.654,0.574,-999.0,9999.0,-999.0,9999.0
44,316.4552,-58.821903,2096.04,45.72,4.415,0,0.63,1.297,1,3.991,1.186,-0.007,0.135,-0.161,0.115,-0.093,0.137,-0.416,0.188,1.34,0.377,1.491,0.768,2.957,0.364,4.07,0.524,-999.0,9999.0,-999.0,9999.0
45,316.511505,-58.821896,1571.18,46.19,5.729,0,0.69,1.849,1,4.214,1.096,0.778,0.135,0.801,0.082,0.879,0.137,0.954,0.188,1.647,0.267,1.402,0.542,2.802,0.364,3.426,0.527,-999.0,9999.0,-999.0,9999.0
46,316.604675,-58.821568,703.02,51.61,8.206,0,0.17,1.755,1,5.881,1.079,-999.0,9999.0,0.101,0.117,-999.0,9999.0,0.608,0.267,-0.602,0.377,-0.723,0.767,-0.115,0.486,-0.596,0.817,13.76,7.439,-999.0,9999.0
47,316.606445,-58.820839,686.67,64.65,35.094,0,0.98,1.214,1,29.278,1.016,-999.0,9999.0,22.472,0.117,-999.0,9999.0,-999.0,9999.0,49.771,0.377,-999.0,9999.0,39.455,0.517,47.15,0.792,7.863,6.321,-999.0,9999.0
48,316.553223,-58.821117,1182.64,60.12,11.72,0,0.05,2.383,1,8.637,1.333,-0.164,0.136,0.168,0.082,0.106,0.137,-999.0,9999.0,0.796,0.267,1.494,0.55,2.598,0.364,4.047,0.528,4.996,7.399,-999.0,9999.0
49,316.637604,-58.820885,396.26,63.37,14.909,0,0.53,1.535,1,12.355,1.026,-999.0,9999.0,0.163,0.117,-999.0,9999.0,-999.0,9999.0,0.589,0.377,-999.0,9999.0,1.159,0.364,2.78,0.511,17.243,6.921,-999.0,9999.0
50,316.579865,-58.820171,934.22,76.97,107.048,0,0.13,1.88,1,81.836,1.068,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,39.519,0.364,49.5,0.522,40.269,11.161,-999.0,9999.0
51,316.5737,-58.820625,991.64,68.82,93.226,0,0.98,1.226,1,78.436,1.331,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,74.261,0.364,85.624,0.509,27.721,12.136,-999.0,9999.0
52,316.431305,-58.821098,2318.54,60.0,12.658,0,0.77,2.243,1,8.75,2.377,0.098,0.136,0.159,0.115,0.715,0.137,-999.0,9999.0,3.064,0.378,3.385,0.768,4.188,0.511,4.73,0.698,-999.0,9999.0,-999.0,9999.0
53,316.595734,-58.815536,786.19,160.23,781.019,0,0.02,10.345,1,132.066,0.788,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,76.331,0.445,101.548,0.669,56.821,10.368,-999.0,9999.0
54,316.491791,-58.820675,1755.03,68.11,21.121,0,0.87,1.586,1,17.581,1.039,-999.0,9999.0,0.066,0.092,-999.0,9999.0,-999.0,9999.0,1.126,0.312,-999.0,9999.0,2.631,0.363,6.238,0.529,-999.0,9999.0,-999.0,9999.0
55,316.624084,-58.819878,522.02,81.74,68.273,0,0.51,1.796,1,52.585,0.997,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,23.653,0.395,31.225,0.549,21.889,8.184,-999.0,9999.0
56,316.554565,-58.817692,1170.03,121.76,3680.062,2,0.99,1.314,1,2946.725,1.096,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2736.4,0.364,3168.379,0.528,1018.375,92.221,-999.0,9999.0
57,316.539581,-58.820782,1309.57,66.21,3.43,0,0.79,1.337,1,3.108,1.036,-0.127,0.135,0.149,0.096,-999.0,9999.0,-999.0,9999.0,1.402,0.298,-999.0,9999.0,2.391,0.364,2.105,0.536,-999.0,9999.0,-999.0,9999.0
58,316.508636,-58.82074,1597.91,66.94,5.051,0,0.96,1.281,1,4.543,1.044,0.389,0.136,0.516,0.098,-999.0,9999.0,-999.0,9999.0,2.288,0.309,1.992,0.637,3.05,0.364,3.034,0.531,-999.0,9999.0,-999.0,9999.0
59,316.529816,-58.820271,1400.67,75.45,9.703,0,0.11,2.848,1,6.632,1.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.812,0.364,2.248,0.532,-999.0,9999.0,-999.0,9999.0
60,316.628113,-58.820057,484.54,78.43,6.6,0,0.29,1.564,1,6.007,0.985,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.739,0.364,4.806,0.509,8.391,4.495,-999.0,9999.0
61,316.618225,-58.818665,576.7,103.64,414.236,0,0.99,1.248,1,337.985,0.922,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,563.485,0.455,575.711,0.612,91.888,17.946,-999.0,9999.0
62,316.621216,-58.819736,548.81,84.3,14.03,2,0.0,2.954,1,10.372,0.994,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.023,0.418,9.455,0.587,8.202,4.602,-999.0,9999.0
63,316.448883,-58.818619,2154.94,104.8,473.512,0,0.98,1.286,1,383.8,1.237,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,457.818,0.363,491.754,0.528,-999.0,9999.0,-999.0,9999.0
64,316.621307,-58.819332,547.92,91.56,18.951,3,0.0,3.542,1,10.715,0.969,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.011,0.419,9.18,0.586,8.369,4.208,-999.0,9999.0
65,316.578278,-58.817242,948.95,129.68,374.288,0,0.07,2.232,1,254.959,0.967,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,127.814,0.364,157.621,0.52,89.877,18.335,-999.0,9999.0
66,316.670654,-58.819077,88.11,95.3,82.523,0,0.77,1.719,1,64.17,1.023,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,19.821,0.365,28.86,0.513,57.697,12.829,-999.0,9999.0
67,316.643677,-58.817822,339.62,118.4,193.246,2,0.03,3.322,1,110.636,0.888,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,51.844,0.363,68.844,0.511,43.632,10.233,-999.0,9999.0
68,316.454559,-58.819736,2102.07,84.77,5.67,0,0.85,1.443,1,5.246,1.091,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.395,0.364,3.043,0.518,-999.0,9999.0,-999.0,9999.0
69,316.670258,-58.819618,91.96,85.61,7.285,0,0.09,2.04,1,7.882,1.024,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.64,0.364,4.857,0.514,20.139,5.052,-999.0,9999.0
70,316.43103,-58.81958,2321.11,87.34,24.925,0,0.84,2.595,1,17.025,2.461,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.647,0.517,10.516,0.719,-999.0,9999.0,-999.0,9999.0
71,316.458893,-58.819714,2061.66,85.23,6.54,0,0.79,2.17,1,5.065,1.005,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.849,0.364,4.146,0.523,-999.0,9999.0,-999.0,9999.0
72,316.672516,-58.819199,70.68,93.09,22.102,0,0.82,1.674,1,17.661,1.077,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.96,0.365,9.119,0.507,17.919,7.656,-999.0,9999.0
73,316.550201,-58.819431,1210.78,90.49,8.559,0,0.94,1.661,1,7.455,1.182,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.998,0.364,2.625,0.522,4.929,7.214,-999.0,9999.0
74,316.561005,-58.819427,1110.02,90.48,4.241,0,0.66,1.507,1,3.951,1.102,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.809,0.364,3.704,0.521,-1.208,3.206,-999.0,9999.0
75,316.482452,-58.818378,1842.0,109.42,88.866,0,0.03,2.682,1,62.845,0.937,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,35.539,0.364,42.496,0.531,-999.0,9999.0,-999.0,9999.0
76,316.655762,-58.818604,226.93,104.11,92.371,0,0.98,1.277,1,76.624,0.921,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,76.989,0.365,90.368,0.514,28.409,8.942,-999.0,9999.0
77,316.432159,-58.818802,2310.64,101.34,67.107,0,0.09,3.378,1,38.202,2.003,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.664,0.485,11.081,0.699,-999.0,9999.0,-999.0,9999.0
78,316.553497,-58.81728,1179.91,129.21,152.541,3,0.03,2.485,1,122.582,1.035,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,79.419,0.363,95.564,0.521,43.653,10.351,-999.0,9999.0
79,316.471069,-58.818909,1948.19,99.77,25.97,0,0.96,1.234,1,21.293,0.966,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,23.048,0.364,26.54,0.525,-999.0,9999.0,-999.0,9999.0
80,316.667145,-58.818993,120.71,96.88,15.473,0,0.69,1.67,1,12.123,0.968,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.421,0.365,4.819,0.516,11.097,6.335,-999.0,9999.0
81,316.473206,-58.818584,1928.18,105.65,25.827,0,0.03,2.044,1,19.586,0.941,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,11.656,0.364,13.308,0.521,-999.0,9999.0,-999.0,9999.0
82,316.621368,-58.818848,547.43,100.32,11.027,0,0.02,2.811,1,8.36,0.95,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.614,0.419,6.827,0.572,5.223,3.32,-999.0,9999.0
83,316.637787,-58.818813,394.48,100.71,9.614,0,0.0,2.218,1,7.56,0.938,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.839,0.364,6.581,0.506,6.65,5.642,-999.0,9999.0
84,316.530823,-58.81897,1391.15,98.86,9.959,0,0.97,1.353,1,8.533,0.965,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.506,0.364,9.619,0.524,-999.0,9999.0,-999.0,9999.0
85,316.609161,-58.817589,661.24,123.15,221.164,0,0.98,1.284,1,179.512,0.879,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,256.2,0.484,296.495,0.753,72.232,13.675,-999.0,9999.0
86,316.491394,-58.818359,1758.84,109.77,23.143,0,0.0,3.484,1,13.887,0.931,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,11.499,0.364,12.379,0.525,-999.0,9999.0,-999.0,9999.0
87,316.676239,-58.818295,35.99,109.25,69.363,0,0.98,1.293,1,57.897,1.131,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,92.955,0.364,91.188,0.512,19.098,7.536,-999.0,9999.0
88,316.557709,-58.818642,1140.72,104.62,15.556,0,0.97,1.193,1,13.581,1.067,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,12.79,0.364,15.71,0.527,14.548,11.182,-999.0,9999.0
89,316.627838,-58.818531,487.03,105.91,9.988,0,0.0,2.71,1,7.189,0.919,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.371,0.364,5.2,0.51,6.7,5.02,-999.0,9999.0
90,316.43515,-58.818966,2282.8,98.44,8.882,0,0.83,2.176,1,7.804,1.617,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.929,0.447,4.227,0.616,-999.0,9999.0,-999.0,9999.0
91,316.613434,-58.816338,621.43,145.6,1003.753,0,0.98,1.286,1,806.552,0.835,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,844.39,0.519,1025.863,0.706,250.622,26.484,-999.0,9999.0
92,316.519806,-58.81871,1494.0,103.5,6.875,2,0.8,2.171,1,5.331,0.938,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.665,0.363,4.107,0.546,-999.0,9999.0,-999.0,9999.0
93,316.506348,-58.818707,1619.29,103.58,13.021,0,0.05,2.23,1,9.47,0.955,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.842,0.363,1.953,0.533,-999.0,9999.0,-999.0,9999.0
94,316.646118,-58.818779,316.84,101.14,3.031,0,0.2,1.346,1,3.045,0.94,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.267,0.364,3.417,0.516,2.088,3.109,-999.0,9999.0
95,316.427612,-58.818764,2353.06,101.95,26.011,0,0.95,1.561,1,21.395,4.234,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.887,0.565,10.61,0.847,-999.0,9999.0,-999.0,9999.0
96,316.495636,-58.818184,1719.16,112.93,48.458,0,0.98,1.221,1,40.89,0.906,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,44.213,0.364,49.851,0.523,-999.0,9999.0,-999.0,9999.0
97,316.621124,-58.818172,549.6,112.5,15.797,0,0.0,4.288,1,8.834,0.897,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.977,0.418,5.927,0.571,1.84,2.708,-999.0,9999.0
98,316.679535,-58.818462,5.32,106.19,8.529,16,0.29,1.964,1,6.504,1.249,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.412,0.363,4.8,0.515,3.006,3.269,-999.0,9999.0
99,316.515228,-58.818504,1536.58,107.23,4.839,0,0.51,1.908,1,3.319,0.929,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.229,0.364,3.605,0.541,-999.0,9999.0,-999.0,9999.0
100,316.442017,-58.817875,2218.84,118.17,95.178,2,0.98,1.255,1,80.347,1.238,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,74.322,0.371,91.157,0.537,-999.0,9999.0,-999.0,9999.0
