id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2
793,316.498108,-58.730507,1696.74,1691.13,16.252,0,0.63,1.483,0,13.365,0.753,0.019,0.083,0.001,0.055,-0.061,0.095,0.317,0.092,1.483,0.156,2.537,0.294,4.382,0.364,6.292,0.512,19.063,2.73,14.676,3.609
794,316.509521,-58.730469,1589.89,1691.87,3.422,0,0.22,1.546,0,2.917,0.756,0.149,0.084,0.316,0.055,0.304,0.082,0.444,0.092,1.098,0.156,1.305,0.294,2.221,0.365,1.47,0.515,1.691,0.723,-1.116,0.518
795,316.523193,-58.730556,1462.19,1690.28,5.067,0,0.0,2.246,0,4.088,0.754,-0.038,0.09,0.077,0.055,-0.018,0.082,0.16,0.097,0.628,0.156,0.408,0.294,1.315,0.364,1.625,0.508,3.463,1.16,-1.492,0.832
796,316.533234,-58.730965,1368.55,1682.93,93.029,0,0.04,2.124,0,66.617,0.752,-0.054,0.083,0.173,0.055,0.532,0.082,1.985,0.092,7.619,0.156,12.656,0.294,21.958,0.364,30.728,0.515,71.836,4.82,54.019,5.954
797,316.613495,-58.730545,618.51,1689.88,12.187,0,0.01,1.912,0,9.213,0.763,0.848,0.102,0.939,0.081,1.231,0.101,1.855,0.113,3.33,0.192,4.395,0.39,4.972,0.521,5.221,0.68,7.898,2.393,7.48,2.422
798,316.458862,-58.730694,2063.41,1687.58,9.114,0,0.98,1.075,0,8.143,0.75,1.285,0.083,3.488,0.055,6.587,0.082,8.386,0.092,10.475,0.156,10.95,0.293,11.727,0.364,11.997,0.513,2.079,0.798,-2.941,0.363
799,316.656952,-58.730644,212.53,1687.37,8.451,0,0.01,2.342,1,6.09,0.76,0.574,0.144,0.28,0.088,0.494,0.142,0.569,0.159,0.674,0.271,0.415,0.551,1.591,0.364,3.227,0.511,-999.0,9999.0,-999.0,9999.0
800,316.528625,-58.730785,1411.58,1686.14,6.644,0,0.07,1.741,0,5.529,0.754,0.49,0.083,0.511,0.055,0.564,0.082,0.677,0.092,1.203,0.156,1.801,0.293,2.716,0.364,3.54,0.512,6.844,1.608,1.73,1.09
801,316.642456,-58.730797,347.96,1684.93,36.627,0,0.99,1.296,1,31.044,0.766,7.406,0.144,15.408,0.088,26.822,0.142,33.59,0.123,40.55,0.222,42.618,0.449,44.058,0.364,45.371,0.511,-999.0,9999.0,-999.0,9999.0
802,316.558441,-58.730885,1133.07,1684.25,20.229,0,0.05,1.694,0,16.433,0.86,0.293,0.083,0.228,0.055,0.391,0.082,0.932,0.092,2.503,0.156,3.516,0.293,5.174,0.364,7.291,0.51,16.117,2.461,12.968,3.112
803,316.626587,-58.73082,496.12,1684.76,15.184,0,0.27,1.566,0,12.408,0.759,0.325,0.102,0.459,0.071,0.626,0.1,1.035,0.112,1.977,0.191,2.635,0.384,3.913,0.364,6.167,0.505,18.703,6.272,18.638,6.317
804,316.64624,-58.731022,312.68,1680.76,106.635,0,0.03,3.882,1,56.08,0.764,3.153,0.144,3.651,0.088,4.317,0.142,6.338,0.123,11.901,0.222,19.757,0.449,21.488,0.364,27.491,0.508,-999.0,9999.0,-999.0,9999.0
805,316.446625,-58.731045,2177.57,1681.1,121.714,0,0.05,2.157,0,87.618,0.972,0.037,0.083,0.279,0.055,0.915,0.082,2.579,0.092,10.989,0.156,17.343,0.293,26.048,0.364,36.882,0.505,85.214,5.599,66.095,7.021
806,316.542358,-58.731045,1283.24,1681.45,32.362,0,0.27,1.669,0,26.113,0.782,0.015,0.091,0.119,0.055,0.279,0.082,0.853,0.092,3.444,0.156,5.563,0.293,9.672,0.364,13.281,0.514,29.875,3.227,24.301,4.088
807,316.597931,-58.730865,764.02,1684.26,11.612,0,0.0,2.555,0,7.67,0.764,0.477,0.102,0.79,0.071,1.303,0.1,1.249,0.106,1.96,0.192,4.573,0.342,2.939,0.481,4.501,0.785,7.651,2.291,5.606,1.825
808,316.636719,-58.730972,401.71,1681.81,17.049,0,0.02,1.968,0,13.72,0.757,0.284,0.142,0.305,0.081,0.355,0.132,0.498,0.119,1.877,0.214,7.022,0.424,4.101,0.363,5.406,0.506,17.625,6.409,2.103,4.624
809,316.424591,-58.730892,2383.38,1683.59,22.087,1,0.93,8.36,1,-999.0,9999.0,-0.13,0.102,0.036,0.071,0.11,0.1,-0.153,0.113,-0.117,0.191,-0.208,0.346,0.227,0.796,-1.582,1.183,4.668,4.71,8.434,9.012
810,316.491608,-58.731087,1757.31,1680.68,21.535,0,0.01,2.431,0,15.255,0.754,0.942,0.084,1.143,0.055,1.434,0.082,2.031,0.092,5.608,0.156,8.799,0.294,9.667,0.364,11.497,0.514,12.0,2.162,6.391,2.317
811,316.474121,-58.731049,1920.73,1681.32,3.602,0,0.16,1.342,0,3.09,0.748,0.2,0.084,0.196,0.055,0.216,0.082,0.304,0.095,0.429,0.156,0.772,0.294,1.201,0.364,1.646,0.512,3.397,1.265,1.549,1.517
812,316.657623,-58.730995,206.36,1681.06,9.257,0,0.14,1.752,1,7.177,0.765,0.185,0.144,0.249,0.088,0.419,0.142,0.458,0.159,0.573,0.272,0.304,0.551,1.619,0.364,3.439,0.504,-999.0,9999.0,-999.0,9999.0
813,316.42691,-58.731266,2361.77,1676.94,119.548,0,0.05,2.414,1,82.879,2.492,0.58,0.102,0.655,0.071,1.36,0.1,2.781,0.113,9.253,0.191,12.271,0.347,14.104,0.627,31.52,0.888,85.366,6.889,64.562,8.716
814,316.47641,-58.731129,1899.38,1679.88,3.151,0,0.63,1.127,0,2.028,0.753,0.025,0.083,0.064,0.055,0.117,0.082,0.463,0.092,1.701,0.156,2.152,0.293,2.812,0.364,4.014,0.513,-0.621,0.293,-4.494,0.823
815,316.537537,-58.731335,1328.26,1676.26,52.772,0,0.15,1.921,0,39.532,0.756,0.122,0.083,0.247,0.055,0.422,0.082,1.047,0.092,3.969,0.156,6.424,0.294,11.375,0.364,16.442,0.513,41.399,3.677,31.206,5.107
816,316.583862,-58.731152,895.42,1679.29,4.544,0,0.69,2.172,0,3.763,0.759,0.263,0.083,0.36,0.055,0.48,0.082,0.61,0.092,0.88,0.156,0.681,0.293,1.059,0.364,1.96,0.513,2.779,1.138,3.794,1.62
817,316.63504,-58.731163,417.29,1678.42,10.991,0,0.06,1.876,0,8.759,0.763,0.371,0.102,0.335,0.071,0.426,0.1,0.998,0.112,1.584,0.191,4.164,0.384,2.972,0.363,3.428,0.507,8.504,3.097,8.261,5.694
818,316.644165,-58.731186,331.93,1677.89,25.862,0,0.03,1.979,1,19.932,0.764,1.146,0.145,1.49,0.088,1.919,0.142,2.553,0.124,5.872,0.223,7.542,0.45,10.047,0.365,11.709,0.51,-999.0,9999.0,-999.0,9999.0
819,316.424591,-58.73114,2383.39,1679.15,32.553,1,0.92,9.804,1,-999.0,9999.0,-0.105,0.102,0.026,0.071,0.056,0.1,-0.164,0.113,-0.106,0.191,-0.191,0.347,-0.706,0.797,-1.884,1.186,2.959,2.165,1.561,3.061
820,316.568665,-58.730949,1037.39,1683.07,11.487,0,0.98,1.329,0,9.934,0.898,-0.0,0.083,0.255,0.055,0.894,0.082,1.868,0.092,5.968,0.156,7.585,0.293,9.709,0.364,10.748,0.513,4.159,1.323,0.947,0.989
821,316.672913,-58.731354,63.53,1674.27,48.78,2,0.02,3.047,1,31.702,0.883,1.807,0.145,2.309,0.088,2.75,0.142,4.383,0.196,7.129,0.272,11.985,0.552,12.878,0.364,15.208,0.519,-999.0,9999.0,-999.0,9999.0
822,316.671753,-58.731483,74.28,1671.97,24.207,3,0.0,3.111,1,16.499,0.868,0.913,0.144,1.526,0.088,1.719,0.142,2.632,0.196,3.588,0.271,6.294,0.551,8.076,0.364,10.664,0.51,-999.0,9999.0,-999.0,9999.0
823,316.668945,-58.731335,100.6,1674.68,14.286,0,0.98,1.31,1,12.579,0.827,0.035,0.144,0.251,0.088,1.137,0.142,1.595,0.19,7.025,0.271,7.899,0.551,11.673,0.363,13.271,0.512,-999.0,9999.0,-999.0,9999.0
824,316.499664,-58.731522,1682.05,1672.88,7.561,0,0.22,1.456,0,6.439,0.755,0.055,0.083,-0.021,0.055,-0.027,0.082,0.108,0.092,0.704,0.156,0.899,0.294,2.156,0.364,2.633,0.512,8.098,1.962,9.323,2.931
825,316.439453,-58.73156,2244.72,1671.81,11.412,0,0.98,1.304,0,10.057,1.121,-0.053,0.084,0.649,0.055,2.146,0.082,3.808,0.092,6.717,0.162,7.678,0.293,9.07,0.417,10.093,0.573,2.964,1.181,0.383,1.248
826,316.662964,-58.731495,156.53,1671.96,14.165,0,0.98,1.22,1,12.052,0.756,0.036,0.144,0.285,0.088,1.477,0.142,3.182,0.159,8.077,0.271,9.679,0.551,12.338,0.364,13.644,0.506,-999.0,9999.0,-999.0,9999.0
827,316.530426,-58.732048,1394.69,1663.44,275.499,0,0.28,2.414,0,197.913,0.752,1.847,0.083,5.321,0.055,16.61,0.082,32.085,0.092,91.323,0.156,115.174,0.293,155.354,0.364,177.043,0.51,128.796,6.495,95.575,7.842
828,316.540924,-58.731857,1296.5,1666.83,48.969,0,0.03,2.356,0,35.614,0.753,0.729,0.083,1.048,0.055,1.347,0.082,2.233,0.092,6.285,0.156,9.59,0.293,13.575,0.363,16.964,0.511,43.094,3.908,30.619,4.675
829,316.469055,-58.732124,1968.04,1661.89,85.344,0,0.14,2.001,0,60.736,0.752,0.117,0.083,0.389,0.055,0.784,0.082,2.559,0.093,9.406,0.156,15.687,0.293,24.275,0.364,31.571,0.515,60.529,4.218,46.647,5.603
830,316.60025,-58.731701,742.43,1669.23,2.474,0,0.02,1.536,0,2.331,0.762,0.215,0.102,0.449,0.071,0.522,0.1,0.585,0.104,0.955,0.191,1.218,0.344,2.165,0.5,1.026,0.776,0.569,0.719,0.884,0.877
831,316.616333,-58.732536,591.99,1653.96,2917.762,0,1.0,1.388,1,2259.216,0.761,326.849,0.102,834.908,0.071,1271.233,0.1,1051.197,0.112,1366.383,0.192,2395.728,0.384,2815.089,0.473,3125.272,0.634,715.311,24.5,425.144,23.817
832,316.629913,-58.731812,465.26,1666.83,3.726,0,0.75,1.042,0,3.219,0.759,0.38,0.102,0.359,0.071,0.496,0.1,0.655,0.112,1.498,0.192,1.39,0.384,2.981,0.364,2.504,0.509,3.079,1.825,-1.27,3.551
833,316.564331,-58.731941,1077.78,1665.2,5.488,0,0.0,2.501,0,4.741,0.839,0.489,0.083,0.535,0.056,0.718,0.082,0.774,0.092,1.145,0.156,1.59,0.293,2.692,0.364,2.865,0.513,3.579,0.928,3.713,1.132
834,316.638428,-58.731934,385.68,1664.52,9.545,0,0.0,2.17,1,7.798,0.763,0.888,0.145,1.016,0.088,1.402,0.142,1.382,0.124,3.117,0.223,2.377,0.45,4.359,0.365,5.043,0.504,1.978,3.095,2.37,3.785
835,316.580872,-58.732014,923.44,1663.8,14.542,0,0.98,1.281,0,12.601,0.805,0.03,0.083,0.347,0.055,1.083,0.082,1.896,0.092,6.945,0.156,8.85,0.294,12.272,0.364,14.304,0.522,4.224,1.39,1.097,1.16
836,316.647003,-58.731987,305.61,1663.42,6.336,0,0.04,1.538,1,6.002,0.76,0.215,0.144,0.431,0.088,0.541,0.142,0.862,0.124,1.108,0.23,6.426,0.449,2.311,0.364,3.077,0.512,-999.0,9999.0,-999.0,9999.0
837,316.59491,-58.732227,792.34,1659.84,23.652,0,0.02,1.958,0,18.493,0.757,0.13,0.083,0.224,0.055,0.435,0.082,0.3,0.093,2.876,0.156,4.662,0.293,4.215,0.439,7.062,0.637,20.042,3.515,13.077,2.964
838,316.559967,-58.732349,1118.82,1657.88,11.478,1,0.0,3.1,0,8.173,0.864,0.725,0.083,1.006,0.055,1.496,0.082,2.761,0.092,4.392,0.156,5.027,0.294,5.957,0.364,6.296,0.512,3.506,0.53,2.339,0.627
839,316.424652,-58.732262,2383.0,1659.0,12.59,1,0.91,7.96,1,-999.0,9999.0,-0.014,0.102,0.074,0.076,0.066,0.1,0.046,0.113,0.138,0.19,0.186,0.346,-0.884,0.793,0.199,1.161,-0.267,-0.415,0.999,-0.4
840,316.520203,-58.732327,1490.2,1658.4,2.081,0,0.08,1.375,0,2.25,0.748,0.001,0.083,-0.024,0.055,-0.11,0.082,0.002,0.092,0.207,0.156,0.128,0.293,0.483,0.363,1.619,0.507,2.043,1.025,1.13,1.128
841,316.640442,-58.732391,366.89,1656.22,14.72,0,0.0,2.212,1,11.656,0.758,1.052,0.144,1.112,0.088,1.366,0.142,1.736,0.123,3.529,0.222,4.091,0.448,5.595,0.363,6.787,0.503,7.198,4.804,-2.203,1.157
842,316.583344,-58.732758,900.19,1650.38,119.174,0,0.15,1.873,0,89.2,0.756,0.789,0.083,1.302,0.055,3.609,0.082,9.181,0.092,23.727,0.156,29.134,0.293,39.348,0.363,48.988,0.524,69.733,6.221,42.744,5.163
843,316.561096,-58.732994,1108.1,1646.25,633.37,0,0.97,1.967,0,485.819,0.836,3.272,0.083,16.354,0.055,56.775,0.082,108.622,0.092,289.169,0.156,354.775,0.294,460.564,0.364,512.335,0.515,171.1,7.301,109.002,8.438
844,316.655731,-58.732525,223.98,1653.55,4.888,0,0.96,1.106,1,4.33,0.761,-0.013,0.145,0.158,0.088,0.251,0.142,0.607,0.16,2.684,0.272,2.884,0.552,4.894,0.364,6.444,0.501,-999.0,9999.0,-999.0,9999.0
845,316.672577,-58.732582,66.54,1652.15,18.456,0,0.01,2.077,1,14.035,0.876,0.23,0.145,0.26,0.123,0.298,0.142,0.547,0.196,2.114,0.272,4.669,0.552,4.004,0.364,4.716,0.509,-999.0,9999.0,-999.0,9999.0
846,316.529846,-58.732685,1400.09,1651.93,11.65,0,0.16,1.938,0,12.194,0.753,0.053,0.084,0.129,0.055,0.343,0.082,1.165,0.092,3.463,0.156,4.713,0.294,7.159,0.365,9.013,0.511,14.816,1.234,12.895,1.647
847,316.504242,-58.732899,1639.25,1648.11,91.389,0,0.03,2.728,0,59.192,0.753,2.473,0.083,3.667,0.055,8.437,0.082,13.407,0.092,20.213,0.156,24.194,0.294,28.695,0.364,34.869,0.506,26.583,3.074,25.149,4.433
848,316.627869,-58.732677,484.38,1651.3,5.931,0,0.87,1.906,0,4.452,0.759,0.1,0.102,0.059,0.071,0.221,0.1,0.49,0.112,1.798,0.191,2.125,0.383,3.276,0.363,3.66,0.507,0.789,1.762,3.166,3.079
849,316.645111,-58.732609,323.16,1652.24,2.853,0,0.11,1.884,1,2.547,0.756,0.026,0.145,-0.028,0.088,0.163,0.142,0.526,0.123,0.959,0.222,0.656,0.449,1.245,0.364,0.438,0.514,-999.0,9999.0,-999.0,9999.0
850,316.654022,-58.732712,239.98,1650.21,4.126,0,0.62,1.757,1,3.335,0.761,0.482,0.144,0.639,0.088,0.514,0.142,0.749,0.159,1.34,0.271,1.089,0.551,1.871,0.364,2.473,0.508,-999.0,9999.0,-999.0,9999.0
851,316.489502,-58.732861,1776.96,1648.78,21.387,0,0.24,1.542,0,17.584,0.753,1.676,0.083,2.439,0.055,5.444,0.082,7.089,0.092,9.195,0.156,10.116,0.294,12.069,0.364,12.595,0.509,11.0,2.029,8.665,2.458
852,316.495728,-58.732773,1718.89,1650.32,4.106,0,0.0,2.0,0,3.693,0.754,0.42,0.084,0.487,0.055,0.89,0.082,1.482,0.092,2.401,0.156,2.829,0.294,2.878,0.364,2.621,0.51,3.392,1.072,-0.55,0.859
853,316.593689,-58.732834,803.61,1648.91,7.165,0,0.0,2.454,0,4.962,0.756,1.034,0.083,1.248,0.055,1.382,0.082,2.075,0.092,3.146,0.156,2.776,0.293,3.627,0.415,3.082,0.62,4.659,1.515,3.176,1.217
854,316.657928,-58.73275,203.47,1649.49,8.024,0,0.0,3.221,1,3.668,0.761,1.095,0.145,1.253,0.088,1.9,0.142,3.517,0.16,3.56,0.272,3.976,0.552,4.059,0.364,4.834,0.507,-999.0,9999.0,-999.0,9999.0
855,316.6745,-58.732998,48.62,1644.67,405.814,0,0.99,1.297,1,329.228,0.919,13.642,0.144,61.062,0.088,142.832,0.142,226.007,0.196,297.313,0.271,328.579,0.551,360.969,0.364,396.739,0.508,-999.0,9999.0,-999.0,9999.0
856,316.436798,-58.732887,2269.39,1647.83,23.759,0,0.38,1.72,0,19.194,1.15,1.299,0.083,1.574,0.055,2.242,0.082,2.846,0.092,5.922,0.156,7.308,0.293,7.939,0.444,11.255,0.624,19.44,3.043,15.097,3.552
857,316.509399,-58.732944,1591.21,1647.3,16.306,0,0.97,1.157,0,13.302,0.747,0.247,0.083,1.381,0.055,4.115,0.082,7.246,0.092,11.484,0.156,12.97,0.293,15.581,0.363,16.355,0.506,7.619,1.697,5.119,2.019
858,316.515259,-58.732986,1536.5,1646.54,8.752,0,0.0,2.096,0,6.799,0.756,3.208,0.083,3.568,0.055,5.167,0.082,7.994,0.095,6.699,0.156,8.141,0.294,5.667,0.364,6.771,0.51,3.584,1.26,3.335,1.745
859,316.526398,-58.732967,1432.34,1646.91,10.179,0,0.03,1.602,0,8.381,0.753,2.126,0.083,2.285,0.055,2.463,0.082,2.783,0.092,4.48,0.156,4.577,0.295,6.632,0.364,6.246,0.511,11.133,2.171,9.975,2.867
860,316.428131,-58.733006,2350.41,1645.65,16.772,0,0.96,1.506,1,13.173,1.792,1.792,0.102,2.023,0.073,2.396,0.1,2.891,0.104,5.462,0.191,7.137,0.347,8.838,0.565,10.286,0.858,14.01,2.72,13.525,3.993
861,316.596436,-58.733002,778.08,1645.84,2.138,0,0.42,1.178,0,2.566,0.758,0.483,0.085,0.726,0.06,0.959,0.082,0.806,0.104,1.295,0.169,7.429,0.309,2.343,0.476,3.424,0.671,2.632,1.17,3.53,1.239
862,316.572632,-58.733078,1000.49,1644.66,8.942,0,0.0,2.266,0,7.246,0.975,2.381,0.084,2.75,0.055,2.892,0.082,2.916,0.092,4.732,0.156,4.953,0.294,6.32,0.364,6.033,0.522,5.522,1.4,6.16,1.92
863,316.490784,-58.733322,1764.96,1640.46,40.05,0,0.03,1.755,0,32.242,0.753,0.273,0.083,0.366,0.055,0.559,0.082,1.021,0.092,3.024,0.156,4.256,0.293,6.556,0.364,9.311,0.505,54.306,4.384,62.404,6.242
864,316.492371,-58.733166,1750.28,1643.29,2.714,0,0.22,1.54,0,2.548,0.756,0.225,0.084,0.365,0.055,0.547,0.082,0.927,0.092,1.593,0.156,1.955,0.294,1.516,0.364,2.166,0.512,4.412,1.173,2.789,1.37
865,316.551453,-58.733566,1198.25,1636.01,1133.311,2,0.99,1.296,0,914.866,0.923,2.593,0.083,12.035,0.055,48.511,0.082,102.44,0.095,407.901,0.156,556.16,0.294,783.503,0.364,917.333,0.515,362.242,11.032,221.257,12.948
866,316.551849,-58.734093,1194.65,1626.53,52.928,3,0.03,2.862,0,51.958,0.909,0.168,0.083,0.619,0.055,1.493,0.082,4.011,0.094,16.192,0.156,22.825,0.293,36.686,0.364,48.693,0.517,52.656,2.361,35.231,2.731
867,316.571869,-58.73317,1007.58,1643.04,8.892,0,0.08,2.83,0,7.534,0.907,3.806,0.083,4.111,0.055,4.208,0.081,4.176,0.091,6.371,0.155,6.727,0.291,7.199,0.361,7.754,0.513,5.947,1.306,7.745,1.918
868,316.537903,-58.733337,1324.97,1640.21,11.024,0,0.14,2.222,0,8.023,0.754,1.271,0.091,1.655,0.055,1.739,0.082,1.975,0.092,2.756,0.156,3.3,0.293,4.711,0.364,5.831,0.516,6.392,1.553,2.316,1.724
869,316.483612,-58.733425,1832.14,1638.54,32.243,0,0.06,1.799,0,25.374,0.753,0.792,0.083,0.974,0.057,1.288,0.082,1.815,0.092,3.969,0.156,6.378,0.294,9.798,0.364,12.367,0.512,26.615,2.994,23.01,4.024
870,316.507019,-58.733311,1613.35,1640.69,6.799,0,0.45,1.693,0,5.71,0.751,0.394,0.083,0.557,0.055,0.696,0.082,0.757,0.092,1.185,0.156,1.715,0.294,2.506,0.364,3.867,0.514,4.701,1.617,5.707,2.517
871,316.549683,-58.733501,1214.8,1637.23,81.804,0,0.19,1.943,0,59.523,0.915,0.174,0.083,0.126,0.055,0.397,0.082,1.668,0.092,6.766,0.156,11.672,0.293,19.728,0.364,28.415,0.517,52.03,3.068,40.462,4.032
872,316.559296,-58.733475,1124.89,1637.65,68.538,0,0.13,1.922,0,50.649,0.855,0.022,0.083,0.142,0.055,0.421,0.082,1.354,0.092,5.509,0.156,9.149,0.294,14.8,0.364,21.098,0.515,46.431,3.271,30.749,3.88
873,316.658142,-58.73365,201.46,1633.27,1094.634,0,0.98,1.324,1,877.646,0.762,17.452,0.145,101.193,0.088,278.273,0.142,455.989,0.16,633.633,0.272,766.65,0.552,884.377,0.364,993.47,0.51,-999.0,9999.0,-999.0,9999.0
874,316.502869,-58.733871,1652.2,1630.61,76.021,0,0.03,3.384,0,43.652,0.745,2.135,0.083,2.972,0.055,6.684,0.082,10.185,0.092,14.655,0.156,17.466,0.293,20.73,0.363,24.367,0.51,21.961,2.72,21.492,4.132
875,316.570709,-58.733482,1018.26,1637.43,9.607,0,0.0,3.165,0,6.37,0.901,2.396,0.083,2.479,0.059,2.707,0.082,2.703,0.092,4.422,0.156,5.053,0.294,6.432,0.364,5.905,0.508,5.168,1.169,7.966,2.024
876,316.447113,-58.732529,2173.17,1654.39,5.313,0,0.76,1.909,0,3.766,0.974,0.259,0.083,0.315,0.055,0.418,0.082,0.572,0.092,1.124,0.156,1.912,0.293,1.96,0.364,1.859,0.507,4.487,1.331,4.564,2.112
877,316.531799,-58.733517,1381.88,1636.96,3.049,0,0.03,1.166,0,2.444,0.753,0.497,0.083,0.574,0.055,0.556,0.082,0.694,0.092,1.197,0.156,1.731,0.293,2.189,0.364,2.227,0.508,3.106,1.522,2.939,1.988
878,316.496429,-58.7341,1712.43,1626.43,1894.614,0,0.98,1.282,0,1515.74,0.75,140.674,0.083,479.256,0.055,900.399,0.082,933.12,0.092,1172.017,0.156,1650.917,0.293,1908.877,0.364,1980.59,0.509,473.244,12.664,282.227,14.64
879,316.498444,-58.733665,1693.43,1634.32,8.243,0,0.0,2.401,0,4.372,0.755,0.117,0.083,-0.332,0.055,0.128,0.082,0.873,0.092,1.607,0.156,0.872,0.293,2.581,0.364,1.392,0.515,3.558,0.611,1.558,0.552
880,316.509827,-58.733746,1587.01,1632.88,30.585,0,0.03,1.972,0,23.38,0.75,0.038,0.083,0.106,0.055,0.302,0.082,0.472,0.092,1.368,0.159,2.192,0.294,3.985,0.364,5.472,0.509,46.886,4.05,55.233,6.448
881,316.557617,-58.733833,1140.56,1631.2,47.643,2,0.02,2.918,0,32.354,0.861,1.58,0.083,2.443,0.055,2.84,0.082,4.356,0.092,7.082,0.156,9.151,0.294,15.389,0.364,17.822,0.516,36.14,3.108,38.319,4.648
882,316.556824,-58.733818,1147.96,1631.48,5.579,3,0.91,1.356,0,7.162,0.863,0.289,0.083,0.56,0.055,1.236,0.082,2.317,0.092,3.98,0.156,4.826,0.293,6.761,0.364,6.941,0.515,8.496,1.23,7.615,1.686
883,316.467377,-58.733707,1983.78,1633.35,5.613,0,0.58,1.649,0,4.527,0.75,-0.041,0.083,0.014,0.055,0.071,0.082,0.077,0.092,0.649,0.156,0.852,0.293,2.722,0.364,1.828,0.515,5.84,1.463,1.95,0.927
884,316.576019,-58.733734,968.73,1632.83,12.566,0,0.01,2.091,0,9.837,0.893,1.456,0.083,1.639,0.055,2.022,0.082,2.266,0.092,3.674,0.156,4.556,0.293,6.449,0.364,6.216,0.506,6.888,1.628,6.265,1.954
885,316.613373,-58.733685,619.88,1633.39,3.572,0,0.01,1.569,0,3.443,0.76,-0.154,0.102,0.353,0.071,0.683,0.1,1.342,0.113,1.365,0.191,1.539,0.384,1.948,0.519,2.2,0.674,5.82,1.87,-0.031,1.578
886,316.625916,-58.733643,502.65,1633.92,4.026,0,0.21,1.833,0,3.828,0.759,0.367,0.102,0.448,0.071,0.606,0.1,0.987,0.112,1.619,0.192,1.967,0.384,2.192,0.366,3.065,0.505,-0.819,1.059,1.989,1.949
887,316.646667,-58.733994,308.61,1627.3,130.468,0,0.03,3.115,1,76.063,0.761,0.346,0.144,0.328,0.088,0.7,0.142,2.305,0.123,6.471,0.222,16.474,0.448,18.181,0.363,26.926,0.506,376.94,31.435,-999.0,9999.0
888,316.545959,-58.733849,1249.48,1631.0,3.421,0,0.17,1.595,0,2.975,0.842,0.132,0.083,0.126,0.055,0.124,0.082,0.228,0.092,0.815,0.156,0.682,0.293,2.22,0.363,1.011,0.515,1.422,0.836,1.22,1.527
889,316.577728,-58.733898,952.87,1629.91,20.535,0,0.97,1.399,0,18.86,0.843,0.148,0.084,0.526,0.055,1.717,0.082,3.35,0.092,10.231,0.156,12.732,0.294,17.011,0.364,19.419,0.515,16.558,2.102,14.247,2.482
890,316.439392,-58.7342,2245.1,1624.27,81.428,0,0.03,3.47,0,48.252,1.136,0.811,0.084,1.077,0.055,2.086,0.082,3.102,0.092,8.783,0.156,10.761,0.294,14.854,0.418,21.196,0.574,48.218,4.092,37.631,5.053
891,316.529449,-58.733997,1403.85,1628.36,28.162,3,0.02,2.378,0,22.062,0.749,1.655,0.083,1.917,0.055,2.132,0.082,2.687,0.092,5.12,0.16,6.784,0.293,8.891,0.364,10.67,0.509,25.849,2.721,23.597,3.697
892,316.530304,-58.734047,1395.69,1627.43,26.519,3,0.52,1.642,0,23.604,0.748,1.289,0.083,1.689,0.055,2.571,0.082,3.884,0.092,5.365,0.157,6.337,0.293,10.083,0.364,11.559,0.509,27.189,2.851,29.379,4.176
893,316.540741,-58.733955,1298.36,1629.05,3.528,0,0.62,1.476,0,3.199,0.753,1.311,0.083,1.52,0.055,2.107,0.082,2.625,0.092,3.418,0.156,3.011,0.293,3.631,0.364,3.214,0.513,0.835,0.93,-1.271,1.398
894,316.560181,-58.734112,1116.81,1626.19,84.057,0,0.98,1.272,0,69.543,0.851,0.054,0.083,0.615,0.055,2.93,0.082,6.4,0.092,31.306,0.156,42.674,0.293,62.298,0.363,74.216,0.514,44.475,3.701,27.668,4.189
895,316.486176,-58.734287,1808.04,1623.08,208.484,0,0.03,3.327,0,123.046,0.747,2.49,0.083,4.111,0.055,8.931,0.082,12.806,0.092,24.19,0.163,32.234,0.293,48.511,0.364,62.422,0.515,105.684,5.361,84.116,7.563
896,316.452881,-58.734207,2119.03,1624.25,12.93,0,0.0,2.881,0,8.609,0.817,1.281,0.083,1.541,0.055,1.778,0.082,2.04,0.092,3.682,0.156,4.584,0.308,5.814,0.364,5.784,0.51,6.955,1.424,4.628,1.836
897,316.523163,-58.733917,1462.46,1629.78,145.354,0,0.03,4.843,0,62.114,0.753,6.042,0.083,9.508,0.055,19.071,0.082,23.583,0.092,32.209,0.156,33.978,0.293,41.441,0.364,46.49,0.507,26.743,2.763,14.561,2.795
898,316.638123,-58.734165,388.63,1624.33,8.855,0,0.2,1.579,1,7.519,0.757,0.799,0.144,1.004,0.088,1.175,0.142,1.319,0.123,1.802,0.242,1.094,0.449,4.041,0.364,4.962,0.502,8.7,5.182,3.804,4.337
899,316.4487,-58.734211,2158.11,1624.13,4.666,0,0.76,1.677,0,3.617,0.933,-0.04,0.084,0.021,0.055,0.123,0.082,0.127,0.092,0.778,0.156,0.866,0.307,1.331,0.365,1.344,0.51,3.291,1.069,-0.209,1.102
