id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,DECamz,eDECamz,FOURSTARJ1,eFOURSTARJ1,HAWKIJ,eHAWKIJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
95,8.968195,-43.285061,1355.12,91.77,40.854,0,0.06,1.645,1,22.767,0.604,2.555,0.156,3.024,0.085,3.538,0.158,6.083,0.164,9.263,0.224,10.567,0.14,11.161,0.438,16.726,0.27,22.188,0.289,15.905,0.342,25.736,1.382,13.04,1.648
96,8.972647,-43.285122,1296.79,90.67,10.571,0,0.0,2.999,1,5.174,0.6,0.934,0.156,0.972,0.085,1.234,0.157,1.58,0.174,2.079,0.223,2.797,0.122,3.01,0.442,3.5,0.271,4.083,0.259,3.74,0.296,7.244,1.297,1.206,1.639
97,8.958506,-43.285759,1482.08,79.25,3.861,0,0.23,1.551,1,3.463,0.619,0.385,0.156,0.538,0.085,0.799,0.157,1.42,0.116,2.025,0.223,2.119,0.121,2.225,0.44,2.654,0.282,4.654,0.118,3.702,0.126,2.611,0.558,3.058,0.728
98,8.960901,-43.285736,1450.69,79.68,5.028,0,0.56,1.39,1,3.487,0.618,0.084,0.156,0.275,0.085,0.379,0.158,0.561,0.117,0.628,0.224,0.782,0.118,0.814,0.447,1.69,0.284,3.92,0.207,4.116,0.24,6.987,1.052,-1.525,1.23
99,9.036114,-43.285755,465.18,78.79,2.977,0,0.25,1.624,1,2.2,0.63,-999.0,9999.0,0.435,0.12,-999.0,9999.0,0.349,0.23,0.83,0.325,1.382,0.118,1.121,0.425,1.536,0.285,1.54,0.238,1.022,0.272,1.869,1.17,0.541,1.356
100,9.018919,-43.285126,690.47,90.36,23.943,0,1.0,1.378,1,14.84,0.601,-999.0,9999.0,0.156,0.12,-999.0,9999.0,-999.0,9999.0,1.181,0.325,1.647,0.121,2.686,0.669,7.15,0.271,16.818,0.272,18.821,0.31,14.297,1.352,6.747,1.758
101,9.027089,-43.285549,583.43,82.63,2.833,0,0.93,1.198,1,1.141,0.611,-999.0,9999.0,0.176,0.12,-999.0,9999.0,0.069,0.23,0.709,0.325,0.579,0.117,0.241,0.472,0.617,0.281,1.216,0.387,1.528,0.438,1.719,1.944,2.321,2.281
102,9.06883,-43.285275,36.48,86.97,17.457,0,0.0,4.311,1,7.584,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.078,0.157,1.796,0.429,1.3,0.327,15.373,0.153,19.85,0.175,24.723,0.799,19.5,1.011
103,8.991733,-43.285484,1046.71,84.06,6.864,0,0.38,1.627,1,3.797,0.712,0.138,0.156,0.484,0.085,0.811,0.158,1.287,0.141,1.067,0.224,1.342,0.12,0.963,0.43,1.676,0.362,1.69,0.28,1.882,0.32,1.552,1.424,0.724,1.878
104,8.978089,-43.284378,1225.47,104.03,37.428,2,0.06,2.655,1,20.704,0.653,2.37,0.156,2.921,0.085,2.998,0.157,4.601,0.165,7.718,0.223,8.104,0.134,10.812,0.431,11.186,0.304,19.598,0.256,16.196,0.296,8.996,1.306,13.193,1.679
105,9.016812,-43.282219,718.04,142.66,372.054,0,0.05,2.226,1,178.144,0.598,-999.0,9999.0,3.433,0.12,-999.0,9999.0,-999.0,9999.0,57.4,0.325,67.828,0.229,81.925,0.673,103.488,0.27,87.766,0.284,66.478,0.321,46.501,1.464,22.755,1.885
106,8.923578,-43.284496,1939.75,101.9,50.11,2,0.05,1.7,1,30.153,0.602,0.753,0.156,1.164,0.085,1.986,0.158,4.306,0.164,8.849,0.224,10.672,0.14,13.662,0.441,16.02,0.273,24.974,0.292,17.836,0.304,18.141,2.493,10.486,2.64
107,8.913537,-43.284073,2071.32,109.45,38.729,0,0.02,3.29,1,17.656,0.602,1.171,0.156,1.939,0.12,3.941,0.157,6.237,0.164,8.162,0.287,9.147,0.137,9.209,0.44,11.359,0.272,12.023,0.305,12.344,0.32,-6.048,2.142,10.234,2.933
108,8.996261,-43.284729,987.37,97.67,14.655,3,0.08,2.59,1,11.322,0.677,0.512,0.156,0.747,0.085,0.837,0.157,1.66,0.164,3.014,0.223,3.652,0.125,5.801,0.426,6.317,0.3,15.394,0.159,15.784,0.181,10.751,0.827,7.29,1.06
109,8.912416,-43.284706,2086.0,98.04,9.148,0,0.0,2.42,1,4.88,0.608,0.794,0.156,0.971,0.12,0.845,0.157,1.293,0.164,2.678,0.307,3.375,0.124,3.311,0.434,3.593,0.274,4.843,0.281,3.417,0.294,-1.288,1.852,1.5,2.495
110,9.053514,-43.285221,237.18,88.2,2.25,0,0.36,1.201,1,1.158,0.596,-999.0,9999.0,0.058,0.12,-999.0,9999.0,-999.0,9999.0,1.191,0.324,1.402,0.119,0.895,0.427,1.626,0.273,0.551,0.244,-0.194,0.276,-2.261,1.244,-1.776,1.529
111,9.060966,-43.285168,139.52,89.01,3.381,0,0.09,1.571,1,1.547,0.598,-999.0,9999.0,0.674,0.12,-999.0,9999.0,-999.0,9999.0,0.789,0.324,1.121,0.121,1.151,0.43,2.192,0.27,2.654,0.757,2.539,0.863,2.437,3.851,6.318,4.894
112,9.045689,-43.284843,339.71,95.11,11.199,0,0.17,1.564,1,6.405,0.6,-999.0,9999.0,1.257,0.12,-999.0,9999.0,-999.0,9999.0,3.945,0.325,4.141,0.127,4.691,0.433,4.58,0.27,3.29,0.304,3.647,0.354,1.309,1.546,1.585,2.002
113,9.0698,-43.284954,23.77,92.73,10.673,0,0.02,1.999,1,6.653,0.707,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.798,0.162,2.856,0.43,3.521,0.322,10.47,0.187,13.352,0.213,15.69,0.97,12.567,1.208
114,8.922658,-43.285233,1951.8,88.6,2.258,0,0.66,1.71,1,1.61,0.613,0.144,0.156,0.354,0.085,0.198,0.157,0.546,0.159,1.286,0.223,1.103,0.119,1.016,0.433,1.23,0.277,2.451,0.257,1.094,0.267,0.441,2.074,-2.835,2.312
115,8.956754,-43.284264,1505.04,106.16,32.613,0,0.03,2.476,1,16.467,0.599,0.908,0.156,0.964,0.085,1.008,0.158,1.996,0.164,4.285,0.224,5.802,0.13,7.282,0.445,8.472,0.272,17.32,0.339,15.284,0.326,19.878,1.447,16.907,1.874
116,9.009499,-43.284344,813.9,104.51,47.512,0,0.61,1.449,1,27.578,0.601,-999.0,9999.0,0.336,0.12,-999.0,9999.0,1.857,0.232,5.462,0.325,9.072,0.136,12.484,0.592,14.938,0.269,28.649,0.305,23.418,0.348,16.857,1.554,13.169,1.973
117,9.05894,-43.283077,166.03,126.7,147.2,0,0.03,3.147,1,64.785,0.595,-999.0,9999.0,1.945,0.12,-999.0,9999.0,-999.0,9999.0,15.373,0.324,18.587,0.157,24.319,0.429,30.463,0.268,60.565,0.269,42.891,0.304,40.287,1.398,22.686,1.716
118,8.978246,-43.284588,1223.43,100.26,17.396,3,0.92,1.591,1,14.989,0.648,1.941,0.156,2.023,0.085,2.482,0.157,3.246,0.168,5.333,0.223,7.684,0.133,10.812,0.431,8.698,0.303,18.335,0.225,16.232,0.261,9.996,1.132,15.541,1.508
119,9.035313,-43.284863,475.67,94.86,3.323,0,0.03,2.351,1,1.91,0.599,-999.0,9999.0,0.521,0.12,-999.0,9999.0,-999.0,9999.0,0.594,0.325,0.835,0.118,0.352,0.427,0.771,0.27,1.608,0.274,2.207,0.314,3.457,1.346,0.729,1.605
120,9.069391,-43.284515,29.12,100.66,3.776,0,0.38,1.562,1,3.181,0.694,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.487,0.158,2.35,0.433,2.53,0.321,4.071,0.152,4.365,0.173,6.548,0.792,5.612,0.983
121,8.989929,-43.284676,1070.33,98.62,4.27,0,0.92,1.183,1,3.479,0.722,0.181,0.156,0.103,0.085,0.144,0.157,0.624,0.164,1.286,0.223,1.321,0.12,1.429,0.429,1.175,0.357,5.338,0.2,3.711,0.225,4.283,1.004,8.443,1.275
122,9.007905,-43.284676,834.79,98.51,7.862,0,0.78,1.599,1,4.324,0.599,-999.0,9999.0,0.319,0.12,-999.0,9999.0,0.615,0.231,0.997,0.324,1.436,0.12,3.069,0.534,2.327,0.269,5.677,0.282,4.57,0.316,1.832,1.412,4.654,1.794
123,9.068805,-43.284767,36.81,96.15,3.373,0,0.35,1.587,1,3.591,0.664,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.413,0.158,1.916,0.427,1.615,0.32,5.642,0.134,6.547,0.153,11.264,0.699,8.775,0.871
124,9.042283,-43.282562,384.28,136.2,203.514,0,0.03,2.761,1,91.064,0.595,-999.0,9999.0,2.022,0.12,-999.0,9999.0,-999.0,9999.0,26.006,0.324,32.402,0.18,40.844,0.428,49.328,0.268,62.312,0.267,44.944,0.308,32.76,1.353,20.62,1.675
125,8.991793,-43.284576,1045.92,100.44,4.359,0,0.04,1.95,1,3.068,0.71,0.646,0.156,0.749,0.085,0.621,0.157,0.968,0.164,1.377,0.223,1.738,0.121,2.146,0.425,2.225,0.356,2.808,0.219,2.625,0.25,1.323,1.115,2.146,1.476
126,8.961046,-43.284454,1448.79,102.7,3.817,0,0.95,1.128,1,2.163,0.596,0.114,0.156,0.162,0.085,0.648,0.157,1.33,0.164,2.37,0.224,2.647,0.122,2.557,0.441,3.244,0.27,1.196,0.447,0.556,0.517,-5.966,2.178,-0.358,2.651
127,8.991392,-43.284637,1051.17,99.36,3.124,0,0.66,1.865,1,3.091,0.709,0.11,0.156,0.395,0.085,0.618,0.158,0.556,0.164,1.033,0.224,0.944,0.12,0.979,0.427,1.487,0.349,2.558,0.187,1.802,0.213,2.129,0.951,2.675,1.256
128,9.065499,-43.284592,80.12,99.36,1.82,0,0.21,1.244,1,0.236,0.605,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.79,0.144,1.313,0.429,0.742,0.271,-0.063,-0.081,-0.334,-0.091,0.829,-0.411,-0.176,-0.534
129,8.919792,-43.284271,1989.35,105.9,11.018,0,0.0,3.812,1,6.108,0.608,1.466,0.156,1.435,0.085,1.89,0.158,2.825,0.164,2.778,0.224,3.826,0.126,4.735,0.437,4.849,0.275,3.304,0.214,2.783,0.227,-0.367,1.694,-7.657,2.173
130,9.054848,-43.284515,219.68,100.87,2.899,0,0.94,1.089,1,2.45,0.598,-999.0,9999.0,0.279,0.12,-999.0,9999.0,-999.0,9999.0,2.051,0.325,1.983,0.121,2.674,0.433,2.3,0.269,1.958,0.229,2.723,0.26,2.246,1.167,1.514,1.457
131,8.93082,-43.284481,1844.86,102.21,2.779,0,0.75,1.244,1,1.336,0.601,0.521,0.156,0.723,0.085,0.541,0.157,-999.0,9999.0,1.044,0.223,1.064,0.119,1.122,0.434,1.134,0.272,3.297,0.686,5.872,0.653,5.799,6.013,3.472,3.596
132,8.953061,-43.283878,1553.42,113.11,10.914,0,0.0,2.545,1,5.525,0.598,0.523,0.156,0.781,0.085,0.851,0.157,1.395,0.164,2.825,0.223,3.246,0.124,3.432,0.448,4.12,0.271,4.535,0.32,2.865,0.296,4.302,1.334,4.867,1.671
133,8.914643,-43.284157,2056.83,107.91,6.574,0,0.29,1.583,1,5.252,0.602,0.144,0.156,0.221,0.102,0.278,0.157,0.422,0.164,0.711,0.223,0.903,0.119,0.498,0.438,0.81,0.273,7.096,0.221,6.987,0.238,3.413,1.591,0.542,2.365
134,8.95879,-43.28421,1478.36,107.12,2.993,0,0.01,1.963,1,1.658,0.599,0.086,0.156,0.241,0.085,0.148,0.157,0.271,0.164,0.423,0.223,0.579,0.118,0.597,0.436,0.81,0.269,1.989,0.288,1.53,0.335,-0.186,1.411,-6.773,1.709
135,8.892683,-43.284367,2344.57,104.0,6.663,17,0.99,7.489,1,-999.0,9999.0,-0.06,0.156,-0.054,0.12,-0.093,0.157,-0.204,0.164,-0.216,0.307,0.062,0.116,0.102,0.525,-999.0,9999.0,-1.317,8.259,15.002,8.382,-253.217,80.308,-351.353,81.853
136,9.055355,-43.283566,213.01,117.99,13.745,0,0.01,2.415,1,7.679,0.597,-999.0,9999.0,0.258,0.12,-999.0,9999.0,-999.0,9999.0,0.392,0.324,1.105,0.119,2.211,0.43,3.051,0.269,11.121,0.246,15.348,0.281,10.792,1.253,10.814,1.553
137,9.046142,-43.283707,333.74,115.54,14.675,0,0.32,1.539,1,8.736,0.597,-999.0,9999.0,0.059,0.12,-999.0,9999.0,-999.0,9999.0,0.539,0.325,0.771,0.118,0.91,0.428,3.264,0.27,10.256,0.298,11.773,0.347,17.377,1.513,6.778,1.896
138,8.988685,-43.284157,1086.63,107.99,3.019,0,0.77,1.236,1,1.644,0.754,0.071,0.156,-0.044,0.085,0.028,0.157,0.094,0.164,0.171,0.272,0.084,0.116,-0.042,0.429,0.161,0.348,7.002,0.276,7.466,0.311,10.423,1.386,8.656,1.763
139,8.989688,-43.284103,1073.48,108.97,2.967,0,0.02,1.566,1,2.717,0.717,0.325,0.156,0.507,0.085,0.324,0.157,0.878,0.164,1.37,0.223,1.402,0.119,1.488,0.428,1.509,0.356,4.557,0.191,3.116,0.216,5.263,0.964,4.045,1.225
140,8.892651,-43.283978,2345.0,111.0,6.271,17,0.0,8.095,1,-999.0,9999.0,-0.131,0.156,0.074,0.119,-0.163,0.157,-0.164,0.163,-0.565,0.306,0.037,0.116,-0.382,0.523,-999.0,9999.0,0.073,0.74,0.693,0.752,-19.115,7.59,-7.051,7.233
141,8.962332,-43.283886,1431.95,112.98,3.873,0,0.47,1.227,1,2.511,0.598,0.348,0.156,0.399,0.085,0.604,0.157,1.131,0.164,1.186,0.223,1.632,0.12,1.658,0.438,1.707,0.268,0.716,0.29,0.719,0.335,2.104,1.412,-4.473,1.719
142,9.036316,-43.283855,462.5,112.99,2.862,0,0.02,1.795,1,2.279,0.601,-999.0,9999.0,0.477,0.12,-999.0,9999.0,-999.0,9999.0,0.571,0.324,0.644,0.117,0.581,0.428,0.49,0.266,1.25,0.251,0.666,0.288,0.426,1.239,-3.074,1.539
143,8.906153,-43.28334,2168.09,122.55,14.236,0,0.01,2.313,1,7.31,0.685,1.681,0.156,1.76,0.12,2.77,0.157,4.553,0.164,5.774,0.307,5.487,0.129,4.98,0.426,6.025,0.307,3.649,0.342,3.153,0.347,16.768,3.252,5.759,3.362
144,8.937977,-43.283195,1751.08,125.32,8.891,0,0.0,2.263,1,6.038,0.603,2.36,0.156,4.635,0.085,7.057,0.158,8.383,0.164,9.264,0.224,9.546,0.143,11.765,0.438,4.577,0.27,9.35,0.21,8.714,0.198,5.184,2.036,-1.765,1.087
145,9.009933,-43.283298,808.19,123.31,9.101,0,0.75,1.394,1,5.511,0.599,-999.0,9999.0,0.317,0.12,-999.0,9999.0,1.212,0.231,1.69,0.324,2.058,0.121,2.182,0.601,3.298,0.271,4.231,0.267,2.819,0.304,5.305,1.356,-0.857,1.778
146,8.89267,-43.283562,2344.76,118.45,13.694,17,0.99,8.434,1,-999.0,9999.0,-0.104,0.156,0.024,0.12,-0.196,0.158,-0.151,0.164,-0.633,0.307,-0.126,0.117,-0.222,0.53,-999.0,9999.0,1.028,-1.293,-0.567,-1.319,20.832,-14.091,-24.868,-12.636
147,9.068496,-43.282825,40.81,131.05,10.416,0,0.01,2.665,1,5.163,0.657,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.285,0.154,0.169,0.431,0.879,0.317,6.571,0.25,8.708,0.284,8.793,1.259,8.868,1.608
148,8.965571,-43.283195,1389.49,125.35,6.483,0,0.06,1.784,1,4.345,0.601,0.007,0.156,0.081,0.085,-0.048,0.157,0.206,0.164,0.171,0.223,0.613,0.117,0.728,0.437,1.332,0.27,4.265,0.232,5.224,0.27,1.965,1.131,13.343,1.304
149,9.055125,-43.283096,216.02,126.41,10.536,0,0.02,3.354,1,5.336,0.597,-999.0,9999.0,0.864,0.12,-999.0,9999.0,-999.0,9999.0,0.547,0.325,1.533,0.12,2.719,0.431,3.063,0.271,6.735,0.209,7.756,0.238,5.808,1.062,5.453,1.332
150,8.943143,-43.283287,1683.38,123.73,3.881,0,0.51,1.601,1,2.324,0.598,0.898,0.156,0.894,0.085,1.152,0.157,1.63,0.164,1.683,0.223,1.605,0.121,1.577,0.436,2.007,0.27,0.451,0.27,0.475,0.254,-6.626,2.586,-0.399,1.402
151,9.031088,-43.283257,530.99,123.86,5.588,0,0.21,1.783,1,3.399,0.602,-999.0,9999.0,0.945,0.12,-999.0,9999.0,-999.0,9999.0,1.954,0.324,2.181,0.121,2.64,0.425,2.404,0.271,1.323,0.249,1.099,0.285,0.661,1.192,0.978,1.514
152,8.909561,-43.282551,2123.43,136.84,60.002,0,0.03,2.619,1,29.159,0.628,1.393,0.156,1.824,0.12,3.533,0.157,7.589,0.164,10.405,0.307,12.482,0.144,13.17,0.431,16.095,0.273,16.556,0.337,16.4,0.346,15.112,2.893,25.829,3.009
153,8.921985,-43.283096,1960.64,127.04,4.12,0,0.02,2.015,1,3.062,0.6,0.358,0.156,0.899,0.085,1.229,0.158,1.708,0.164,1.629,0.224,1.656,0.12,1.214,0.439,2.264,0.273,3.199,0.383,2.922,0.4,0.712,3.084,24.7,3.836
154,8.913722,-43.283188,2068.91,125.39,3.767,0,0.0,1.879,1,2.565,0.604,1.036,0.156,1.125,0.12,1.022,0.157,1.16,0.164,1.479,0.307,1.38,0.119,1.072,0.428,2.2,0.272,2.878,0.289,3.428,0.3,3.79,1.993,-4.951,2.922
155,8.981786,-43.282421,1177.03,139.26,186.823,0,0.98,1.207,1,109.721,0.777,10.935,0.156,32.172,0.085,52.59,0.158,106.51,0.164,127.363,0.224,131.194,0.298,134.325,0.427,145.268,0.344,39.903,0.312,26.694,0.356,16.737,1.59,3.652,2.02
156,8.972547,-43.282108,1298.09,144.96,47.442,0,0.03,2.39,1,24.494,0.6,1.049,0.156,1.181,0.085,1.876,0.158,3.072,0.164,7.058,0.224,8.323,0.135,10.141,0.441,14.228,0.274,25.196,0.279,19.016,0.323,12.148,1.427,12.187,1.889
157,8.903612,-43.282192,2201.39,143.21,73.589,0,0.04,1.88,1,39.091,0.74,0.387,0.156,0.48,0.12,1.634,0.157,4.38,0.164,7.617,0.307,10.147,0.138,11.992,0.434,16.53,0.328,26.472,0.362,24.62,0.364,5.174,3.162,53.705,2.887
158,8.892686,-43.283199,2344.56,125.0,16.939,17,0.99,8.28,1,-999.0,9999.0,-0.07,0.156,-0.025,0.12,-0.112,0.157,-0.058,0.164,-0.223,0.307,-0.126,0.117,-0.295,0.532,-999.0,9999.0,0.147,-0.205,-0.048,-0.21,-0.479,-2.276,-3.312,-2.017
159,9.019781,-43.279961,679.12,183.27,136.353,0,0.03,3.932,1,51.019,0.599,-999.0,9999.0,0.226,0.12,-999.0,9999.0,-999.0,9999.0,4.943,0.325,6.88,0.133,9.593,0.629,15.094,0.269,72.516,0.253,55.792,0.288,52.136,1.286,37.43,1.698
160,8.942322,-43.283096,1694.15,127.12,4.209,0,0.01,2.199,1,2.204,0.6,0.126,0.156,0.132,0.085,0.592,0.158,1.074,0.164,1.255,0.224,1.348,0.121,0.629,0.441,1.811,0.271,0.849,0.263,0.414,0.247,-3.697,2.353,1.264,1.367
161,8.99597,-43.283108,991.17,126.84,2.314,0,0.44,1.189,1,1.345,0.679,0.047,0.156,0.048,0.085,0.282,0.158,0.203,0.164,0.365,0.224,0.605,0.118,0.466,0.428,0.81,0.302,3.772,0.285,3.214,0.324,3.233,1.437,2.88,1.825
162,8.927757,-43.282383,1885.0,139.94,31.9,3,0.03,2.446,1,17.622,0.601,1.275,0.156,1.561,0.085,1.594,0.157,3.237,0.164,4.88,0.223,7.222,0.133,8.538,0.437,9.596,0.27,18.694,0.297,19.032,0.278,13.188,2.518,8.781,1.584
163,9.039243,-43.28233,424.13,140.41,11.552,0,0.02,1.816,1,6.666,0.595,-999.0,9999.0,0.001,0.12,-999.0,9999.0,-999.0,9999.0,0.469,0.325,0.748,0.117,1.513,0.426,2.482,0.27,11.867,0.282,17.281,0.326,15.069,1.433,7.132,1.804
164,8.93903,-43.282772,1737.29,132.95,6.937,0,0.1,1.476,1,4.746,0.601,0.944,0.156,1.638,0.086,2.001,0.158,2.541,0.164,4.484,0.224,2.872,0.125,4.56,0.433,2.197,0.268,9.963,0.3,10.623,0.283,9.331,2.791,15.391,1.55
165,8.959418,-43.282921,1470.12,130.3,3.969,0,0.81,1.623,1,2.172,0.599,0.039,0.157,-0.036,0.085,0.154,0.158,0.056,0.164,0.062,0.224,0.156,0.116,0.734,0.436,0.293,0.269,2.772,0.363,2.295,0.425,-0.432,1.783,-1.778,2.154
166,9.011942,-43.282879,781.87,130.84,4.854,0,0.04,1.694,1,2.935,0.599,-999.0,9999.0,1.003,0.12,-999.0,9999.0,-999.0,9999.0,2.386,0.325,2.201,0.122,1.514,0.63,2.396,0.271,0.491,0.264,0.236,0.3,-0.606,1.341,5.458,1.708
167,8.892687,-43.282928,2344.54,129.86,26.685,17,0.98,8.047,1,-999.0,9999.0,0.075,0.156,-0.036,0.12,-0.179,0.158,-0.136,0.164,0.063,0.307,-0.038,0.116,0.027,0.536,-999.0,9999.0,0.134,-0.12,0.008,-0.123,-1.444,-1.33,-0.38,-1.23
168,9.048604,-43.282913,301.46,129.81,2.778,0,0.82,1.227,1,2.267,0.596,-999.0,9999.0,1.047,0.12,-999.0,9999.0,-999.0,9999.0,1.147,0.325,1.338,0.119,1.354,0.43,1.726,0.268,2.076,0.297,1.728,0.342,1.189,1.526,-0.752,1.869
169,8.927177,-43.282108,1892.6,144.85,25.87,3,0.46,1.545,1,16.616,0.601,0.289,0.156,0.551,0.085,0.707,0.157,1.633,0.164,4.234,0.223,5.856,0.129,6.79,0.436,9.408,0.267,17.73,0.317,16.777,0.298,6.286,2.728,5.9,2.023
170,8.983182,-43.282825,1158.73,131.97,4.11,0,0.57,1.711,1,2.229,0.81,0.358,0.156,0.708,0.085,0.819,0.157,1.644,0.164,1.516,0.223,1.664,0.122,1.55,0.434,1.068,0.339,1.685,0.127,1.392,0.145,0.9,0.655,0.033,0.82
171,8.946194,-43.282757,1643.41,133.24,1.764,0,0.28,1.117,1,0.652,0.602,0.234,0.156,0.341,0.085,0.518,0.158,0.638,0.164,0.505,0.224,0.723,0.118,0.833,0.45,1.107,0.27,0.853,0.259,0.667,0.245,-4.415,1.126,-0.86,1.393
172,8.945217,-43.282127,1656.21,144.57,13.812,0,0.98,1.206,1,7.586,0.602,-0.117,0.156,0.719,0.085,2.206,0.157,4.855,0.164,7.489,0.223,8.586,0.136,8.523,0.44,10.133,0.27,3.866,0.324,2.162,0.315,4.631,1.434,12.249,1.739
173,9.020154,-43.282394,674.26,139.47,3.517,0,0.0,1.56,1,2.489,0.6,-999.0,9999.0,0.572,0.12,-999.0,9999.0,-999.0,9999.0,1.855,0.325,1.816,0.12,1.449,0.616,1.779,0.271,1.813,0.259,1.335,0.295,-1.409,1.325,-2.549,1.713
174,8.892687,-43.282589,2344.55,136.0,7.781,17,0.99,7.518,1,-999.0,9999.0,-0.094,0.156,-0.024,0.12,-0.226,0.157,-0.152,0.164,-0.042,0.307,-0.005,0.116,-0.353,0.529,-999.0,9999.0,0.073,-0.041,0.009,-0.042,0.054,-0.459,0.179,-0.463
175,8.97642,-43.282215,1247.33,143.03,7.99,0,0.03,1.793,1,4.641,0.626,0.725,0.156,1.027,0.085,1.089,0.157,1.287,0.164,1.262,0.223,1.647,0.12,2.721,0.429,3.23,0.282,3.643,0.293,4.198,0.34,3.335,1.499,-1.001,1.915
176,8.941743,-43.279327,1701.74,195.02,198.24,0,0.03,4.437,1,69.154,0.6,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,37.742,0.19,38.536,0.443,44.732,0.273,31.068,0.24,30.747,0.278,18.763,1.211,47.258,1.58
177,8.986794,-43.281898,1111.41,148.64,17.899,0,0.05,1.776,1,9.936,0.803,0.105,0.156,0.023,0.085,0.075,0.157,0.246,0.164,1.162,0.223,2.079,0.12,2.834,0.427,4.151,0.362,15.842,0.302,22.711,0.344,26.843,1.536,47.146,2.028
178,9.041862,-43.281414,389.79,156.85,17.352,0,0.0,2.469,1,8.896,0.597,-999.0,9999.0,4.831,0.12,-999.0,9999.0,-999.0,9999.0,4.949,0.325,6.037,0.131,8.057,0.425,8.64,0.269,8.438,0.225,7.64,0.258,6.55,1.105,2.262,1.412
179,9.067534,-43.281841,53.38,148.83,8.715,2,0.0,2.797,1,4.391,0.644,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.184,0.154,1.087,0.426,2.242,0.299,4.266,0.252,5.211,0.287,3.603,1.282,-2.738,1.619
180,8.967275,-43.281574,1367.18,154.52,5.494,0,0.11,2.017,1,3.19,0.603,1.377,0.156,1.506,0.085,1.253,0.157,1.634,0.164,1.796,0.223,2.35,0.121,2.681,0.444,3.263,0.269,3.678,0.341,4.217,0.382,3.082,1.687,5.355,2.098
181,8.924758,-43.281708,1924.31,152.07,8.993,0,0.01,1.716,1,5.387,0.602,1.031,0.157,1.13,0.085,0.934,0.158,1.708,0.164,2.656,0.224,3.034,0.124,2.597,0.44,3.46,0.271,4.535,0.359,4.816,0.37,10.66,3.062,15.1,3.546
182,8.944555,-43.281239,1664.88,160.59,59.886,0,0.98,1.335,1,34.407,0.6,0.621,0.156,2.56,0.085,6.617,0.157,14.525,0.164,26.977,0.223,30.997,0.177,33.909,0.437,38.914,0.269,13.261,0.304,9.174,0.349,7.932,1.529,11.543,1.919
183,9.054368,-43.280834,225.9,167.14,68.122,0,0.97,1.402,1,39.477,0.597,-999.0,9999.0,2.756,0.12,-999.0,9999.0,-999.0,9999.0,9.481,0.325,10.139,0.139,13.637,0.435,30.477,0.268,66.923,0.304,116.212,0.348,193.703,1.547,313.676,1.984
184,9.059755,-43.281258,155.31,159.42,12.169,0,0.04,2.055,1,6.531,0.595,-999.0,9999.0,0.066,0.12,-999.0,9999.0,-999.0,9999.0,1.772,0.324,2.396,0.122,3.815,0.427,3.718,0.267,4.539,0.286,3.078,0.323,-0.313,1.469,-4.47,1.798
185,8.905017,-43.281704,2182.99,151.99,4.972,0,0.07,2.242,1,2.196,0.698,0.104,0.156,0.18,0.12,0.416,0.157,1.011,0.164,0.88,0.307,1.434,0.119,1.203,0.434,1.557,0.315,1.714,0.331,1.358,0.336,4.488,2.82,3.471,2.657
186,9.029454,-43.28051,552.36,173.29,56.422,0,0.7,1.56,1,32.026,0.596,-999.0,9999.0,0.016,0.12,-999.0,9999.0,-999.0,9999.0,2.073,0.325,3.414,0.124,6.637,0.426,17.121,0.272,38.022,0.294,41.243,0.335,33.834,1.434,15.32,1.793
187,9.051363,-43.281254,265.28,159.64,3.534,0,0.0,1.628,1,1.941,0.594,-999.0,9999.0,0.08,0.12,-999.0,9999.0,-999.0,9999.0,0.716,0.324,0.595,0.117,0.558,0.429,0.612,0.268,1.403,0.265,1.352,0.303,3.581,1.356,1.84,1.664
188,8.932587,-43.281406,1821.72,157.54,3.881,0,0.02,1.689,1,2.632,0.6,1.079,0.156,1.07,0.118,1.052,0.158,1.565,0.164,2.896,0.224,2.931,0.124,2.275,0.437,3.13,0.269,1.591,0.221,1.128,0.212,6.487,1.786,2.745,1.171
