id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2
705,31.446234,-58.469219,1432.41,1746.75,21.907,2,0.01,2.973,0,11.415,0.571,0.3,0.062,0.294,0.041,0.414,0.1,0.74,0.089,2.011,0.128,1.337,0.386,4.357,0.562,4.956,0.44,16.782,1.724,11.223,2.157
706,31.446676,-58.469425,1428.25,1743.02,4.601,3,0.65,1.893,0,5.086,0.554,0.093,0.061,0.068,0.04,0.181,0.097,0.277,0.087,0.959,0.129,0.35,0.376,1.366,0.548,2.24,0.427,4.33,0.793,2.945,1.035
707,31.595535,-58.470581,27.05,1720.52,17747.156,0,1.0,2.002,1,10168.432,0.571,3292.625,0.107,1766.88,0.065,2460.651,0.172,1207.898,0.189,1662.887,0.235,3755.754,0.67,16134.316,0.57,12716.103,0.434,-999.0,9999.0,-999.0,9999.0
708,31.441557,-58.469334,1476.44,1744.7,36.485,3,0.02,3.11,0,20.903,0.575,0.576,0.062,0.697,0.041,1.469,0.1,2.426,0.089,5.493,0.128,5.528,0.386,7.948,0.565,10.58,0.437,21.291,2.11,10.578,2.025
709,31.442636,-58.469532,1466.26,1741.12,89.276,3,0.06,2.577,0,48.365,0.573,0.431,0.063,0.791,0.042,2.247,0.1,5.015,0.089,10.386,0.128,11.841,0.386,14.824,0.558,19.937,0.428,32.056,2.57,28.278,3.429
710,31.333538,-58.469204,2493.24,1746.26,8.387,0,0.49,2.897,1,4.676,0.868,0.179,0.077,0.154,0.054,0.229,0.122,0.351,0.109,0.658,0.157,0.915,0.472,-999.0,9999.0,-999.0,9999.0,10.291,3.596,7.333,4.564
711,31.350332,-58.469326,2335.15,1744.31,4.324,0,0.52,2.521,0,2.287,0.569,0.151,0.077,0.449,0.055,0.691,0.122,0.726,0.111,1.003,0.157,0.381,0.472,1.385,0.936,1.713,0.647,3.369,1.278,-0.575,2.402
712,31.337898,-58.468102,2452.22,1766.16,15.065,0,0.17,3.728,1,6.54,0.721,0.925,0.077,1.07,0.054,1.931,0.122,3.268,0.109,4.559,0.157,5.009,0.472,-999.0,9999.0,-999.0,9999.0,2.264,1.502,4.048,3.447
713,31.471756,-58.469643,1192.16,1739.03,22.298,0,0.07,2.514,0,12.386,0.57,2.478,0.062,2.935,0.041,3.681,0.1,5.655,0.089,7.539,0.128,6.656,0.386,9.706,0.559,8.483,0.448,9.579,1.409,5.356,1.42
714,31.495144,-58.469757,972.01,1736.84,76.329,0,0.13,2.553,0,41.351,0.631,0.42,0.062,1.148,0.042,3.835,0.1,8.634,0.089,15.005,0.128,16.256,0.386,19.783,0.566,25.476,0.439,19.522,1.932,13.653,2.749
715,31.519197,-58.469585,745.6,1739.73,9.997,0,0.06,2.873,0,8.06,0.706,0.472,0.076,0.904,0.056,1.794,0.122,2.167,0.1,2.74,0.155,1.376,0.469,4.399,0.772,6.223,0.743,9.665,1.261,3.386,1.116
716,31.321516,-58.469681,2606.39,1737.45,284.813,1,0.94,14.247,1,-999.0,9999.0,0.37,0.077,0.958,0.054,1.527,0.122,2.945,0.134,5.32,0.182,6.711,0.548,-999.0,9999.0,-999.0,9999.0,-4.18,-0.986,-999.0,9999.0
717,31.432728,-58.470119,1559.55,1730.57,33.632,3,0.01,3.365,0,21.215,0.571,0.584,0.062,0.732,0.041,1.376,0.1,2.087,0.089,4.423,0.128,4.801,0.386,8.346,0.562,10.341,0.445,22.477,1.768,19.612,2.62
718,31.581972,-58.469757,154.69,1735.63,11.291,0,0.04,2.745,0,6.09,0.562,2.445,0.107,3.459,0.065,4.107,0.172,7.852,0.154,6.665,0.22,4.514,0.67,6.853,0.564,8.629,0.438,-999.0,9999.0,-999.0,9999.0
719,31.329601,-58.469753,2530.29,1736.3,24.499,0,0.72,2.375,1,14.045,1.226,0.065,0.077,0.13,0.054,0.238,0.123,0.421,0.109,1.316,0.157,1.699,0.473,-999.0,9999.0,-999.0,9999.0,27.467,6.162,-999.0,9999.0
720,31.35689,-58.469669,2273.42,1738.2,4.486,0,0.36,2.805,0,3.008,0.565,0.317,0.077,0.489,0.046,0.736,0.122,1.078,0.099,1.646,0.14,1.007,0.423,0.688,0.719,1.99,0.45,0.405,0.792,0.245,1.354
721,31.520176,-58.469963,736.4,1732.87,91.297,0,0.03,3.357,0,43.344,0.692,1.528,0.076,2.429,0.054,4.271,0.122,8.783,0.1,15.278,0.155,16.485,0.469,20.224,0.763,18.683,0.84,27.679,2.477,15.364,2.918
722,31.536688,-58.469753,580.96,1736.47,10.035,0,0.33,2.031,0,6.299,0.561,0.063,0.077,0.231,0.053,0.351,0.122,0.465,0.108,0.839,0.155,1.121,0.469,1.59,0.745,3.014,0.472,11.112,2.092,-999.0,9999.0
723,31.544607,-58.469673,506.41,1737.83,3.696,0,0.52,1.887,0,2.309,0.566,0.656,0.077,0.911,0.053,0.794,0.122,1.087,0.108,0.892,0.155,1.667,0.469,1.818,0.633,2.218,0.437,2.544,1.352,-999.0,9999.0
724,31.591595,-58.469635,64.11,1737.65,2.878,0,0.51,1.549,0,2.667,0.564,0.936,0.107,3.303,0.065,4.139,0.172,7.029,0.189,3.911,0.22,7.275,0.67,4.009,0.571,4.031,0.427,-999.0,9999.0,-999.0,9999.0
725,31.585114,-58.469875,125.13,1733.48,32.719,0,0.98,1.868,0,20.146,0.565,1.199,0.108,2.134,0.065,3.451,0.172,14.14,0.154,11.799,0.314,7.403,0.671,7.166,0.564,9.015,0.444,-999.0,9999.0,-999.0,9999.0
726,31.347281,-58.469982,2363.85,1732.42,7.839,0,0.0,2.691,1,4.092,0.586,0.199,0.077,0.122,0.056,0.107,0.122,0.307,0.109,0.511,0.157,1.325,0.472,0.388,1.267,1.848,0.952,3.117,1.259,9.611,4.359
727,31.450611,-58.470181,1391.2,1729.41,75.338,0,0.03,2.726,0,39.33,0.572,0.152,0.062,0.223,0.041,0.366,0.099,0.937,0.089,3.294,0.127,5.665,0.385,11.179,0.563,16.553,0.426,47.424,2.687,47.409,4.518
728,31.405905,-58.470028,1812.02,1732.14,6.969,2,0.6,3.384,0,4.011,0.565,0.624,0.062,0.806,0.041,0.909,0.1,1.92,0.089,2.759,0.128,2.866,0.386,3.264,0.56,2.83,0.427,2.675,0.692,4.585,1.309
729,31.433613,-58.47002,1551.2,1732.33,105.375,3,0.03,3.298,0,49.757,0.568,0.36,0.062,1.03,0.041,3.431,0.1,8.372,0.089,16.39,0.127,18.922,0.385,22.843,0.566,28.725,0.433,31.396,2.233,27.232,3.341
730,31.528799,-58.4701,655.22,1730.35,10.004,0,0.88,0.914,0,6.354,0.584,0.015,0.077,0.056,0.053,0.14,0.122,0.1,0.108,0.199,0.155,0.32,0.469,0.148,0.787,-0.386,0.715,0.945,0.471,-999.0,9999.0
731,31.438225,-58.470222,1507.8,1728.67,4.497,0,0.51,2.171,0,2.604,0.569,-0.049,0.074,0.134,0.041,0.365,0.1,0.41,0.094,0.444,0.128,0.424,0.386,0.072,0.564,0.94,0.427,1.01,0.953,-0.539,1.102
732,31.512991,-58.470238,804.03,1728.07,21.187,0,0.92,0.894,0,14.407,0.9,-0.049,0.062,-0.014,0.041,0.029,0.1,-0.124,0.089,0.002,0.128,0.187,0.386,0.22,0.642,0.018,0.495,-0.096,0.205,-1.083,0.525
733,31.481939,-58.470284,1096.31,1727.43,4.863,0,0.08,2.071,0,3.123,0.567,0.661,0.062,0.798,0.041,1.001,0.1,0.873,0.089,1.142,0.131,0.258,0.386,0.795,0.567,2.676,0.432,3.733,0.843,3.449,1.135
734,31.516483,-58.47036,771.15,1725.78,16.594,0,0.8,2.552,0,8.843,0.798,0.048,0.062,-0.141,0.043,0.131,0.1,0.444,0.089,1.461,0.13,10.904,0.386,2.95,0.726,3.882,0.65,10.74,1.51,8.135,1.889
735,31.523851,-58.47039,701.8,1725.19,3.448,0,0.47,1.945,0,2.246,0.631,0.298,0.076,0.404,0.053,0.34,0.122,0.547,0.1,0.776,0.155,0.496,0.468,0.659,0.78,-0.58,1.279,1.017,0.322,-2.863,0.516
736,31.44619,-58.470726,1432.83,1719.6,7.29,0,0.33,2.384,0,4.104,0.575,0.01,0.062,-0.027,0.042,-0.013,0.1,0.118,0.089,0.366,0.128,0.762,0.386,1.801,0.559,1.695,0.427,4.209,0.869,1.904,1.053
737,31.537266,-58.470825,575.54,1717.14,23.229,0,0.01,3.149,0,11.616,0.565,1.881,0.077,2.723,0.053,3.078,0.122,3.608,0.108,4.788,0.155,6.003,0.484,6.249,0.727,8.136,0.448,8.951,1.936,-999.0,9999.0
738,31.569609,-58.468445,271.02,1759.49,307.328,0,0.98,1.893,0,182.542,0.564,1.569,0.107,6.935,0.065,24.082,0.172,44.813,0.153,122.807,0.22,154.066,0.67,178.336,0.561,209.099,0.427,-999.0,9999.0,-999.0,9999.0
739,31.380198,-58.470879,2053.99,1716.65,11.695,0,0.0,3.12,0,5.919,0.568,0.042,0.062,0.156,0.043,0.319,0.1,0.525,0.089,1.376,0.128,1.397,0.386,1.397,0.568,2.583,0.428,6.307,1.067,3.467,1.114
740,31.586575,-58.470928,111.41,1714.48,10.828,0,0.01,4.228,1,4.454,0.561,0.904,0.107,1.292,0.074,1.286,0.172,155.445,0.154,229.285,0.22,0.721,0.67,3.029,0.564,3.206,0.435,-999.0,9999.0,-999.0,9999.0
741,31.439938,-58.471294,1491.68,1709.43,58.625,0,0.03,3.025,0,28.991,0.569,0.798,0.062,1.138,0.042,2.012,0.1,3.102,0.091,7.561,0.128,8.956,0.386,10.545,0.564,14.282,0.43,24.681,2.013,16.798,2.697
742,31.529476,-58.47121,648.88,1710.35,110.708,0,0.98,1.874,0,66.508,0.578,1.08,0.077,6.876,0.056,21.286,0.122,38.139,0.108,57.538,0.155,62.502,0.469,64.678,0.767,78.212,0.704,22.228,2.624,-999.0,9999.0
743,31.521618,-58.471149,722.83,1711.51,11.872,0,0.25,2.115,0,7.058,0.675,0.196,0.077,0.414,0.053,0.698,0.122,1.169,0.1,1.322,0.155,1.628,0.469,1.932,0.789,1.257,0.896,11.076,1.652,7.754,1.983
744,31.551903,-58.471165,437.78,1710.81,16.164,0,0.11,2.356,0,9.501,0.563,0.483,0.076,0.914,0.053,0.896,0.122,1.326,0.111,1.882,0.155,2.913,0.469,2.822,0.566,4.257,0.427,11.738,3.821,-999.0,9999.0
745,31.393143,-58.471298,1932.14,1709.2,29.596,0,0.02,2.477,0,16.88,0.567,0.937,0.062,1.452,0.041,2.476,0.1,3.579,0.089,6.921,0.128,7.328,0.386,7.776,0.561,9.882,0.427,11.733,1.53,8.9,1.889
746,31.581133,-58.471127,162.65,1711.03,8.327,0,0.88,0.9,0,5.111,0.569,-0.229,0.107,-0.005,0.065,-0.156,0.172,17.865,0.154,51.425,0.22,0.974,0.67,0.267,0.559,0.241,0.433,-999.0,9999.0,-999.0,9999.0
747,31.407265,-58.471237,1799.21,1710.33,12.543,0,0.0,3.876,0,4.925,0.565,-0.02,0.062,0.053,0.042,0.105,0.1,0.159,0.089,0.315,0.128,0.522,0.386,-0.49,0.556,1.277,0.44,7.596,1.114,10.371,1.96
748,31.426529,-58.471218,1617.89,1710.74,5.824,0,0.5,3.696,0,3.152,0.567,0.592,0.063,0.769,0.042,1.226,0.1,1.48,0.089,1.625,0.128,1.879,0.387,1.005,0.566,2.227,0.428,1.694,0.495,1.997,0.955
749,31.43713,-58.471546,1518.1,1704.89,59.518,0,0.02,3.397,0,28.302,0.573,4.577,0.063,5.996,0.042,11.981,0.1,15.14,0.089,18.522,0.128,19.926,0.387,18.951,0.564,20.983,0.433,12.828,1.458,12.175,2.325
750,31.560677,-58.471237,355.2,1709.41,7.165,2,0.01,3.34,0,3.795,0.562,0.215,0.107,0.421,0.065,0.614,0.172,0.797,0.119,0.757,0.179,0.209,0.542,0.745,0.559,1.689,0.432,3.326,1.918,-999.0,9999.0
751,31.421011,-58.471458,1669.83,1706.44,9.588,0,0.0,2.517,0,5.32,0.565,1.412,0.062,1.777,0.041,1.911,0.1,2.056,0.089,2.391,0.128,2.46,0.386,3.798,0.562,3.853,0.427,3.344,0.792,1.284,1.038
752,31.363932,-58.471565,2207.09,1704.13,6.633,0,0.54,3.395,0,3.376,0.572,0.408,0.063,0.861,0.042,1.201,0.1,1.177,0.089,1.335,0.128,0.767,0.387,1.666,0.644,2.171,0.444,3.313,0.872,1.33,0.501
753,31.41461,-58.471825,1730.08,1699.84,46.998,0,0.03,2.761,0,24.697,0.568,0.089,0.062,0.115,0.041,0.327,0.1,0.766,0.089,2.952,0.128,4.874,0.386,7.899,0.564,11.119,0.428,28.007,2.177,23.193,3.334
754,31.506886,-58.471752,861.53,1700.86,74.688,0,0.98,2.072,0,43.848,0.904,0.288,0.063,1.341,0.043,5.386,0.1,10.223,0.089,30.447,0.128,36.267,0.386,43.614,0.569,49.18,0.429,18.869,1.938,13.254,2.979
755,31.55706,-58.471584,389.25,1703.21,3.333,0,0.42,1.822,0,2.359,0.565,0.182,0.097,0.53,0.057,1.288,0.135,1.981,0.11,2.001,0.162,11.736,0.472,1.979,0.56,2.911,0.432,0.458,1.467,-999.0,9999.0
756,31.347511,-58.471729,2361.64,1700.99,3.732,0,0.53,2.227,1,2.116,0.584,0.656,0.077,0.797,0.054,1.081,0.122,1.276,0.109,1.823,0.157,1.334,0.472,1.33,1.203,1.522,0.904,-0.187,0.496,-1.471,0.516
757,31.403297,-58.471779,1836.55,1700.59,4.695,0,0.67,2.284,0,2.888,0.566,0.289,0.062,0.429,0.041,0.952,0.1,1.342,0.089,1.838,0.128,1.885,0.386,2.334,0.557,2.02,0.435,2.234,0.551,0.385,0.648
758,31.432678,-58.471851,1560.01,1699.36,8.454,0,0.22,3.27,0,4.17,0.571,0.206,0.062,0.238,0.042,0.494,0.1,0.491,0.089,1.076,0.128,1.242,0.386,1.301,0.56,2.145,0.433,4.42,0.801,2.861,0.886
759,31.470814,-58.472473,1201.05,1688.09,232.1,0,0.03,4.327,0,90.403,0.571,3.836,0.063,4.836,0.042,7.287,0.1,9.761,0.089,18.911,0.163,24.825,0.386,31.872,0.567,40.922,0.432,107.572,4.058,99.417,6.123
760,31.395178,-58.471981,1912.98,1696.93,7.243,0,0.0,2.695,0,4.048,0.565,0.343,0.062,0.503,0.041,0.865,0.1,1.48,0.089,2.164,0.128,2.243,0.386,2.189,0.56,2.165,0.434,2.028,0.443,4.14,1.156
761,31.474464,-58.472061,1166.69,1695.54,16.045,1,0.12,2.644,0,11.508,0.571,0.188,0.063,0.246,0.041,0.646,0.1,0.935,0.089,2.138,0.128,2.203,0.386,5.253,0.565,6.489,0.435,10.715,1.19,6.233,1.392
762,31.459974,-58.472023,1303.09,1696.24,6.116,0,0.04,2.824,0,3.506,0.579,0.141,0.062,0.209,0.041,0.808,0.1,1.2,0.089,1.808,0.128,1.625,0.386,2.177,0.564,1.903,0.43,0.406,0.314,0.554,0.563
763,31.47563,-58.472279,1155.73,1691.58,107.503,0,0.13,2.429,0,58.84,0.571,1.407,0.062,3.127,0.042,9.931,0.1,15.557,0.089,24.178,0.128,26.215,0.386,31.581,0.566,36.474,0.436,23.632,2.069,17.737,2.804
764,31.556076,-58.471931,398.53,1696.99,3.532,0,0.45,2.09,0,2.464,0.568,0.256,0.077,0.279,0.053,0.516,0.122,0.674,0.108,0.994,0.155,5.366,0.469,1.045,0.56,0.982,0.427,2.984,2.076,-999.0,9999.0
765,31.492146,-58.472073,1000.26,1695.2,6.154,0,0.69,2.158,0,3.487,0.593,0.542,0.062,0.675,0.041,0.829,0.1,1.495,0.092,2.015,0.128,1.405,0.386,3.321,0.565,2.39,0.434,2.026,0.611,3.481,1.473
766,31.38978,-58.47224,1963.79,1692.19,16.28,0,0.01,2.599,0,10.134,0.573,0.554,0.062,0.843,0.041,1.83,0.1,2.893,0.089,4.046,0.127,4.832,0.385,6.292,0.556,5.779,0.431,6.038,0.982,3.178,1.113
767,31.423079,-58.472237,1650.36,1692.42,7.183,0,0.69,2.62,0,3.87,0.568,1.462,0.062,1.756,0.042,1.868,0.1,2.069,0.093,2.558,0.128,2.672,0.386,2.946,0.56,3.014,0.429,3.502,0.8,2.876,1.352
768,31.321548,-58.472206,2606.0,1692.0,25.917,1,0.65,9.216,1,-999.0,9999.0,-0.049,0.076,0.029,0.053,-0.003,0.122,-0.012,0.133,-0.122,0.181,0.293,0.546,-999.0,9999.0,-999.0,9999.0,-0.405,0.503,-999.0,9999.0
769,31.403772,-58.472553,1832.07,1686.66,9.502,0,0.07,2.359,0,5.602,0.565,0.775,0.062,0.993,0.041,1.383,0.1,1.495,0.089,1.843,0.128,2.416,0.386,3.15,0.561,3.823,0.427,5.821,0.906,4.92,1.425
770,31.448572,-58.472404,1410.41,1689.44,6.802,0,0.99,0.835,0,4.528,0.574,-0.031,0.062,0.006,0.042,0.023,0.1,0.091,0.091,0.052,0.128,0.487,0.386,0.825,0.558,-0.658,0.431,0.739,0.397,0.731,0.558
771,31.35125,-58.472641,2326.44,1684.62,47.398,2,0.01,3.346,0,22.254,0.567,1.34,0.077,2.03,0.054,3.161,0.122,5.437,0.101,8.422,0.157,8.198,0.472,12.899,0.928,12.695,0.545,19.839,2.712,13.626,5.644
772,31.353483,-58.47279,2305.4,1681.98,216.15,2,0.03,3.206,0,103.109,0.567,3.636,0.077,6.507,0.046,11.344,0.122,18.711,0.098,28.965,0.14,29.529,0.423,51.093,0.816,50.437,0.544,115.657,6.645,61.009,12.451
773,31.390751,-58.472618,1954.63,1685.4,31.739,0,0.02,2.531,0,18.181,0.568,1.322,0.062,1.97,0.041,3.266,0.1,5.915,0.089,8.442,0.128,9.341,0.386,11.081,0.564,11.449,0.434,10.133,1.319,8.595,1.89
774,31.321598,-58.472458,2605.52,1687.47,53.109,1,0.77,9.335,1,-999.0,9999.0,0.04,0.077,0.006,0.054,0.027,0.123,0.019,0.134,-0.077,0.182,0.379,0.549,-999.0,9999.0,-999.0,9999.0,0.197,-0.407,-999.0,9999.0
775,31.41287,-58.472584,1746.44,1686.13,5.059,0,0.01,2.24,0,3.124,0.564,1.247,0.062,1.402,0.041,1.311,0.1,1.475,0.089,1.873,0.128,2.382,0.386,2.473,0.562,2.714,0.427,2.756,0.714,4.355,1.538
776,31.531748,-58.472664,627.52,1684.18,13.682,0,0.02,2.224,0,8.013,0.562,0.65,0.077,1.057,0.053,1.168,0.122,1.433,0.108,1.915,0.155,2.674,0.469,3.805,0.877,5.811,0.543,9.611,2.003,-999.0,9999.0
777,31.324455,-58.472786,2578.62,1681.61,156.094,0,0.75,6.848,1,40.343,2.229,2.056,0.077,3.425,0.054,8.97,0.122,12.158,0.109,17.294,0.157,17.615,0.472,-999.0,9999.0,-999.0,9999.0,10.753,3.539,-999.0,9999.0
778,31.375303,-58.472801,2100.03,1682.0,5.893,2,0.43,3.118,0,3.305,0.571,1.294,0.075,1.561,0.041,1.595,0.1,1.562,0.089,2.403,0.128,2.427,0.386,2.975,0.561,2.211,0.434,1.874,0.549,1.571,0.801
779,31.464874,-58.473053,1256.96,1677.69,170.903,0,0.03,4.007,0,69.848,0.569,1.175,0.062,1.868,0.041,4.108,0.1,8.652,0.089,19.608,0.128,22.602,0.386,28.576,0.562,35.45,0.427,47.152,3.175,28.653,3.571
780,31.468294,-58.47282,1224.78,1681.88,5.149,0,0.55,2.567,0,3.66,0.571,0.603,0.062,1.108,0.041,1.86,0.1,2.189,0.089,2.496,0.128,3.128,0.386,3.071,0.571,2.683,0.435,1.834,0.634,0.757,0.617
781,31.590586,-58.472622,73.73,1683.88,2.552,0,0.36,1.731,0,2.424,0.564,0.092,0.108,0.391,0.065,0.723,0.172,0.168,0.189,0.816,0.22,0.543,0.671,0.759,0.57,0.255,0.428,-999.0,9999.0,-999.0,9999.0
782,31.339449,-58.472916,2437.49,1679.52,34.04,0,0.01,3.47,1,15.673,0.692,1.358,0.077,1.894,0.054,3.036,0.123,5.207,0.109,8.576,0.157,9.047,0.473,-999.0,9999.0,-999.0,9999.0,10.77,3.478,6.297,3.775
783,31.490452,-58.473206,1016.22,1674.83,71.96,0,0.02,3.54,0,33.074,0.585,1.998,0.062,2.666,0.042,4.045,0.1,6.772,0.09,12.03,0.128,12.703,0.386,15.394,0.566,19.502,0.428,26.467,2.175,15.312,2.806
784,31.535551,-58.473049,591.74,1677.13,56.059,0,0.98,1.891,0,33.559,0.567,0.266,0.077,2.272,0.053,8.386,0.122,16.026,0.108,28.493,0.18,31.249,0.47,34.928,0.774,42.567,0.506,10.96,2.191,-999.0,9999.0
785,31.538935,-58.472919,559.89,1679.44,15.665,0,0.88,2.014,0,9.364,0.566,-0.045,0.077,0.004,0.055,0.041,0.122,0.232,0.108,1.144,0.155,1.718,0.469,3.516,0.703,4.388,0.449,10.583,2.366,-999.0,9999.0
786,31.498161,-58.473221,943.67,1674.51,60.413,0,0.2,2.7,0,31.493,0.679,0.278,0.063,0.45,0.042,0.772,0.1,1.013,0.089,2.725,0.128,3.823,0.387,9.941,0.57,15.365,0.435,38.03,2.537,40.809,4.501
787,31.548775,-58.473186,467.28,1674.49,25.021,0,0.21,2.395,0,14.016,0.564,0.109,0.077,0.29,0.058,0.841,0.122,1.53,0.109,3.139,0.156,3.889,0.47,5.341,0.558,6.974,0.43,11.246,2.846,-999.0,9999.0
788,31.532694,-58.473221,618.65,1674.1,7.561,0,0.87,0.875,0,4.796,0.564,-0.015,0.077,0.008,0.053,-0.077,0.122,-0.075,0.108,-0.159,0.155,0.875,0.469,-0.214,0.871,0.279,0.533,1.425,0.933,-999.0,9999.0
789,31.545019,-58.473289,502.63,1672.68,9.148,0,0.23,2.279,0,5.18,0.565,0.032,0.077,0.071,0.053,0.069,0.122,0.102,0.108,0.49,0.155,0.78,0.469,2.274,0.619,3.384,0.433,4.242,1.69,-999.0,9999.0
790,31.574749,-58.473282,222.81,1672.32,6.744,3,0.13,2.83,0,5.173,0.567,0.015,0.107,0.428,0.065,0.912,0.172,1.393,0.154,1.723,0.22,3.337,0.67,1.896,0.56,2.659,0.432,-999.0,9999.0,-999.0,9999.0
791,31.574152,-58.473598,228.45,1666.62,24.001,2,0.03,2.505,0,13.406,0.567,0.69,0.107,1.184,0.065,1.58,0.172,2.069,0.154,3.13,0.22,4.14,0.67,5.634,0.56,7.395,0.428,-999.0,9999.0,-999.0,9999.0
792,31.404642,-58.4734,1823.88,1671.44,13.549,0,0.0,2.842,0,6.838,0.565,0.38,0.062,0.467,0.041,0.873,0.1,1.726,0.089,2.824,0.139,2.768,0.386,4.13,0.561,4.46,0.427,4.204,0.819,1.688,0.947
793,31.341928,-58.472816,2414.17,1681.38,4.267,0,0.5,2.37,1,3.148,0.644,-0.109,0.077,0.182,0.055,0.66,0.122,0.933,0.11,1.007,0.157,0.736,0.472,-0.083,2.126,-999.0,9999.0,1.124,1.087,1.743,2.057
794,31.448299,-58.473495,1412.97,1669.79,18.984,0,0.86,2.047,0,11.149,0.57,0.093,0.062,-0.014,0.041,0.049,0.1,0.21,0.089,0.707,0.128,1.735,0.386,2.587,0.567,4.921,0.427,16.357,1.65,14.284,2.712
795,31.469257,-58.47345,1215.72,1670.56,6.421,0,0.03,2.137,0,4.347,0.572,0.477,0.062,0.646,0.041,0.884,0.108,1.06,0.089,2.271,0.128,2.848,0.386,2.36,0.566,2.926,0.433,4.108,0.847,4.764,1.299
796,31.561739,-58.473724,345.28,1664.62,19.374,0,0.04,2.97,0,9.796,0.566,2.973,0.107,4.174,0.065,5.074,0.172,5.0,0.119,4.775,0.179,4.135,0.543,7.161,0.563,8.823,0.433,7.795,2.972,-999.0,9999.0
797,31.4153,-58.473869,1723.56,1663.0,36.782,0,0.02,2.872,0,18.877,0.567,0.472,0.062,1.134,0.041,3.489,0.1,4.923,0.089,7.67,0.128,8.089,0.386,9.483,0.565,11.229,0.428,7.971,1.152,6.12,1.757
798,31.555567,-58.473751,403.37,1664.23,30.005,0,0.04,2.832,0,15.615,0.567,0.311,0.077,0.272,0.053,0.351,0.122,1.02,0.108,1.709,0.155,5.632,0.469,3.293,0.56,5.765,0.432,21.687,5.185,-999.0,9999.0
799,31.368528,-58.473839,2163.78,1663.24,9.715,0,0.0,2.625,0,5.65,0.57,1.04,0.062,1.259,0.041,1.426,0.1,2.248,0.089,3.488,0.128,3.711,0.386,3.187,0.56,4.205,0.427,3.064,0.915,2.18,0.815
800,31.553492,-58.473721,422.9,1664.78,7.144,0,0.23,2.303,0,6.079,0.567,0.968,0.076,1.342,0.053,1.43,0.122,1.617,0.108,2.003,0.155,2.75,0.469,2.374,0.563,4.696,0.428,12.368,3.009,-999.0,9999.0
801,31.391726,-58.473949,1945.45,1661.45,28.295,0,0.01,2.643,0,15.598,0.572,2.816,0.062,3.565,0.041,4.762,0.1,8.27,0.089,10.735,0.134,10.134,0.386,11.644,0.562,11.503,0.427,9.329,1.268,2.898,1.021
802,31.523605,-58.473763,704.19,1664.51,7.097,0,0.61,2.186,0,4.057,0.635,0.138,0.078,0.23,0.053,0.506,0.122,0.743,0.1,1.146,0.155,1.135,0.469,2.56,0.796,3.68,1.422,3.051,0.855,2.979,1.423
803,31.528193,-58.473892,661.02,1662.08,22.767,0,0.01,2.622,0,12.335,0.584,0.772,0.077,1.544,0.053,1.9,0.122,2.127,0.108,3.146,0.155,3.491,0.469,6.026,0.791,7.695,0.743,14.339,1.857,17.85,4.729
804,31.35268,-58.473969,2312.94,1660.77,6.016,0,0.54,2.059,0,4.352,0.568,1.172,0.077,1.829,0.046,2.542,0.122,2.464,0.102,2.738,0.14,2.578,0.428,2.453,0.87,4.464,0.533,5.741,1.518,2.193,2.908
805,31.520599,-58.47406,732.49,1659.17,6.467,0,0.6,3.442,0,2.94,0.684,0.15,0.095,0.346,0.053,0.536,0.122,0.731,0.1,0.954,0.155,0.175,0.469,0.831,0.801,1.318,0.799,4.151,1.136,0.832,0.919
806,31.553234,-58.474316,425.34,1654.13,49.041,0,0.04,2.598,0,26.45,0.566,0.205,0.077,0.292,0.053,0.14,0.122,0.785,0.108,2.045,0.155,3.489,0.47,5.812,0.558,10.239,0.43,37.589,6.757,-999.0,9999.0
807,31.364246,-58.47435,2204.07,1654.02,14.266,0,0.01,3.644,0,7.362,0.572,0.659,0.062,0.951,0.042,1.139,0.1,1.371,0.089,2.43,0.128,2.933,0.386,4.106,0.647,4.514,0.442,8.537,1.276,6.399,1.494
808,31.413445,-58.474483,1741.02,1651.96,28.673,0,0.16,2.419,0,16.302,0.569,0.045,0.062,0.048,0.041,0.149,0.1,0.41,0.089,1.663,0.128,1.972,0.386,4.998,0.559,7.558,0.429,18.663,1.785,17.576,2.981
809,31.471054,-58.474354,1198.82,1654.24,4.847,0,0.2,2.202,0,3.142,0.573,0.847,0.062,0.909,0.042,0.972,0.1,0.975,0.089,1.58,0.128,1.796,0.386,1.375,0.562,2.763,0.431,5.197,0.911,2.393,1.033
810,31.511217,-58.474388,820.8,1653.32,7.916,0,0.73,2.219,0,4.392,0.913,0.203,0.062,0.253,0.042,0.458,0.1,0.73,0.09,0.512,0.129,0.35,0.385,0.408,0.656,1.509,0.464,8.608,1.312,9.569,2.187
811,31.491718,-58.474556,1004.32,1650.48,26.974,3,0.01,2.933,0,15.772,0.594,0.404,0.063,0.741,0.042,1.343,0.1,1.46,0.089,2.285,0.128,2.486,0.387,3.168,0.564,5.142,0.432,18.476,1.712,23.0,3.017
