id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2
1056,31.516466,-58.48526,771.63,1457.59,16.977,2,0.43,3.132,0,8.747,0.804,1.026,0.062,1.15,0.042,1.776,0.1,2.076,0.089,2.753,0.128,12.359,0.386,3.798,0.719,5.879,0.632,12.179,1.751,7.536,1.875
1057,31.434414,-58.485218,1543.65,1458.79,19.394,0,0.02,2.634,0,10.904,0.57,1.137,0.065,1.648,0.041,2.763,0.1,4.563,0.091,6.115,0.128,6.508,0.386,7.061,0.569,8.116,0.438,6.951,1.115,6.761,1.862
1058,31.369303,-58.485226,2156.28,1458.29,8.503,0,0.03,2.431,0,5.085,0.573,1.031,0.063,1.366,0.042,1.746,0.1,2.665,0.089,3.694,0.128,3.488,0.387,3.539,0.566,4.265,0.433,2.334,0.852,2.63,1.015
1059,31.450489,-58.485226,1392.41,1458.64,7.783,0,0.05,2.526,0,4.388,0.569,0.002,0.062,0.005,0.041,-0.06,0.1,0.113,0.089,0.189,0.128,0.617,0.386,-0.031,0.566,0.26,0.428,2.399,0.803,4.323,1.702
1060,31.479227,-58.485306,1122.0,1457.1,12.128,0,0.13,2.327,0,7.1,0.572,1.128,0.062,1.478,0.042,3.223,0.1,3.974,0.089,4.911,0.128,5.442,0.385,5.599,0.565,5.046,0.426,4.043,0.957,5.904,1.533
1061,31.426229,-58.485374,1620.66,1455.97,6.603,0,0.16,2.402,0,3.942,0.57,0.312,0.062,0.482,0.042,0.558,0.1,0.553,0.089,1.002,0.128,1.058,0.386,2.107,0.562,2.036,0.431,3.842,0.729,3.885,1.357
1062,31.486382,-58.485382,1054.69,1455.67,3.794,0,0.61,2.24,0,2.4,0.568,0.609,0.063,0.827,0.042,0.836,0.1,0.954,0.089,1.038,0.128,1.022,0.387,2.225,0.567,2.058,0.438,0.388,0.501,0.277,0.926
1063,31.379602,-58.485458,2059.37,1454.21,4.877,0,0.56,2.609,0,2.757,0.567,0.513,0.062,0.55,0.042,0.753,0.1,1.114,0.089,1.686,0.128,1.636,0.386,1.588,0.563,1.364,0.427,1.719,0.604,0.449,0.465
1064,31.430079,-58.485481,1584.45,1454.06,3.208,0,0.51,1.885,0,2.342,0.57,0.17,0.063,0.204,0.041,0.27,0.1,0.312,0.089,0.504,0.132,0.844,0.386,1.413,0.569,1.965,0.432,2.931,0.745,2.867,1.13
1065,31.42034,-58.485668,1676.07,1450.68,25.858,0,0.01,2.854,0,13.866,0.572,-0.03,0.063,0.108,0.042,0.205,0.1,0.155,0.089,0.642,0.128,0.904,0.386,3.335,0.572,4.832,0.437,23.813,1.929,31.487,3.699
1066,31.477268,-58.48563,1140.44,1451.28,19.412,0,0.04,2.46,0,11.01,0.568,-0.021,0.062,0.101,0.043,0.217,0.1,0.442,0.089,1.359,0.128,2.215,0.386,4.494,0.562,5.453,0.429,12.163,1.591,10.508,2.185
1067,31.489014,-58.48555,1029.92,1452.62,6.34,0,0.61,1.839,0,4.43,0.566,0.412,0.062,0.487,0.041,0.524,0.1,0.7,0.089,1.1,0.128,1.194,0.386,2.291,0.557,3.59,0.429,5.16,1.152,5.117,1.789
1068,31.359364,-58.485485,2249.78,1453.56,2.9,0,0.49,1.855,0,2.012,0.571,0.318,0.062,0.405,0.041,0.631,0.1,0.562,0.089,0.85,0.128,0.385,0.386,0.564,0.703,1.399,0.458,1.019,0.665,5.687,3.897
1069,31.535938,-58.485489,588.42,1453.22,1.522,0,0.5,1.24,0,1.307,0.564,0.605,0.077,0.772,0.053,0.814,0.122,0.93,0.112,0.834,0.18,1.081,0.469,1.45,0.766,2.062,0.505,1.667,0.738,-999.0,9999.0
1070,31.354172,-58.485752,2298.63,1448.66,20.381,0,0.0,3.347,0,10.226,0.569,0.862,0.062,1.02,0.041,1.479,0.1,1.858,0.089,3.597,0.128,3.983,0.386,4.169,0.832,6.022,0.518,8.532,2.181,9.61,5.153
1071,31.54611,-58.485687,492.71,1449.54,15.825,0,0.0,3.631,0,6.953,0.566,0.249,0.077,0.274,0.053,0.382,0.122,0.528,0.109,1.09,0.156,1.7,0.47,0.812,0.574,3.29,0.428,11.176,2.022,-999.0,9999.0
1072,31.441908,-58.485851,1473.14,1447.4,13.122,0,0.26,2.0,0,8.925,0.572,0.187,0.062,0.264,0.041,0.327,0.1,0.611,0.089,1.355,0.128,1.758,0.386,3.099,0.557,3.105,0.434,10.023,1.406,9.897,2.387
1073,31.435184,-58.48592,1536.41,1446.14,27.284,0,0.02,2.617,0,14.911,0.574,0.384,0.062,0.638,0.041,1.221,0.1,2.408,0.091,4.069,0.128,4.297,0.386,5.037,0.558,7.579,0.434,9.295,1.296,7.446,2.085
1074,31.44558,-58.485786,1438.59,1448.56,5.024,0,0.67,1.961,0,4.385,0.569,-0.017,0.062,0.039,0.041,0.092,0.1,0.362,0.089,0.733,0.128,0.607,0.386,2.258,0.576,1.906,0.427,4.203,0.909,5.368,1.797
1075,31.324774,-58.485996,2575.22,1443.87,152.499,0,0.35,3.324,1,70.685,2.195,1.431,0.077,3.213,0.054,11.501,0.122,17.945,0.109,28.182,0.157,30.249,0.472,-999.0,9999.0,-999.0,9999.0,36.904,6.27,-999.0,9999.0
1076,31.464806,-58.48584,1257.7,1447.56,2.561,0,0.49,1.596,0,2.075,0.572,0.064,0.062,0.075,0.041,0.18,0.1,0.123,0.089,0.416,0.128,0.566,0.386,1.331,0.566,1.595,0.437,3.29,0.729,3.543,1.311
1077,31.544985,-58.485996,503.31,1443.95,6.93,0,0.18,2.361,0,4.205,0.564,0.393,0.077,0.501,0.053,0.519,0.122,0.648,0.108,0.929,0.155,1.026,0.469,1.906,0.637,2.456,0.435,3.581,1.156,-999.0,9999.0
1078,31.567232,-58.485836,294.0,1446.48,3.253,0,0.4,1.91,0,2.463,0.568,0.509,0.107,0.808,0.065,0.879,0.172,1.104,0.119,0.952,0.179,9.897,0.543,0.358,0.565,1.372,0.435,-999.0,9999.0,-999.0,9999.0
1079,31.417387,-58.485992,1703.85,1444.79,5.256,0,0.6,2.387,0,3.656,0.571,0.358,0.062,0.433,0.041,0.492,0.1,1.13,0.089,1.435,0.128,1.585,0.386,1.078,0.559,2.472,0.439,1.955,0.542,1.22,0.716
1080,31.466963,-58.486149,1237.41,1441.96,6.674,0,0.05,2.331,0,4.215,0.57,0.026,0.062,-0.009,0.042,-0.066,0.1,0.112,0.089,0.436,0.128,0.895,0.386,0.316,0.567,1.361,0.431,3.025,0.7,6.544,1.891
1081,31.370165,-58.486172,2148.15,1441.24,9.306,0,0.01,2.448,0,5.377,0.567,0.204,0.062,0.389,0.041,0.356,0.1,0.691,0.089,1.002,0.128,2.045,0.386,1.547,0.562,3.385,0.434,7.436,1.334,8.13,1.7
1082,31.38859,-58.486298,1974.79,1439.16,43.962,0,0.4,2.186,0,25.607,0.573,0.252,0.062,1.436,0.041,4.988,0.1,9.31,0.089,20.276,0.128,23.326,0.386,25.478,0.558,29.454,0.427,8.674,1.217,5.949,1.612
1083,31.484543,-58.486141,1072.0,1442.01,2.627,0,0.68,1.53,0,1.898,0.57,0.563,0.066,0.574,0.042,0.412,0.099,0.696,0.089,0.889,0.127,1.271,0.385,1.319,0.561,2.204,0.428,1.585,0.545,2.709,1.032
1084,31.349253,-58.486309,2344.91,1438.56,16.208,0,0.0,2.601,0,10.191,0.569,1.545,0.077,2.183,0.054,4.407,0.122,5.704,0.101,6.878,0.157,7.553,0.472,6.982,1.089,9.087,0.783,3.97,1.435,2.364,3.033
1085,31.371841,-58.486374,2132.38,1437.68,37.232,0,0.07,2.294,0,21.265,0.57,0.253,0.062,1.142,0.041,3.752,0.1,7.091,0.089,16.277,0.128,18.061,0.386,19.385,0.561,23.792,0.427,8.279,1.551,7.067,1.716
1086,31.594067,-58.486576,41.54,1432.66,83.609,0,0.03,3.067,1,40.972,0.565,1.247,0.107,2.001,0.065,3.192,0.172,7.183,0.189,10.998,0.22,18.663,0.67,17.452,0.566,19.747,0.441,-999.0,9999.0,-999.0,9999.0
1087,31.482367,-58.48629,1092.48,1439.34,4.915,0,0.51,1.923,0,3.25,0.571,0.355,0.063,0.466,0.042,0.483,0.1,0.603,0.089,0.853,0.128,0.818,0.387,1.42,0.558,2.401,0.428,1.749,0.638,2.141,1.027
1088,31.449642,-58.486355,1400.37,1438.28,4.128,0,0.64,1.771,0,4.238,0.57,0.111,0.062,0.043,0.041,-0.143,0.1,0.116,0.089,0.185,0.128,1.335,0.386,0.501,0.563,0.853,0.438,3.004,0.865,0.18,1.055
1089,31.502323,-58.486347,904.72,1438.15,7.763,0,0.64,1.761,0,5.152,0.809,0.011,0.062,0.537,0.043,1.468,0.1,1.594,0.089,1.934,0.128,1.629,0.386,2.535,0.563,2.589,0.438,3.526,0.753,4.661,1.332
1090,31.450367,-58.486435,1393.55,1436.89,9.793,0,0.91,0.934,0,7.038,0.567,0.077,0.062,0.094,0.041,-0.02,0.1,0.1,0.089,0.132,0.128,0.913,0.386,0.579,0.561,0.503,0.429,1.475,0.822,0.597,1.276
1091,31.476234,-58.486565,1150.18,1434.44,19.098,0,0.84,1.918,0,11.611,0.573,4.82,0.062,3.227,0.041,3.502,0.1,4.549,0.089,4.822,0.128,4.975,0.386,5.191,0.563,7.346,0.434,20.922,2.153,27.112,3.568
1092,31.325487,-58.486958,2568.48,1426.55,1034.065,0,0.03,4.354,1,383.628,2.073,2.512,0.077,6.519,0.054,29.268,0.122,52.749,0.109,96.386,0.157,109.0,0.472,-999.0,9999.0,-999.0,9999.0,152.266,12.94,-999.0,9999.0
1093,31.461607,-58.486584,1287.8,1434.16,7.793,0,0.62,2.091,0,6.0,0.571,0.663,0.065,0.88,0.043,0.985,0.1,1.169,0.089,1.686,0.128,2.129,0.386,3.067,0.559,3.401,0.438,4.98,0.843,4.928,1.213
1094,31.485722,-58.486595,1060.91,1433.84,18.373,0,0.06,2.381,0,10.142,0.572,1.458,0.062,1.927,0.042,2.541,0.1,4.468,0.089,6.113,0.128,6.289,0.386,8.003,0.562,7.927,0.437,5.221,1.047,4.128,1.458
1095,31.508345,-58.486496,848.07,1435.46,8.968,0,0.82,2.066,0,5.142,0.906,1.325,0.062,1.647,0.042,3.164,0.1,3.867,0.089,4.215,0.128,4.429,0.386,5.262,0.594,4.833,0.436,3.096,0.727,2.673,1.239
1096,31.558228,-58.486603,378.74,1432.84,18.096,0,0.08,2.91,0,9.311,0.566,0.811,0.107,1.51,0.07,1.476,0.172,2.019,0.118,2.813,0.179,9.91,0.534,5.405,0.561,5.98,0.442,12.434,3.807,-999.0,9999.0
1097,31.538824,-58.486958,561.32,1426.76,60.635,0,0.04,3.079,0,28.247,0.568,2.344,0.077,4.885,0.053,11.214,0.122,14.791,0.108,18.697,0.155,19.792,0.469,19.609,0.712,23.202,0.449,11.745,1.9,-999.0,9999.0
1098,31.40032,-58.486824,1864.42,1429.74,26.484,0,0.02,2.501,0,14.483,0.569,0.19,0.062,0.368,0.041,0.372,0.1,0.854,0.089,2.949,0.128,3.925,0.386,4.669,0.558,7.548,0.446,15.021,1.522,11.795,2.223
1099,31.347927,-58.486931,2357.36,1427.36,122.107,0,0.03,3.842,1,52.664,0.588,1.829,0.077,3.454,0.054,10.604,0.122,15.638,0.101,23.648,0.157,24.915,0.473,30.918,1.204,37.998,0.818,20.335,3.885,11.792,5.614
1100,31.401428,-58.486794,1853.99,1430.35,5.281,0,0.11,2.311,0,4.242,0.568,0.541,0.062,0.686,0.041,1.497,0.1,2.038,0.089,2.528,0.128,2.765,0.386,1.831,0.558,2.408,0.427,3.403,0.568,2.585,0.854
1101,31.530874,-58.486862,636.1,1428.62,25.383,0,0.21,2.316,0,14.305,0.565,0.292,0.076,0.256,0.053,0.721,0.122,1.335,0.108,3.396,0.155,4.18,0.48,5.222,0.743,8.674,0.629,16.302,2.215,13.807,3.248
1102,31.592209,-58.486721,59.03,1430.1,13.283,0,0.0,2.498,0,8.455,0.565,0.925,0.107,1.501,0.065,3.705,0.172,3.831,0.189,5.693,0.22,8.724,0.669,5.814,0.561,7.236,0.431,-999.0,9999.0,-999.0,9999.0
1103,31.462223,-58.486832,1282.01,1429.71,12.379,0,0.94,1.001,0,9.061,0.571,0.139,0.068,0.206,0.042,0.113,0.1,0.383,0.089,0.622,0.128,0.471,0.386,0.295,0.564,1.031,0.43,1.15,0.501,3.193,1.069
1104,31.357782,-58.486828,2264.63,1429.35,3.754,0,0.26,1.885,0,2.026,0.565,0.373,0.062,0.431,0.042,0.959,0.1,1.433,0.089,1.902,0.128,2.022,0.386,2.326,0.702,2.485,0.453,1.65,1.425,-3.295,1.575
1105,31.510786,-58.486931,825.1,1427.57,34.292,0,0.93,2.768,0,16.524,0.89,0.217,0.062,0.389,0.041,0.427,0.1,0.547,0.089,1.43,0.128,1.937,0.386,4.791,0.628,6.887,0.469,20.594,2.053,24.569,3.427
1106,31.43924,-58.487148,1498.24,1424.03,57.054,0,0.05,2.37,0,32.478,0.571,-0.083,0.062,0.088,0.041,0.245,0.1,0.745,0.089,2.953,0.128,4.396,0.386,9.025,0.561,14.275,0.442,37.461,2.629,39.239,4.727
1107,31.397835,-58.487038,1887.8,1425.93,6.877,0,0.59,3.417,0,3.132,0.571,0.555,0.062,0.793,0.041,1.02,0.1,1.081,0.089,1.214,0.128,1.118,0.386,2.218,0.567,2.503,0.428,4.202,0.901,3.927,1.243
1108,31.370337,-58.487091,2146.51,1424.71,7.305,0,0.02,2.083,0,4.437,0.571,-0.006,0.063,0.068,0.043,0.309,0.1,0.528,0.089,2.432,0.157,3.108,0.387,4.218,0.563,4.655,0.434,2.775,0.787,1.047,0.757
1109,31.419859,-58.487244,1680.58,1422.26,36.748,0,0.06,2.845,0,18.645,0.569,0.083,0.062,0.164,0.041,0.385,0.1,0.555,0.089,1.885,0.138,3.315,0.386,5.748,0.56,8.528,0.428,22.803,1.803,22.602,3.362
1110,31.372927,-58.487125,2122.14,1424.11,13.901,0,0.98,1.078,0,9.27,0.57,0.054,0.063,0.054,0.041,0.07,0.1,0.057,0.089,0.056,0.128,0.072,0.386,0.376,0.565,0.319,0.427,-0.25,0.074,3.013,0.893
1111,31.593149,-58.487385,50.21,1418.14,32.824,0,0.05,2.586,1,18.352,0.563,2.703,0.107,5.289,0.065,10.923,0.172,11.691,0.189,14.093,0.22,18.546,0.67,13.819,0.559,17.028,0.436,-999.0,9999.0,-999.0,9999.0
1112,31.368078,-58.48735,2167.76,1420.04,7.05,0,0.01,2.443,0,4.137,0.569,0.135,0.063,0.34,0.042,0.96,0.1,1.425,0.089,2.207,0.128,1.732,0.386,2.36,0.565,3.061,0.437,0.553,0.497,-2.174,0.559
1113,31.587498,-58.487411,103.39,1417.74,37.795,0,0.03,2.86,0,19.042,0.567,2.019,0.107,3.018,0.065,4.639,0.172,7.616,0.154,10.639,0.22,9.638,0.67,12.946,0.563,13.174,0.436,-999.0,9999.0,-999.0,9999.0
1114,31.570946,-58.487484,259.1,1416.78,12.285,0,0.09,2.268,0,7.465,0.567,-0.01,0.107,0.084,0.065,-0.095,0.172,-0.053,0.153,0.295,0.22,-0.132,0.669,1.789,0.558,2.631,0.428,-999.0,9999.0,-999.0,9999.0
1115,31.456875,-58.487743,1332.33,1413.28,20.002,0,0.03,2.843,0,10.6,0.568,0.726,0.063,1.028,0.042,1.167,0.1,1.442,0.089,2.432,0.128,3.674,0.387,5.785,0.559,5.804,0.433,12.748,1.409,10.616,2.299
1116,31.470783,-58.487747,1201.48,1413.16,6.757,0,0.0,3.444,0,3.317,0.567,0.642,0.062,0.994,0.041,2.034,0.1,2.133,0.093,2.417,0.128,2.444,0.386,2.908,0.567,1.956,0.429,0.58,0.323,1.003,0.654
1117,31.544533,-58.487885,507.63,1409.97,34.087,0,0.08,3.436,0,15.526,0.568,1.124,0.077,1.569,0.053,2.348,0.122,4.111,0.108,7.147,0.155,7.643,0.469,9.323,0.663,10.145,0.446,11.436,2.051,-999.0,9999.0
1118,31.427441,-58.487827,1609.26,1411.79,6.833,0,0.01,2.575,0,3.703,0.574,0.228,0.062,0.247,0.041,0.257,0.1,0.38,0.089,0.811,0.128,1.29,0.386,2.391,0.566,1.569,0.427,2.289,0.657,0.451,0.751
1119,31.432867,-58.488216,1558.19,1404.82,132.1,0,0.03,3.625,0,55.317,0.569,0.064,0.062,0.139,0.041,0.302,0.1,1.104,0.089,4.159,0.128,6.298,0.386,15.254,0.568,21.979,0.432,66.716,3.26,60.514,4.96
1120,31.491499,-58.488014,1006.58,1408.28,50.662,0,0.27,2.343,0,27.935,0.588,0.005,0.062,0.102,0.041,0.359,0.1,0.774,0.089,3.102,0.128,5.057,0.386,8.773,0.562,12.324,0.428,29.841,2.703,27.458,3.759
1121,31.419682,-58.487934,1682.24,1409.85,18.533,0,0.07,2.552,0,10.618,0.57,-0.003,0.062,0.099,0.041,0.186,0.1,0.281,0.089,1.07,0.128,2.051,0.386,2.359,0.566,4.189,0.435,11.498,1.2,9.592,2.02
1122,31.481754,-58.488007,1098.26,1408.43,30.002,0,0.21,2.357,0,16.923,0.572,1.631,0.062,2.967,0.041,3.045,0.1,3.46,0.089,5.462,0.128,5.522,0.386,5.691,0.575,8.275,0.43,20.449,2.109,24.173,3.512
1123,31.399158,-58.487942,1875.34,1409.64,4.241,0,0.55,2.067,0,2.515,0.571,0.661,0.062,0.734,0.041,0.796,0.1,0.982,0.089,1.687,0.128,1.52,0.386,2.246,0.568,1.991,0.429,1.923,0.549,0.213,0.412
1124,31.35277,-58.489689,2311.73,1377.81,2669.366,0,0.03,6.145,0,742.288,0.568,6.584,0.062,19.527,0.041,88.432,0.107,159.193,0.09,259.349,0.128,284.264,0.386,336.599,0.865,482.58,0.533,276.135,11.151,235.523,23.15
1125,31.398317,-58.488331,1883.24,1402.63,5.951,0,0.18,2.443,0,3.754,0.572,0.35,0.062,0.48,0.041,0.607,0.1,0.803,0.089,1.702,0.128,1.637,0.386,2.226,0.568,2.056,0.428,3.727,0.821,1.622,0.832
1126,31.430927,-58.488419,1576.46,1401.19,38.922,0,0.03,3.569,0,16.697,0.569,-0.028,0.062,0.272,0.041,0.634,0.1,0.782,0.089,1.74,0.128,2.734,0.386,3.527,0.561,6.775,0.441,19.702,1.73,17.201,2.527
1127,31.57938,-58.48822,179.78,1403.38,3.149,0,0.64,1.889,0,2.164,0.564,0.212,0.107,0.173,0.065,0.107,0.172,0.223,0.154,0.373,0.22,0.483,0.67,1.213,0.565,1.367,0.429,-999.0,9999.0,-999.0,9999.0
1128,31.343998,-58.488697,2394.28,1395.53,69.338,0,0.03,2.763,1,36.991,0.63,0.134,0.077,0.499,0.054,1.979,0.123,4.643,0.106,11.22,0.157,13.708,0.473,17.516,1.447,25.836,1.601,27.254,5.804,18.298,7.364
1129,31.574425,-58.488583,226.43,1396.92,21.788,0,0.95,2.065,0,12.698,0.568,-0.087,0.107,0.083,0.065,0.348,0.172,0.694,0.154,2.625,0.22,3.639,0.67,4.935,0.559,6.446,0.432,-999.0,9999.0,-999.0,9999.0
1130,31.44902,-58.488453,1406.22,1400.54,462.179,0,0.98,2.149,0,260.418,0.57,1.048,0.062,5.807,0.041,24.177,0.1,48.44,0.089,157.223,0.128,187.346,0.386,228.561,0.56,267.984,0.427,106.907,4.204,72.415,5.798
1131,31.408958,-58.488758,1783.13,1394.98,17.398,0,0.04,2.48,0,9.962,0.57,0.625,0.062,0.667,0.042,0.895,0.1,1.45,0.089,3.21,0.128,4.087,0.386,3.928,0.563,5.704,0.432,9.096,1.171,6.384,1.679
1132,31.57085,-58.488636,260.05,1396.05,21.668,0,0.06,2.393,0,12.057,0.564,0.961,0.107,1.611,0.065,4.096,0.172,5.738,0.154,7.274,0.22,8.922,0.67,8.632,0.563,10.089,0.427,-999.0,9999.0,-999.0,9999.0
1133,31.439447,-58.4888,1496.29,1394.3,9.16,0,0.47,1.936,0,5.797,0.573,0.022,0.072,0.13,0.042,0.517,0.1,1.033,0.089,3.513,0.128,4.159,0.387,4.223,0.564,5.966,0.433,2.651,0.831,1.108,1.125
1134,31.452911,-58.488728,1369.62,1395.6,2.919,0,0.61,1.804,0,2.481,0.567,0.0,0.062,0.053,0.041,0.13,0.1,0.11,0.089,0.547,0.127,0.597,0.385,0.917,0.56,0.067,0.45,0.122,0.331,0.426,0.643
1135,31.583578,-58.488655,140.31,1395.45,3.992,0,0.21,1.842,0,2.607,0.561,0.151,0.107,0.163,0.065,0.246,0.172,0.739,0.154,0.97,0.22,0.774,0.67,1.378,0.566,1.575,0.427,-999.0,9999.0,-999.0,9999.0
1136,31.394688,-58.488941,1917.4,1391.64,3.368,0,0.57,2.088,0,2.435,0.573,0.597,0.062,0.833,0.041,1.019,0.1,1.038,0.089,1.337,0.128,1.795,0.386,1.78,0.566,2.094,0.44,3.064,0.683,2.299,1.077
1137,31.475149,-58.488281,1160.4,1403.58,11.487,0,1.0,0.989,0,7.685,0.572,-0.113,0.062,-0.017,0.041,-0.083,0.1,0.036,0.089,-0.166,0.128,0.091,0.387,-0.418,0.571,0.098,0.437,-0.899,0.156,-5.478,0.125
1138,31.436485,-58.489017,1524.16,1390.36,7.338,0,0.83,0.851,0,4.597,0.572,0.067,0.063,0.012,0.042,0.044,0.1,0.054,0.089,0.026,0.128,-0.059,0.386,-0.15,0.566,-0.34,0.428,-0.199,0.632,0.552,1.095
1139,31.553936,-58.489468,419.2,1381.39,162.281,0,0.03,3.296,0,73.202,0.566,1.454,0.076,2.155,0.053,3.95,0.122,6.174,0.108,16.439,0.155,20.307,0.468,24.494,0.567,34.23,0.433,70.887,6.372,-999.0,9999.0
1140,31.381466,-58.489223,2041.77,1386.47,15.989,0,0.0,2.888,0,8.554,0.57,0.56,0.064,0.906,0.041,1.303,0.1,2.646,0.089,4.023,0.128,4.205,0.386,5.324,0.562,5.542,0.427,4.592,1.032,3.926,1.306
1141,31.359486,-58.489342,2248.56,1384.08,21.48,0,0.0,3.244,0,10.987,0.568,0.961,0.062,1.095,0.042,1.609,0.1,2.312,0.089,4.588,0.128,5.535,0.386,5.049,0.695,7.594,0.45,9.318,1.97,10.838,5.461
1142,31.42251,-58.489319,1655.64,1384.97,63.663,0,0.97,2.074,0,37.792,0.571,-0.067,0.063,0.541,0.041,2.425,0.1,4.964,0.089,21.583,0.128,27.359,0.386,35.735,0.565,41.144,0.441,16.39,1.784,11.185,2.25
1143,31.487749,-58.489162,1041.87,1387.63,3.449,0,0.52,1.4,0,1.931,0.573,0.011,0.062,0.087,0.042,0.587,0.1,0.544,0.089,1.988,0.128,2.985,0.386,2.362,0.561,3.859,0.427,4.939,1.234,1.314,1.144
1144,31.453661,-58.489342,1362.58,1384.55,9.982,0,0.99,0.902,0,7.098,0.572,-0.117,0.062,0.003,0.041,-0.001,0.1,-0.035,0.089,-0.121,0.128,0.023,0.386,-0.602,0.564,-0.846,0.438,-0.601,0.185,-2.338,0.61
1145,31.561806,-58.489403,345.17,1382.41,13.062,0,0.0,2.905,0,7.537,0.565,0.36,0.107,0.565,0.065,0.569,0.172,0.614,0.119,0.974,0.179,0.657,0.543,1.987,0.567,3.413,0.427,8.967,3.203,-999.0,9999.0
1146,31.486023,-58.489624,1058.12,1379.29,24.212,0,0.08,2.276,0,13.956,0.575,-0.183,0.063,0.053,0.042,0.187,0.1,0.236,0.089,1.204,0.128,2.122,0.387,4.161,0.561,6.039,0.434,16.839,1.921,13.611,2.497
1147,31.521051,-58.48946,728.57,1381.98,6.931,0,0.12,2.38,0,3.661,0.688,0.99,0.077,1.242,0.053,1.416,0.122,1.444,0.1,2.221,0.155,2.827,0.469,2.044,0.802,1.905,0.821,4.694,0.98,5.074,1.719
1148,31.369179,-58.489464,2157.37,1382.0,2.927,0,0.5,1.844,0,2.127,0.567,0.536,0.062,0.656,0.041,0.778,0.1,0.764,0.089,0.96,0.128,1.673,0.386,1.505,0.564,2.065,0.436,0.842,0.439,0.629,1.203
1149,31.493599,-58.489578,986.84,1380.1,17.234,0,0.12,2.474,0,9.589,0.604,1.1,0.062,1.566,0.041,3.366,0.1,4.292,0.089,5.453,0.128,5.641,0.386,5.737,0.572,6.866,0.434,2.247,0.631,3.315,1.121
1150,31.568819,-58.489395,279.18,1382.38,1.943,0,0.5,1.385,0,1.659,0.565,0.579,0.107,0.788,0.065,0.893,0.172,0.917,0.139,1.353,0.212,17.01,0.615,1.156,0.563,2.089,0.431,-999.0,9999.0,-999.0,9999.0
1151,31.478075,-58.489555,1132.89,1380.56,6.68,0,0.74,2.311,0,3.721,0.572,0.094,0.062,0.295,0.041,0.957,0.1,1.72,0.089,3.087,0.128,3.202,0.386,4.26,0.561,3.403,0.427,1.732,0.614,1.178,0.685
1152,31.390741,-58.489693,1954.5,1378.08,10.42,0,0.02,2.711,0,5.616,0.572,1.3,0.063,1.593,0.042,1.859,0.1,3.113,0.089,4.28,0.128,4.654,0.387,4.249,0.564,4.428,0.437,4.645,0.933,4.325,1.611
1153,31.423944,-58.489689,1642.14,1378.3,13.079,0,0.0,3.065,0,6.927,0.572,0.098,0.063,0.041,0.042,0.066,0.1,0.273,0.089,0.971,0.128,2.016,0.386,2.771,0.57,3.575,0.435,6.273,0.91,5.115,1.253
1154,31.425493,-58.48975,1627.56,1377.21,23.739,0,0.01,2.566,0,13.299,0.572,0.652,0.064,0.941,0.041,1.146,0.1,1.46,0.089,3.592,0.128,4.435,0.386,5.573,0.567,7.611,0.437,12.746,1.515,9.749,2.053
1155,31.44124,-58.489666,1479.42,1378.7,10.689,0,0.01,2.243,0,6.535,0.569,0.265,0.062,0.378,0.042,0.403,0.1,0.451,0.089,0.575,0.128,0.93,0.386,1.536,0.564,1.333,0.435,10.005,1.303,9.086,2.2
1156,31.437311,-58.48991,1516.39,1374.34,5.653,2,0.01,2.621,0,3.518,0.57,0.312,0.062,0.462,0.041,0.509,0.1,0.548,0.089,0.807,0.128,0.726,0.386,1.171,0.566,2.472,0.428,1.61,0.659,-0.176,0.747
1157,31.440022,-58.489983,1490.89,1373.0,13.812,0,0.04,2.312,0,8.234,0.574,-0.099,0.062,0.046,0.041,0.012,0.1,0.188,0.089,0.609,0.128,0.66,0.386,1.891,0.564,3.121,0.451,9.119,1.249,8.239,2.074
1158,31.438433,-58.489937,1505.84,1373.85,2.633,0,0.56,1.9,0,2.442,0.567,-0.022,0.063,0.056,0.043,0.123,0.1,0.111,0.089,0.281,0.128,0.513,0.386,1.281,0.567,1.335,0.455,1.281,0.509,1.134,0.781
1159,31.568623,-58.490051,281.05,1370.58,4.435,0,0.71,1.724,0,3.02,0.565,0.075,0.107,0.378,0.065,0.859,0.172,1.353,0.139,1.516,0.203,18.512,0.585,1.181,0.56,1.525,0.465,-999.0,9999.0,-999.0,9999.0
1160,31.388252,-58.490143,1977.92,1369.93,3.82,0,0.55,2.06,0,1.999,0.567,0.052,0.063,0.044,0.042,-0.013,0.1,0.146,0.089,0.245,0.128,0.676,0.387,0.541,0.561,2.19,0.433,5.087,1.138,6.031,2.032
1161,31.535679,-58.49033,590.98,1366.12,38.747,0,0.0,4.396,0,14.548,0.566,0.214,0.077,0.138,0.053,0.016,0.122,0.396,0.108,1.143,0.155,2.36,0.469,3.985,0.781,5.256,0.511,22.096,2.156,28.977,6.481
