col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
76,-1.0,1.498,1.916,1.228545,1.33,1.691406,1.426,0.916,1.096,1.72,0.917,2.165,0.808,2.542,7,0.609845,1.425,0.999,1.4472
77,-1.0,0.348,0.268,1.309624,0.348,1.309624,0.312,0.996,0.176,0.44,0.075,0.51,0.023,0.569,5,0.437397,0.3115,1.0,0.0935
78,-1.0,3.583,3.151,4.18423,0.489,7.760834,1.198,0.352,0.459,2.245,0.315,3.167,0.133,3.786,7,25.0925,1.1949,0.998,0.5433
79,-1.0,0.335,1.48,6.453836,0.348,6.474888,0.648,0.623,0.259,0.996,0.096,2.384,0.021,3.55,7,11.7564,0.6374,0.996,0.7163
80,-1.0,0.645,0.736,5.915022,0.661,5.922513,0.683,0.873,0.446,0.896,0.239,1.165,0.141,2.281,7,3.63771,0.6711,0.991,0.6845
81,-1.0,0.711,0.875,10.858,0.711,10.858,0.843,0.992,0.722,0.947,0.686,1.119,0.651,1.368,7,2.0085,0.8424,0.999,0.9673
82,-1.0,0.549,0.408,4.778341,0.549,4.778341,0.451,0.938,0.278,0.617,0.131,0.763,0.046,0.963,7,1.19394,0.4505,0.999,0.5657
83,-1.0,4.374,3.831,5.343588,0.678,9.222964,1.062,0.751,0.636,1.301,0.556,2.845,0.497,4.066,7,14.0782,1.0469,0.994,0.6622
84,-1.0,0.335,0.27,1.602593,0.116,3.864119,0.15,0.999,0.068,0.234,0.029,0.324,0.012,0.392,7,0.354522,0.1502,1.0,0.0451
85,-1.0,0.01,0.024,34.19701,0.02,35.35042,0.034,1.0,0.013,0.057,0.01,0.091,0.01,0.142,7,1.21331,0.0337,1.0,0.052
86,-1.0,4.216,3.047,5.314047,0.872,5.755874,1.034,0.933,0.791,1.267,0.68,1.799,0.553,2.92,7,3.90916,1.0283,0.997,1.0024
87,-1.0,0.01,0.124,7.617087,0.072,8.907311,0.309,0.698,0.056,0.61,0.018,0.675,0.01,1.003,7,6.39604,0.3072,0.997,0.5892
88,-1.0,0.678,1.159,3.351376,0.678,3.351376,0.843,0.912,0.604,1.078,0.418,1.335,0.25,2.584,6,2.97981,0.833,0.993,0.5031
89,-1.0,0.295,0.348,52.90371,0.321,52.96927,0.348,0.933,0.199,0.463,0.094,0.89,0.025,2.288,7,32.2513,0.3412,0.996,0.0429
90,-1.0,0.335,0.869,18.64155,0.361,18.70982,0.558,0.759,0.279,0.84,0.156,1.534,0.059,3.021,7,19.3521,0.5232,0.981,0.5766
91,-1.0,0.361,0.793,10.99316,0.403,11.04299,0.464,0.863,0.253,0.655,0.11,1.007,0.033,2.414,7,7.75722,0.4515,0.992,0.1002
92,-1.0,2.469,2.487,5.576723,0.431,6.188743,0.715,0.654,0.339,1.065,0.181,2.511,0.06,3.497,7,9.78851,0.5339,0.905,0.3829
93,-1.0,0.051,0.081,9.117009,0.072,9.517706,0.115,0.998,0.048,0.19,0.018,0.288,0.01,0.361,7,0.970415,0.1154,1.0,0.1158
94,-1.0,0.711,2.84,10.88374,0.711,10.88374,1.08,0.875,0.696,1.467,0.675,2.555,0.67,3.473,7,12.91,1.0752,0.998,1.0776
95,-1.0,0.196,0.379,29.42329,0.22,29.5152,0.476,0.748,0.183,0.76,0.08,1.004,0.021,1.991,6,29.4496,0.4717,0.997,0.3305
96,-1.0,0.678,0.83,19.83503,0.678,19.83503,0.779,0.976,0.643,0.941,0.588,1.166,0.528,1.336,7,4.78643,0.7785,0.999,0.7063
97,-1.0,0.01,0.08,0.3910219,0.083,1.853879,0.107,1.0,0.042,0.173,0.014,0.226,0.01,0.284,5,0.328723,0.1065,1.0,0.0877
98,-1.0,2.469,2.027,2.770918,0.474,3.96533,0.469,0.992,0.404,0.521,0.342,0.624,0.214,1.322,7,1.11312,0.4647,0.995,0.489
99,-1.0,3.769,3.565,6.539346,1.195,13.49348,1.799,0.398,1.097,2.834,0.593,3.51,0.503,4.107,7,33.5347,1.7942,0.997,1.5506
100,-1.0,0.817,0.77,21.5949,0.817,21.5949,0.757,0.997,0.642,0.864,0.557,0.926,0.258,0.993,7,4.3945,0.7576,0.998,0.5719
101,-1.0,0.348,0.357,138.0819,0.348,138.0819,0.362,1.0,0.303,0.425,0.25,0.494,0.194,0.532,7,11.6675,0.3622,0.998,0.3347
102,-1.0,1.523,2.337,25.63694,1.473,25.6792,1.669,0.905,1.312,2.017,1.145,2.674,1.045,3.636,7,18.548,1.6651,0.997,1.2915
103,-1.0,0.01,0.278,5.823985,0.245,6.710612,0.384,0.809,0.16,0.614,0.055,0.874,0.013,1.315,7,3.04519,0.3812,0.997,0.2597
104,-1.0,0.01,0.019,21.11454,0.02,22.69006,0.024,1.0,0.012,0.04,0.01,0.055,0.01,0.074,7,0.36318,0.0238,1.0,0.0354
105,-1.0,4.374,3.937,7.268772,0.967,13.83359,1.408,0.569,0.831,2.116,0.638,3.417,0.482,4.372,7,24.4711,1.4003,0.997,0.7464
106,-1.0,0.348,0.264,5.603789,0.335,5.638799,0.254,1.0,0.132,0.372,0.046,0.439,0.013,0.487,7,0.754218,0.2542,1.0,0.3664
107,-1.0,0.534,0.422,10.61795,0.534,10.61795,0.467,0.945,0.343,0.578,0.103,0.634,0.029,0.689,7,2.32726,0.4673,1.0,0.5314
108,-1.0,0.01,0.089,12.7305,0.094,14.00878,0.129,0.997,0.055,0.202,0.018,0.283,0.01,0.398,7,1.43096,0.1293,1.0,0.0578
109,-1.0,0.051,0.191,0.8058041,0.27,1.518905,0.258,0.987,0.126,0.381,0.043,0.505,0.012,0.82,7,0.299529,0.2534,0.99,0.282
110,-1.0,0.02,0.755,9.588025,0.504,10.47674,0.597,0.716,0.254,0.852,0.081,2.078,0.017,2.697,7,10.3004,0.5922,0.998,0.645
111,-1.0,0.711,2.06,13.67502,0.711,13.67502,1.006,0.781,0.671,1.363,0.47,2.323,0.29,3.258,7,14.2159,1.0004,0.996,3.5086
112,-1.0,0.232,0.195,8.672575,0.245,8.69879,0.231,1.0,0.146,0.314,0.059,0.378,0.015,0.45,7,0.944528,0.2309,1.0,0.2049
113,-1.0,1.353,1.287,3.279001,0.711,8.023807,1.019,0.975,0.8,1.291,0.694,1.442,0.671,1.546,7,1.46912,1.0196,0.999,1.3034
114,-1.0,0.645,0.613,0.6540498,0.628,0.6807579,0.612,0.977,0.488,0.746,0.277,0.829,0.104,0.911,7,0.156794,0.612,0.999,0.8303
115,-1.0,0.596,0.96,5.895915,0.596,5.895915,0.865,0.909,0.567,1.202,0.527,1.514,0.364,1.764,7,2.36099,0.605,0.56,0.6603
116,-1.0,0.549,2.454,13.77224,0.549,13.77224,0.879,0.47,0.35,1.479,0.144,2.854,0.036,3.81,7,33.52,0.8693,0.997,1.4679
117,-1.0,3.583,3.51,9.984303,3.149,11.78634,2.998,0.943,2.429,3.506,1.995,3.792,1.184,4.127,7,10.7161,2.9994,0.997,2.9763
118,-1.0,2.109,2.08,4.86897,2.048,4.926572,1.912,1.0,1.681,2.133,1.542,2.26,1.415,2.366,7,1.82229,1.9122,0.999,1.8439
119,-1.0,0.58,0.829,3.500763,0.645,3.517952,0.7,0.695,0.376,1.093,0.139,1.581,0.035,2.645,7,4.02908,0.6877,0.993,1.2997
120,-1.0,0.711,0.73,0.1471427,0.711,0.1471427,0.713,0.996,0.598,0.83,0.456,0.912,0.279,0.995,7,0.0264504,0.7129,0.999,0.795
121,-1.0,1.33,1.29,16.6903,1.33,16.6903,1.187,0.947,0.955,1.388,0.696,1.515,0.671,1.636,7,4.73734,1.1865,0.999,0.9579
122,-1.0,1.523,3.485,0.7540288,1.261,1.198882,1.388,0.83,1.013,1.739,0.622,2.607,0.376,3.406,7,0.920963,1.3821,0.996,0.9976
123,-1.0,0.781,2.542,4.552717,0.817,4.563429,1.31,0.549,0.744,1.967,0.447,3.013,0.177,4.424,7,11.045,1.2934,0.994,1.8173
124,-1.0,3.583,2.942,10.10611,0.403,11.33217,1.105,0.264,0.35,2.205,0.167,3.292,0.058,4.039,7,54.8784,1.0972,0.997,1.4298
125,-1.0,0.321,0.337,61.30649,0.335,61.31281,0.346,0.999,0.272,0.422,0.205,0.5,0.141,0.605,7,7.11693,0.3456,0.998,0.2841
126,-1.0,0.678,0.88,4.20267,0.678,4.20267,0.845,0.971,0.656,1.043,0.547,1.236,0.42,1.433,7,1.16587,0.8444,0.998,1.1721
127,-1.0,1.088,3.018,12.44346,1.088,12.44346,1.105,0.991,0.973,1.217,0.849,1.408,0.74,2.724,7,6.22599,1.098,0.994,1.1326
128,-1.0,0.335,0.281,18.85222,0.348,18.88392,0.324,0.99,0.178,0.45,0.089,0.578,0.035,0.641,7,2.93134,0.3241,1.0,0.2305
129,-1.0,0.348,1.78,2.475966,0.389,2.546394,0.645,0.656,0.277,0.973,0.111,2.402,0.027,3.46,7,5.1204,0.6355,0.997,0.2846
130,-1.0,0.403,0.893,10.07579,0.417,10.09739,0.803,0.353,0.329,1.481,0.145,1.77,0.044,1.943,7,19.5889,0.8023,0.999,0.3636
131,-1.0,0.072,0.46,13.15146,0.403,13.76923,0.496,0.742,0.212,0.747,0.075,1.339,0.017,2.382,7,11.3458,0.4861,0.994,0.3011
132,-1.0,1.007,2.371,10.02033,1.007,10.02033,1.129,0.853,0.835,1.541,0.724,1.936,0.258,2.616,6,13.1378,1.1261,0.992,0.969
133,-1.0,3.583,2.664,2.690502,0.628,2.75166,0.892,0.761,0.525,1.216,0.377,2.4,0.175,3.398,7,3.55741,0.8824,0.996,0.9069
134,-1.0,0.083,0.126,8.617738,0.127,8.841593,0.153,1.0,0.077,0.233,0.031,0.302,0.012,0.355,7,0.783101,0.1533,1.0,0.2486
135,-1.0,2.3,2.376,12.84388,2.078,13.77217,1.966,0.907,1.563,2.342,1.006,2.612,0.712,3.039,7,9.82336,1.9643,0.998,1.5179
136,-1.0,0.694,1.247,9.907994,0.694,9.907994,0.913,0.878,0.679,1.218,0.515,1.582,0.425,2.889,7,9.60598,0.9061,0.996,0.7059
137,-1.0,0.321,1.016,34.4418,0.335,34.46076,0.51,0.784,0.244,0.706,0.124,2.082,0.037,3.196,7,36.5791,0.4965,0.994,0.8798
138,-1.0,0.01,0.012,82.97407,0.01,82.97407,0.014,1.0,0.011,0.028,0.01,0.037,0.01,0.051,7,0.850772,0.01,1.0,0.0112
139,-1.0,0.628,0.62,0.6373518,0.596,0.7175512,0.59,0.999,0.481,0.694,0.374,0.804,0.288,0.884,7,0.106912,0.5896,0.999,0.4832
140,-1.0,1.261,2.125,0.5019489,1.239,0.5410757,1.376,0.94,1.14,1.599,1.044,2.211,0.943,2.977,7,0.562371,1.3729,0.998,1.1529
141,-1.0,0.01,0.029,29.87325,0.02,30.66466,0.041,1.0,0.015,0.069,0.011,0.107,0.01,0.149,6,1.50412,0.0407,1.0,0.0181
142,-1.0,1.759,1.93,4.119528,1.449,4.289293,1.387,0.663,0.868,1.878,0.695,2.394,0.459,3.124,7,4.56584,1.3824,0.997,0.8457
143,-1.0,0.967,1.509,12.97503,0.967,12.97503,1.185,0.774,0.816,1.671,0.705,2.031,0.402,2.619,7,11.2682,1.181,0.996,1.0012
144,-1.0,1.007,3.122,7.691772,0.89,7.71026,1.218,0.61,0.696,1.77,0.299,2.785,0.069,4.006,7,13.1322,1.2064,0.995,0.9631
145,-1.0,2.172,2.2,18.26881,2.109,18.4394,1.752,0.841,1.341,2.199,0.749,2.406,0.69,2.987,7,14.3032,1.7475,0.996,1.2465
146,-1.0,2.235,2.109,9.242293,0.948,12.25899,1.524,0.669,0.948,1.999,0.783,2.378,0.702,2.737,7,8.2739,1.5215,0.998,1.3698
147,-1.0,1.261,2.726,2.406224,1.239,2.465273,1.365,0.892,1.086,1.602,0.93,2.429,0.819,3.037,7,1.56852,1.362,0.998,1.2603
148,-1.0,0.01,0.635,11.9802,0.729,13.1167,0.696,0.608,0.241,0.991,0.083,2.073,0.017,2.488,7,15.4588,0.6917,0.998,0.5845
149,-1.0,0.504,0.8,41.06777,0.504,41.06777,0.614,0.902,0.438,0.733,0.352,1.438,0.268,2.511,7,28.1095,0.6021,0.993,0.4611
150,-1.0,0.161,0.195,21.81779,0.173,21.84499,0.202,0.999,0.104,0.31,0.045,0.385,0.013,0.441,7,2.36315,0.2016,1.0,0.3541
151,-1.0,0.01,0.821,0.6321212,0.519,0.7869844,0.608,0.738,0.276,0.869,0.094,1.882,0.02,2.48,7,0.935525,0.6051,0.999,0.1112
152,-1.0,0.729,1.035,28.3019,0.729,28.3019,0.817,0.984,0.709,0.909,0.674,1.117,0.501,2.375,7,13.8237,0.8082,0.989,0.8077
153,-1.0,0.335,0.271,15.0302,0.335,15.0302,0.304,0.997,0.209,0.391,0.096,0.459,0.025,0.537,7,1.96272,0.3037,0.999,0.3294
154,-1.0,2.3,2.198,4.875442,0.729,9.98176,1.464,0.432,0.765,2.245,0.698,2.45,0.672,2.578,7,11.5219,1.4624,0.999,1.3385
155,-1.0,0.335,0.279,4.858377,0.348,4.867177,0.319,0.994,0.179,0.454,0.082,0.535,0.026,0.587,6,0.928533,0.3192,1.0,0.205
156,-1.0,0.628,0.718,0.8971351,0.628,0.8971351,0.681,0.976,0.54,0.838,0.467,1.044,0.401,1.237,7,0.2377,0.6806,0.999,0.89
157,-1.0,2.434,2.56,0.6147608,2.367,0.9109505,2.227,0.907,2.086,2.468,1.274,2.562,0.477,3.024,7,2.53172,2.2367,0.991,2.3327
158,-1.0,0.694,0.797,3.62443,0.694,3.62443,0.764,0.983,0.623,0.911,0.504,1.116,0.402,1.29,7,1.04259,0.7639,0.999,0.791
159,-1.0,0.295,0.272,39.79409,0.161,40.09149,0.161,1.0,0.148,0.175,0.144,0.181,0.135,0.194,13,0.236968,0.1614,0.998,0.153
160,-1.0,1.871,1.822,1.765497,0.967,1.961287,1.288,0.754,0.864,1.766,0.731,2.174,0.57,2.772,7,2.15994,1.2853,0.996,1.9513
161,-1.0,5.177,4.026,2.97023,1.195,3.324334,1.373,0.958,1.127,1.608,1.02,1.981,0.556,3.252,6,4.33766,1.3483,0.967,1.5163
162,-1.0,2.3,2.762,12.13563,2.048,12.51815,1.823,0.678,1.143,2.387,0.704,3.184,0.396,3.829,7,17.0015,1.8199,0.998,2.0245
163,-1.0,0.335,0.316,22.98403,0.335,22.98403,0.322,0.999,0.235,0.41,0.128,0.472,0.055,0.539,7,2.78573,0.3221,1.0,0.4439
164,-1.0,0.711,0.602,7.898757,0.711,7.898757,0.661,0.838,0.403,0.892,0.117,1.193,0.026,1.767,7,5.07857,0.6591,0.999,0.4941
165,-1.0,0.295,0.268,82.59148,0.295,82.59148,0.294,0.994,0.202,0.383,0.11,0.481,0.034,0.744,7,14.7678,0.2932,0.998,0.2757
166,-1.0,0.89,0.804,6.726281,0.872,6.732463,0.746,0.943,0.456,0.949,0.305,1.034,0.098,1.078,7,2.0972,0.7445,0.999,0.4474
167,-1.0,0.062,0.108,8.268745,0.094,8.725298,0.163,0.982,0.063,0.275,0.023,0.396,0.011,0.531,7,1.41435,0.1631,0.999,0.1823
168,-1.0,0.678,0.667,5.272543,0.661,5.36543,0.648,0.978,0.571,0.748,0.305,0.811,0.147,0.866,7,1.04341,0.648,0.999,0.7528
169,-1.0,1.088,1.187,3.712558,1.088,3.712558,1.141,0.972,1.064,1.243,0.68,1.388,0.589,1.649,7,1.10298,1.1528,0.972,1.1136
