col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
1,-1.0,0.083,0.09,6.78399,0.03,7.528741,0.042,1.0,0.017,0.068,0.011,0.09,0.01,0.109,5,0.371865,0.0421,1.0,0.0361
2,-1.0,0.01,0.014,35.82906,0.01,35.82906,0.017,1.0,0.011,0.032,0.01,0.044,0.01,0.059,5,0.942042,0.0169,1.0,0.0114
3,-1.0,0.645,0.644,1025.966,0.257,1420.234,0.251,1.0,0.231,0.271,0.216,0.275,0.209,0.276,8,19.3522,0.2475,0.638,0.2613
4,-1.0,0.01,0.011,485.3339,0.01,485.3339,0.012,1.0,0.011,0.025,0.01,0.033,0.01,0.041,8,2.98139,0.01,1.0,0.0159
5,-1.0,1.929,1.93,2194.886,1.929,2194.886,1.929,1.0,1.895,1.964,1.887,1.972,1.886,2.021,8,59.3071,1.9289,0.494,1.9545
6,-1.0,0.295,0.29,458.7313,0.295,458.7313,0.29,1.0,0.272,0.308,0.265,0.314,0.256,0.325,11,3.98429,0.2896,1.0,0.2865
7,-1.0,0.232,0.226,3.385953,0.232,3.385953,0.227,1.0,0.195,0.259,0.175,0.281,0.158,0.298,11,0.0595068,0.2269,0.995,0.2382
8,-1.0,1.195,1.244,14.14249,1.195,14.14249,1.219,0.999,1.143,1.286,1.093,1.484,1.06,1.661,7,2.27966,1.2185,0.999,1.1295
9,-1.0,0.295,0.297,485.3465,0.295,485.3465,0.296,1.0,0.281,0.312,0.277,0.322,0.271,0.328,11,3.42909,0.2965,1.0,0.3023
10,-1.0,0.389,0.404,15.84968,0.361,16.41745,0.349,1.0,0.296,0.398,0.264,0.49,0.196,0.536,8,1.17186,0.3492,0.999,0.37
11,-1.0,0.549,0.528,9.652375,0.549,9.652375,0.525,1.0,0.47,0.577,0.431,0.61,0.382,0.638,11,0.364882,0.5253,1.0,0.5136
12,-1.0,1.307,1.391,2.77531,1.261,2.850342,1.304,0.979,1.115,1.498,0.965,1.768,0.728,2.081,11,0.479734,1.3031,0.998,1.3426
13,-1.0,0.909,0.896,3.004726,0.89,3.031471,0.879,1.0,0.798,0.961,0.705,1.02,0.634,1.072,11,0.176669,0.879,0.999,0.9635
14,-1.0,3.538,3.554,103.178,0.321,153.6143,1.848,0.0,0.312,3.58,0.289,3.634,0.277,3.669,11,8.24552E38,0.3305,0.526,0.3726
15,-1.0,0.58,0.576,1274.114,0.58,1274.114,0.574,1.0,0.554,0.596,0.543,0.603,0.542,0.604,11,9.95443,0.5715,0.697,0.579
16,-1.0,0.116,0.148,4.281299,0.161,4.311191,0.161,0.948,0.088,0.209,0.044,0.444,0.013,0.495,8,0.437822,0.1608,1.0,0.1068
17,-1.0,0.184,0.183,93.52952,0.184,93.52952,0.186,1.0,0.157,0.215,0.134,0.242,0.108,0.276,11,1.96093,0.1857,1.0,0.171
18,-1.0,0.308,0.306,344.1322,0.308,344.1322,0.307,1.0,0.286,0.327,0.276,0.342,0.258,0.363,11,4.5072,0.3066,1.0,0.3168
19,-1.0,1.284,1.27,6.836807,1.284,6.836807,1.225,0.99,1.033,1.394,0.88,1.598,0.722,1.799,11,1.00416,1.2248,0.998,1.3332
20,-1.0,1.068,1.055,3.570818,1.068,3.570818,1.039,1.0,0.933,1.116,0.87,1.157,0.811,1.204,11,0.370016,1.0387,1.0,1.1193
21,-1.0,1.239,1.232,9.42385,1.239,9.42385,1.216,1.0,1.125,1.311,0.964,1.406,0.843,1.534,11,0.826766,1.2156,0.999,1.0856
22,-1.0,0.051,0.234,7.228976,0.348,7.393461,0.3,0.99,0.164,0.418,0.052,0.532,0.014,0.605,11,0.591422,0.3004,1.0,0.2275
23,-1.0,0.348,0.299,2.753301,0.348,2.753301,0.356,0.944,0.192,0.527,0.088,0.661,0.025,0.757,8,0.444681,0.3557,1.0,0.5642
24,-1.0,3.817,3.788,225.6003,3.769,225.8029,3.706,1.0,3.498,3.914,3.304,4.119,3.129,4.295,8,52.7325,3.7061,0.999,3.5913
25,-1.0,1.239,1.254,11.05214,1.239,11.05214,1.2,1.0,1.079,1.317,0.945,1.423,0.866,1.553,9,1.33541,1.1998,0.999,1.2115
26,-1.0,2.719,2.672,13.84625,2.719,13.84625,2.293,0.805,0.764,2.801,0.346,2.905,0.21,2.999,11,5.99818,2.7044,0.804,2.6295
27,-1.0,1.9,2.11,1.034107,1.652,1.300459,1.787,0.936,1.466,2.114,1.285,2.609,1.123,3.095,8,0.460126,1.7858,0.998,1.5489
28,-1.0,0.565,0.582,4.142068,0.565,4.142068,0.567,1.0,0.448,0.664,0.394,0.754,0.357,0.829,8,0.3915,0.5665,1.0,0.5698
29,-1.0,0.612,0.627,87.64794,0.612,87.64794,0.627,1.0,0.598,0.651,0.589,0.7,0.575,0.719,11,1.5813,0.6268,1.0,0.6429
30,-1.0,3.583,3.375,4.140639,0.504,7.762342,0.824,0.592,0.4,0.838,0.293,3.379,0.202,3.886,11,6.12842,0.5205,0.864,0.7979
31,-1.0,0.02,0.021,23.60633,0.02,23.60633,0.023,1.0,0.012,0.035,0.01,0.046,0.01,0.061,8,0.242381,0.0227,1.0,0.0109
32,-1.0,1.548,2.154,0.05172422,1.007,0.5206217,1.375,0.794,0.949,1.803,0.789,2.314,0.674,2.938,5,0.308195,1.3713,0.996,2.4949
33,-1.0,0.116,0.117,30.26851,0.116,30.26851,0.118,1.0,0.1,0.137,0.09,0.154,0.082,0.175,11,0.350098,0.1179,1.0,0.1233
34,-1.0,1.047,1.05,6.168362,1.047,6.168362,1.035,1.0,0.908,1.167,0.806,1.276,0.686,1.383,11,0.555475,1.0347,0.999,1.1238
35,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
36,-1.0,1.13,1.076,4.684178,1.109,4.709086,1.052,0.964,0.832,1.262,0.615,1.429,0.16,1.731,11,1.10482,1.0542,0.996,0.7206
37,-1.0,0.928,0.946,8.922367,0.928,8.922367,0.939,1.0,0.822,1.068,0.741,1.14,0.599,1.214,11,0.692065,0.9392,0.999,0.905
38,-1.0,0.295,0.301,188.7322,0.295,188.7322,0.301,1.0,0.282,0.319,0.277,0.337,0.271,0.357,11,2.05111,0.301,1.0,0.2995
39,-1.0,0.549,0.625,0.6866913,0.549,0.6866913,0.639,0.839,0.479,0.822,0.203,1.151,0.05,1.238,8,0.221546,0.6387,1.0,1.1029
40,-1.0,0.335,0.259,0.2005697,0.335,0.2005697,0.3,0.995,0.167,0.425,0.064,0.508,0.016,0.583,5,0.158343,0.2999,0.999,0.4643
41,-1.0,1.523,1.532,4.892211,1.498,5.026226,1.465,1.0,1.309,1.614,1.207,1.745,1.107,1.915,8,0.880556,1.465,0.999,1.6422
42,-1.0,3.629,3.791,63.33046,3.583,63.36113,3.646,1.0,3.502,3.79,3.394,4.081,3.224,4.198,11,7.71104,3.6458,0.997,3.5702
43,-1.0,1.047,1.524,0.06476413,0.872,0.3941482,0.959,0.954,0.787,1.141,0.703,1.417,0.4,1.647,5,0.0818606,0.9626,0.991,1.0207
44,-1.0,0.01,0.01,133.8223,0.01,133.8223,0.011,1.0,0.011,0.024,0.01,0.031,0.01,0.035,8,0.680109,0.01,0.999,0.0101
45,-1.0,0.928,0.991,4.300739,0.928,4.300739,0.983,0.997,0.856,1.117,0.757,1.226,0.133,1.327,11,0.703053,0.9852,0.997,0.9379
46,-1.0,1.068,1.328,0.5471242,0.729,0.6544049,0.912,0.82,0.67,1.167,0.373,1.538,0.24,2.278,6,1.0535,0.9112,0.999,0.7483
47,-1.0,1.4,1.86,35.57373,0.694,36.20776,1.19,0.698,0.681,1.511,0.447,2.219,0.346,3.048,8,29.338,1.1839,0.996,2.3738
48,-1.0,1.195,1.227,366.1567,1.195,366.1567,1.225,1.0,1.169,1.282,1.138,1.335,1.099,1.391,11,13.4097,1.2248,0.999,1.1949
49,-1.0,1.088,1.217,10.80168,1.088,10.80168,1.174,0.974,1.018,1.348,0.873,1.585,0.502,1.935,7,4.11006,1.1729,0.998,1.2067
50,-1.0,0.245,0.219,47.14221,0.245,47.14221,0.252,1.0,0.179,0.328,0.064,0.428,0.018,0.452,11,2.57216,0.2516,1.0,0.1872
51,-1.0,0.257,0.253,22.39829,0.257,22.39829,0.256,1.0,0.22,0.287,0.184,0.34,0.142,0.403,8,1.16667,0.2559,0.999,0.2727
52,-1.0,0.375,2.749,65.19322,0.375,65.19322,0.465,0.908,0.345,0.698,0.296,0.829,0.224,0.903,10,7.25654,0.4649,0.999,0.3923
53,-1.0,1.705,1.773,0.4548161,1.4,0.8414981,1.444,0.842,1.056,1.821,0.815,2.183,0.651,2.722,8,0.350703,1.4425,0.996,2.2071
54,-1.0,0.519,0.512,268.3634,0.519,268.3634,0.512,1.0,0.492,0.533,0.482,0.54,0.468,0.542,11,2.48438,0.5092,0.708,0.5203
55,-1.0,0.361,0.354,148.8261,0.361,148.8261,0.355,1.0,0.329,0.38,0.309,0.394,0.294,0.409,8,3.43148,0.3545,0.999,0.3409
56,-1.0,2.538,2.913,3.620035,1.678,6.58526,1.891,0.915,1.546,2.262,1.243,2.673,1.078,3.181,7,3.06864,1.8887,0.998,1.4775
57,-1.0,0.105,0.103,45.50035,0.105,45.50035,0.105,1.0,0.085,0.126,0.069,0.143,0.032,0.165,11,0.757339,0.1047,0.999,0.1042
58,-1.0,0.295,0.237,1.259534,0.196,1.405784,0.194,1.0,0.125,0.267,0.041,0.33,0.012,0.377,5,0.256686,0.1944,1.0,0.1948
59,-1.0,1.088,1.0,14.59571,1.088,14.59571,0.992,0.999,0.867,1.115,0.774,1.192,0.595,1.272,11,1.30676,0.9921,0.999,0.8118
60,-1.0,0.549,0.446,5.297922,0.565,5.323432,0.568,0.861,0.449,0.663,0.075,1.164,0.016,1.58,5,4.833,0.5668,0.999,0.5804
61,-1.0,0.375,0.418,0.5090173,0.375,0.5090173,0.42,0.975,0.291,0.562,0.146,0.694,0.056,0.855,5,0.258473,0.4192,0.999,0.4207
62,-1.0,0.138,0.403,0.9006406,0.431,1.546315,0.481,0.759,0.216,0.749,0.08,1.046,0.019,1.336,7,0.790568,0.4803,0.999,0.4016
63,-1.0,2.14,2.14,3315.942,2.14,3315.942,2.139,1.0,2.103,2.177,2.094,2.186,2.046,2.187,11,58.5361,2.1386,0.507,2.1276
64,-1.0,0.729,0.878,2.294969,0.729,2.294969,0.829,0.958,0.725,0.96,0.456,1.103,0.206,1.404,8,0.692172,0.8289,1.0,0.9942
65,-1.0,2.203,2.208,1663.697,2.203,1663.697,2.208,1.0,2.167,2.246,2.158,2.273,2.156,2.283,10,30.2844,2.2055,0.934,2.2249
66,-1.0,1.307,1.385,3.365969,1.307,3.365969,1.349,0.999,1.222,1.498,1.105,1.63,0.882,1.739,8,0.66615,1.3495,0.998,1.3439
67,-1.0,0.335,0.27,1.925779,0.335,1.925779,0.263,1.0,0.155,0.366,0.053,0.427,0.014,0.488,5,0.734076,0.2634,1.0,0.286
68,-1.0,0.335,0.241,2.058609,0.232,2.544176,0.239,1.0,0.137,0.34,0.049,0.395,0.013,0.449,5,0.547832,0.2388,1.0,0.265
69,-1.0,0.348,0.264,2.212439,0.348,2.212439,0.303,0.993,0.177,0.41,0.072,0.493,0.019,0.586,5,0.813697,0.3026,1.0,0.3623
70,-1.0,1.047,1.346,0.423489,0.729,0.4706838,0.87,0.905,0.682,1.096,0.377,1.314,0.208,2.113,5,0.904957,0.8673,0.997,1.1533
71,-1.0,1.929,1.93,2341.194,1.929,2341.194,1.93,1.0,1.895,1.965,1.887,1.973,1.886,2.028,9,55.5783,1.9289,0.489,1.9105
72,-1.0,1.007,1.39,0.8403438,0.729,0.8547412,0.985,0.645,0.506,1.437,0.208,1.972,0.071,2.942,7,0.943666,0.9777,0.996,1.5729
73,-1.0,1.498,1.268,1.451859,0.661,1.538082,0.999,0.614,0.555,1.477,0.208,1.799,0.053,3.078,7,2.30847,0.9932,0.996,1.4408
74,-1.0,0.01,0.042,2.793315,0.03,3.753373,0.057,1.0,0.019,0.095,0.011,0.167,0.01,0.224,5,0.643081,0.0566,1.0,0.0477
75,-1.0,0.01,0.013,53.58779,0.01,53.58779,0.017,1.0,0.011,0.032,0.01,0.041,0.01,0.054,5,1.26049,0.0171,1.0,0.0189
76,-1.0,2.203,2.217,1517.603,2.203,1517.603,2.217,1.0,2.173,2.259,2.158,2.28,2.156,2.284,9,32.3224,2.2117,0.792,2.1752
77,-1.0,3.404,2.559,1.878006,0.694,5.711887,0.74,0.825,0.413,0.951,0.2,1.191,0.095,3.513,8,5.44585,0.6824,0.978,0.5221
78,-1.0,2.794,2.793,1133.345,2.794,1133.345,2.793,1.0,2.749,2.839,2.738,2.849,2.705,2.851,11,20.7092,2.7928,0.999,2.8104
79,-1.0,1.988,1.982,2185.93,1.988,2185.93,1.981,1.0,1.944,2.024,1.894,2.064,1.886,2.106,8,95.9564,1.9878,0.398,1.9846
80,-1.0,1.599,2.424,0.01355789,1.047,0.7035817,1.413,0.829,1.006,1.795,0.843,2.336,0.692,2.922,5,0.207737,1.4095,0.997,1.8925
81,-1.0,0.335,0.286,3.643499,0.232,5.052407,0.235,1.0,0.126,0.333,0.045,0.386,0.014,0.434,5,1.06065,0.2347,1.0,0.3033
82,-1.0,3.318,2.605,0.04931461,0.694,0.8472715,1.116,0.633,0.612,1.561,0.391,2.545,0.206,3.43,5,1.62927,1.109,0.997,0.6827
83,-1.0,0.678,2.666,0.6525436,0.678,0.6525436,0.912,0.872,0.592,1.223,0.464,1.545,0.318,2.992,5,3.17891,0.8903,0.986,0.5201
84,-1.0,0.694,0.928,0.3900494,0.694,0.3900494,0.825,0.626,0.42,1.25,0.171,1.719,0.045,1.964,5,1.66315,0.8233,0.999,1.2401
85,-1.0,0.348,0.273,0.3772958,0.348,0.3772958,0.31,0.994,0.187,0.424,0.077,0.51,0.019,0.609,5,0.183198,0.3101,0.999,0.3369
86,-1.0,2.268,2.341,0.0678795,0.835,0.9691933,1.147,0.644,0.667,1.657,0.341,2.369,0.134,3.178,5,2.05932,1.1406,0.996,1.5413
87,-1.0,0.01,0.109,2.613613,0.094,3.389056,0.154,0.999,0.07,0.243,0.022,0.311,0.011,0.394,5,0.870346,0.1535,0.999,0.0422
88,-1.0,4.936,3.67,0.5454357,1.195,1.330634,1.534,0.775,1.097,1.94,0.666,3.005,0.333,4.164,5,3.02112,1.5242,0.994,0.436
89,-1.0,1.088,3.272,1.135258,0.678,1.768052,0.978,0.826,0.598,1.248,0.51,1.599,0.316,3.029,5,12.6364,0.9617,0.989,1.1606
90,-1.0,0.375,0.304,1.813393,0.403,1.836475,0.372,0.946,0.207,0.516,0.072,0.666,0.018,0.713,5,0.666814,0.3715,1.0,0.0653
91,-1.0,0.01,0.055,3.314423,0.041,4.606449,0.086,1.0,0.029,0.147,0.012,0.203,0.01,0.267,5,0.827046,0.0857,1.0,0.0441
92,-1.0,0.987,2.203,0.0705282,0.781,0.1775462,0.974,0.68,0.548,1.386,0.252,2.076,0.07,2.704,5,0.142027,0.9697,0.998,0.9893
93,-1.0,0.01,0.089,0.8153134,0.072,2.66843,0.147,0.999,0.049,0.247,0.016,0.314,0.01,0.392,5,0.922958,0.1464,1.0,0.1784
94,-1.0,0.01,0.321,1.194762,0.257,1.408961,0.427,0.781,0.186,0.711,0.066,1.005,0.015,1.64,5,2.97493,0.4236,0.997,0.323
95,-1.0,1.498,2.597,0.02580748,1.047,1.17908,1.364,0.932,1.042,1.644,0.906,2.068,0.761,2.662,5,0.124566,1.3621,0.998,1.3232
96,-1.0,2.078,1.985,0.132174,0.746,0.6771562,1.117,0.741,0.747,1.641,0.377,2.236,0.109,2.625,5,4.33572,1.1142,0.998,0.918
97,-1.0,0.127,0.486,0.1423442,0.504,0.3426692,0.578,0.706,0.261,0.902,0.093,1.314,0.021,1.716,5,2.64713,0.5771,0.999,0.7296
98,-1.0,0.282,0.311,1.158089,0.321,1.239546,0.386,0.841,0.191,0.544,0.073,0.954,0.017,1.459,5,1.43911,0.3846,0.998,0.363
99,-1.0,1.33,2.389,0.1234639,1.027,0.1634625,1.239,0.894,0.934,1.546,0.78,2.105,0.613,2.725,5,0.263124,1.2357,0.997,0.7995
100,-1.0,3.629,3.069,0.2734132,2.018,0.7074931,2.124,0.882,1.773,2.507,1.263,3.086,1.062,3.786,5,0.862304,2.1209,0.997,1.953
101,-1.0,4.936,4.216,7.825703,1.173,9.398334,1.477,0.866,1.116,1.764,0.663,3.064,0.519,4.613,5,25.9767,1.4549,0.99,1.1101
102,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
103,-1.0,0.817,1.95,0.03830532,0.817,0.03830532,1.094,0.839,0.766,1.434,0.54,2.108,0.295,2.719,5,0.656444,1.0909,0.997,0.8847
104,-1.0,0.01,0.021,14.81499,0.02,16.16528,0.027,1.0,0.012,0.046,0.01,0.068,0.01,0.095,5,0.763054,0.0269,1.0,0.0411
105,-1.0,0.711,0.928,2.582675,0.711,2.582675,0.842,0.975,0.697,1.008,0.493,1.185,0.273,1.354,5,1.49826,0.8422,0.999,0.6405
106,-1.0,2.018,2.225,0.1285311,0.835,0.4519791,1.227,0.554,0.708,1.884,0.27,2.511,0.069,3.539,5,5.02623,1.218,0.996,1.8822
107,-1.0,0.01,0.034,11.70875,0.03,12.98181,0.049,1.0,0.017,0.083,0.011,0.129,0.01,0.178,5,1.21856,0.0494,1.0,0.0478
108,-1.0,0.245,0.25,0.7090889,0.308,0.8053655,0.32,0.937,0.165,0.463,0.06,0.734,0.015,0.971,5,0.448739,0.3198,0.999,0.1647
109,-1.0,3.108,3.085,0.2119744,0.534,1.22545,0.844,0.765,0.519,1.217,0.373,1.519,0.169,2.851,5,8.31846,0.8309,0.992,0.8991
110,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
111,-1.0,0.565,0.45,2.533112,0.335,3.010135,0.416,0.976,0.257,0.588,0.136,0.688,0.067,0.79,5,1.4448,0.4155,1.0,0.4831
112,-1.0,0.295,0.823,0.6301864,0.361,0.756942,0.503,0.796,0.235,0.727,0.094,1.336,0.026,2.513,5,2.08362,0.4783,0.986,2.8433
113,-1.0,0.565,0.44,0.4317499,0.565,0.4317499,0.479,0.904,0.266,0.681,0.114,0.819,0.037,0.942,5,0.384675,0.4788,0.999,0.4036
114,-1.0,0.549,2.469,0.01267516,0.58,0.03234382,0.908,0.673,0.488,1.286,0.261,2.475,0.084,3.553,5,2.85215,0.8994,0.997,1.3406
115,-1.0,2.538,2.563,0.1931799,0.711,1.476374,1.01,0.791,0.698,1.342,0.359,1.699,0.124,2.556,5,1.43021,0.9977,0.991,1.7554
116,-1.0,0.763,0.901,0.06792665,0.711,0.443552,0.783,0.993,0.699,0.903,0.472,1.055,0.376,1.185,5,0.113946,0.8023,0.939,0.7672
117,-1.0,0.746,1.674,0.01542336,0.729,0.02270974,0.916,0.782,0.664,1.154,0.251,2.103,0.067,2.514,5,0.190304,0.9141,0.999,1.1435
118,-1.0,0.094,0.184,0.306113,0.184,0.5940804,0.254,0.974,0.115,0.403,0.042,0.534,0.012,0.843,5,0.737017,0.2534,0.999,0.2024
119,-1.0,2.434,2.822,0.004450693,1.284,1.93087,1.31,0.996,1.251,1.362,1.213,1.499,1.162,2.244,5,1.36206,1.3061,0.993,1.2852
120,-1.0,1.678,3.292,0.125589,1.377,0.3676101,1.39,0.715,0.9,1.828,0.406,2.716,0.101,3.92,5,0.98239,1.3786,0.995,2.1425
121,-1.0,0.01,0.04,4.216448,0.03,5.32891,0.058,1.0,0.019,0.095,0.011,0.181,0.01,0.243,5,0.879506,0.0576,1.0,0.0749
122,-1.0,2.646,2.994,0.00675665,1.068,0.6143656,1.316,0.892,1.04,1.6,0.783,2.328,0.505,3.06,5,0.643779,1.312,0.997,1.0466
123,-1.0,0.321,0.346,36.15455,0.321,36.15455,0.359,0.977,0.264,0.449,0.196,0.654,0.131,1.096,5,18.0419,0.358,0.999,0.2649
124,-1.0,0.348,0.301,1.391849,0.348,1.391849,0.314,0.988,0.182,0.433,0.078,0.535,0.023,0.647,5,0.60186,0.3139,1.0,0.4109
125,-1.0,0.348,0.279,0.6841397,0.335,0.717936,0.25,0.983,0.114,0.383,0.044,0.497,0.013,0.617,5,0.482362,0.25,1.0,0.3271
126,-1.0,0.361,1.961,1.368926,0.474,1.543296,0.879,0.506,0.344,1.42,0.132,2.374,0.031,3.275,5,6.79596,0.8696,0.996,0.3752
127,-1.0,0.549,2.164,0.7066028,0.565,0.7179154,1.007,0.573,0.528,1.483,0.267,2.245,0.072,3.243,5,8.35616,1.0016,0.997,1.8356
128,-1.0,0.01,0.106,4.558803,0.072,6.351604,0.188,0.945,0.059,0.311,0.017,0.568,0.01,0.725,5,3.20986,0.1873,1.0,0.212
129,-1.0,0.694,0.76,0.3005416,0.504,2.242727,0.618,0.993,0.474,0.76,0.404,0.903,0.328,1.042,5,0.628385,0.6182,0.999,0.5057
130,-1.0,1.871,1.881,1.167507,0.89,7.049035,1.449,0.69,0.886,1.887,0.762,2.102,0.706,2.307,5,5.63651,1.4487,0.999,0.8958
131,-1.0,0.02,0.117,0.5656854,0.173,1.72542,0.145,0.998,0.063,0.223,0.021,0.305,0.011,0.398,5,0.325764,0.1453,1.0,0.0791
132,-1.0,0.348,0.236,2.368636,0.348,2.368636,0.275,0.998,0.148,0.392,0.058,0.471,0.015,0.551,5,0.922101,0.2749,1.0,0.2008
133,-1.0,0.01,0.299,1.357146,0.257,1.498353,0.393,0.863,0.188,0.61,0.065,0.817,0.015,1.22,5,1.64945,0.3908,0.998,0.3304
134,-1.0,0.694,2.505,44.03054,0.694,44.03054,0.993,0.606,0.677,1.539,0.455,2.359,0.355,3.3,5,133.977,1.0456,0.887,0.7817
135,-1.0,0.711,1.99,0.04566231,0.711,0.04566231,0.872,0.829,0.565,1.15,0.354,1.483,0.129,2.542,5,0.380556,0.8565,0.989,1.2259
136,-1.0,0.519,1.601,0.7558336,0.645,0.7878296,0.886,0.556,0.378,1.41,0.141,2.346,0.039,3.442,5,3.94585,0.8735,0.995,0.3454
137,-1.0,5.302,3.961,1.496415,1.173,2.055166,1.287,0.815,0.985,1.628,0.511,1.989,0.145,3.27,5,4.64177,1.2551,0.978,1.1004
138,-1.0,0.321,0.251,0.7892648,0.335,0.8298241,0.305,0.979,0.169,0.431,0.067,0.548,0.016,0.756,5,0.306932,0.3052,1.0,0.4493
139,-1.0,0.694,0.793,0.06900712,0.694,0.06900712,0.664,0.995,0.493,0.816,0.415,0.938,0.334,1.103,5,0.410822,0.6637,0.999,0.4741
140,-1.0,0.22,0.25,0.2756011,0.282,0.3521251,0.324,0.915,0.161,0.467,0.059,0.798,0.014,0.995,5,0.343945,0.3237,1.0,0.1609
141,-1.0,0.58,0.46,2.401322,0.58,2.401322,0.515,0.918,0.324,0.669,0.118,0.811,0.031,1.194,5,2.48687,0.5145,0.999,0.3341
142,-1.0,0.549,2.087,0.8255934,0.549,0.8255934,0.834,0.558,0.351,1.271,0.137,2.619,0.034,3.67,5,7.48416,0.8239,0.997,0.34
143,-1.0,0.763,0.998,0.2361165,0.729,0.3014955,0.807,0.951,0.692,0.989,0.403,1.14,0.273,1.269,5,0.37297,0.8518,0.885,0.6842
144,-1.0,0.01,0.101,1.090168,0.149,2.699557,0.142,0.992,0.065,0.214,0.021,0.314,0.011,0.459,5,0.580769,0.1421,1.0,0.1293
145,-1.0,2.048,2.475,1.477377,1.473,2.773066,1.494,0.505,0.709,2.19,0.336,2.99,0.159,3.866,5,10.0531,1.4878,0.997,1.2802
146,-1.0,0.105,0.105,2614.928,0.105,2614.928,0.105,1.0,0.092,0.118,0.089,0.121,0.088,0.121,11,10.76,0.1046,1.0,0.0965
147,-1.0,1.068,1.973,0.1619061,0.711,1.033612,0.997,0.941,0.776,1.234,0.544,1.446,0.361,1.71,5,0.558136,0.9959,0.998,0.9001
148,-1.0,0.549,0.469,0.8305377,0.549,0.8305377,0.492,0.901,0.289,0.694,0.135,0.861,0.054,1.051,5,0.627708,0.4919,0.999,0.4734
149,-1.0,0.335,0.288,1.071769,0.335,1.071769,0.289,0.994,0.166,0.402,0.082,0.499,0.043,0.592,5,0.417685,0.289,1.0,0.2806
150,-1.0,1.13,1.274,0.5370909,0.763,1.286339,0.907,0.97,0.741,1.095,0.674,1.279,0.402,1.446,5,0.661633,0.9143,0.981,0.7693
151,-1.0,0.694,0.828,0.02220519,0.694,0.02220519,0.695,0.914,0.469,0.922,0.309,1.132,0.167,1.357,5,0.0144588,0.6936,0.999,1.0426
152,-1.0,1.027,1.628,0.1823485,0.799,0.3595876,0.908,0.732,0.527,1.236,0.252,1.875,0.073,2.552,5,0.421176,0.904,0.998,0.2838
153,-1.0,0.01,0.102,0.8891484,0.208,4.422648,0.162,0.997,0.059,0.26,0.017,0.339,0.01,0.443,5,0.928845,0.1622,1.0,0.1858
154,-1.0,0.01,0.078,0.8557363,0.094,2.143313,0.105,1.0,0.046,0.163,0.016,0.21,0.01,0.27,5,0.311911,0.1047,1.0,0.1122
155,-1.0,0.257,0.254,2.12792,0.295,2.188965,0.303,0.967,0.18,0.414,0.078,0.609,0.018,0.942,5,1.0812,0.3018,0.999,0.2872
156,-1.0,1.929,2.175,0.04897233,0.987,0.7795732,1.334,0.684,0.855,1.852,0.7,2.316,0.296,3.014,5,2.62992,1.3294,0.996,0.8986
157,-1.0,0.01,0.073,1.588991,0.062,3.36163,0.117,0.999,0.037,0.213,0.013,0.288,0.01,0.344,5,0.888914,0.1173,1.0,0.2366
158,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
159,-1.0,2.235,1.913,0.05866214,0.967,2.733978,1.14,0.881,0.824,1.508,0.719,1.89,0.424,2.328,5,4.54186,1.1398,0.998,1.0283
160,-1.0,0.694,2.576,0.3535747,0.694,0.3535747,1.063,0.575,0.524,1.583,0.218,2.658,0.055,3.821,5,2.10106,1.0518,0.996,1.0823
161,-1.0,0.549,0.559,0.174798,0.549,0.174798,0.563,0.858,0.361,0.684,0.146,1.213,0.039,1.537,5,0.174194,0.5614,0.999,0.3613
162,-1.0,0.094,0.179,0.6223332,0.245,1.121678,0.237,0.981,0.118,0.348,0.044,0.487,0.012,0.794,5,0.431942,0.2328,0.99,0.4069
163,-1.0,0.02,0.181,0.1244869,0.161,0.8034838,0.277,0.891,0.105,0.473,0.036,0.663,0.012,0.805,5,1.29695,0.2771,0.999,0.3939
164,-1.0,0.928,1.318,2.634502,0.89,2.645319,0.994,0.974,0.817,1.183,0.716,1.427,0.636,1.852,5,1.79226,0.9919,0.997,1.0192
165,-1.0,0.02,0.495,0.8496811,0.596,1.365283,0.562,0.763,0.265,0.806,0.09,1.335,0.019,2.261,5,1.96684,0.5545,0.995,1.101
166,-1.0,1.705,2.778,0.001464886,1.047,0.9480335,1.472,0.816,1.05,1.884,0.857,2.497,0.642,3.305,5,0.0863688,1.4669,0.996,1.1698
167,-1.0,3.583,3.296,0.1364398,1.261,1.210947,1.705,0.778,1.226,2.238,1.045,3.053,0.778,3.955,5,2.00107,1.6993,0.996,1.4755
168,-1.0,0.01,0.044,11.05968,0.041,12.27143,0.067,0.991,0.023,0.107,0.012,0.169,0.01,0.624,5,4.18052,0.0631,0.991,0.0253
