PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,UMINB,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
337,1.368,0.4,0.542,0.544,1.459,0.415,0.547,0.567,0,0,0
338,1.368,0.423,0.541,0.567,0.765,0.563,0.784,0.726,0,0,0
339,1.368,0.283,0.579,0.97,1.648,0.537,1.014,0.799,0,0,0
340,1.368,0.241,0.303,1.054,1.944,0.498,0.82,0.747,0,0,0
341,1.368,0.497,0.722,0.735,0.852,0.562,0.848,1.012,0,0,0
342,1.368,0.372,0.469,0.166,0.603,0.443,0.673,0.725,0,0,0
343,1.368,0.213,0.18,0.086,0.254,0.549,0.825,0.535,0,0,0
344,1.368,0.656,1.01,0.837,0.7,0.781,1.397,1.542,0,0,0
345,1.368,0.22,0.28,0.89,2.099,0.539,0.699,0.452,0,0,0
346,1.368,0.214,0.181,-0.061,0.141,0.724,1.077,0.538,0,0,0
347,1.368,0.742,1.302,1.299,3.009,0.965,1.437,0.393,0,0,0
348,1.368,0.669,0.572,0.336,1.05,0.691,1.152,0.505,0,0,0
349,1.368,0.94,1.515,0.798,0.875,1.287,2.142,1.226,0,0,0
350,1.368,0.322,0.524,1.514,3.382,1.037,1.52,1.19,0,0,0
351,1.368,0.642,0.864,0.821,0.539,0.903,1.513,1.499,0,0,0
352,1.368,0.44,0.629,0.346,1.078,0.423,0.701,0.546,0,0,0
353,1.368,1.135,1.848,1.109,1.369,1.135,1.848,1.109,4,3,0
354,1.368,0.213,0.18,0.045,0.144,0.579,0.825,0.539,0,0,0
355,1.368,0.939,1.53,0.935,1.34,0.996,1.623,0.975,0,0,0
356,1.368,0.548,0.78,0.798,1.639,0.572,0.874,0.615,0,0,0
357,1.368,0.607,0.98,0.986,0.959,0.636,1.114,1.416,0,0,0
358,1.368,0.815,1.359,1.141,0.859,1.103,1.749,1.824,0,0,0
359,1.368,1.203,1.879,1.008,1.452,1.165,1.711,0.957,0,0,0
360,1.368,0.669,1.127,0.986,0.86,0.703,1.17,1.517,0,0,0
361,1.368,0.521,0.69,0.732,0.379,0.759,1.303,1.425,0,0,0
362,1.368,0.571,1.083,1.39,1.533,0.57,1.141,1.287,0,0,0
363,1.368,0.43,0.575,-0.061,0.01,1.44,2.341,1.162,0,0,0
364,1.368,0.522,0.924,0.718,0.879,0.766,1.271,1.068,0,0,0
365,1.368,0.513,0.929,0.967,1.482,0.53,1.002,0.915,0,0,0
366,1.368,0.339,0.439,0.201,0.55,0.382,0.576,0.822,0,0,0
367,1.368,0.956,1.441,1.102,1.511,0.828,1.222,1.108,0,0,0
368,1.368,0.67,0.802,0.513,0.418,0.727,1.206,1.129,0,0,0
369,1.368,0.657,0.886,-0.06,0.253,1.433,2.338,1.709,0,0,0
370,1.368,0.683,1.008,0.863,0.81,0.822,1.287,1.259,0,0,0
371,1.368,0.723,0.941,0.444,0.43,0.795,1.327,1.334,0,0,0
372,1.368,0.653,1.191,1.717,1.655,0.804,1.482,1.337,0,0,0
373,1.368,0.787,1.265,0.843,1.445,0.74,1.157,0.811,0,0,0
374,1.368,0.493,0.561,0.325,0.944,0.806,1.06,0.473,0,0,0
375,1.368,0.631,0.85,0.407,0.964,0.665,1.163,0.647,0,0,0
376,1.368,0.411,0.545,0.656,1.404,0.409,0.534,0.665,0,0,0
377,1.368,0.595,0.881,0.525,1.404,0.599,0.838,0.522,0,0,0
378,1.368,0.593,0.956,0.909,1.412,0.574,0.939,0.911,0,0,0
379,1.368,0.595,0.878,0.873,1.055,0.628,1.021,1.154,0,0,0
380,1.368,0.717,0.726,0.464,0.937,0.749,1.244,0.715,0,0,0
381,1.368,0.488,0.559,0.442,0.874,0.802,1.337,0.5,0,0,0
382,1.368,0.345,0.411,0.192,0.591,0.481,0.645,0.59,0,0,0
383,1.368,0.541,0.773,0.42,1.312,0.563,0.837,0.424,0,0,0
384,1.368,0.733,1.141,1.092,0.936,0.877,1.477,1.66,0,0,0
385,1.368,0.702,1.053,0.998,0.747,0.909,1.538,1.602,0,0,0
386,1.368,0.727,1.449,1.324,1.9,0.931,1.591,0.915,0,0,0
387,1.368,0.529,0.873,0.519,1.424,0.55,0.787,0.503,0,0,0
388,1.368,0.598,0.899,1.227,1.39,0.593,0.909,1.217,0,0,0
389,1.368,0.39,0.766,1.607,3.171,0.79,1.294,1.161,0,0,0
390,1.368,0.504,0.446,-0.039,0.421,0.765,1.272,0.403,0,0,0
391,1.368,0.526,0.393,0.201,1.027,0.702,0.929,0.219,0,0,0
392,1.368,0.495,0.815,1.442,1.278,0.519,0.723,1.539,0,0,0
393,1.368,0.244,0.32,1.274,2.048,0.634,1.029,0.776,0,0,0
394,1.368,0.317,0.366,0.43,0.676,0.476,0.651,0.682,0,0,0
395,1.368,0.449,0.576,0.229,0.606,0.596,0.819,0.57,0,0,0
396,1.368,0.928,1.369,0.746,1.112,0.897,1.48,0.888,0,0,0
397,1.368,1.077,1.695,1,1.195,1.16,1.912,1.213,0,0,0
398,1.368,0.443,0.577,0.246,0.165,0.985,1.66,1.37,0,0,0
399,1.368,0.277,0.298,0.588,0.665,0.452,0.619,0.807,0,0,0
400,1.368,1.118,1.96,1.268,1.599,1.248,2.102,1.161,0,0,0
401,1.368,0.69,1.068,0.868,0.965,0.654,1.097,1.153,0,0,0
402,1.368,0.997,1.701,1.437,1.494,0.922,1.567,1.332,0,0,0
403,1.368,0.603,0.807,0.448,0.287,1.133,1.827,1.612,0,0,0
404,1.368,0.454,0.575,0.217,1.109,0.423,0.551,0.25,0,0,0
405,1.368,0.596,0.971,0.616,1.548,0.559,0.77,0.548,0,0,0
406,1.368,0.508,0.697,0.794,0.814,0.603,0.895,1.134,0,0,0
407,1.368,0.407,0.56,0.253,0.129,0.31,0.461,1.256,0,0,0
408,1.368,0.474,0.674,1.023,1.938,0.592,0.786,0.782,0,0,0
409,1.368,0.292,0.325,0.316,0.456,0.571,0.846,0.677,0,0,0
410,1.368,1.074,1.99,1.528,1.525,0.988,2.254,1.353,0,0,0
411,1.368,1.234,2.02,1.185,1.292,1.248,2.071,1.293,0,0,0
412,1.368,0.525,0.641,0.345,0.89,0.809,1.349,0.582,0,0,0
413,1.368,0.705,0.767,0.48,1.077,0.734,1.217,0.69,0,0,0
414,1.368,0.253,0.361,0.245,0.361,0.351,0.555,0.691,0,0,0
415,1.368,0.76,1.094,0.561,1.295,0.747,1.199,0.607,0,0,0
416,1.368,0.701,1.191,0.969,1.051,0.73,1.212,1.283,0,0,0
417,1.368,0.778,1.202,1.099,1.318,0.78,1.209,1.132,0,0,0
418,1.368,0.679,0.965,0.777,1.294,0.688,1.079,0.826,0,0,0
419,1.368,0.259,0.272,0.343,0.737,0.374,0.467,0.641,0,0,0
420,1.368,0.57,0.758,0.2,0.465,0.858,1.404,0.871,0,0,0
421,1.368,0.972,1.627,0.977,1.163,0.928,1.603,1.219,0,0,0
422,1.368,0.573,0.771,0.442,1.067,0.531,0.806,0.522,0,0,0
423,1.368,0.957,1.52,0.792,0.819,1.266,2.053,1.243,0,0,0
424,1.368,0.377,0.563,0.344,1.19,0.335,0.51,0.401,0,0,0
425,1.368,0.751,1.183,0.665,0.617,1.203,1.957,1.236,0,0,0
426,1.368,0.567,0.827,0.72,1.232,0.591,0.885,0.769,0,0,0
427,1.368,0.528,0.81,1.508,1.88,0.842,1.433,1.101,0,0,0
428,1.368,0.602,0.964,0.577,1.529,0.587,0.875,0.501,0,0,0
429,1.368,0.574,0.802,0.81,0.877,0.656,1.03,1.13,0,0,0
430,1.368,0.753,1.147,0.618,0.843,0.846,1.5,1.118,0,0,0
431,1.368,1.091,1.651,-0.046,5.08,0.212,0.177,-0.06,0,0,0
432,1.368,0.879,1.224,-0.06,0.01,1.44,2.341,1.159,0,0,0
433,1.368,0.677,0.77,0.65,0.968,0.707,1.175,0.808,0,0,0
434,1.368,0.506,0.726,0.35,1.15,0.485,0.666,0.415,0,0,0
435,1.368,0.618,0.559,0.114,0.412,0.771,1.283,0.65,0,0,0
436,1.368,0.27,0.298,0.171,0.142,0.687,1.111,0.884,0,0,0
437,1.368,0.812,1.319,1.096,1.198,0.906,1.462,1.36,0,0,0
438,1.368,0.698,0.766,0.459,0.404,0.76,1.265,1.071,0,0,0
439,1.368,0.573,0.849,0.401,1.347,0.585,0.888,0.41,0,0,0
440,1.368,0.293,0.353,0.864,0.834,0.34,0.512,1.012,0,0,0
441,1.368,1.309,2.299,1.875,3.28,0.999,1.622,1.164,0,0,0
442,1.368,0.933,1.51,1.011,1.099,1.117,1.743,1.297,0,0,0
443,1.368,0.67,0.66,0.307,0.295,0.723,1.199,0.923,0,0,0
444,1.368,0.494,0.649,0.471,0.411,0.828,1.41,1.15,0,0,0
445,1.368,0.477,0.617,0.154,0.604,0.659,0.904,0.557,0,0,0
446,1.368,0.215,0.184,-0.061,0.101,0.353,0.295,0.359,4,10,0
447,1.368,0.771,1.194,0.699,1.493,0.673,0.969,0.685,0,0,0
448,1.368,0.425,0.542,0.412,0.197,0.871,1.498,1.192,4,5,0
449,1.368,0.595,0.814,0.933,0.939,0.637,1.108,1.035,0,0,0
450,1.368,1.09,1.592,0.101,5.566,0.212,0.177,-0.06,0,0,0
451,1.368,0.889,1.52,1.911,1.886,0.96,1.408,1.718,0,0,0
452,1.368,0.538,0.72,0.344,0.105,0.98,1.669,1.667,0,0,0
453,1.368,0.821,1.37,1.2,1.415,0.684,1.105,1.173,0,0,0
454,1.368,0.555,0.969,1.2,1.356,0.56,0.97,1.248,0,0,0
455,1.368,0.373,0.471,0.02,0.133,0.517,0.869,1.016,0,0,0
456,1.368,0.573,0.843,1.219,1.52,0.508,0.769,1.165,0,0,0
457,1.368,0.872,1.403,0.757,1.066,1.009,1.663,0.975,0,0,0
458,1.368,0.527,0.695,0.437,0.59,0.632,0.978,1.039,0,0,0
459,1.368,0.559,0.826,0.859,1.212,0.584,0.931,0.886,0,0,0
460,1.368,0.88,1.422,0.04,5.036,0.29,0.258,1.525,0,0,0
461,1.368,1.095,1.764,0.908,1.122,1.149,1.946,1.206,0,0,0
462,1.368,0.772,1.721,1.19,1.164,0.789,1.639,1.534,0,0,0
463,1.368,0.565,0.811,0.759,1.15,0.579,0.896,0.93,0,0,0
464,1.368,0.474,0.791,0.714,0.138,0.338,0.442,1.199,0,0,0
465,1.368,0.447,0.587,0.392,0.737,0.443,0.77,0.802,0,0,0
466,1.368,0.515,0.513,0.134,0.793,0.765,1.272,0.395,0,0,0
467,1.368,0.213,0.181,0.673,2.594,0.417,0.614,-0.059,0,0,0
468,1.368,0.959,1.544,0.886,1.098,1.168,1.858,1.021,0,0,0
469,1.368,0.515,0.646,0.207,0.62,0.831,1.391,0.843,0,0,0
470,1.368,0.599,0.919,0.631,1.426,0.6,0.885,0.621,0,0,0
471,1.368,0.623,1.143,1.015,1.246,0.558,0.991,1.116,0,0,0
472,1.368,0.52,0.708,0.64,0.217,0.724,1.235,1.692,0,0,0
473,1.368,1.192,0.417,-0.06,0.065,0.428,1.903,1.481,0,0,0
474,1.368,0.508,0.681,0.492,1.052,0.436,0.684,0.668,0,0,0
475,1.368,0.47,0.435,0.188,1.164,0.771,0.523,0.222,0,0,0
476,1.368,1.236,2.023,1.269,1.464,1.2,1.962,1.174,0,0,0
477,1.368,0.627,0.972,1.513,2.171,0.837,1.32,0.978,0,0,0
478,1.368,0.664,1.102,1.222,1.462,0.795,1.38,1.148,0,0,0
479,1.368,0.591,0.805,0.614,1.021,0.62,0.988,0.809,0,0,0
480,1.368,0.566,0.856,0.974,0.724,0.65,1.125,1.504,0,0,0
481,1.368,0.566,0.965,0.988,1.536,0.607,0.945,0.926,4,7,0
482,1.368,0.825,1.376,1.04,0.871,1.076,1.808,1.631,0,0,0
483,1.368,0.897,1.47,1.779,1.649,0.73,1.143,1.771,0,0,0
484,1.368,0.504,0.671,0.301,0.937,0.46,0.733,0.524,0,0,0
485,1.368,0.703,1.038,1.018,0.815,0.868,1.42,1.579,0,0,0
486,1.368,0.491,0.741,0.43,1.524,0.47,0.679,0.366,0,0,0
487,1.368,0.623,0.89,0.602,1.265,0.609,0.98,0.493,0,0,0
488,1.368,0.214,0.185,1.049,3.31,0.729,0.837,0.362,0,0,0
489,1.368,0.796,1.302,0.952,1.05,0.932,1.563,1.255,0,0,0
490,1.368,0.833,1.338,0.939,1.054,0.965,1.61,1.217,0,0,0
491,1.368,0.35,0.427,0.14,0.327,0.499,0.832,0.794,0,0,0
492,1.368,0.551,0.997,1.042,1.955,0.663,0.948,0.582,0,0,0
493,1.368,0.469,0.569,-0.06,0.481,0.81,1.397,0.705,0,0,0
494,1.368,0.396,0.558,0.558,0.928,0.436,0.566,0.636,0,0,0
495,1.368,0.415,0.639,1.125,2.576,0.611,0.815,0.704,0,0,0
496,1.368,0.613,1.031,0.979,1.562,0.665,1.131,0.854,0,0,0
497,1.368,0.759,1.72,1.532,1.449,0.786,1.682,1.479,0,0,0
498,1.368,0.719,1.1,0.858,1.017,0.817,1.3,1.052,0,0,0
499,1.368,0.684,0.987,0.977,0.805,0.822,1.346,1.485,0,0,0
500,1.368,0.704,1.041,0.769,0.619,1.101,1.805,1.282,0,0,0
501,1.368,0.644,1.127,1.908,2.603,0.791,1.208,1.41,0,0,0
502,1.368,0.607,0.893,0.808,0.93,0.659,1.109,1.052,0,0,0
503,1.368,0.723,0.866,0.894,1.888,0.386,0.544,0.613,0,0,0
504,1.368,0.87,1.4,0.879,1.032,1.07,1.815,1.128,0,0,0
505,1.368,0.505,1.14,1.064,1.414,0.475,1.199,1.026,0,0,0
506,1.368,0.669,0.649,0.228,0.392,0.757,1.258,0.876,0,0,0
507,1.368,1.204,1.958,1.083,1.369,1.204,1.958,1.083,4,1,0
508,1.368,0.85,1.431,-0.054,0.364,1.291,2.263,1.35,0,0,0
509,1.368,0.618,0.832,0.866,0.667,0.732,1.172,1.327,0,0,0
510,1.368,0.519,0.698,0.352,1.521,0.482,0.606,0.304,0,0,0
511,1.368,0.212,0.178,-0.061,0.064,0.505,0.651,0.34,0,0,0
512,1.368,0.928,1.497,0.818,1.032,1.138,1.871,1.037,0,0,0
513,1.368,0.851,1.187,0.739,0.201,0.771,1.299,1.731,0,0,0
514,1.368,0.435,0.512,0.027,1.238,0.432,0.644,0.132,0,0,0
515,1.368,0.876,1.577,1.71,1.371,0.876,1.577,1.71,0,0,0
516,1.368,0.301,0.341,0.17,0.622,0.339,0.448,0.575,0,0,0
517,1.368,1.167,1.865,1.035,1.255,1.198,1.962,1.154,0,0,0
518,1.368,0.747,0.9,0.719,2.794,0.406,0.585,0.293,0,0,0
519,1.368,0.374,0.476,0.399,0.358,0.739,1.207,0.983,0,0,0
520,1.368,0.804,1.325,1.044,0.909,1.013,1.712,1.512,0,0,0
521,1.368,0.747,0.977,0.822,1.034,0.774,1.287,1.068,0,0,0
522,1.368,0.71,0.698,0.469,0.854,0.748,1.242,0.725,0,0,0
523,1.368,0.857,1.63,1.371,2.239,0.606,0.991,1.087,0,0,0
524,1.368,0.446,0.571,0.131,0.3,0.855,1.42,0.981,0,0,0
525,1.368,0.513,0.743,0.319,1.392,0.503,0.722,0.308,0,0,0
526,1.368,0.697,1.026,0.908,1.163,0.73,1.123,1.146,4,5,0
527,1.368,0.421,0.536,0.484,1.397,0.42,0.532,0.495,0,0,0
528,1.368,0.768,1.362,0.858,1.693,0.791,1.028,0.561,0,0,0
529,1.368,0.798,1.238,0.833,1.328,0.786,1.313,0.85,0,0,0
530,1.368,0.809,1.33,0.756,0.7,1.299,2.089,1.258,0,0,0
531,1.368,0.56,0.839,0.807,1.173,0.55,0.871,0.859,0,0,0
532,1.368,0.807,1.288,-0.059,0.382,0.804,1.836,1.344,0,0,0
533,1.368,0.652,0.871,-0.032,0.353,1.131,1.759,0.921,0,0,0
534,1.368,0.284,0.309,-0.046,0.102,0.774,1.257,0.771,0,0,0
535,1.368,1.095,1.755,1.229,1.606,0.88,1.283,1.067,0,0,0
536,1.368,0.753,1.169,-0.06,0.283,1.335,2.272,1.462,0,0,0
537,1.368,0.589,0.884,0.545,1.458,0.564,0.814,0.524,0,0,0
538,1.368,0.213,0.179,0.628,2.732,0.418,0.522,0.141,0,0,0
539,1.368,0.405,0.574,0.728,1.477,0.447,0.566,0.692,4,6,0
540,1.368,0.232,0.219,0.091,0.44,0.581,0.788,0.441,0,0,0
541,1.368,0.655,0.909,0.763,1.168,0.715,1.094,0.882,0,0,0
542,1.368,0.79,1.277,1.175,1.109,0.899,1.35,1.729,4,6,0
543,1.368,0.814,1.351,0.773,0.595,1.211,1.953,1.293,0,0,0
544,1.368,0.825,1.373,1.195,0.965,1.056,1.751,1.907,0,0,0
545,1.368,0.95,1.503,0.9,0.902,1.327,2.165,1.185,0,0,0
546,1.368,0.532,0.775,0.545,1.318,0.516,0.831,0.573,0,0,0
547,1.368,0.646,0.912,0.312,0.933,0.652,1.161,0.677,0,0,0
548,1.368,0.531,0.725,0.633,0.895,0.597,0.895,0.811,0,0,0
549,1.368,0.832,1.4,0.842,0.798,1.121,1.881,1.302,0,0,0
550,1.368,0.847,1.339,0.889,1.084,0.969,1.624,1.133,0,0,0
551,1.368,0.212,0.178,0.682,2.265,0.322,0.352,0.202,0,0,0
552,1.368,0.262,0.282,0.235,0.207,0.563,0.969,0.782,0,0,0
553,1.368,0.752,1.17,0.855,0.839,0.921,1.567,1.318,0,0,0
554,1.368,0.213,0.179,-0.053,0.094,0.553,0.715,0.427,0,0,0
555,1.368,0.247,0.282,0.821,2.734,0.484,0.628,0.053,0,0,0
556,1.368,0.345,0.415,0.552,1.207,0.347,0.432,0.502,0,0,0
557,1.368,0.963,1.527,0.826,1.587,0.738,1.106,0.674,4,6,0
558,1.368,0.913,1.698,1.278,1.353,0.892,1.698,1.299,0,0,0
559,1.368,0.687,1.081,1.047,0.862,0.783,1.387,1.652,0,0,0
560,1.368,0.758,1.202,0.718,0.598,1.215,1.994,1.367,0,0,0
561,1.368,0.658,0.994,1.771,1.818,0.746,1.189,1.436,0,0,0
562,1.368,0.465,0.596,0.232,1.109,0.441,0.601,0.368,0,0,0
563,1.368,0.463,0.626,0.392,1.002,0.447,0.615,0.613,0,0,0
564,1.368,0.339,0.508,0.372,1.258,0.332,0.506,0.4,0,0,0
565,1.368,0.522,0.69,0.516,0.827,0.55,0.871,0.757,0,0,0
566,1.368,0.459,0.59,-0.059,0.521,0.581,0.877,0.852,0,0,0
567,1.368,0.637,0.854,0.699,0.67,0.748,1.242,0.929,0,0,0
568,1.368,0.969,1.493,0.989,1.171,1.147,1.916,1.222,0,0,0
569,1.368,0.594,0.834,0.733,0.85,0.687,1.047,1.019,0,0,0
570,1.368,0.408,0.524,0.5,0.916,0.39,0.638,0.722,0,0,0
571,1.368,0.54,0.712,0.479,0.539,0.76,1.185,1.071,0,0,0
572,1.368,0.212,0.178,-0.061,0.01,1.085,1.732,0.801,0,0,0
573,1.368,0.216,0.185,0.299,2.549,0.378,0.441,-0.01,0,0,0
574,1.368,0.365,0.552,1.075,1.502,0.416,0.722,1,1,3,1317
575,1.368,0.703,0.996,-0.06,0.287,1.432,2.338,1.523,0,0,0
576,1.368,1.217,2.085,1.789,1.939,1.226,2.069,1.667,0,0,0
577,1.368,0.648,0.875,0.787,1.297,0.668,0.929,0.811,0,0,0
578,1.368,0.407,0.561,0.77,0.811,0.419,0.667,1.218,0,0,0
579,1.368,0.502,0.73,0.588,1.284,0.519,0.786,0.603,0,0,0
580,1.368,0.588,0.82,0.921,1.363,0.592,0.843,0.931,4,0,0
581,1.368,0.42,0.628,0.622,1.292,0.435,0.688,0.632,0,0,0
582,1.368,0.369,0.449,0.24,0.799,0.431,0.565,0.465,0,0,0
583,1.368,0.515,0.674,0.763,1.084,0.496,0.706,0.69,0,0,0
584,1.368,0.574,0.764,-0.059,0.13,1.291,2.175,1.519,0,0,0
585,1.368,0.472,0.752,0.581,1.495,0.437,0.635,0.545,0,0,0
586,1.368,0.931,1.487,0.994,0.875,1.282,2.088,1.532,1,4,1305
587,1.368,0.357,0.458,0.739,1.408,0.354,0.469,0.735,0,0,0
588,1.368,0.418,0.56,0.369,1.003,0.403,0.608,0.54,0,0,0
589,1.368,0.674,1.216,1.597,1.932,0.687,1.143,1.318,0,0,0
590,1.368,0.365,0.472,0.034,0.131,0.365,0.543,1.095,0,0,0
591,1.368,1.171,1.947,1.514,1.546,1.086,1.857,1.477,0,0,0
592,1.368,0.541,0.847,1.112,1.146,0.522,0.751,1.16,0,0,0
593,1.368,0.564,0.753,1.395,1.128,0.568,0.754,1.54,0,0,0
594,1.368,0.212,0.178,-0.058,0.182,0.523,0.779,0.464,0,0,0
595,1.368,0.213,0.181,0.422,1.702,0.293,0.393,0.307,0,0,0
596,1.368,0.589,0.799,0.746,0.977,0.63,1.024,0.886,0,0,0
597,1.368,0.74,1.268,1.609,1.426,0.769,1.313,1.559,0,0,0
598,1.368,0.415,0.523,0.237,0.543,0.533,0.803,0.686,0,0,0
599,1.368,1.24,2.059,1.91,1.602,1.133,1.682,1.908,0,0,0
600,1.368,0.213,0.179,-0.058,0.185,0.503,0.706,0.439,0,0,0
601,1.368,0.301,0.434,0.483,0.129,0.581,0.766,0.793,0,0,0
602,1.368,0.389,0.48,0.127,0.608,0.596,0.764,0.458,0,0,0
603,1.368,0.382,0.509,0.377,1.341,0.382,0.511,0.376,0,0,0
604,1.368,0.704,1.038,0.95,0.675,0.926,1.571,1.58,0,0,0
605,1.368,0.725,1.375,0.98,0.838,0.762,1.267,1.624,0,0,0
606,1.368,0.687,1.181,0.838,1.592,0.737,1.081,0.661,0,0,0
607,1.368,0.357,0.436,-0.06,0.01,1.439,2.341,1.236,0,0,0
608,1.368,0.792,1.22,0.749,0.637,1.306,2.112,1.265,0,0,0
609,1.368,0.859,1.125,0.756,0.219,0.777,1.312,1.676,0,0,0
610,1.368,0.215,0.184,0.359,0.574,0.388,0.415,0.457,0,0,0
611,1.368,0.5,0.653,0.238,0.978,0.519,0.746,0.488,0,0,0
612,1.368,0.63,0.844,0.576,1.162,0.643,0.94,0.686,1,3,1278
613,1.368,0.789,1.218,0.799,1.448,0.778,1.175,0.811,0,0,0
614,1.368,0.594,0.795,0.732,0.527,0.801,1.357,1.348,0,0,0
615,1.368,0.716,1.278,1.771,1.407,0.728,1.316,1.755,0,0,0
616,1.368,0.518,0.685,0.618,0.91,0.559,0.905,0.767,0,0,0
617,1.368,0.369,0.447,0.249,0.617,0.571,0.738,0.478,0,0,0
618,1.368,0.376,0.604,0.37,1.673,0.41,0.509,0.211,0,0,0
619,1.368,0.569,0.756,0.3,0.083,0.733,1.148,1.795,0,0,0
620,1.368,0.462,0.59,-0.056,0.068,1.165,2.005,1.204,0,0,0
621,1.368,0.444,0.649,0.606,1.564,0.447,0.602,0.575,0,0,0
622,1.368,0.682,0.815,0.717,1.14,0.707,1.174,0.875,0,0,0
623,1.368,0.878,1.397,1.02,1.1,1.014,1.616,1.282,1,4,1266
624,1.368,0.513,0.679,0.72,0.726,0.512,0.912,1.102,0,0,0
625,1.368,0.863,1.357,0.907,0.806,1.19,1.956,1.4,0,0,0
626,1.368,0.232,0.231,-0.026,0.089,0.608,0.893,0.642,0,0,0
627,1.368,0.382,0.47,0.205,0.823,0.439,0.564,0.408,0,0,0
628,1.368,0.413,0.52,0.374,0.878,0.403,0.631,0.564,0,0,0
629,1.368,0.734,1.111,1.073,0.982,0.833,1.42,1.753,0,0,0
630,1.368,1.199,1.984,1.131,1.31,1.242,2.061,1.201,0,0,0
631,1.368,0.214,0.181,0.11,0.456,0.523,0.689,0.377,0,0,0
632,1.368,0.618,0.993,1.564,1.346,0.616,0.996,1.577,0,0,0
633,1.368,0.575,0.767,0.334,0.326,0.839,1.525,1.29,0,0,0
634,1.368,0.469,0.804,1.068,1.186,0.499,0.654,1.31,0,0,0
635,1.368,0.462,0.772,0.504,1.58,0.464,0.571,0.692,0,0,0
636,1.368,0.521,0.752,0.426,1.474,0.496,0.679,0.399,0,0,0
637,1.368,0.361,0.441,0.372,0.721,0.442,0.665,0.569,0,0,0
638,1.368,0.564,0.745,0.016,0.277,0.953,1.596,1.152,0,0,0
639,1.368,0.64,0.857,0.236,0.372,0.803,1.531,1.145,0,0,0
640,1.368,0.299,0.344,0.228,0.146,0.594,0.956,0.876,0,0,0
641,1.368,0.474,0.614,0.459,1.381,0.474,0.614,0.459,1,3,1255
642,1.368,0.598,0.802,0.719,0.273,0.95,1.557,1.809,0,0,0
643,1.368,0.747,1.353,1.31,1.794,0.973,1.75,1.027,0,0,0
644,1.368,0.574,0.768,0.72,1.348,0.576,0.775,0.727,0,0,0
645,1.368,0.491,0.684,0.433,0.827,0.537,0.779,0.622,0,0,0
646,1.368,0.649,0.916,0.897,0.874,0.769,1.176,1.178,0,0,0
647,1.368,0.618,0.955,1.02,1.599,0.726,1.165,0.861,0,0,0
648,1.368,0.581,0.836,0.634,0.635,0.686,1.215,1.214,0,0,0
649,1.368,1.08,1.842,0.05,0.105,0.212,0.177,0.744,0,0,0
650,1.368,0.472,0.798,0.577,1.743,0.474,0.625,0.459,0,0,0
651,1.368,0.213,0.179,0.497,0.194,0.406,0.627,0.535,0,0,0
652,1.368,0.287,0.316,0.709,0.406,0.624,0.854,1.168,0,0,0
653,1.368,0.787,1.391,1.487,1.378,0.787,1.391,1.487,1,3,1239
654,1.368,0.587,0.782,0.355,0.408,1.035,1.709,1.099,0,0,0
655,1.368,0.433,0.556,0.543,0.644,0.419,0.677,0.914,0,0,0
656,1.368,0.214,0.182,0.47,0.228,0.422,0.682,0.551,0,0,0
657,1.368,0.651,0.875,0.459,0.446,1.173,1.948,1.24,0,0,0
658,1.368,0.212,0.178,1.544,3.555,1.054,1.489,0.629,0,0,0
659,1.368,0.9,1.47,0.915,0.915,1.199,1.958,1.365,0,0,0
660,1.368,0.505,0.846,1.306,0.877,0.45,0.764,1.68,0,0,0
661,1.368,0.212,0.177,-0.042,2.235,0.212,0.177,-0.06,0,0,0
662,1.368,0.814,1.189,0.994,1.035,0.75,1.245,1.449,0,0,0
663,1.368,0.266,0.282,-0.061,0.094,0.669,0.875,0.643,0,0,0
664,1.368,0.844,1.239,0.545,0.764,1.107,1.731,1.013,0,0,0
665,1.368,0.613,0.893,0.716,0.916,0.646,1.096,0.956,0,0,0
666,1.368,0.734,1.1,-0.052,0.309,1.42,2.34,1.248,0,0,0
667,1.368,0.651,0.992,1.294,2.875,0.615,0.827,0.675,0,0,0
668,1.368,0.76,1.313,1.006,1.41,0.784,1.354,0.991,4,8,0
669,1.368,0.432,0.547,0.534,0.01,0.286,0.288,1.03,0,0,0
670,1.368,0.755,1.171,0.789,0.833,0.928,1.562,1.306,0,0,0
671,1.368,0.507,0.781,0.323,1.422,0.495,0.742,0.302,0,0,0
672,1.368,0.506,0.74,0.585,0.726,0.632,0.936,0.915,0,0,0
673,1.368,0.823,1.433,1.371,1.952,0.794,1.355,0.975,0,0,0
674,1.368,0.941,1.56,0.948,1.491,0.86,1.361,0.884,0,0,0
675,1.368,0.214,0.183,0.026,0.247,0.498,0.777,0.543,0,0,0
676,1.368,0.213,0.179,0.051,2.944,0.218,0.18,-0.061,0,0,0
677,1.368,0.224,0.213,0.164,0.124,0.372,0.57,0.778,0,0,0
678,1.368,0.632,0.693,0.564,1.234,0.743,0.758,0.607,0,0,0
679,1.368,0.662,1.064,0.814,1.346,0.666,1.08,0.826,0,0,0
680,1.368,0.468,0.738,0.368,1.575,0.45,0.556,0.245,0,0,0
681,1.368,0.654,0.897,0.772,1.132,0.695,1.08,0.941,0,0,0
682,1.368,0.673,0.951,1.023,1.372,0.673,0.951,1.023,4,3,0
