col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
20,-1.0,0.051,0.133,6.124325,0.149,7.084595,0.185,0.998,0.083,0.289,0.03,0.373,0.011,0.446,6,1.08749,0.1849,1.0,0.3137
21,-1.0,0.01,0.027,16.71226,0.02,17.71386,0.038,1.0,0.014,0.065,0.011,0.105,0.01,0.16,6,0.999982,0.0384,1.0,0.0136
22,-1.0,2.646,2.588,0.6360232,1.473,4.113167,1.552,0.901,1.225,1.88,0.907,2.185,0.765,2.625,6,2.40293,1.5507,0.998,1.3644
23,-1.0,1.498,1.56,7.205876,0.835,12.41768,1.053,0.888,0.796,1.45,0.746,1.624,0.703,1.789,6,5.05949,0.8334,0.637,1.4817
24,-1.0,4.013,2.738,0.5040619,0.853,0.5719766,1.115,0.694,0.687,1.568,0.483,2.22,0.223,3.047,6,0.986922,1.1097,0.996,0.8131
25,-1.0,1.353,1.359,3.084405,1.353,3.084405,1.179,0.924,0.816,1.469,0.703,1.713,0.649,2.072,6,2.96922,1.1771,0.999,1.2608
26,-1.0,0.89,0.93,5.333082,0.89,5.333082,0.835,0.83,0.546,1.108,0.279,1.484,0.144,2.188,6,4.68366,0.8327,0.998,0.7235
27,-1.0,3.583,3.007,12.57403,0.596,14.3929,0.847,0.886,0.574,1.12,0.477,1.509,0.358,2.41,6,11.1661,0.8427,0.996,0.632
28,-1.0,0.872,1.256,4.180908,0.853,4.183945,0.892,0.734,0.524,1.238,0.2,1.861,0.047,2.598,6,4.85463,0.8878,0.998,0.8514
29,-1.0,0.02,0.62,11.69055,0.46,12.69708,0.566,0.672,0.226,0.89,0.077,1.654,0.017,2.632,5,26.0489,0.5607,0.997,0.8911
30,-1.0,2.018,2.154,0.3623071,1.705,1.035496,1.649,0.822,1.236,2.04,0.844,2.439,0.659,2.843,6,1.20884,1.647,0.998,2.0096
31,-1.0,0.661,0.951,7.516267,0.645,7.575258,0.709,0.942,0.639,0.727,0.623,1.231,0.62,1.306,6,2.38009,0.709,0.999,0.6329
32,-1.0,0.208,0.578,21.08195,0.208,21.08195,0.534,0.521,0.205,0.943,0.159,1.074,0.125,1.196,6,19.2945,0.5337,0.999,1.1074
33,-1.0,0.661,1.711,0.3646878,0.628,0.3665607,0.937,0.703,0.555,1.33,0.373,2.057,0.127,2.571,6,0.700906,0.9336,0.998,1.0404
34,-1.0,4.321,4.165,2.379509,3.027,4.459775,2.781,0.695,2.024,3.542,1.049,4.264,0.692,4.934,6,11.6476,2.7753,0.997,3.3307
35,-1.0,0.245,0.202,11.57059,0.245,11.57059,0.21,1.0,0.111,0.294,0.046,0.353,0.019,0.406,6,1.55389,0.2102,1.0,0.0692
36,-1.0,3.583,3.657,1.89004,3.233,3.374577,3.312,0.981,3.015,3.638,2.491,3.947,2.139,4.406,6,2.244,3.3114,0.998,3.2267
37,-1.0,0.257,0.348,0.6789643,0.375,0.8537326,0.405,0.926,0.218,0.587,0.099,0.763,0.044,1.023,6,0.341908,0.4039,0.999,0.388
38,-1.0,0.474,0.718,0.5413302,0.489,0.5493589,0.494,0.836,0.248,0.697,0.09,1.086,0.02,2.383,6,0.510032,0.473,0.987,0.8705
39,-1.0,0.01,0.025,11.13854,0.02,12.24638,0.033,1.0,0.013,0.056,0.01,0.086,0.01,0.124,6,0.510265,0.0331,1.0,0.0658
40,-1.0,1.523,1.697,0.675965,1.498,0.7233959,1.595,0.992,1.46,1.742,1.383,2.005,0.9,2.311,6,0.605822,1.5956,0.996,1.8021
41,-1.0,0.245,0.241,10.21098,0.295,10.31734,0.307,0.937,0.163,0.432,0.06,0.728,0.014,1.239,6,4.53606,0.3052,0.998,0.2326
42,-1.0,1.815,1.596,9.375538,0.853,10.10262,1.116,0.738,0.753,1.617,0.574,1.996,0.475,2.462,6,10.2032,1.1138,0.998,1.2838
43,-1.0,1.152,1.167,1.426264,1.027,1.689641,0.991,0.927,0.71,1.253,0.577,1.526,0.431,1.972,6,1.03364,0.9897,0.998,0.5375
44,-1.0,0.628,0.687,40.18434,0.628,40.18434,0.682,0.984,0.556,0.811,0.369,0.937,0.229,1.773,6,21.1578,0.6795,0.997,0.6568
45,-1.0,1.4,2.017,3.226966,0.746,3.67573,1.314,0.608,0.766,1.844,0.482,2.507,0.241,3.431,6,6.38332,1.3069,0.996,0.8942
46,-1.0,0.474,1.231,2.001531,0.474,2.001531,0.547,0.959,0.394,0.692,0.285,0.939,0.196,2.24,6,2.32938,0.5356,0.992,1.0185
47,-1.0,0.02,0.197,14.77573,0.295,15.70745,0.263,0.994,0.135,0.382,0.041,0.476,0.012,0.61,6,3.13844,0.2627,1.0,0.1952
48,-1.0,1.33,1.825,1.809125,0.853,2.301778,1.178,0.71,0.743,1.623,0.556,2.229,0.43,2.859,6,2.3657,1.1739,0.997,1.2635
49,-1.0,0.799,0.823,3.697671,0.763,3.72611,0.735,0.856,0.479,0.989,0.207,1.248,0.06,1.912,6,2.74823,0.7314,0.996,0.4943
50,-1.0,1.088,1.815,2.967493,1.007,3.020543,1.137,0.856,0.826,1.448,0.606,1.936,0.447,2.768,6,2.70317,1.1331,0.996,1.2952
51,-1.0,0.01,0.025,14.08854,0.02,14.61363,0.027,1.0,0.013,0.045,0.01,0.062,0.01,0.077,6,0.349746,0.0268,1.0,0.0239
52,-1.0,3.191,3.275,5.707276,3.027,6.230544,2.67,0.884,2.092,3.196,1.78,3.577,1.612,3.948,6,7.88071,2.6681,0.998,3.594
53,-1.0,0.534,0.734,25.44771,0.534,25.44771,0.522,0.953,0.365,0.65,0.209,0.867,0.117,2.424,6,20.6549,0.5067,0.99,0.5879
54,-1.0,1.705,1.664,7.731951,0.799,8.380453,1.237,0.672,0.769,1.727,0.666,2.146,0.626,2.629,6,9.51245,1.235,0.998,0.8243
55,-1.0,0.149,0.181,2.216153,0.196,2.46258,0.242,0.982,0.119,0.376,0.044,0.5,0.012,0.634,6,0.645563,0.2417,0.999,0.0951
56,-1.0,0.062,0.132,0.9234431,0.138,1.61547,0.173,1.0,0.08,0.268,0.03,0.343,0.011,0.405,6,0.26348,0.1729,1.0,0.1693
57,-1.0,4.216,3.519,3.037682,1.109,5.655161,1.484,0.546,0.85,2.174,0.573,3.243,0.291,4.285,6,13.6449,1.4749,0.996,1.313
58,-1.0,1.871,2.02,1.417706,0.853,1.996352,1.235,0.712,0.799,1.726,0.65,2.275,0.472,2.869,6,2.66153,1.2329,0.996,0.7018
59,-1.0,0.612,0.986,3.200673,0.612,3.200673,0.773,0.927,0.569,0.982,0.485,1.344,0.39,1.884,6,1.89417,0.7719,0.998,0.7082
60,-1.0,1.088,2.265,4.448141,0.872,4.499139,1.105,0.676,0.657,1.555,0.371,2.295,0.1,3.351,6,7.13318,1.0969,0.996,1.0637
61,-1.0,2.469,2.813,7.986545,0.612,9.093418,1.024,0.483,0.47,1.739,0.192,2.561,0.044,3.489,6,24.435,1.0164,0.997,0.7282
62,-1.0,3.583,2.873,13.04197,0.474,14.74879,0.722,0.631,0.319,1.089,0.108,2.095,0.024,3.505,6,28.2143,0.7013,0.991,0.4637
63,-1.0,1.152,1.064,1.787347,1.068,2.030763,0.981,0.967,0.738,1.194,0.564,1.338,0.453,1.486,6,0.924577,0.9808,0.999,1.2328
64,-1.0,1.217,1.152,6.673046,1.109,6.937681,1.054,0.984,0.832,1.263,0.704,1.452,0.64,1.7,6,2.61975,1.0529,0.999,1.206
65,-1.0,0.909,0.989,7.02442,0.853,7.053945,0.8,0.691,0.411,1.155,0.15,1.697,0.048,2.38,6,8.07038,0.7964,0.998,0.8141
66,-1.0,0.645,1.425,0.6977681,0.645,0.6977681,0.93,0.855,0.655,1.217,0.432,1.912,0.333,2.372,6,1.1836,0.9551,0.948,0.8922
67,-1.0,0.389,0.746,6.147204,0.389,6.147204,0.407,0.937,0.264,0.547,0.114,0.757,0.028,0.941,6,2.01064,0.4067,0.999,0.4273
68,-1.0,0.01,0.197,0.9798756,0.282,2.136158,0.269,0.974,0.131,0.399,0.041,0.553,0.012,0.664,6,0.465184,0.2689,0.999,0.327
69,-1.0,0.184,0.2,6.743277,0.22,6.927049,0.226,1.0,0.156,0.302,0.076,0.362,0.017,0.42,6,0.929403,0.226,1.0,0.3182
70,-1.0,3.914,3.363,20.6087,1.599,22.15636,1.676,0.934,1.425,1.837,1.213,3.063,1.122,3.849,6,22.2047,1.6713,0.996,1.4567
71,-1.0,0.519,0.963,20.18875,0.519,20.18875,0.607,0.873,0.401,0.759,0.172,1.77,0.039,2.554,6,20.1276,0.6022,0.998,0.8182
72,-1.0,0.257,0.276,11.33076,0.257,11.33076,0.281,0.998,0.226,0.336,0.194,0.416,0.163,0.628,6,1.81724,0.2801,0.997,0.3256
73,-1.0,0.03,0.045,9.766325,0.041,9.997015,0.059,1.0,0.024,0.094,0.012,0.141,0.01,0.2,6,0.709399,0.0588,1.0,0.0537
74,-1.0,0.628,1.434,3.452163,0.661,3.46047,0.843,0.585,0.376,1.292,0.131,2.186,0.03,3.107,6,6.61803,0.8345,0.996,0.8284
75,-1.0,0.27,0.239,4.05888,0.308,4.119355,0.304,0.96,0.165,0.433,0.057,0.624,0.014,0.858,6,1.20685,0.3037,0.999,0.075
76,-1.0,4.216,3.313,0.01149759,1.787,2.956465,1.696,0.825,1.261,2.103,0.936,2.643,0.767,3.204,6,3.47063,1.6932,0.998,1.4202
77,-1.0,2.268,2.491,0.379803,1.787,1.874397,1.688,0.775,1.194,2.117,0.786,2.504,0.628,2.923,6,2.85577,1.6858,0.998,1.9604
78,-1.0,0.245,0.216,5.733475,0.321,5.832259,0.259,1.0,0.15,0.366,0.058,0.425,0.014,0.481,6,0.892989,0.2591,1.0,0.2707
79,-1.0,1.217,1.158,20.3393,1.217,20.3393,1.087,0.965,0.847,1.256,0.644,1.343,0.441,1.447,6,8.01052,1.088,0.997,1.2627
80,-1.0,0.46,0.579,8.333685,0.46,8.333685,0.537,0.965,0.422,0.692,0.386,0.943,0.343,1.201,6,2.60947,0.4412,0.633,0.6545
81,-1.0,1.007,2.554,10.19013,0.661,10.25275,0.983,0.585,0.476,1.469,0.174,2.385,0.04,3.559,6,20.4541,0.9732,0.996,0.5525
82,-1.0,1.625,2.187,5.147295,1.599,5.180001,1.514,0.646,0.913,2.01,0.66,2.675,0.279,3.544,6,9.61741,1.508,0.996,0.7294
83,-1.0,1.047,2.138,0.7272823,0.799,0.7923679,1.122,0.725,0.717,1.533,0.511,2.234,0.26,3.13,6,0.971801,1.1155,0.997,1.522
84,-1.0,0.257,0.381,6.765573,0.431,7.079562,0.434,0.878,0.222,0.642,0.087,0.831,0.021,1.06,6,2.79165,0.433,0.999,0.4594
85,-1.0,0.645,1.046,2.233827,0.645,2.233827,0.781,0.96,0.645,0.932,0.61,1.248,0.415,1.522,6,1.30878,0.7849,0.984,0.8863
86,-1.0,0.257,0.225,15.14239,0.27,15.16847,0.264,1.0,0.188,0.345,0.064,0.41,0.013,0.472,6,2.31611,0.2638,1.0,0.1191
87,-1.0,4.268,3.367,0.1360158,1.13,0.7100909,1.405,0.598,0.797,1.992,0.401,2.966,0.102,4.072,6,0.91122,1.3942,0.996,0.1581
88,-1.0,0.282,0.234,22.85563,0.282,22.85563,0.252,1.0,0.15,0.343,0.057,0.397,0.026,0.455,6,3.30511,0.2515,1.0,0.3034
89,-1.0,0.01,0.603,5.98433,0.46,6.67756,0.676,0.62,0.286,1.085,0.097,1.578,0.021,2.001,6,7.60331,0.6728,0.998,0.0853
90,-1.0,0.196,0.216,8.344512,0.245,8.518963,0.241,1.0,0.167,0.32,0.085,0.379,0.019,0.433,6,1.1765,0.2411,1.0,0.191
91,-1.0,0.534,2.094,3.371013,0.565,3.387476,0.773,0.603,0.33,1.152,0.117,2.324,0.027,3.345,6,6.87363,0.7594,0.994,0.7352
92,-1.0,2.469,3.089,2.321316,0.948,5.746277,1.498,0.607,0.922,2.086,0.716,2.67,0.569,3.34,6,7.86308,1.4935,0.997,1.6684
93,-1.0,0.232,0.459,2.689346,0.389,2.922454,0.573,0.668,0.249,0.933,0.09,1.454,0.02,1.739,6,3.21787,0.5719,0.999,0.4413
94,-1.0,0.417,2.107,3.99097,0.729,4.065942,1.089,0.49,0.462,1.755,0.174,2.685,0.05,3.835,6,11.2879,1.0783,0.996,0.9153
95,-1.0,0.01,0.309,5.772223,0.257,6.110106,0.407,0.843,0.187,0.636,0.064,0.881,0.014,1.361,6,3.8266,0.4044,0.998,0.3293
96,-1.0,0.01,0.063,4.201614,0.041,5.415548,0.099,0.998,0.029,0.184,0.012,0.279,0.01,0.338,6,0.865033,0.0991,1.0,0.115
97,-1.0,1.13,2.379,0.2068764,0.853,0.3158986,1.136,0.666,0.675,1.606,0.432,2.313,0.125,3.222,6,0.320564,1.1299,0.997,1.1004
98,-1.0,0.853,1.814,9.18755,0.817,9.191748,0.996,0.65,0.566,1.441,0.248,2.075,0.054,3.095,6,14.4676,0.9896,0.997,0.2791
99,-1.0,0.173,0.208,6.840111,0.245,7.050252,0.244,1.0,0.153,0.338,0.067,0.407,0.016,0.479,6,1.08993,0.2439,1.0,0.2018
100,-1.0,0.01,0.027,17.75718,0.02,18.35295,0.036,1.0,0.014,0.061,0.011,0.095,0.01,0.14,6,0.890668,0.0363,1.0,0.016
101,-1.0,0.01,0.017,45.6293,0.01,45.6293,0.023,1.0,0.012,0.041,0.01,0.061,0.01,0.089,6,1.2611,0.0231,1.0,0.0173
102,-1.0,2.078,2.035,3.572583,0.678,4.709622,1.342,0.599,0.755,1.843,0.646,2.378,0.419,3.037,6,5.51728,1.341,0.993,1.8392
103,-1.0,0.161,1.193,5.766394,0.335,6.157164,0.664,0.614,0.253,0.983,0.107,2.277,0.032,3.409,5,19.4498,0.6502,0.995,0.1802
104,-1.0,0.445,1.907,0.9171696,0.474,0.9290104,0.92,0.492,0.4,1.542,0.218,2.385,0.119,3.232,6,4.62206,0.9111,0.996,1.5562
105,-1.0,2.078,1.791,3.688277,0.596,5.909939,0.693,0.972,0.547,0.833,0.483,1.096,0.418,1.755,6,2.7529,0.6901,0.997,0.6835
106,-1.0,4.537,3.777,6.305406,1.574,8.401735,1.866,0.862,1.489,2.267,1.297,3.286,1.185,4.318,6,10.7006,1.8568,0.996,1.4937
107,-1.0,0.232,0.361,7.706329,0.245,7.732311,0.368,0.913,0.225,0.556,0.179,0.825,0.144,0.987,6,2.9057,0.3678,1.0,0.3473
108,-1.0,1.574,1.604,0.08544969,0.928,1.53309,1.225,0.893,0.894,1.563,0.759,1.925,0.669,2.33,6,0.579957,1.2237,0.999,1.3328
109,-1.0,0.173,0.465,6.933279,0.321,7.13518,0.543,0.658,0.218,0.892,0.082,1.509,0.018,2.253,6,10.1448,0.5365,0.996,2.5355
110,-1.0,1.109,1.237,3.99136,1.068,4.020672,1.031,0.791,0.671,1.354,0.445,1.824,0.132,2.529,6,4.15348,1.0263,0.997,0.8938
111,-1.0,0.694,2.697,10.51632,0.694,10.51632,0.846,0.683,0.45,1.191,0.152,2.36,0.033,3.613,6,19.2313,0.8347,0.996,1.2611
112,-1.0,1.13,2.565,1.443208,0.835,1.497737,1.154,0.584,0.613,1.698,0.317,2.551,0.076,3.594,5,4.35456,1.1446,0.996,2.6468
113,-1.0,0.335,0.27,4.222022,0.361,4.275843,0.333,0.945,0.183,0.467,0.069,0.682,0.015,0.903,6,1.32081,0.3324,0.999,0.3265
114,-1.0,4.592,3.709,4.889971,1.353,6.035419,1.639,0.732,1.155,2.159,0.861,3.208,0.662,4.255,6,10.2317,1.6295,0.996,2.144
115,-1.0,0.872,2.662,0.7639047,0.872,0.7639047,1.337,0.631,0.816,1.895,0.662,2.769,0.4,3.868,6,2.03307,1.3305,0.992,1.095
116,-1.0,0.417,0.899,4.065005,0.489,4.118487,0.653,0.708,0.319,0.955,0.123,1.765,0.03,2.442,6,5.07265,0.6515,0.999,0.5059
117,-1.0,4.164,3.512,1.378921,0.967,4.661318,1.509,0.507,0.827,2.248,0.517,3.233,0.214,4.219,6,11.1955,1.5004,0.996,2.7863
118,-1.0,1.988,2.068,1.315981,0.835,4.346237,1.106,0.873,0.791,1.474,0.691,1.938,0.632,2.35,6,3.24703,1.1041,0.998,1.3373
119,-1.0,3.722,3.116,2.154798,0.746,5.291431,1.084,0.617,0.601,1.581,0.431,2.465,0.151,3.385,6,9.51133,1.0768,0.997,0.6042
120,-1.0,4.482,3.237,0.9640423,0.987,3.393531,1.241,0.802,0.868,1.618,0.604,2.187,0.477,3.147,6,3.18273,1.2374,0.997,0.8592
121,-1.0,1.007,1.4,0.07194118,0.711,0.1521209,1.012,0.9,0.712,1.299,0.618,1.893,0.376,2.45,6,0.0572555,1.0168,0.986,1.2367
122,-1.0,1.599,1.739,0.1710304,0.853,0.3405207,1.18,0.769,0.79,1.602,0.591,2.106,0.474,2.768,6,0.43799,1.1767,0.998,1.3683
123,-1.0,0.308,0.253,13.70468,0.321,13.7169,0.285,0.999,0.196,0.372,0.09,0.429,0.019,0.489,6,2.15921,0.2849,1.0,0.2105
124,-1.0,0.173,0.37,9.811939,0.348,10.04557,0.458,0.784,0.204,0.712,0.075,1.26,0.017,1.891,6,8.73492,0.4545,0.998,1.0347
125,-1.0,1.4,1.626,10.06978,1.377,10.08512,1.281,0.705,0.747,1.605,0.645,2.12,0.397,2.648,6,11.9975,1.2819,0.992,1.4253
126,-1.0,1.678,1.926,0.06220235,1.377,0.7232179,1.572,0.926,1.314,1.859,0.923,2.241,0.818,2.693,6,0.0787544,1.591,0.967,1.3847
127,-1.0,1.759,2.708,1.173508,0.835,1.58355,1.06,0.539,0.519,1.61,0.198,2.32,0.045,3.197,6,3.03328,1.0543,0.998,0.5277
128,-1.0,0.01,0.338,7.355133,0.403,8.832665,0.448,0.786,0.19,0.703,0.062,0.994,0.014,1.396,6,5.24581,0.4466,0.999,0.2282
129,-1.0,3.583,2.791,4.905303,0.645,6.160383,0.938,0.536,0.411,1.461,0.149,2.458,0.034,3.527,6,13.8157,0.929,0.997,0.5558
130,-1.0,1.239,1.84,2.131655,0.678,2.482408,1.134,0.794,0.737,1.48,0.639,2.187,0.417,2.849,6,2.66512,1.1325,0.992,1.0021
131,-1.0,3.583,3.093,8.872804,0.612,10.18008,1.24,0.397,0.525,2.102,0.207,3.1,0.049,4.096,6,38.1121,1.2307,0.997,1.3381
132,-1.0,1.424,1.437,6.461188,1.4,6.72234,1.425,0.999,1.375,1.478,1.344,1.537,1.288,1.623,6,0.720946,1.4258,0.998,1.4814
133,-1.0,0.678,1.529,1.392122,0.678,1.392122,1.069,0.879,0.677,1.426,0.638,2.032,0.621,2.466,6,3.52257,1.0673,0.999,0.6779
134,-1.0,0.549,2.204,2.056146,0.58,2.07392,1.12,0.495,0.527,1.76,0.232,2.567,0.064,3.563,6,5.64305,1.1111,0.996,0.6519
135,-1.0,0.389,0.303,1.343254,0.389,1.343254,0.345,0.983,0.215,0.469,0.082,0.553,0.022,0.637,6,0.295626,0.3447,1.0,0.4807
136,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
137,-1.0,1.088,1.101,26.5573,1.047,26.63454,0.853,0.812,0.533,1.168,0.212,1.44,0.056,1.921,6,21.1884,0.8505,0.998,0.4626
138,-1.0,4.113,3.473,21.21503,0.89,24.23108,0.996,0.87,0.682,1.255,0.452,1.886,0.249,3.818,6,33.1922,0.9572,0.982,0.6813
139,-1.0,0.375,0.357,5.681623,0.375,5.681623,0.362,0.99,0.253,0.475,0.122,0.569,0.034,0.667,6,1.21533,0.3618,1.0,0.2604
140,-1.0,0.094,1.226,1.448374,0.565,1.661455,0.746,0.596,0.308,1.168,0.111,2.205,0.028,3.149,6,4.12608,0.7366,0.996,0.2957
141,-1.0,1.33,2.167,0.9612403,0.729,1.448816,1.259,0.613,0.747,1.758,0.659,2.375,0.626,3.061,5,3.49501,1.2539,0.997,0.7417
142,-1.0,0.01,0.195,21.02569,0.282,22.7255,0.282,0.945,0.128,0.429,0.039,0.629,0.012,0.909,6,7.1932,0.2809,0.999,0.2531
143,-1.0,2.14,2.136,2.505532,0.799,7.831149,1.256,0.664,0.782,1.74,0.709,2.176,0.661,2.474,6,7.27508,1.2556,0.999,0.9009
144,-1.0,4.321,3.231,5.946301,0.835,7.202278,1.184,0.511,0.562,1.821,0.222,2.937,0.054,4.105,6,19.1073,1.1724,0.996,0.5175
145,-1.0,1.152,1.068,1.913071,0.628,3.666174,0.913,0.976,0.686,1.136,0.61,1.313,0.452,1.453,6,0.95186,0.914,0.996,0.812
146,-1.0,1.217,2.533,4.392379,1.088,4.537057,1.172,0.783,0.793,1.535,0.551,2.153,0.346,3.116,6,5.19337,1.1676,0.996,1.0927
147,-1.0,0.694,2.579,13.13438,0.711,13.13586,0.927,0.6,0.44,1.385,0.144,2.317,0.032,3.509,6,25.6542,0.9167,0.996,0.7909
148,-1.0,0.474,1.003,1.869053,0.474,1.869053,0.779,0.749,0.431,1.096,0.254,1.672,0.159,2.373,6,2.38633,0.7762,0.998,0.4847
149,-1.0,2.367,2.463,0.5862354,0.781,4.182491,1.309,0.529,0.744,1.943,0.584,2.456,0.425,3.039,6,6.90556,1.3056,0.997,2.2465
150,-1.0,0.565,1.225,1.34089,0.565,1.34089,0.755,0.878,0.508,0.989,0.373,1.585,0.179,2.302,6,1.33886,0.753,0.999,0.395
151,-1.0,3.583,3.321,1.019927,2.078,2.485287,1.911,0.582,1.091,2.622,0.623,3.496,0.308,4.271,5,11.7981,1.905,0.996,2.0874
152,-1.0,0.321,0.378,8.168343,0.321,8.168343,0.379,0.947,0.274,0.449,0.221,0.89,0.182,1.09,6,2.76476,0.3784,0.999,0.3664
153,-1.0,0.232,0.571,0.7170672,0.519,0.7715954,0.5,0.817,0.245,0.714,0.091,1.124,0.022,2.322,6,0.731868,0.4848,0.99,0.4614
154,-1.0,0.116,1.044,11.74675,0.678,12.5558,0.729,0.617,0.306,1.115,0.112,1.847,0.034,2.707,6,18.294,0.7235,0.997,0.3582
155,-1.0,1.068,2.743,1.018867,1.007,1.040641,1.154,0.744,0.759,1.563,0.494,2.006,0.148,3.017,6,1.38539,1.15,0.997,1.7029
156,-1.0,0.01,0.019,26.68497,0.02,28.40066,0.026,1.0,0.012,0.045,0.01,0.068,0.01,0.099,6,0.898494,0.0261,1.0,0.0241
157,-1.0,0.01,1.793,14.14522,0.431,14.97513,0.722,0.542,0.264,1.163,0.088,2.424,0.019,3.557,6,35.5845,0.7116,0.996,0.6608
158,-1.0,1.088,2.518,10.11278,0.711,10.41594,1.025,0.675,0.583,1.434,0.305,2.296,0.119,3.399,6,16.444,1.0162,0.996,0.5816
159,-1.0,2.078,2.285,1.851766,1.473,2.940215,1.599,0.722,1.058,2.071,0.752,2.56,0.654,3.268,6,3.13995,1.594,0.997,2.293
160,-1.0,0.051,0.194,6.265076,0.282,6.711843,0.256,0.984,0.136,0.364,0.044,0.495,0.012,0.766,6,1.68835,0.2551,0.999,0.3265
161,-1.0,1.678,1.688,19.24394,1.678,19.24394,1.678,1.0,1.604,1.75,1.545,1.836,1.486,1.996,6,3.26833,1.6778,0.999,1.6936
162,-1.0,0.746,1.446,6.885375,0.746,6.885375,0.789,0.98,0.693,0.864,0.653,1.114,0.628,2.08,6,3.44628,0.7821,0.994,0.9463
163,-1.0,0.678,0.996,1.686873,0.678,1.686873,0.711,0.711,0.357,1.031,0.135,1.744,0.034,2.445,6,1.92432,0.709,0.999,0.4566
164,-1.0,0.967,1.102,8.678319,0.711,9.12878,0.846,0.945,0.629,1.071,0.529,1.318,0.461,1.56,6,3.40599,0.8454,0.998,0.7707
165,-1.0,1.217,1.464,2.560691,0.928,2.961478,1.001,0.906,0.712,1.28,0.578,1.692,0.444,2.259,6,1.83512,0.9986,0.998,0.6985
166,-1.0,0.711,1.273,10.71728,0.711,10.71728,0.947,0.696,0.556,1.367,0.277,1.995,0.076,2.811,6,14.6815,0.942,0.997,1.0137
167,-1.0,2.434,2.101,2.210883,0.549,3.760872,0.823,0.77,0.481,1.101,0.324,2.231,0.158,2.582,6,4.76121,0.8187,0.998,1.292
168,-1.0,1.307,2.611,12.57028,0.909,13.43436,1.08,0.976,0.86,1.35,0.802,1.517,0.742,1.793,6,8.50142,1.0786,0.998,0.911
169,-1.0,0.062,0.196,25.52199,0.27,25.80926,0.239,0.999,0.136,0.333,0.053,0.397,0.02,0.485,6,4.00849,0.2385,1.0,0.2805
