col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
18,-1.0,0.232,0.234,24.70253,0.232,24.70253,0.235,1.0,0.214,0.258,0.196,0.28,0.179,0.289,10,0.387625,0.2348,0.999,0.2344
19,-1.0,0.534,0.534,4.851511,0.534,4.851511,0.535,1.0,0.487,0.583,0.437,0.632,0.365,0.68,10,0.218691,0.5346,1.0,0.549
20,-1.0,0.389,0.398,10.61165,0.389,10.61165,0.398,1.0,0.372,0.431,0.323,0.45,0.247,0.466,10,0.337094,0.3978,0.999,0.3838
21,-1.0,5.961,4.263,4.883479,2.367,6.428333,2.51,0.96,2.201,2.832,2.027,3.418,1.905,4.139,9,2.42442,2.5055,0.997,2.2955
22,-1.0,0.062,0.063,432.3174,0.062,432.3174,0.063,1.0,0.05,0.076,0.046,0.085,0.046,0.088,10,2.60818,0.0623,0.927,0.0686
23,-1.0,0.417,0.557,1.722391,0.746,1.900662,0.591,0.865,0.349,0.832,0.17,1.014,0.061,1.253,7,0.89292,0.5903,0.999,0.7657
24,-1.0,0.417,1.27,6.805075,0.445,6.868832,0.61,0.888,0.375,0.732,0.28,2.306,0.153,2.817,10,3.15429,0.4883,0.93,0.9553
25,-1.0,0.308,0.347,0.807029,0.321,0.8259465,0.354,0.979,0.279,0.422,0.211,0.62,0.158,0.755,7,0.161907,0.3533,1.0,0.2561
26,-1.0,1.307,1.76,1.844941,1.307,1.844941,1.499,0.956,1.272,1.795,1.167,2.121,1.06,2.368,10,0.579599,1.4987,0.999,1.3218
27,-1.0,1.173,1.105,10.85762,1.152,10.88854,1.081,0.996,0.902,1.228,0.789,1.322,0.493,1.425,10,1.52775,1.0831,0.996,1.2417
28,-1.0,0.27,0.292,6.718493,0.27,6.718493,0.314,1.0,0.206,0.428,0.149,0.499,0.084,0.541,10,0.56523,0.3142,1.0,0.2431
29,-1.0,0.729,0.515,0.8854867,0.729,0.8854867,0.572,0.869,0.309,0.817,0.162,0.934,0.06,1.033,7,0.968191,0.5719,0.999,0.6074
30,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
31,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
32,-1.0,0.062,0.062,13.65208,0.072,13.86396,0.073,1.0,0.043,0.099,0.018,0.149,0.01,0.198,10,0.3706,0.0728,1.0,0.0631
33,-1.0,0.127,0.125,26.1315,0.127,26.1315,0.127,1.0,0.108,0.148,0.087,0.159,0.048,0.167,10,0.441346,0.1273,1.0,0.1186
34,-1.0,0.295,0.331,8.996114,0.295,8.996114,0.347,0.95,0.259,0.407,0.204,0.723,0.15,0.846,7,1.77394,0.347,1.0,0.3214
35,-1.0,0.321,0.412,7.001508,0.321,7.001508,0.417,0.913,0.311,0.491,0.28,0.811,0.193,0.985,7,1.63734,0.4166,0.999,0.4867
36,-1.0,0.01,0.01,299.3173,0.01,299.3173,0.01,1.0,0.011,0.024,0.01,0.025,0.01,0.033,7,1.68867,0.01,0.995,0.0184
37,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
38,-1.0,0.799,0.661,1.051521,0.799,1.051521,0.666,0.877,0.376,0.917,0.222,1.044,0.106,1.141,7,1.34875,0.6659,0.999,0.2567
39,-1.0,0.22,0.446,10.16107,0.565,10.59422,0.474,0.959,0.255,0.657,0.165,0.777,0.091,0.887,10,1.38055,0.474,0.999,0.8089
40,-1.0,0.308,0.342,0.3489853,0.335,0.39692,0.406,0.893,0.226,0.6,0.097,0.785,0.025,0.909,7,0.202483,0.4057,0.999,0.4733
41,-1.0,1.988,2.021,6.043784,1.988,6.043784,1.473,0.494,0.839,2.069,0.409,2.574,0.114,2.773,10,8.89046,1.4722,0.999,1.9788
42,-1.0,0.835,0.806,13.03618,0.835,13.03618,0.847,0.943,0.718,1.066,0.131,1.164,0.057,1.265,10,2.38969,0.8467,1.0,0.5467
43,-1.0,0.909,0.899,2.932514,0.781,3.006694,0.845,0.852,0.57,1.116,0.373,1.396,0.221,2.071,8,1.31472,0.8413,0.997,0.7536
44,-1.0,2.538,2.538,6.168044,2.538,6.168044,2.518,1.0,2.444,2.605,2.216,2.648,2.145,2.679,10,0.697238,2.5185,0.997,2.5403
45,-1.0,0.282,0.267,1.06323,0.282,1.06323,0.268,0.993,0.223,0.299,0.182,0.383,0.144,0.73,7,0.232636,0.2643,0.989,0.3316
46,-1.0,0.196,0.194,220.5345,0.196,220.5345,0.195,1.0,0.179,0.211,0.169,0.222,0.16,0.226,10,2.0851,0.1945,0.999,0.2085
47,-1.0,1.33,1.543,1.932948,1.284,1.955747,1.328,0.991,1.179,1.479,1.061,1.697,0.905,2.268,7,0.664268,1.3229,0.994,1.5289
48,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
49,-1.0,0.474,0.624,28.3122,0.474,28.3122,0.606,0.798,0.39,0.918,0.233,1.239,0.127,2.214,10,11.1992,0.6001,0.996,0.4605
50,-1.0,1.625,1.67,3.252634,1.424,3.767737,1.561,0.998,1.371,1.761,1.274,1.991,1.187,2.115,10,0.444071,1.5606,1.0,1.6394
51,-1.0,0.872,0.76,0.237936,0.835,0.2644192,0.75,0.845,0.461,1.02,0.201,1.191,0.072,1.35,7,0.135942,0.749,0.999,0.1396
52,-1.0,0.257,0.255,19.09053,0.257,19.09053,0.255,1.0,0.232,0.278,0.209,0.29,0.191,0.301,10,0.299382,0.2547,0.975,0.2511
53,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
54,-1.0,0.872,0.951,3.852483,0.872,3.852483,0.923,0.99,0.789,1.058,0.724,1.301,0.632,1.425,10,0.583166,0.9223,0.999,0.8315
55,-1.0,1.173,1.209,5.627144,1.109,5.713017,1.135,0.986,0.946,1.313,0.819,1.517,0.646,1.734,10,0.893888,1.1345,0.999,1.5552
56,-1.0,0.173,0.513,10.2862,0.694,10.60894,0.593,0.775,0.287,0.862,0.127,1.095,0.035,2.098,10,4.19104,0.5881,0.997,0.4052
57,-1.0,3.448,2.866,3.719271,1.068,6.589352,1.868,0.544,1.114,2.624,0.842,3.395,0.498,4.012,10,5.30503,1.8639,0.997,2.0828
58,-1.0,0.295,0.29,2.833468,0.295,2.833468,0.301,0.994,0.219,0.374,0.15,0.51,0.073,0.736,6,0.629826,0.299,0.996,0.2273
59,-1.0,1.13,1.199,2.805803,1.109,2.889656,1.157,1.0,1.076,1.239,1.039,1.39,1.003,1.497,10,0.212307,1.157,1.0,1.1867
60,-1.0,0.612,0.621,203.2974,0.612,203.2974,0.621,1.0,0.594,0.648,0.577,0.667,0.559,0.685,10,3.66903,0.6209,0.999,0.618
61,-1.0,3.963,3.781,38.03911,1.307,45.26297,2.049,0.665,1.368,2.65,1.256,3.42,1.158,4.082,7,47.8148,2.0446,0.998,3.4716
62,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
63,-1.0,0.872,0.935,7.430786,0.872,7.430786,0.917,1.0,0.824,1.016,0.76,1.13,0.676,1.227,9,0.715234,0.9167,0.999,0.9672
64,-1.0,1.4,1.558,2.411367,1.377,2.424204,1.442,0.981,1.264,1.678,0.985,1.878,0.834,2.017,10,0.438075,1.4414,0.999,1.3139
65,-1.0,0.01,0.059,5.016952,0.051,6.525177,0.102,0.986,0.031,0.178,0.012,0.315,0.01,0.49,7,1.09803,0.1015,0.999,0.0266
66,-1.0,3.448,3.354,6.87384,3.404,6.989473,3.146,0.964,2.936,3.491,0.442,3.62,0.305,3.74,10,4.42775,3.2463,0.962,3.2768
67,-1.0,0.01,0.106,17.15774,0.072,18.41755,0.211,0.885,0.055,0.387,0.017,0.671,0.01,0.965,7,5.95293,0.2096,0.999,0.1488
68,-1.0,0.161,0.165,61.33654,0.161,61.33654,0.166,1.0,0.148,0.184,0.136,0.196,0.124,0.208,6,1.72089,0.1659,0.997,0.1462
69,-1.0,0.083,0.332,7.795587,0.729,10.47038,0.485,0.698,0.156,0.768,0.054,1.066,0.014,1.717,7,6.74212,0.4819,0.998,0.4515
70,-1.0,1.678,1.518,4.259588,1.652,4.321053,1.423,0.8,0.993,1.825,0.415,2.123,0.046,2.417,7,3.70624,1.4217,0.999,1.5056
71,-1.0,2.538,2.478,1.495671,1.871,1.821327,1.834,0.777,1.33,2.325,1.08,2.879,0.929,3.513,10,0.913827,1.8302,0.997,1.6973
72,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
73,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
74,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
75,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
76,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
77,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
78,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
79,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
80,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
81,-1.0,0.116,1.156,0.2948395,0.729,0.4168728,0.865,0.552,0.375,1.395,0.131,2.259,0.03,3.331,5,2.67201,0.8529,0.995,0.5493
82,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
83,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
84,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
85,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
86,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
87,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
88,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
89,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
90,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
91,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
92,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
93,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
94,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
95,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
96,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
97,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
98,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
99,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
100,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
101,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
102,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
103,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
104,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
105,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
106,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
107,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
108,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
109,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
110,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
111,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
112,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
113,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
114,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
115,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
116,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
117,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
118,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
119,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
120,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
121,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
122,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
123,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
124,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
125,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
126,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
127,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
128,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
129,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
130,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
131,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
132,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
133,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
134,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
135,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
136,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
137,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
138,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
139,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
140,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
141,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
142,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
143,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
144,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
145,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
146,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
147,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
148,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
149,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
150,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
151,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
152,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
153,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
154,-1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0
