PHOTCATID,spec_z,source,quality,distance/arcsec,altspec_z,altdistance/arcsec,altsource,altquality,GOGREENSPECID
600,-99,0,0,0,-98,0,0,-97,0
601,-99,0,0,0,-98,0,0,-97,0
602,-99,0,0,0,-98,0,0,-97,0
603,-99,0,0,0,-98,0,0,-97,0
604,-99,0,0,0,-98,0,0,-97,0
605,-99,0,0,0,-98,0,0,-97,0
606,-99,0,0,0,-98,0,0,-97,0
607,-99,0,0,0,-98,0,0,-97,0
608,-99,0,0,0,-98,0,0,-97,0
609,-99,0,0,0,-98,0,0,-97,0
610,-99,0,0,0,-98,0,0,-97,0
611,0.698,5,99,0.084,-98,0,0,-97,0
612,-99,0,0,0,-98,0,0,-97,0
613,-99,0,0,0,-98,0,0,-97,0
614,-99,0,0,0,-98,0,0,-97,0
615,-99,0,0,0,-98,0,0,-97,0
616,-99,0,0,0,-98,0,0,-97,0
617,-99,0,0,0,-98,0,0,-97,0
618,-99,0,0,0,-98,0,0,-97,0
619,-99,0,0,0,-98,0,0,-97,0
620,-99,0,0,0,-98,0,0,-97,0
621,-99,0,0,0,-98,0,0,-97,0
622,-99,0,0,0,-98,0,0,-97,0
623,-99,0,0,0,-98,0,0,-97,0
624,-99,0,0,0,-98,0,0,-97,0
625,-99,0,0,0,-98,0,0,-97,0
626,-99,0,0,0,-98,0,0,-97,0
627,-99,0,0,0,-98,0,0,-97,0
628,-99,0,0,0,-98,0,0,-97,0
629,2.632,1,3,0.235,-98,0,0,-97,626
630,-99,0,0,0,-98,0,0,-97,0
631,-99,0,0,0,-98,0,0,-97,0
632,-99,0,0,0,-98,0,0,-97,0
633,-99,0,0,0,-98,0,0,-97,0
634,-99,0,0,0,-98,0,0,-97,0
635,-99,0,0,0,-98,0,0,-97,0
636,-99,0,0,0,-98,0,0,-97,0
637,-99,0,0,0,-98,0,0,-97,0
638,-99,0,0,0,-98,0,0,-97,0
639,-99,0,0,0,-98,0,0,-97,0
640,-99,0,0,0,-98,0,0,-97,0
641,-99,0,0,0,-98,0,0,-97,0
642,-99,0,0,0,-98,0,0,-97,0
643,-99,0,0,0,-98,0,0,-97,0
644,-99,0,0,0,-98,0,0,-97,0
645,-99,0,0,0,-98,0,0,-97,0
646,-99,0,0,0,-98,0,0,-97,0
647,-99,0,0,0,-98,0,0,-97,0
648,-99,0,0,0,-98,0,0,-97,0
649,-99,0,0,0,-98,0,0,-97,0
650,-99,0,0,0,-98,0,0,-97,0
651,-99,0,0,0,-98,0,0,-97,0
652,-99,0,0,0,-98,0,0,-97,0
653,-99,0,0,0,-98,0,0,-97,0
654,-99,0,0,0,-98,0,0,-97,0
655,-99,0,0,0,-98,0,0,-97,0
656,-99,0,0,0,-98,0,0,-97,0
657,-99,0,0,0,-98,0,0,-97,0
658,-99,0,0,0,-98,0,0,-97,0
659,-99,0,0,0,-98,0,0,-97,0
660,-99,0,0,0,-98,0,0,-97,0
661,-99,0,0,0,-98,0,0,-97,0
662,-99,0,0,0,-98,0,0,-97,0
663,-99,0,0,0,-98,0,0,-97,0
664,-99,0,0,0,-98,0,0,-97,0
665,-99,0,0,0,-98,0,0,-97,0
666,-99,0,0,0,-98,0,0,-97,0
667,-99,0,0,0,-98,0,0,-97,0
668,-99,0,0,0,-98,0,0,-97,0
669,-99,0,0,0,-98,0,0,-97,0
670,-99,0,0,0,-98,0,0,-97,0
671,-99,0,0,0,-98,0,0,-97,0
672,-99,0,0,0,-98,0,0,-97,0
673,-99,0,0,0,-98,0,0,-97,0
674,-99,0,0,0,-98,0,0,-97,0
675,-99,0,0,0,-98,0,0,-97,0
676,-99,0,0,0,-98,0,0,-97,0
677,-99,0,0,0,-98,0,0,-97,0
678,-99,0,0,0,-98,0,0,-97,0
679,-99,0,0,0,-98,0,0,-97,0
680,-99,0,0,0,-98,0,0,-97,0
681,1.32,1,3,0.107,-98,0,0,-97,607
682,-99,0,0,0,-98,0,0,-97,0
683,-99,0,0,0,-98,0,0,-97,0
684,-99,0,0,0,-98,0,0,-97,0
685,-99,0,0,0,-98,0,0,-97,0
686,-99,0,0,0,-98,0,0,-97,0
687,-99,0,0,0,-98,0,0,-97,0
688,-99,0,0,0,-98,0,0,-97,0
689,-99,0,0,0,-98,0,0,-97,0
690,-99,0,0,0,-98,0,0,-97,0
691,-99,0,0,0,-98,0,0,-97,0
692,-99,0,0,0,-98,0,0,-97,0
693,-99,0,0,0,-98,0,0,-97,0
694,-99,0,0,0,-98,0,0,-97,0
695,-99,0,0,0,-98,0,0,-97,0
696,-99,0,0,0,-98,0,0,-97,0
697,1.544,1,3,0.409,-98,0,0,-97,595
698,-99,0,0,0,-98,0,0,-97,0
699,-99,0,0,0,-98,0,0,-97,0
700,-99,0,0,0,-98,0,0,-97,0
701,-99,0,0,0,-98,0,0,-97,0
702,-99,0,0,0,-98,0,0,-97,0
703,-99,0,0,0,-98,0,0,-97,0
704,-99,0,0,0,-98,0,0,-97,0
705,-99,0,0,0,-98,0,0,-97,0
706,0.097,1,1,0.103,-98,0,0,-97,590
707,-99,0,0,0,-98,0,0,-97,0
708,-99,0,0,0,-98,0,0,-97,0
709,-99,0,0,0,-98,0,0,-97,0
710,-99,0,0,0,-98,0,0,-97,0
711,-99,0,0,0,-98,0,0,-97,0
712,-99,0,0,0,-98,0,0,-97,0
713,-99,0,0,0,-98,0,0,-97,0
714,-99,0,0,0,-98,0,0,-97,0
715,-99,0,0,0,-98,0,0,-97,0
716,-99,0,0,0,-98,0,0,-97,0
717,-99,0,0,0,-98,0,0,-97,0
718,-99,0,0,0,-98,0,0,-97,0
719,-99,0,0,0,-98,0,0,-97,0
720,-99,0,0,0,-98,0,0,-97,0
721,-99,0,0,0,-98,0,0,-97,0
722,-99,0,0,0,-98,0,0,-97,0
723,-99,0,0,0,-98,0,0,-97,0
724,-99,0,0,0,-98,0,0,-97,0
725,-99,0,0,0,-98,0,0,-97,0
726,-99,0,0,0,-98,0,0,-97,0
727,1.324,1,4,0.066,-98,0,0,-97,581
728,-99,0,0,0,-98,0,0,-97,0
729,-99,0,0,0,-98,0,0,-97,0
730,-99,0,0,0,-98,0,0,-97,0
731,-99,0,0,0,-98,0,0,-97,0
732,-99,0,0,0,-98,0,0,-97,0
733,-99,0,0,0,-98,0,0,-97,0
734,-99,0,0,0,-98,0,0,-97,0
735,-99,0,0,0,-98,0,0,-97,0
736,-99,0,0,0,-98,0,0,-97,0
737,-99,0,0,0,-98,0,0,-97,0
738,-99,0,0,0,-98,0,0,-97,0
739,-99,0,0,0,-98,0,0,-97,0
740,-99,0,0,0,-98,0,0,-97,0
741,-99,0,0,0,-98,0,0,-97,0
742,-99,0,0,0,-98,0,0,-97,0
743,1.391,1,1,0.413,-98,0,0,-97,571
744,-99,0,0,0,-98,0,0,-97,0
745,0.792,1,4,0.116,0.795,0.153,5,-97,570
746,-99,0,0,0,-98,0,0,-97,0
747,-99,0,0,0,-98,0,0,-97,0
748,-99,0,0,0,-98,0,0,-97,0
749,-99,0,0,0,-98,0,0,-97,0
750,-99,0,0,0,-98,0,0,-97,0
751,-99,0,0,0,-98,0,0,-97,0
752,-99,0,0,0,-98,0,0,-97,0
753,1.196,1,3,0.037,-98,0,0,-97,563
754,-99,0,0,0,-98,0,0,-97,0
755,-99,0,0,0,-98,0,0,-97,0
756,-99,0,0,0,-98,0,0,-97,0
757,-99,0,0,0,-98,0,0,-97,0
758,-99,0,0,0,-98,0,0,-97,0
759,-99,0,0,0,-98,0,0,-97,0
760,-99,0,0,0,-98,0,0,-97,0
761,-99,0,0,0,-98,0,0,-97,0
762,-99,0,0,0,-98,0,0,-97,0
763,-99,0,0,0,-98,0,0,-97,0
764,-99,0,0,0,-98,0,0,-97,0
765,-99,0,0,0,-98,0,0,-97,0
766,-99,0,0,0,-98,0,0,-97,0
767,-99,0,0,0,-98,0,0,-97,0
768,-99,0,0,0,-98,0,0,-97,0
769,1.646,1,3,0.149,-98,0,0,-97,558
770,-99,0,0,0,-98,0,0,-97,0
771,-99,0,0,0,-98,0,0,-97,0
772,-99,0,0,0,-98,0,0,-97,0
773,-99,0,0,0,-98,0,0,-97,0
774,-99,0,0,0,-98,0,0,-97,0
775,-99,0,0,0,-98,0,0,-97,0
776,-99,0,0,0,-98,0,0,-97,0
777,-99,0,0,0,-98,0,0,-97,0
778,-99,0,0,0,-98,0,0,-97,0
779,-99,0,0,0,-98,0,0,-97,0
780,-99,0,0,0,-98,0,0,-97,0
781,-99,0,0,0,-98,0,0,-97,0
782,-99,0,0,0,-98,0,0,-97,0
783,0.711,5,99,0.144,-98,0,0,-97,0
784,-99,0,0,0,-98,0,0,-97,0
785,-99,0,0,0,-98,0,0,-97,0
786,-99,0,0,0,-98,0,0,-97,0
787,-99,0,0,0,-98,0,0,-97,0
788,-99,0,0,0,-98,0,0,-97,0
789,-99,0,0,0,-98,0,0,-97,0
790,-99,0,0,0,-98,0,0,-97,0
791,-99,0,0,0,-98,0,0,-97,0
792,1.4,1,3,0.096,-98,0,0,-97,552
793,-99,0,0,0,-98,0,0,-97,0
794,-99,0,0,0,-98,0,0,-97,0
795,-99,0,0,0,-98,0,0,-97,0
796,-99,0,0,0,-98,0,0,-97,0
797,-99,0,0,0,-98,0,0,-97,0
798,-99,0,0,0,-98,0,0,-97,0
799,-99,0,0,0,-98,0,0,-97,0
800,-99,0,0,0,-98,0,0,-97,0
801,-99,0,0,0,-98,0,0,-97,0
802,-99,0,0,0,-98,0,0,-97,0
803,-99,0,0,0,-98,0,0,-97,0
804,-99,0,0,0,-98,0,0,-97,0
805,-99,0,0,0,-98,0,0,-97,0
806,-99,0,0,0,-98,0,0,-97,0
807,-99,0,0,0,-98,0,0,-97,0
808,-99,0,0,0,-98,0,0,-97,0
809,-99,0,0,0,-98,0,0,-97,0
810,-99,0,0,0,-98,0,0,-97,0
811,-99,0,0,0,-98,0,0,-97,0
812,-99,0,0,0,-98,0,0,-97,0
813,-99,0,0,0,-98,0,0,-97,0
814,-99,0,0,0,-98,0,0,-97,0
815,-99,0,0,0,-98,0,0,-97,0
816,-99,0,0,0,-98,0,0,-97,0
817,-99,0,0,0,-98,0,0,-97,0
818,-99,0,0,0,-98,0,0,-97,0
819,0.161,1,1,0.022,-98,0,0,-97,538
820,-99,0,0,0,-98,0,0,-97,0
821,-99,0,0,0,-98,0,0,-97,0
822,-99,0,0,0,-98,0,0,-97,0
823,1.471,1,3,0.108,-98,0,0,-97,535
824,-99,0,0,0,-98,0,0,-97,0
825,-99,0,0,0,-98,0,0,-97,0
826,-99,0,0,0,-98,0,0,-97,0
827,-99,0,0,0,-98,0,0,-97,0
828,-99,0,0,0,-98,0,0,-97,0
829,-99,0,0,0,-98,0,0,-97,0
830,-99,0,0,0,-98,0,0,-97,0
831,-99,0,0,0,-98,0,0,-97,0
832,-99,0,0,0,-98,0,0,-97,0
833,-99,0,0,0,-98,0,0,-97,0
834,-99,0,0,0,-98,0,0,-97,0
835,-99,0,0,0,-98,0,0,-97,0
836,-99,0,0,0,-98,0,0,-97,0
837,0.923,1,3,0.225,-98,0,0,-97,528
838,1.315,1,3,0.097,-98,0,0,-97,529
839,-99,0,0,0,-98,0,0,-97,0
840,-99,0,0,0,-98,0,0,-97,0
841,-99,0,0,0,-98,0,0,-97,0
842,-99,0,0,0,-98,0,0,-97,0
843,-99,0,0,0,-98,0,0,-97,0
844,-99,0,0,0,-98,0,0,-97,0
845,-99,0,0,0,-98,0,0,-97,0
846,-99,0,0,0,-98,0,0,-97,0
847,-99,0,0,0,-98,0,0,-97,0
848,-99,0,0,0,-98,0,0,-97,0
849,-99,0,0,0,-98,0,0,-97,0
850,-99,0,0,0,-98,0,0,-97,0
851,-99,0,0,0,-98,0,0,-97,0
852,-99,0,0,0,-98,0,0,-97,0
853,-99,0,0,0,-98,0,0,-97,0
854,1.502,1,1,0.223,-98,0,0,-97,519
855,-99,0,0,0,-98,0,0,-97,0
856,-99,0,0,0,-98,0,0,-97,0
857,-99,0,0,0,-98,0,0,-97,0
858,-99,0,0,0,-98,0,0,-97,0
859,-99,0,0,0,-98,0,0,-97,0
860,-99,0,0,0,-98,0,0,-97,0
861,-99,0,0,0,-98,0,0,-97,0
862,-99,0,0,0,-98,0,0,-97,0
863,-99,0,0,0,-98,0,0,-97,0
864,-99,0,0,0,-98,0,0,-97,0
865,-99,0,0,0,-98,0,0,-97,0
866,-99,0,0,0,-98,0,0,-97,0
867,-99,0,0,0,-98,0,0,-97,0
868,-99,0,0,0,-98,0,0,-97,0
869,-99,0,0,0,-98,0,0,-97,0
870,-99,0,0,0,-98,0,0,-97,0
871,-99,0,0,0,-98,0,0,-97,0
872,-99,0,0,0,-98,0,0,-97,0
873,1.319,1,3,0.017,-98,0,0,-97,513
874,-99,0,0,0,-98,0,0,-97,0
875,-99,0,0,0,-98,0,0,-97,0
876,-99,0,0,0,-98,0,0,-97,0
877,-99,0,0,0,-98,0,0,-97,0
878,-99,0,0,0,-98,0,0,-97,0
879,-99,0,0,0,-98,0,0,-97,0
880,-99,0,0,0,-98,0,0,-97,0
881,-99,0,0,0,-98,0,0,-97,0
882,-99,0,0,0,-98,0,0,-97,0
883,1.408,1,1,0.11,-98,0,0,-97,510
884,1.589,1,2,0.273,-98,0,0,-97,506
885,-99,0,0,0,-98,0,0,-97,0
886,-99,0,0,0,-98,0,0,-97,0
887,-99,0,0,0,-98,0,0,-97,0
888,-99,0,0,0,-98,0,0,-97,0
889,-99,0,0,0,-98,0,0,-97,0
890,-99,0,0,0,-98,0,0,-97,0
891,-99,0,0,0,-98,0,0,-97,0
892,-99,0,0,0,-98,0,0,-97,0
893,-99,0,0,0,-98,0,0,-97,0
894,-99,0,0,0,-98,0,0,-97,0
895,-99,0,0,0,-98,0,0,-97,0
896,2.84,1,2,0.087,-98,0,0,-97,502
897,-99,0,0,0,-98,0,0,-97,0
898,-99,0,0,0,-98,0,0,-97,0
899,-99,0,0,0,-98,0,0,-97,0
900,-99,0,0,0,-98,0,0,-97,0
901,-99,0,0,0,-98,0,0,-97,0
902,-99,0,0,0,-98,0,0,-97,0
903,-99,0,0,0,-98,0,0,-97,0
904,-99,0,0,0,-98,0,0,-97,0
905,1.277,1,3,0.236,-98,0,0,-97,498
906,1.005,1,3,0.148,-98,0,0,-97,494
907,-99,0,0,0,-98,0,0,-97,0
908,-99,0,0,0,-98,0,0,-97,0
909,-99,0,0,0,-98,0,0,-97,0
910,-99,0,0,0,-98,0,0,-97,0
911,-99,0,0,0,-98,0,0,-97,0
912,-99,0,0,0,-98,0,0,-97,0
913,-99,0,0,0,-98,0,0,-97,0
914,-99,0,0,0,-98,0,0,-97,0
915,-99,0,0,0,-98,0,0,-97,0
916,-99,0,0,0,-98,0,0,-97,0
917,-99,0,0,0,-98,0,0,-97,0
918,-99,0,0,0,-98,0,0,-97,0
919,-99,0,0,0,-98,0,0,-97,0
920,-99,0,0,0,-98,0,0,-97,0
921,1.322,3,9,0.245,1.322,0.776,5,-97,0
922,-99,0,0,0,-98,0,0,-97,0
923,1.132,1,3,0.207,-98,0,0,-97,486
924,-99,0,0,0,-98,0,0,-97,0
925,-99,0,0,0,-98,0,0,-97,0
926,-99,0,0,0,-98,0,0,-97,0
927,-99,0,0,0,-98,0,0,-97,0
928,0.937,1,4,0.164,-98,0,0,-97,483
929,-99,0,0,0,-98,0,0,-97,0
930,-99,0,0,0,-98,0,0,-97,0
931,-99,0,0,0,-98,0,0,-97,0
932,-99,0,0,0,-98,0,0,-97,0
933,-99,0,0,0,-98,0,0,-97,0
934,1.325,1,3,0.136,-98,0,0,-97,481
935,-99,0,0,0,-98,0,0,-97,0
936,-99,0,0,0,-98,0,0,-97,0
937,-99,0,0,0,-98,0,0,-97,0
938,-99,0,0,0,-98,0,0,-97,0
939,1.319,1,2,0.119,-98,0,0,-97,478
940,-99,0,0,0,-98,0,0,-97,0
941,-99,0,0,0,-98,0,0,-97,0
942,-99,0,0,0,-98,0,0,-97,0
943,-99,0,0,0,-98,0,0,-97,0
944,-99,0,0,0,-98,0,0,-97,0
945,-99,0,0,0,-98,0,0,-97,0
946,-99,0,0,0,-98,0,0,-97,0
947,-99,0,0,0,-98,0,0,-97,0
948,-99,0,0,0,-98,0,0,-97,0
949,-99,0,0,0,-98,0,0,-97,0
950,-99,0,0,0,-98,0,0,-97,0
951,-99,0,0,0,-98,0,0,-97,0
952,-99,0,0,0,-98,0,0,-97,0
953,-99,0,0,0,-98,0,0,-97,0
954,-99,0,0,0,-98,0,0,-97,0
955,-99,0,0,0,-98,0,0,-97,0
956,1.32,1,3,0.111,-98,0,0,-97,469
957,-99,0,0,0,-98,0,0,-97,0
958,-99,0,0,0,-98,0,0,-97,0
959,-99,0,0,0,-98,0,0,-97,0
960,-99,0,0,0,-98,0,0,-97,0
961,-99,0,0,0,-98,0,0,-97,0
962,-99,0,0,0,-98,0,0,-97,0
963,-99,0,0,0,-98,0,0,-97,0
964,1.213,1,4,0.048,-98,0,0,-97,468
965,-99,0,0,0,-98,0,0,-97,0
966,-99,0,0,0,-98,0,0,-97,0
967,-99,0,0,0,-98,0,0,-97,0
968,-99,0,0,0,-98,0,0,-97,0
969,-99,0,0,0,-98,0,0,-97,0
970,1.245,1,4,0.421,-98,0,0,-97,466
971,-99,0,0,0,-98,0,0,-97,0
972,-99,0,0,0,-98,0,0,-97,0
973,-99,0,0,0,-98,0,0,-97,0
974,1.321,1,2,0.149,1.324,0.186,3,-97,459
975,-99,0,0,0,-98,0,0,-97,0
976,3.956,1,1,0.213,-98,0,0,-97,464
977,-99,0,0,0,-98,0,0,-97,0
978,-99,0,0,0,-98,0,0,-97,0
979,-99,0,0,0,-98,0,0,-97,0
980,-99,0,0,0,-98,0,0,-97,0
981,-99,0,0,0,-98,0,0,-97,0
982,-99,0,0,0,-98,0,0,-97,0
983,-99,0,0,0,-98,0,0,-97,0
984,-99,0,0,0,-98,0,0,-97,0
985,-99,0,0,0,-98,0,0,-97,0
986,0.419,1,1,0.603,-98,0,0,-97,460
987,-99,0,0,0,-98,0,0,-97,0
988,-99,0,0,0,-98,0,0,-97,0
989,-99,0,0,0,-98,0,0,-97,0
990,-99,0,0,0,-98,0,0,-97,0
991,-99,0,0,0,-98,0,0,-97,0
992,-99,0,0,0,-98,0,0,-97,0
993,-99,0,0,0,-98,0,0,-97,0
994,-99,0,0,0,-98,0,0,-97,0
995,-99,0,0,0,-98,0,0,-97,0
996,-99,0,0,0,-98,0,0,-97,0
997,-99,0,0,0,-98,0,0,-97,0
998,-99,0,0,0,-98,0,0,-97,0
999,-99,0,0,0,-98,0,0,-97,0
1000,-99,0,0,0,-98,0,0,-97,0
1001,-99,0,0,0,-98,0,0,-97,0
1002,-99,0,0,0,-98,0,0,-97,0
1003,-99,0,0,0,-98,0,0,-97,0
1004,-99,0,0,0,-98,0,0,-97,0
1005,-99,0,0,0,-98,0,0,-97,0
1006,-99,0,0,0,-98,0,0,-97,0
1007,-99,0,0,0,-98,0,0,-97,0
1008,1.502,1,2,0.128,-98,0,0,-97,446
1009,-99,0,0,0,-98,0,0,-97,0
1010,-99,0,0,0,-98,0,0,-97,0
1011,-99,0,0,0,-98,0,0,-97,0
1012,-99,0,0,0,-98,0,0,-97,0
1013,-99,0,0,0,-98,0,0,-97,0
1014,-99,0,0,0,-98,0,0,-97,0
1015,1.563,1,3,0.118,1.322,0.206,3,-97,441
1016,-99,0,0,0,-98,0,0,-97,0
1017,-99,0,0,0,-98,0,0,-97,0
1018,-99,0,0,0,-98,0,0,-97,0
1019,-99,0,0,0,-98,0,0,-97,0
1020,-99,0,0,0,-98,0,0,-97,0
1021,-99,0,0,0,-98,0,0,-97,0
1022,-99,0,0,0,-98,0,0,-97,0
1023,-99,0,0,0,-98,0,0,-97,0
1024,-99,0,0,0,-98,0,0,-97,0
1025,-99,0,0,0,-98,0,0,-97,0
1026,-99,0,0,0,-98,0,0,-97,0
1027,-99,0,0,0,-98,0,0,-97,0
1028,-99,0,0,0,-98,0,0,-97,0
1029,-99,0,0,0,-98,0,0,-97,0
1030,-99,0,0,0,-98,0,0,-97,0
1031,-99,0,0,0,-98,0,0,-97,0
1032,-99,0,0,0,-98,0,0,-97,0
1033,0.87,1,1,0.313,-98,0,0,-97,433
1034,-99,0,0,0,-98,0,0,-97,0
1035,-99,0,0,0,-98,0,0,-97,0
1036,-99,0,0,0,-98,0,0,-97,0
1037,1.038,1,3,0.249,-98,0,0,-97,431
1038,2.55,1,3,0.115,-98,0,0,-97,435
1039,-99,0,0,0,-98,0,0,-97,0
1040,-99,0,0,0,-98,0,0,-97,0
1041,-99,0,0,0,-98,0,0,-97,0
1042,-99,0,0,0,-98,0,0,-97,0
1043,-99,0,0,0,-98,0,0,-97,0
1044,-99,0,0,0,-98,0,0,-97,0
1045,-99,0,0,0,-98,0,0,-97,0
1046,-99,0,0,0,-98,0,0,-97,0
1047,-99,0,0,0,-98,0,0,-97,0
1048,-99,0,0,0,-98,0,0,-97,0
1049,1.32,1,4,0.167,1.323,0.154,3,-97,424
1050,-99,0,0,0,-98,0,0,-97,0
1051,-99,0,0,0,-98,0,0,-97,0
1052,-99,0,0,0,-98,0,0,-97,0
1053,-99,0,0,0,-98,0,0,-97,0
1054,-99,0,0,0,-98,0,0,-97,0
1055,-99,0,0,0,-98,0,0,-97,0
1056,-99,0,0,0,-98,0,0,-97,0
1057,-99,0,0,0,-98,0,0,-97,0
1058,-99,0,0,0,-98,0,0,-97,0
1059,-99,0,0,0,-98,0,0,-97,0
1060,-99,0,0,0,-98,0,0,-97,0
1061,-99,0,0,0,-98,0,0,-97,0
1062,-99,0,0,0,-98,0,0,-97,0
1063,-99,0,0,0,-98,0,0,-97,0
1064,-99,0,0,0,-98,0,0,-97,0
1065,-99,0,0,0,-98,0,0,-97,0
1066,-99,0,0,0,-98,0,0,-97,0
1067,-99,0,0,0,-98,0,0,-97,0
1068,-99,0,0,0,-98,0,0,-97,0
1069,-99,0,0,0,-98,0,0,-97,0
1070,1.115,1,3,0.139,-98,0,0,-97,419
1071,-99,0,0,0,-98,0,0,-97,0
1072,-99,0,0,0,-98,0,0,-97,0
1073,1.582,1,2,0.134,-98,0,0,-97,416
1074,-99,0,0,0,-98,0,0,-97,0
1075,-99,0,0,0,-98,0,0,-97,0
1076,-99,0,0,0,-98,0,0,-97,0
1077,-99,0,0,0,-98,0,0,-97,0
1078,-99,0,0,0,-98,0,0,-97,0
1079,-99,0,0,0,-98,0,0,-97,0
1080,-99,0,0,0,-98,0,0,-97,0
1081,-99,0,0,0,-98,0,0,-97,0
1082,-99,0,0,0,-98,0,0,-97,0
1083,-99,0,0,0,-98,0,0,-97,0
1084,-99,0,0,0,-98,0,0,-97,0
1085,-99,0,0,0,-98,0,0,-97,0
1086,-99,0,0,0,-98,0,0,-97,0
1087,-99,0,0,0,-98,0,0,-97,0
1088,-99,0,0,0,-98,0,0,-97,0
1089,-99,0,0,0,-98,0,0,-97,0
1090,-99,0,0,0,-98,0,0,-97,0
1091,1.472,1,6,0.235,-98,0,0,-97,410
1092,-99,0,0,0,-98,0,0,-97,0
1093,1.315,1,3,0.169,-98,0,0,-97,409
1094,-99,0,0,0,-98,0,0,-97,0
1095,-99,0,0,0,-98,0,0,-97,0
1096,-99,0,0,0,-98,0,0,-97,0
1097,-99,0,0,0,-98,0,0,-97,0
1098,-99,0,0,0,-98,0,0,-97,0
1099,-99,0,0,0,-98,0,0,-97,0
1100,-99,0,0,0,-98,0,0,-97,0
1101,-99,0,0,0,-98,0,0,-97,0
1102,-99,0,0,0,-98,0,0,-97,0
1103,-99,0,0,0,-98,0,0,-97,0
1104,-99,0,0,0,-98,0,0,-97,0
1105,-99,0,0,0,-98,0,0,-97,0
1106,-99,0,0,0,-98,0,0,-97,0
1107,-99,0,0,0,-98,0,0,-97,0
1108,-99,0,0,0,-98,0,0,-97,0
1109,1.289,1,2,0.074,-98,0,0,-97,403
1110,-99,0,0,0,-98,0,0,-97,0
1111,-99,0,0,0,-98,0,0,-97,0
1112,-99,0,0,0,-98,0,0,-97,0
1113,-99,0,0,0,-98,0,0,-97,0
1114,-99,0,0,0,-98,0,0,-97,0
1115,-99,0,0,0,-98,0,0,-97,0
1116,-99,0,0,0,-98,0,0,-97,0
1117,-99,0,0,0,-98,0,0,-97,0
1118,-99,0,0,0,-98,0,0,-97,0
1119,1.326,1,4,0.138,-98,0,0,-97,396
1120,-99,0,0,0,-98,0,0,-97,0
1121,-99,0,0,0,-98,0,0,-97,0
1122,-99,0,0,0,-98,0,0,-97,0
1123,-99,0,0,0,-98,0,0,-97,0
1124,-99,0,0,0,-98,0,0,-97,0
1125,-99,0,0,0,-98,0,0,-97,0
1126,-99,0,0,0,-98,0,0,-97,0
1127,-99,0,0,0,-98,0,0,-97,0
1128,-99,0,0,0,-98,0,0,-97,0
1129,-99,0,0,0,-98,0,0,-97,0
1130,-99,0,0,0,-98,0,0,-97,0
1131,0.956,1,4,0.095,-98,0,0,-97,391
1132,-99,0,0,0,-98,0,0,-97,0
1133,-99,0,0,0,-98,0,0,-97,0
1134,-99,0,0,0,-98,0,0,-97,0
1135,-99,0,0,0,-98,0,0,-97,0
1136,-99,0,0,0,-98,0,0,-97,0
1137,-99,0,0,0,-98,0,0,-97,0
1138,-99,0,0,0,-98,0,0,-97,0
1139,-99,0,0,0,-98,0,0,-97,0
1140,-99,0,0,0,-98,0,0,-97,0
1141,-99,0,0,0,-98,0,0,-97,0
1142,-99,0,0,0,-98,0,0,-97,0
1143,-99,0,0,0,-98,0,0,-97,0
1144,-99,0,0,0,-98,0,0,-97,0
1145,-99,0,0,0,-98,0,0,-97,0
1146,1.546,1,3,0.249,-98,0,0,-97,382
1147,-99,0,0,0,-98,0,0,-97,0
1148,-99,0,0,0,-98,0,0,-97,0
1149,-99,0,0,0,-98,0,0,-97,0
1150,-99,0,0,0,-98,0,0,-97,0
1151,-99,0,0,0,-98,0,0,-97,0
1152,-99,0,0,0,-98,0,0,-97,0
1153,-99,0,0,0,-98,0,0,-97,0
1154,-99,0,0,0,-98,0,0,-97,0
1155,-99,0,0,0,-98,0,0,-97,0
1156,-99,0,0,0,-98,0,0,-97,0
1157,-99,0,0,0,-98,0,0,-97,0
1158,-99,0,0,0,-98,0,0,-97,0
1159,-99,0,0,0,-98,0,0,-97,0
1160,-99,0,0,0,-98,0,0,-97,0
1161,-99,0,0,0,-98,0,0,-97,0
1162,-99,0,0,0,-98,0,0,-97,0
1163,-99,0,0,0,-98,0,0,-97,0
1164,-99,0,0,0,-98,0,0,-97,0
1165,-99,0,0,0,-98,0,0,-97,0
1166,-99,0,0,0,-98,0,0,-97,0
1167,1.319,1,4,0.172,-98,0,0,-97,372
1168,-99,0,0,0,-98,0,0,-97,0
1169,-99,0,0,0,-98,0,0,-97,0
1170,-99,0,0,0,-98,0,0,-97,0
1171,-99,0,0,0,-98,0,0,-97,0
1172,-99,0,0,0,-98,0,0,-97,0
1173,-99,0,0,0,-98,0,0,-97,0
1174,0.636,5,99,0.143,-98,0,0,-97,0
1175,-99,0,0,0,-98,0,0,-97,0
1176,-99,0,0,0,-98,0,0,-97,0
1177,1.625,1,2,0.019,-98,0,0,-97,369
1178,-99,0,0,0,-98,0,0,-97,0
1179,-99,0,0,0,-98,0,0,-97,0
1180,-99,0,0,0,-98,0,0,-97,0
1181,-99,0,0,0,-98,0,0,-97,0
1182,-99,0,0,0,-98,0,0,-97,0
1183,-99,0,0,0,-98,0,0,-97,0
1184,-99,0,0,0,-98,0,0,-97,0
1185,0.253,1,1,0.888,-98,0,0,-97,364
1186,-99,0,0,0,-98,0,0,-97,0
1187,-99,0,0,0,-98,0,0,-97,0
1188,-99,0,0,0,-98,0,0,-97,0
1189,-99,0,0,0,-98,0,0,-97,0
