PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,U_B,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
1,1.335,1.123,1.901,-0.06,0.105,0.212,0.178,1.486,0,0,0
2,1.335,0.682,0.964,0.446,0.475,1.287,2.031,1.166,0,0,0
3,1.335,0.429,0.543,0.158,0.439,0.815,1.252,0.722,0,0,0
4,1.335,1.071,1.817,1.259,1.714,0.924,1.496,1.017,0,0,0
5,1.335,1.328,2.19,0.906,1.667,0.923,1.493,0.573,0,0,0
6,1.335,0.216,0.185,0.619,1.099,0.242,0.223,0.423,0,0,0
7,1.335,0.641,1.01,0.609,1.427,0.607,0.847,0.555,0,0,0
8,1.335,0.213,0.18,-0.043,0.392,0.516,0.658,0.248,0,0,0
9,1.335,0.624,1.045,0.617,1.675,0.503,0.785,0.481,0,0,0
10,1.335,0.212,0.178,0.797,1.083,0.213,0.179,-0.052,0,0,0
11,1.335,0.614,1.105,0.691,1.605,0.559,0.841,0.518,0,0,0
12,1.335,0.834,1.411,1.611,-1,0,0,0,0,0,0
13,1.335,0.58,0.771,0.035,0.405,1.092,1.656,0.973,0,0,0
14,1.335,0.727,1.305,1.039,2.173,0.617,0.962,0.405,0,0,0
15,1.335,0.212,0.178,0.29,0.613,0.344,0.358,0.031,0,0,0
16,1.335,0.758,1.252,0.775,1.272,0.759,1.268,0.865,0,0,0
17,1.335,1.44,2.341,1.248,2.164,1.298,2.075,0.779,0,0,0
18,1.335,0.834,1.411,-0.038,-1,0,0,0,0,0,0
19,1.335,0.282,0.334,-0.061,0.277,0.218,1.421,0.659,0,0,0
20,1.335,0.978,1.664,1.19,1.939,0.95,1.935,0.734,0,0,0
21,1.335,0.735,1.297,0.927,1.519,0.629,0.981,0.839,0,0,0
22,1.335,0.427,0.548,0.45,1.22,0.422,0.582,0.549,0,0,0
23,1.335,0.24,0.255,-0.06,0.307,0.433,0.613,0.505,0,0,0
24,1.335,0.544,0.739,0.397,0.542,0.778,1.342,1.009,0,0,0
25,1.335,0.834,1.411,1.807,-1,0,0,0,0,0,0
26,1.335,0.369,0.722,0.162,1.093,0.269,0.362,0.307,0,0,0
27,1.335,0.588,0.833,0.6,0.832,0.648,0.965,0.924,0,0,0
28,1.335,0.68,0.973,0.818,0.93,0.713,1.203,1.258,0,0,0
29,1.335,0.3,0.406,0.643,1.227,0.304,0.417,0.654,0,0,0
30,1.335,0.834,1.411,1.8,-1,0,0,0,0,0,0
31,1.335,0.62,0.958,0.207,0.639,0.294,0.465,0.898,0,0,0
32,1.335,0.369,0.575,0.207,1.517,0.347,0.464,0.091,0,0,0
33,1.335,0.487,0.634,0.529,1.055,0.488,0.715,0.858,0,0,0
34,1.335,0.273,0.335,-0.06,0.192,0.474,0.739,0.497,0,0,0
35,1.335,0.396,0.495,0.562,1.123,0.424,0.538,0.596,0,0,0
36,1.335,0.342,0.402,0.299,0.037,0.303,0.494,0.818,0,0,0
37,1.335,0.367,0.439,-0.054,0.403,0.758,1.043,0.492,0,0,0
38,1.335,0.485,0.628,-0.01,0.395,0.931,1.428,0.785,0,0,0
39,1.335,0.813,1.186,0.101,0.298,1.255,2.062,1.363,0,0,0
40,1.335,0.405,0.629,0,0.353,0.607,0.818,1.212,0,0,0
41,1.335,0.369,0.607,0.632,0.973,0.25,0.303,1.075,0,0,0
42,1.335,0.834,1.411,1.902,-1,0,0,0,0,0,0
43,1.335,0.453,0.581,-0.06,0.272,1.092,1.495,0.747,0,0,0
44,1.335,0.246,0.24,-0.06,0.356,0.683,0.852,0.403,0,0,0
45,1.335,0.627,0.869,0.874,1.349,0.625,0.855,0.867,0,0,0
46,1.335,0.328,0.373,0.846,0.087,0.212,0.179,0.535,0,0,0
47,1.335,0.214,0.219,0.452,1.289,0.216,0.229,0.462,0,0,0
48,1.335,0.256,0.255,-0.061,0.109,0.627,1.137,0.706,0,0,0
49,1.335,0.448,0.69,0.278,1.775,0.481,0.446,-0.007,0,0,0
50,1.335,0.348,0.544,0.324,0.345,0.416,0.581,0.828,0,0,0
51,1.335,0.535,0.709,0.285,0.381,1.124,1.767,0.968,0,0,0
52,1.335,0.638,0.853,0.213,2.26,0.641,0.794,0.113,0,0,0
53,1.335,1.439,2.34,1.248,1.948,1.349,1.821,0.765,0,0,0
54,1.335,0.31,0.348,-0.061,0.021,1.332,2.186,1.14,0,0,0
55,1.335,0.831,1.441,1.256,1.423,0.804,1.339,1.181,0,0,0
56,1.335,0.657,0.884,0.487,0.449,1.184,1.925,1.167,5,99,0
57,1.335,0.476,0.61,0.242,0.839,0.559,0.715,0.277,0,0,0
58,1.335,0.265,0.28,0.386,1.172,0.282,0.319,0.433,0,0,0
59,1.335,0.549,0.979,0.616,2.043,0.506,0.668,0.304,0,0,0
60,1.335,0.736,1.06,0.589,1.451,0.561,0.776,0.535,0,0,0
61,1.335,0.571,0.806,0.719,0.565,0.876,1.453,1.302,0,0,0
62,1.335,1.069,1.633,0.921,1.149,1.069,1.802,1.182,0,0,0
63,1.335,0.518,0.824,0.548,1.154,0.504,0.858,0.643,0,0,0
64,1.335,0.394,0.65,0.331,1.603,0.353,0.491,0.137,0,0,0
65,1.335,0.29,0.368,-0.058,0.146,0.683,1.208,0.668,0,0,0
66,1.335,0.212,0.178,0.212,3.049,0.212,0.178,0.31,0,0,0
67,1.335,0.624,0.834,-0.061,0.279,0.966,1.516,0.819,0,0,0
68,1.335,0.466,0.749,0.203,1.628,0.396,0.433,-0.057,0,0,0
69,1.335,0.432,0.588,0.557,0.824,0.4,0.641,0.83,0,0,0
70,1.335,0.647,0.867,-0.061,0.249,1.315,1.918,1.062,0,0,0
71,1.335,0.435,0.749,0.528,1.155,0.395,0.663,0.807,0,0,0
72,1.335,0.715,1.167,1.613,-1,0,0,0,0,0,0
73,1.335,0.212,0.178,0.196,0.364,0.56,0.609,0.163,0,0,0
74,1.335,0.523,0.887,0.701,1.807,0.558,0.715,0.344,0,0,0
75,1.335,0.265,0.273,-0.059,0.48,0.541,0.715,0.406,0,0,0
76,1.335,0.733,1.125,1.052,0.81,0.867,1.508,1.356,0,0,0
77,1.335,0.316,0.366,0.536,2.792,0.407,0.566,0.391,0,0,0
78,1.335,0.462,0.594,0.119,0.434,0.77,1.194,0.854,0,0,0
79,1.335,0.224,0.205,-0.06,0.436,0.517,0.657,0.265,0,0,0
80,1.335,1.153,1.821,1.722,1.59,0.813,1.281,1.693,0,0,0
81,1.335,0.213,0.179,0.355,3.108,0.254,0.266,-0.06,0,0,0
82,1.335,0.914,1.378,1.744,1.837,0.503,0.949,1.481,0,0,0
83,1.335,0.212,0.177,-0.06,-1,0,0,0,0,0,0
84,1.335,0.816,1.38,1.373,1.14,0.999,1.631,1.555,0,0,0
85,1.335,0.97,1.513,1.915,5.106,1.274,1.774,0.617,0,0,0
86,1.335,0.358,0.429,-0.059,0.475,0.708,0.932,0.418,0,0,0
87,1.335,0.44,0.561,0.153,0.81,0.437,0.609,0.331,0,0,0
88,1.335,0.248,0.246,-0.06,0.315,0.469,0.676,0.429,0,0,0
89,1.335,0.658,0.889,0.593,1.29,0.67,0.926,0.618,0,0,0
90,1.335,0.946,1.572,1.259,1.063,1.219,2.022,1.568,0,0,0
91,1.335,0.412,0.546,0.323,1.3,0.411,0.564,0.317,0,0,0
92,1.335,1.185,2.005,1.318,1.876,0.898,1.456,0.957,0,0,0
93,1.335,0.913,1.61,0.163,-1,0,0,0,0,0,0
94,1.335,1.002,1.723,1.006,1.546,0.874,1.39,0.806,0,0,0
95,1.335,0.483,0.782,0.53,0.709,0.52,0.787,0.822,0,0,0
96,1.335,0.43,0.562,0.262,0.535,0.424,0.739,0.781,0,0,0
97,1.335,0.402,0.503,0.524,0.671,0.579,0.774,0.494,0,0,0
98,1.335,0.59,1.049,0.898,1.874,0.573,0.958,0.602,0,0,0
99,1.335,0.519,0.681,0.121,0.816,0.544,0.791,0.534,0,0,0
100,1.335,1.31,2.171,1.094,1.694,1.032,1.616,0.737,0,0,0
101,1.335,0.495,0.665,0.564,1.173,0.515,0.677,0.563,0,0,0
102,1.335,0.484,0.655,1.867,2.538,0.747,1.347,1.24,0,0,0
103,1.335,0.247,0.299,0.22,0.352,0.569,0.684,0.834,0,0,0
104,1.335,0.477,0.624,0.615,0.66,0.476,0.815,0.931,0,0,0
105,1.335,0.538,0.75,0.408,0.329,1.289,2.158,1.158,0,0,0
106,1.335,0.647,0.869,0.646,0.617,0.857,1.419,1.12,0,0,0
107,1.335,0.367,0.475,0.349,0.389,0.729,1.065,0.785,0,0,0
108,1.335,0.668,0.975,0.805,1.231,0.656,1.025,0.847,0,0,0
109,1.335,0.536,0.705,0.283,1.019,0.57,0.725,0.35,0,0,0
110,1.335,0.656,0.874,-0.061,0.185,1.439,2.315,0.949,0,0,0
111,1.335,0.573,0.962,0.408,1.538,0.468,0.594,0.298,0,0,0
112,1.335,0.272,0.31,-0.03,0.359,0.536,0.789,0.529,0,0,0
113,1.335,0.355,0.526,0.974,2.444,0.33,0.485,0.966,0,0,0
114,1.335,0.514,0.67,0.542,0.771,0.571,0.753,0.386,0,0,0
115,1.335,0.659,0.89,0.743,0.88,0.764,1.212,0.991,0,0,0
116,1.335,0.744,1.14,0.726,1.073,1.006,1.485,0.911,5,99,0
117,1.335,0.497,0.813,0.835,0.636,0.851,1.396,1.296,0,0,0
118,1.335,0.528,0.694,0.614,1.165,0.552,0.728,0.728,0,0,0
119,1.335,0.214,0.252,0.545,1.893,0.212,0.442,0.648,0,0,0
120,1.335,0.71,1.028,0.498,2.389,0.358,0.407,0.387,0,0,0
121,1.335,0.65,0.872,1.069,0.757,0.794,1.062,0.958,0,0,0
122,1.335,0.67,0.965,0.768,1.015,0.718,1.151,0.887,0,0,0
123,1.335,0.377,0.477,1.004,2.855,0.386,0.562,0.829,0,0,0
124,1.335,0.551,0.766,0.577,0.423,1.082,1.805,1.254,0,0,0
125,1.335,0.48,0.624,0.273,1.12,0.473,0.681,0.404,0,0,0
126,1.335,0.618,0.819,-0.06,0.083,1.438,2.332,1.252,0,0,0
127,1.335,0.427,0.683,0.613,0.665,0.458,0.697,1.1,0,0,0
128,1.335,0,0,0,-1,0,0,0,0,0,0
129,1.335,0.368,0.511,-0.016,0.43,0.356,0.54,0.711,0,0,0
130,1.335,0.518,0.673,-0.002,0.474,0.847,1.3,0.518,0,0,0
131,1.335,0.318,0.364,0.787,1.745,0.213,0.181,1.044,0,0,0
132,1.335,0.547,0.722,0.236,0.775,0.603,0.903,0.555,0,0,0
133,1.335,0.467,0.608,1.591,1.123,0.518,0.678,1.7,0,0,0
134,1.335,0.554,0.8,0.771,1.025,0.541,0.822,0.973,0,0,0
135,1.335,1.156,1.918,1.912,-1,0,0,0,0,0,0
136,1.335,0.987,1.632,1.205,1.622,0.724,1.123,1.056,0,0,0
137,1.335,1.293,2.146,1.228,2.115,0.911,1.402,0.709,0,0,0
138,1.335,0.592,1.27,1.914,2.737,1.102,1.658,1.273,0,0,0
139,1.335,0.468,0.606,0.882,0.768,0.49,0.65,0.699,0,0,0
140,1.335,0.212,0.177,1.551,-1,0,0,0,0,0,0
141,1.335,0.402,0.501,-0.06,0.354,0.568,0.891,0.711,0,0,0
142,1.335,0.213,0.184,0.489,0.905,0.212,0.178,0.946,0,0,0
143,1.335,0.253,0.263,-0.058,0.466,0.554,0.684,0.351,0,0,0
144,1.335,0.212,0.177,0.082,0.072,0.688,0.969,0.208,0,0,0
145,1.335,0.57,0.848,0.416,0.477,0.754,1.141,1.193,0,0,0
146,1.335,0.212,0.177,-0.061,-1,0,0,0,0,0,0
147,1.335,1.052,1.767,1.554,2.498,0.844,1.54,0.963,0,0,0
148,1.335,0.842,1.427,1.052,1.058,1.075,1.816,1.488,0,0,0
149,1.335,0.852,1.277,0.739,1.598,0.583,0.805,0.674,0,0,0
150,1.335,0.224,0.223,-0.06,0.284,0.311,0.389,0.42,0,0,0
151,1.335,0.296,0.347,-0.06,0.335,0.332,0.475,0.587,0,0,0
152,1.335,0.484,0.63,0.418,0.462,0.818,1.249,0.991,0,0,0
153,1.335,0.245,0.283,0.451,0.425,0.407,0.439,0.57,0,0,0
154,1.335,0.335,0.508,0.421,1.801,0.328,0.413,0.299,0,0,0
155,1.335,0.286,0.313,-0.06,0.01,1.158,1.931,1.041,0,0,0
156,1.335,0.655,0.958,0.725,0.771,0.763,1.232,1.106,0,0,0
157,1.335,0.677,0.951,0.817,0.404,1.195,1.935,1.567,0,0,0
158,1.335,,,,-1,0,0,0,0,0,0
159,1.335,0.842,1.393,1.6,1.054,0.89,1.541,1.87,0,0,0
160,1.335,0.52,0.682,-0.06,0.28,1.052,1.416,0.728,0,0,0
161,1.335,0.656,0.892,1.371,1.168,0.664,0.903,1.328,0,0,0
162,1.335,0.591,0.788,0.681,1.211,0.614,0.824,0.806,0,0,0
163,1.335,1.16,1.907,1.459,1.684,0.896,1.309,1.296,0,0,0
164,1.335,0.212,0.178,0.9,2.807,0.244,0.276,0.91,0,0,0
165,1.335,0.822,1.385,1.505,1.228,0.74,1.274,1.632,0,0,0
166,1.335,0.227,0.226,-0.061,0.227,0.486,0.619,0.277,0,0,0
167,1.335,0.212,0.177,-0.059,-1,0,0,0,0,0,0
168,1.335,0.322,0.469,0.272,1.489,0.229,0.276,0.243,0,0,0
169,1.335,0.71,1.055,0.733,0.973,0.854,1.3,0.981,0,0,0
170,1.335,0.213,0.179,0.064,0.497,0.453,0.544,0.078,0,0,0
171,1.335,0.36,0.424,0.122,0.801,0.314,0.453,0.361,0,0,0
172,1.335,0.535,0.703,-0.06,0.062,1.436,2.335,1.252,0,0,0
173,1.335,0.241,0.24,0.037,0.569,0.519,0.728,0.247,0,0,0
174,1.335,,,,-1,0,0,0,0,0,0
175,1.335,0.502,0.883,0.426,1.637,0.45,0.67,0.217,0,0,0
176,1.335,0.319,0.45,0.219,0.306,0.457,0.742,0.713,0,0,0
177,1.335,0.873,1.449,1.243,5.102,0.426,0.552,1.098,0,0,0
178,1.335,0.408,0.643,0.181,1.563,0.286,0.324,0.062,0,0,0
179,1.335,0.699,1.087,0.739,1.131,0.657,1.175,0.942,0,0,0
180,1.335,0.384,0.58,0.245,1.428,0.366,0.463,0.203,0,0,0
181,1.335,0.441,0.563,0.353,0.823,0.445,0.58,0.607,0,0,0
182,1.335,0.567,0.751,-0.06,0.116,1.235,2.147,1.49,0,0,0
183,1.335,0.779,1.391,0.88,0.153,0.638,1.046,1.891,0,0,0
184,1.335,0.736,1.05,0.388,0.476,1.267,2.069,1.264,0,0,0
185,1.335,0.522,0.685,0.154,0.488,0.759,1.059,0.65,0,0,0
186,1.335,1.431,2.33,1.158,1.681,1.164,1.848,0.758,0,0,0
187,1.335,0.575,0.781,0.584,1.048,0.628,0.84,0.79,0,0,0
188,1.335,0.4,0.492,-0.06,0.457,0.457,0.734,0.502,0,0,0
189,1.335,0.845,1.422,1.224,0.907,0.769,1.263,1.911,0,0,0
190,1.335,0.223,0.197,-0.061,0.133,0.511,0.894,0.537,0,0,0
191,1.335,0.746,1.375,1.83,1.849,0.607,1.232,1.608,0,0,0
192,1.335,0.212,0.178,-0.061,0.019,0.517,0.729,0.263,0,0,0
193,1.335,0.859,1.525,1.244,-1,0,0,0,0,0,0
194,1.335,0.614,1.067,0.603,1.19,0.599,1.075,0.717,0,0,0
195,1.335,0.347,0.412,-0.06,0.401,0.695,0.938,0.507,0,0,0
196,1.335,1.144,1.913,1.328,1.418,1.065,1.766,1.212,0,0,0
197,1.335,0.528,0.699,0.078,0.256,1.22,1.955,0.937,0,0,0
198,1.335,0.32,0.367,0.031,0.914,0.335,0.363,0.26,0,0,0
199,1.335,0.329,0.521,-0.06,0.02,0.513,1.862,0.658,0,0,0
200,1.335,0.285,0.308,-0.057,0.495,0.56,0.736,0.444,0,0,0
201,1.335,0.835,1.411,1.398,1.067,1.095,1.677,1.626,0,0,0
202,1.335,0.508,0.666,0.061,0.393,0.831,1.095,0.771,0,0,0
203,1.335,0.212,0.178,-0.06,0.357,0.482,0.573,0.208,0,0,0
204,1.335,0.769,1.174,0.597,0.712,0.735,1.221,1.221,0,0,0
205,1.335,0.258,0.303,0.122,0.57,0.32,0.412,0.506,0,0,0
206,1.335,1.187,1.983,1.42,1.389,1.126,1.874,1.351,0,0,0
207,1.335,0.741,1.189,0.835,2.55,0.583,0.765,0.652,0,0,0
208,1.335,1.439,2.34,1.59,1.873,1.247,2.2,1.353,0,0,0
209,1.335,0.372,0.468,0.094,0.512,0.462,0.754,0.678,0,0,0
210,1.335,0.7,1.06,0.506,1.452,0.64,0.852,0.445,0,0,0
211,1.335,0.818,1.364,1.214,1.316,0.82,1.382,1.242,0,0,0
212,1.335,0.976,1.579,0.982,2.001,0.72,1.111,0.646,0,0,0
213,1.335,0.859,1.376,1.118,1.529,0.737,1.102,1.134,0,0,0
214,1.335,0.511,0.905,1.786,2.171,1.124,1.871,1.121,0,0,0
215,1.335,0.373,0.557,0.349,0.563,0.886,1.521,0.789,0,0,0
216,1.335,0.828,1.3,0.527,1.885,0.535,0.75,0.275,0,0,0
217,1.335,0.377,0.523,0.079,1.274,0.427,0.623,0.115,0,0,0
218,1.335,0.212,0.177,1.247,-1,0,0,0,0,0,0
219,1.335,0.643,0.878,0.62,0.995,1.019,1.504,0.779,0,0,0
220,1.335,0,0,0,-1,0,0,0,0,0,0
221,1.335,0.214,0.18,-0.061,0.01,0.222,0.204,-0.051,0,0,0
222,1.335,0.459,0.637,0.56,0.982,0.7,0.789,0.752,0,0,0
223,1.335,0.22,0.194,-0.061,0.01,0.237,0.239,-0.021,0,0,0
224,1.335,0.215,0.183,0.548,3.579,0.35,0.413,0.62,0,0,0
225,1.335,1.092,1.842,1.806,1.999,0.715,1.309,1.635,0,0,0
226,1.335,0.795,1.333,1.07,0.783,1.179,2.014,1.74,0,0,0
227,1.335,1.434,2.333,1.086,1.723,1.107,1.712,0.694,0,0,0
228,1.335,1.349,2.216,0.894,1.615,1.104,1.855,0.65,0,0,0
229,1.335,0.301,0.351,0.463,1.203,0.327,0.411,0.455,0,0,0
230,1.335,0.766,1.097,0.42,0.336,1.148,1.959,1.518,0,0,0
231,1.335,0.366,0.504,-0.06,0.203,0.66,1.128,0.585,0,0,0
232,1.335,0.212,0.178,-0.061,0.01,0.213,0.202,-0.058,0,0,0
233,1.335,1.154,1.946,1.173,2.715,0.72,1.006,0.928,0,0,0
234,1.335,0.678,1.069,0.989,1.376,0.598,0.963,0.964,0,0,0
235,1.335,0.554,0.897,0.823,0.8,0.754,1.204,1.283,0,0,0
236,1.335,0,0,0,-1,0,0,0,0,0,0
237,1.335,0.22,0.195,-0.059,0.313,0.3,0.388,0.395,0,0,0
238,1.335,1.17,1.865,1.576,2.279,0.89,1.38,1.171,0,0,0
239,1.335,0.433,0.679,0.771,0.474,0.276,0.426,1.173,0,0,0
240,1.335,0.463,0.633,0.039,0.498,1.135,1.639,0.924,0,0,0
241,1.335,0.279,0.332,0.52,0.278,0.459,0.752,0.294,5,99,0
242,1.335,0.343,0.467,-0.06,0.158,0.429,0.642,0.557,0,0,0
243,1.335,0.644,1.086,0.36,1.668,0.415,0.541,0.086,0,0,0
244,1.335,0.874,1.459,0.952,1.179,1.016,1.696,1.1,0,0,0
245,1.335,1.024,1.513,0.317,1.23,1.037,1.664,0.361,0,0,0
246,1.335,0.366,0.453,-0.061,0.067,0.379,1.506,0.589,0,0,0
247,1.335,0.754,1.235,0.833,1.441,0.653,0.938,0.814,0,0,0
248,1.335,0.293,0.4,0.269,0.367,0.506,0.811,1.148,0,0,0
249,1.335,0.314,0.414,-0.059,0.197,0.465,0.719,0.433,0,0,0
250,1.335,0.502,0.66,0.29,0.556,0.713,0.799,0.806,0,0,0
251,1.335,0.539,0.8,0.807,3,0.429,0.545,0.464,0,0,0
252,1.335,0,0,0,-1,0,0,0,0,0,0
253,1.335,0.632,0.911,-0.06,0.04,0.956,1.518,1.526,0,0,0
254,1.335,0.611,0.979,0.472,1.397,0.539,0.858,0.412,0,0,0
255,1.335,0.966,1.607,1.143,2.064,0.757,1.222,0.745,0,0,0
256,1.335,0.212,0.178,0.164,0.708,0.214,0.179,0.678,0,0,0
257,1.335,0.373,0.535,0.34,0.826,0.273,0.352,0.677,0,0,0
258,1.335,0.267,0.29,-0.055,0.351,0.326,0.936,0.458,0,0,0
259,1.335,0.984,1.545,1.204,1.225,0.837,1.426,1.321,0,0,0
260,1.335,0.51,0.813,0.956,0.679,0.681,1.19,1.365,0,0,0
261,1.335,0.271,0.313,-0.058,0.272,0.36,0.533,0.241,0,0,0
262,1.335,0.594,0.806,-0.06,0.039,0.932,1.715,1.36,0,0,0
263,1.335,0.424,0.688,0.638,0.34,0.844,1.667,1.166,0,0,0
264,1.335,0.316,0.383,-0.06,0.478,0.555,0.725,0.495,0,0,0
265,1.335,0.476,0.607,-0.058,0.534,0.609,0.533,0.392,0,0,0
266,1.335,0.497,0.826,0.606,0.221,0.843,1.349,1.309,0,0,0
267,1.335,0.556,0.849,0.596,1.161,0.505,0.882,0.744,0,0,0
268,1.335,0.328,0.412,-0.025,0.817,0.38,0.398,0.294,0,0,0
269,1.335,0.492,0.665,0.344,0.862,1.005,1.077,0.663,0,0,0
270,1.335,0.38,0.542,0.604,1.032,0.366,0.483,0.773,0,0,0
271,1.335,0.366,0.457,0.187,1.287,0.402,0.52,0.222,0,0,0
272,1.335,1.167,1.862,1.618,1.567,0.889,1.369,1.484,0,0,0
273,1.335,0.408,0.548,0.287,0.472,0.928,1.386,1.113,0,0,0
274,1.335,0.401,0.465,-0.059,0.845,0.226,0.373,0.044,0,0,0
275,1.335,0.936,1.422,1.095,2.898,0.627,0.839,0.907,0,0,0
276,1.335,0.386,0.599,0.264,0.305,0.644,1.134,0.952,0,0,0
277,1.335,0.212,0.222,1.138,2.189,0.656,1.262,1.198,0,0,0
278,1.335,0.54,0.831,0.419,1.953,0.309,0.451,0.292,0,0,0
279,1.335,0.524,0.855,0.562,0.449,0.766,1.349,1.436,0,0,0
280,1.335,0.794,1.18,0.984,2.338,0.626,0.947,0.65,0,0,0
281,1.335,0.404,0.618,0.315,0.368,0.241,0.409,1.318,0,0,0
282,1.335,1.054,1.604,1.281,1.363,1.031,1.565,1.272,0,0,0
283,1.335,0.508,0.837,0.798,2.403,0.481,0.751,0.231,0,0,0
284,1.335,0.421,0.658,0.168,0.288,0.656,1.186,0.916,0,0,0
285,1.335,0.258,0.279,-0.056,0.335,0.47,0.749,0.502,0,0,0
286,1.335,0.354,0.528,0.304,0.281,0.462,0.763,0.646,0,0,0
287,1.335,1.44,2.341,0.806,2.49,1.133,1.33,0.714,0,0,0
288,1.335,0.528,0.77,1,0.865,0.961,1.372,1.136,0,0,0
289,1.335,0.507,0.717,0.192,0.495,1.17,1.881,0.843,0,0,0
290,1.335,0.674,1.145,0.998,1.166,0.753,1.281,1.143,0,0,0
291,1.335,0.269,0.31,-0.057,0.327,0.421,0.644,0.551,0,0,0
292,1.335,1.117,1.87,1.511,1.746,0.933,2.012,1.232,0,0,0
293,1.335,0.509,0.823,0.683,1.914,0.303,0.437,0.83,0,0,0
294,1.335,1.141,1.89,1.314,1.448,1.034,1.661,1.21,0,0,0
295,1.335,1.104,1.723,1.452,1.61,0.768,1.16,1.287,0,0,0
296,1.335,0.236,0.321,0.439,1.144,0.259,0.28,0.533,0,0,0
297,1.335,0.408,0.643,0.28,0.281,0.654,1.222,0.905,0,0,0
298,1.335,1.264,2.094,1.286,1.559,0.986,1.663,1.118,0,0,0
299,1.335,0.596,0.947,0.476,2.163,0.386,0.566,0.154,0,0,0
300,1.335,0.302,0.386,0.081,0.326,0.598,1.037,0.594,0,0,0
301,1.335,0.631,0.946,-0.056,0.064,1.027,1.633,1.671,0,0,0
302,1.335,0.43,0.575,0.268,0.811,0.857,0.806,0.467,0,0,0
303,1.335,0.313,0.375,0.482,1.374,0.257,0.294,0.483,0,0,0
304,1.335,0.215,0.195,0.069,1.018,0.214,0.181,0.171,0,0,0
305,1.335,0.216,0.187,1.914,3.644,1.089,1.865,0.316,0,0,0
306,1.335,0.769,1.13,0.619,1.658,0.425,0.584,0.544,0,0,0
307,1.335,0.798,1.338,1.218,1.821,0.526,0.859,1.091,0,0,0
308,1.335,0.255,0.269,-0.06,0.242,0.386,0.564,0.146,0,0,0
309,1.335,0.331,0.439,0.245,0.768,0.398,0.569,0.486,0,0,0
310,1.335,0.342,0.468,0.248,1.767,0.213,0.188,0.168,0,0,0
311,1.335,0.428,0.684,0.303,0.293,0.775,1.31,1.099,0,0,0
312,1.335,0.773,1.337,1.623,1.413,0.649,1.105,1.602,0,0,0
313,1.335,0.97,1.667,1.708,1.567,0.658,1.315,1.508,0,0,0
314,1.335,0.918,1.542,1.549,2.111,0.747,1.307,1.387,0,0,0
315,1.335,0.219,0.2,-0.06,0.594,0.895,0.305,0.252,0,0,0
316,1.335,0.242,0.23,0.09,0.985,0.228,0.188,-0.041,0,0,0
317,1.335,0.213,0.179,-0.06,0.339,0.535,0.903,-0.05,0,0,0
318,1.335,0.409,0.642,0.997,1.097,0.462,0.72,1.08,0,0,0
319,1.335,0.275,0.308,0.098,1.141,0.309,0.402,0.207,0,0,0
320,1.335,0,0,0,-1,0,0,0,0,0,0
321,1.335,0.729,1.037,0.485,1.395,0.643,0.866,0.434,0,0,0
322,1.335,0.496,0.797,0.626,0.687,0.718,1.137,0.989,0,0,0
323,1.335,0.306,0.324,0.898,1.888,0.212,0.178,0.927,0,0,0
324,1.335,0.785,1.134,0.517,0.97,1.162,1.802,0.776,0,0,0
325,1.335,0.357,0.511,0.081,0.478,0.234,0.377,0.92,0,0,0
326,1.335,0.433,0.582,0.17,1.334,0.433,0.582,0.17,0,0,0
327,1.335,1.018,1.539,0.77,1.242,0.99,1.659,0.863,0,0,0
328,1.335,0.637,0.894,0.511,1.71,0.386,0.512,0.417,0,0,0
329,1.335,0.213,0.183,0.234,0.743,0.215,0.182,0.838,0,0,0
330,1.335,1.377,2.222,1.722,2.4,1.057,1.687,1.334,0,0,0
331,1.335,0.33,0.474,0.221,0.302,0.414,0.643,0.773,0,0,0
332,1.335,0.272,0.323,-0.045,0.236,0.229,0.226,0.269,0,0,0
333,1.335,0.715,1.21,0.492,1.646,0.473,0.653,0.301,0,0,0
334,1.335,0.524,0.83,0.268,0.752,0.78,1.183,0.669,0,0,0
335,1.335,0.426,0.559,0.589,0.609,0.663,0.711,0.85,0,0,0
336,1.335,0.214,0.181,-0.06,0.457,0.269,0.27,0.277,0,0,0
337,1.335,0.701,1.174,0.521,1.842,0.454,0.605,0.27,0,0,0
338,1.335,0.493,0.716,-0.06,0.043,0.639,1.288,1.19,0,0,0
339,1.335,0.304,0.354,0.623,1.273,0.339,0.416,0.623,0,0,0
340,1.335,0.682,1.149,1.15,1.111,0.781,1.326,1.369,0,0,0
341,1.335,0.56,0.948,0.544,0.307,1.01,1.557,1.452,0,0,0
342,1.335,0.234,0.223,-0.06,0.178,0.255,0.273,0.046,0,0,0
343,1.335,0.363,0.508,0.281,0.507,0.781,1.12,1.02,0,0,0
344,1.335,0.322,0.43,0.139,0.532,0.589,0.967,0.555,0,0,0
345,1.335,0.378,0.554,0.59,1.942,0.256,0.464,0.536,0,0,0
346,1.335,0.839,1.4,1.048,1.327,0.839,1.4,1.048,0,0,0
347,1.335,0.311,0.415,0.069,0.36,0.401,0.586,0.67,0,0,0
348,1.335,0.582,0.985,0.849,0.481,0.653,0.995,1.534,0,0,0
349,1.335,0.618,1.024,0.752,1.415,0.526,0.833,0.709,0,0,0
350,1.335,0.54,0.911,0.927,0.379,0.569,0.924,1.874,0,0,0
