PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,U_B,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
930,1.335,0.256,0.243,0.417,0.616,0.389,0.501,0.184,0,0,0
931,1.335,0.313,0.392,-0.056,0.283,0.557,0.821,0.522,0,0,0
932,1.335,1.264,2.041,0.403,0.76,1.439,2.341,1.249,0,0,0
933,1.335,0.234,0.254,1.44,2.738,0.625,1.132,0.601,0,0,0
934,1.335,0.212,0.178,-0.06,0.297,0.48,0.646,0.161,0,0,0
935,1.335,0.749,1.181,1.467,1.073,0.703,1.2,1.776,0,0,0
936,1.335,0.661,0.916,0.699,0.512,1.005,1.517,1.316,0,0,0
937,1.335,1.019,1.614,1.582,1.144,1.046,1.786,1.726,0,0,0
938,1.335,0.95,1.488,1.097,1.169,1.077,1.708,1.241,0,0,0
939,1.335,0.981,1.602,1.076,1.256,1.001,1.654,1.17,0,0,0
940,1.335,0.389,0.479,0.251,1.081,0.388,0.527,0.28,0,0,0
941,1.335,1.219,2.036,0.265,0.46,0.213,1.18,1.515,0,0,0
942,1.335,0.978,1.523,1.095,1.058,1.19,1.908,1.361,0,0,0
943,1.335,0.559,0.739,0.284,0.368,0.843,1.076,0.634,0,0,0
944,1.335,0.734,1.304,0.972,1.805,0.632,0.931,0.756,0,0,0
945,1.335,0.375,0.472,1.672,2.017,0.446,1.436,1.242,0,0,0
946,1.335,0.395,0.589,0.091,1.363,0.396,0.569,0.069,0,0,0
947,1.335,0.212,0.178,0.236,0.286,0.311,0.335,0.507,0,0,0
948,1.335,0.249,0.248,-0.058,0.423,0.571,0.771,0.42,0,0,0
949,1.335,0.212,0.177,0.999,0.094,0.322,0.221,-0.06,0,0,0
950,1.335,0.422,0.712,0.412,1.627,0.402,0.563,0.288,0,0,0
951,1.335,0.334,0.468,0.319,3.404,0.367,0.28,-0.059,0,0,0
952,1.335,1.037,1.578,0.68,0.993,0.798,1.358,1.116,0,0,0
953,1.335,0.689,0.962,0.762,0.758,0.836,1.401,1.211,0,0,0
954,1.335,0.42,0.618,0.285,0.685,0.387,0.647,0.708,0,0,0
955,1.335,0.212,0.178,-0.061,0.018,0.542,0.818,0.349,0,0,0
956,1.335,0.487,0.885,1.555,2.759,1.039,1.769,0.794,0,0,0
957,1.335,0.508,0.695,0.219,0.601,0.452,0.781,0.722,0,0,0
958,1.335,0.538,0.953,0.518,1.703,0.473,0.692,0.308,0,0,0
959,1.335,0.486,0.809,0.825,2.358,0.573,0.869,0.233,0,0,0
960,1.335,0.549,0.954,1.311,1.415,0.57,0.847,1.382,0,0,0
961,1.335,0.928,1.563,1.646,2.698,0.891,1.325,0.882,0,0,0
962,1.335,0.228,0.238,0.545,0.748,0.28,0.271,0.733,0,0,0
963,1.335,0.361,0.434,0.062,0.436,0.636,0.958,0.639,0,0,0
964,1.335,0.453,0.584,0.885,3.175,0.414,0.552,0.942,0,0,0
965,1.335,0.258,0.271,-0.06,0.349,0.486,0.683,0.448,0,0,0
966,1.335,0.774,1.221,-0.06,0.25,1.076,1.502,1.551,0,0,0
967,1.335,0.647,0.856,0.784,1.051,0.655,0.879,0.518,0,0,0
968,1.335,0.735,1.117,0.576,0.689,1.158,1.826,1.11,0,0,0
969,1.335,0.914,1.458,1.711,1.333,0.914,1.458,1.711,0,0,0
970,1.335,0.476,0.712,1.113,2.344,0.468,0.788,0.762,0,0,0
971,1.335,0.656,0.931,0.437,0.564,0.872,1.297,1.495,0,0,0
972,1.335,0.214,0.18,0.995,1.33,0.214,0.18,0.995,0,0,0
973,1.335,0.221,0.203,0.114,0.081,0.903,1.468,0.144,0,0,0
974,1.335,0.279,0.368,0.481,1.613,0.212,0.178,0.351,0,0,0
975,1.335,0.212,0.179,0.588,1.046,0.212,0.177,0.801,0,0,0
976,1.335,0.213,0.179,-0.061,0.066,0.782,1.207,0.568,0,0,0
977,1.335,0.991,1.655,1.18,1.511,0.771,1.297,1.062,0,0,0
978,1.335,0.413,0.517,0.378,0.563,0.621,0.838,0.847,0,0,0
979,1.335,0.249,0.247,0.12,1.147,0.244,0.244,0.197,0,0,0
980,1.335,0.478,0.809,0.331,1.528,0.502,0.733,0.16,0,0,0
981,1.335,0.212,0.183,0.433,2.013,0.342,0.387,0.061,0,0,0
982,1.335,0.28,0.299,-0.036,0.562,0.349,0.531,0.373,0,0,0
983,1.335,0.212,0.177,-0.041,1.686,0.212,0.177,-0.06,0,0,0
984,1.335,0.212,0.177,1.252,2.917,0.73,1.028,0.833,0,0,0
985,1.335,0.212,0.177,0.234,2.843,0.383,0.44,-0.059,0,0,0
986,1.335,0.233,0.253,1.021,1.646,0.218,0.376,0.832,0,0,0
987,1.335,0.273,0.36,1.228,1.993,0.517,0.879,0.966,0,0,0
988,1.335,0.661,1.095,1.083,1.524,0.451,0.768,0.996,0,0,0
989,1.335,0.485,0.855,1.117,1.809,0.566,1.006,0.819,0,0,0
990,1.335,0.212,0.177,0.334,1.767,0.212,0.178,0.331,0,0,0
991,1.335,0.212,0.178,-0.061,1.945,0.212,0.177,-0.061,0,0,0
992,1.335,0.212,0.177,0.155,2.498,0.256,0.247,-0.036,0,0,0
993,1.335,0.212,0.177,-0.06,2.21,0.212,0.178,-0.06,0,0,0
994,1.335,0.247,0.282,-0.051,2.498,0.221,0.186,-0.06,0,0,0
995,1.335,0.26,0.317,-0.027,2.498,0.233,0.203,-0.06,0,0,0
996,1.335,0.36,0.522,0.305,1.326,0.36,0.522,0.305,0,0,0
997,1.335,0.217,0.199,0.344,1.779,0.264,0.361,0.199,0,0,0
998,1.335,0.288,0.313,-0.026,2.553,0.213,0.179,-0.06,0,0,0
999,1.335,0.36,0.576,0.605,1.989,0.333,0.476,0.471,0,0,0
1000,1.335,0.446,0.721,0.516,1.626,0.255,0.338,0.324,0,0,0
1001,1.335,0.469,0.744,0.747,1.783,0.549,0.67,0.606,0,0,0
1002,1.335,0.23,0.25,-0.004,1.56,0.212,0.179,-0.059,0,0,0
1003,1.335,0.212,0.178,0.893,1.532,0.212,0.177,1.529,0,0,0
1004,1.335,0.787,1.274,0.7,1.429,0.716,1.072,0.532,0,0,0
1005,1.335,0.82,1.367,1.326,0.778,1.258,1.954,1.848,0,0,0
1006,1.335,0.212,0.177,0.864,1.792,0.212,0.177,1.623,0,0,0
1007,1.335,1.113,1.853,1.306,2.19,0.836,1.243,1.106,0,0,0
1008,1.335,0.455,0.592,0.75,0.538,0.556,0.806,1.477,0,0,0
1009,1.335,0.502,0.669,0.592,1.564,0.252,0.401,0.597,0,0,0
1010,1.335,0.543,0.922,0.387,2.017,0.395,0.401,0.179,0,0,0
1011,1.335,0.22,0.193,-0.06,0.351,0.387,0.508,0.248,0,0,0
1012,1.335,0,0,0,-1,0,0,0,0,0,0
1013,1.335,0.576,1.026,0.615,1.579,0.526,0.74,0.457,0,0,0
1014,1.335,0.212,0.178,0.167,0.498,0.583,0.697,0.021,0,0,0
1015,1.335,0.212,0.178,0.483,2.19,0.212,0.178,0.194,0,0,0
1016,1.335,0.787,1.159,1.095,1.104,0.822,1.333,1.267,0,0,0
1017,1.335,0.495,0.639,0.643,1.787,0.212,0.177,0.615,0,0,0
1018,1.335,0.212,0.177,-0.052,1.844,0.212,0.177,1.394,0,0,0
1019,1.335,0.212,0.177,0.845,1.988,0.212,0.177,1.582,0,0,0
1020,1.335,0.212,0.178,-0.06,2.512,0.213,0.178,-0.061,0,0,0
1021,1.335,0.212,0.178,0.473,2.079,0.212,0.227,0.233,0,0,0
1022,1.335,0.212,0.178,0.404,2.211,0.214,0.312,0.179,0,0,0
1023,1.335,0.468,0.604,0.29,0.464,0.578,0.924,1.043,0,0,0
1024,1.335,0.268,0.398,0.782,1.805,0.274,0.449,0.551,0,0,0
1025,1.335,0.215,0.234,1.024,2.493,0.472,0.609,0.855,0,0,0
1026,1.335,0.212,0.177,0.645,1.989,0.212,0.178,0.843,0,0,0
1027,1.335,0.449,0.574,0.681,2.403,0.368,0.439,0.186,0,0,0
1028,1.335,0.212,0.177,-0.06,1.924,0.212,0.177,0.294,0,0,0
1029,1.335,0.212,0.177,0.685,2.815,0.248,0.295,0.026,0,0,0
1030,1.335,0.837,1.371,0.858,0.944,1.101,1.683,1.102,0,0,0
1031,1.335,0.212,0.177,0.642,2.829,0.494,0.64,0.204,0,0,0
1032,1.335,0.212,0.177,0.416,2.681,0.759,0.83,-0.061,0,0,0
1033,1.335,0.212,0.178,-0.061,0.07,0.731,1.217,0.376,0,0,0
1034,1.335,0.452,0.583,0.184,0.986,0.463,0.643,0.481,0,0,0
1035,1.335,0.526,0.691,-0.061,0.104,0.453,0.459,1.036,0,0,0
1036,1.335,0.317,0.447,0.063,0.272,0.784,1.214,0.7,0,0,0
1037,1.335,0.212,0.177,0.26,1.981,0.212,0.177,0.431,0,0,0
1038,1.335,0.212,0.181,0.286,1.563,0.213,0.232,0.203,0,0,0
1039,1.335,0.805,1.38,1.126,1.956,0.766,1.251,0.84,0,0,0
1040,1.335,1.03,1.663,1.159,1.013,0.895,1.517,1.669,0,0,0
1041,1.335,0.331,0.423,-0.06,0.532,0.367,0.486,0.324,0,0,0
1042,1.335,0.299,0.331,0.491,0.476,0.449,0.623,0.666,0,0,0
1043,1.335,0.642,0.913,0.961,0.511,0.656,1.134,1.612,0,0,0
1044,1.335,0.428,0.542,-0.06,0.456,0.403,0.692,0.675,0,0,0
1045,1.335,0.62,0.827,0.208,0.804,0.671,1.041,0.635,0,0,0
1046,1.335,0.216,0.18,-0.06,0.354,0.586,0.738,0.202,0,0,0
1047,1.335,0.636,0.853,0.728,1.201,0.641,0.864,0.749,0,0,0
1048,1.335,0.242,0.231,-0.06,0.072,0.921,1.557,0.802,0,0,0
1049,1.335,0.422,0.532,0.336,1.06,0.433,0.565,0.461,0,0,0
1050,1.335,0.4,0.515,0,0.362,0.335,0.493,1.154,0,0,0
1051,1.335,0.962,1.352,0.561,5.726,1.44,2.341,1.249,0,0,0
1052,1.335,0.693,0.929,0.275,0.869,0.938,1.403,0.533,0,0,0
1053,1.335,0.213,0.178,-0.061,0.554,0.25,0.252,0.09,0,0,0
1054,1.335,0.423,0.697,1.623,1.816,0.493,0.898,1.595,0,0,0
1055,1.335,0.237,0.237,0.436,0.89,0.295,0.304,0.362,0,0,0
1056,1.335,0.477,0.746,0.295,1.028,0.406,0.685,0.543,0,0,0
1057,1.335,0.212,0.177,-0.061,0.293,0.378,0.23,-0.06,0,0,0
1058,1.335,0.586,0.779,0.688,3.614,0.452,0.612,1.462,0,0,0
1059,1.335,0.529,0.697,0.478,1.075,0.546,0.781,0.468,0,0,0
1060,1.335,0.322,0.372,-0.056,0.789,0.401,0.457,0.272,0,0,0
1061,1.335,0.931,1.508,1.644,1.945,0.805,1.505,1.232,0,0,0
1062,1.335,0.428,0.629,0.298,1.396,0.419,0.559,0.268,0,0,0
1063,1.335,0.554,0.961,1.099,1.095,0.523,0.931,1.099,0,0,0
1064,1.335,0.212,0.178,-0.061,0.353,0.424,0.563,0.082,0,0,0
1065,1.335,1.291,2.135,1.166,1.665,1.014,1.627,0.924,0,0,0
1066,1.335,0.345,0.435,0.053,0.903,0.302,0.372,0.286,0,0,0
1067,1.335,0.299,0.416,0.107,0.907,0.214,0.224,0.378,0,0,0
1068,1.335,0.433,0.548,0.427,1.101,0.421,0.547,0.447,0,0,0
1069,1.335,0.267,0.224,0.307,1.215,0.293,0.296,0.252,0,0,0
1070,1.335,0.401,0.494,0.541,0.739,0.465,0.593,0.321,0,0,0
1071,1.335,0.248,0.301,0.837,2.972,0.455,0.586,0.379,0,0,0
1072,1.335,0.644,0.929,0.718,0.983,0.595,0.945,1.09,0,0,0
1073,1.335,0.757,1.13,1.068,1.167,0.836,1.274,1.235,0,0,0
1074,1.335,0.845,1.432,1.07,1.341,0.843,1.419,1.053,0,0,0
1075,1.335,0.698,1.226,1,2.098,0.595,0.782,1.132,0,0,0
1076,1.335,0.611,0.815,0.317,0.873,0.711,0.997,0.674,0,0,0
1077,1.335,0.789,1.265,0.834,0.727,1.217,2.017,1.346,0,0,0
1078,1.335,0.624,1.001,0.922,1.418,0.602,0.867,0.896,0,0,0
1079,1.335,0.297,0.331,1.48,1.232,0.313,0.355,1.378,0,0,0
1080,1.335,0.755,1.181,1.343,1.066,0.683,1.221,1.706,0,0,0
1081,1.335,0.491,0.676,0.569,0.936,0.433,0.594,0.847,0,0,0
1082,1.335,0.486,0.629,0.418,1.069,0.603,0.71,0.464,0,0,0
1083,1.335,0.312,0.353,0.669,0.438,0.657,0.895,0.848,0,0,0
1084,1.335,0.301,0.339,0.147,0.322,0.515,0.846,0.605,5,99,0
1085,1.335,0.509,0.81,0.604,0.348,0.61,0.878,1.302,0,0,0
1086,1.335,0.358,0.428,0.167,0.643,0.478,0.683,0.452,0,0,0
1087,1.335,0.269,0.358,0.622,1.793,0.292,0.427,0.522,0,0,0
1088,1.335,0.581,0.772,0.816,1.182,0.582,0.774,0.803,0,0,0
1089,1.335,0.603,1.087,1.41,1.886,0.573,1.258,1.024,0,0,0
1090,1.335,0.375,0.461,0.276,1.011,0.346,0.44,0.413,0,0,0
1091,1.335,0.509,0.665,0.425,1.115,0.54,0.7,0.439,0,0,0
1092,1.335,0.433,0.563,0.359,0.784,0.429,0.63,0.627,0,0,0
1093,1.335,0.324,0.375,-0.037,0.293,0.715,1.032,0.598,0,0,0
1094,1.335,0.987,1.532,0.944,1.144,1.109,1.76,1.126,0,0,0
1095,1.335,0.447,0.609,0.43,0.964,0.392,0.549,0.715,0,0,0
1096,1.335,0.414,0.519,0.19,0.477,0.557,0.899,0.755,0,0,0
1097,1.335,0.526,0.904,-0.041,0.038,0.525,0.634,1.194,0,0,0
1098,1.335,0.573,0.761,0.922,0.661,0.724,0.928,0.699,0,0,0
1099,1.335,0.385,0.392,-0.06,1.341,0.385,0.392,-0.06,0,0,0
1100,1.335,0.7,1.138,0.657,1.457,0.657,1.01,0.562,0,0,0
1101,1.335,0.549,0.727,0.397,0.943,0.566,0.812,0.671,0,0,0
1102,1.335,0.569,0.755,0.36,0.558,0.677,1.168,0.933,0,0,0
1103,1.335,0.723,1.159,1.53,1.168,0.718,1.214,1.716,0,0,0
1104,1.335,0.796,1.281,0.904,1.084,0.987,1.477,0.687,0,0,0
1105,1.335,0.359,0.511,0.599,0.563,0.707,0.682,0.769,0,0,0
1106,1.335,0.446,0.57,0.56,0.818,0.531,0.619,0.74,0,0,0
1107,1.335,0.667,0.908,0.612,0.469,1.127,1.843,1.371,0,0,0
1108,1.335,0.212,0.177,-0.06,0.062,0.654,0.969,-0.059,0,0,0
1109,1.335,0.316,0.359,0.272,0.502,0.534,0.781,0.563,0,0,0
1110,1.335,0.356,0.408,0.527,1.162,0.342,0.399,0.491,0,0,0
1111,1.335,0.736,1.107,0.995,1.085,0.789,1.314,1.116,0,0,0
1112,1.335,0.355,0.426,-0.058,0.331,0.623,0.885,0.667,0,0,0
1113,1.335,0.344,0.534,0.408,1.805,0.364,0.464,0.257,0,0,0
1114,1.335,0.409,0.509,0.235,0.84,0.42,0.515,0.297,0,0,0
1115,1.335,0.691,1.169,0.52,1.52,0.526,0.757,0.386,0,0,0
1116,1.335,0.508,0.665,0.567,1.148,0.511,0.715,0.443,0,0,0
1117,1.335,0.761,1.364,1.088,1.759,0.658,1.03,0.875,0,0,0
1118,1.335,1.039,1.7,1.246,1.231,1.084,1.789,1.339,0,0,0
1119,1.335,1.025,1.639,1.169,1.242,1.06,1.732,1.317,0,0,0
1120,1.335,0.976,1.559,1.053,1.238,0.939,1.593,1.147,0,0,0
1121,1.335,0.468,0.604,0.27,0.742,0.539,0.776,0.62,0,0,0
1122,1.335,0.369,0.445,-0.02,0.888,0.333,0.398,0.128,0,0,0
1123,1.335,0.428,0.702,0.194,1.213,0.386,0.635,0.254,0,0,0
1124,1.335,0.877,1.376,1.191,1.178,0.903,1.448,1.381,0,0,0
1125,1.335,0.505,0.838,0.428,0.424,0.489,0.755,1.138,0,0,0
1126,1.335,0.472,0.792,0.409,0.476,0.608,0.821,0.994,0,0,0
1127,1.335,0.427,0.587,0.786,2.905,0.546,0.718,0.222,0,0,0
1128,1.335,0.475,0.614,0.395,1.115,0.477,0.672,0.382,0,0,0
1129,1.335,0.78,1.223,-0.06,0.276,1.434,2.268,1.256,0,0,0
1130,1.335,0.216,0.186,0.588,1.085,0.261,0.251,0.454,0,0,0
1131,1.335,0.536,0.71,0.197,0.834,0.491,0.781,0.761,0,0,0
1132,1.335,0.778,1.221,-0.059,0.335,1.313,2.254,1.519,0,0,0
1133,1.335,0.91,1.468,1.18,0.94,1.152,1.891,1.487,0,0,0
1134,1.335,0.408,0.497,0.01,1.123,0.4,0.536,0.157,0,0,0
1135,1.335,0.551,0.975,0.329,1.227,0.524,0.931,0.44,0,0,0
1136,1.335,0.746,1.116,1.114,0.786,0.914,1.55,1.632,0,0,0
1137,1.335,0.741,1.108,0.822,1.302,0.746,1.131,0.838,0,0,0
1138,1.335,0.212,0.177,-0.052,0.069,0.875,1.16,-0.034,0,0,0
1139,1.335,0.825,1.36,1.323,1.472,0.661,1.082,1.294,0,0,0
1140,1.335,0.751,1.077,0.836,1.156,0.749,1.19,0.966,0,0,0
1141,1.335,0.652,0.875,0.848,0.865,0.75,1.17,1.079,0,0,0
1142,1.335,0.345,0.392,0.495,1.193,0.328,0.442,0.363,0,0,0
1143,1.335,1.047,1.777,1.124,1.703,0.875,1.337,0.893,0,0,0
1144,1.335,0.609,1.097,0.885,1.689,0.54,0.842,0.733,0,0,0
1145,1.335,0.706,1.155,0.887,1.489,0.526,0.843,0.839,0,0,0
1146,1.335,0.569,0.756,0.638,1.026,0.6,0.792,0.831,0,0,0
1147,1.335,0.436,0.553,0.27,0.672,0.561,0.88,0.603,0,0,0
1148,1.335,0.73,1.102,1.297,0.77,0.759,1.3,1.791,0,0,0
1149,1.335,0.227,0.215,0.801,1.292,0.231,0.22,0.785,0,0,0
1150,1.335,0.523,0.683,-0.06,0.753,0.523,0.816,0.456,0,0,0
1151,1.335,0.406,0.507,0.446,0.5,0.63,0.87,0.706,0,0,0
1152,1.335,0.213,0.18,-0.061,0.058,0.61,0.893,0.517,0,0,0
1153,1.335,0.213,0.179,-0.06,0.298,0.509,0.638,0.269,0,0,0
1154,1.335,0.6,0.875,0.608,1.045,0.619,1.029,0.884,0,0,0
1155,1.335,0.439,0.569,0.205,1.069,0.43,0.643,0.394,0,0,0
1156,1.335,0.444,0.56,-0.052,1.047,0.422,0.53,0.146,0,0,0
1157,1.335,0.348,0.417,-0.03,3.106,0.297,0.177,-0.057,0,0,0
1158,1.335,0.347,0.466,0.075,1.021,0.312,0.456,0.369,0,0,0
1159,1.335,0.22,0.2,-0.037,0.141,0.566,0.836,0.444,0,0,0
1160,1.335,0.212,0.177,0.091,2.856,0.212,0.177,0.503,0,0,0
1161,1.335,1.264,2.117,1.838,1.651,1.255,2.049,1.827,0,0,0
1162,1.335,0.383,0.484,0.562,1.158,0.384,0.51,0.617,0,0,0
1163,1.335,0.671,0.924,-0.059,0.28,1.272,2.145,1.408,0,0,0
1164,1.335,0.577,0.767,-0.06,0.22,1.439,2.34,1.505,0,0,0
1165,1.335,0.665,0.911,0.522,0.478,1.185,1.885,1.241,0,0,0
1166,1.335,0.362,0.463,0.305,0.343,0.723,1.103,0.744,0,0,0
1167,1.335,0.446,0.569,0.039,0.357,0.361,0.65,0.999,0,0,0
1168,1.335,0.662,0.902,0.772,0.573,0.924,1.563,1.254,0,0,0
1169,1.335,0.354,0.421,0.415,3.666,0.218,0.288,0.218,0,0,0
1170,1.335,0.467,0.6,0.348,1.245,0.462,0.616,0.349,0,0,0
1171,1.335,0.618,0.826,0.679,0.768,0.71,1.168,1.03,0,0,0
1172,1.335,0.468,0.775,0.842,1.301,0.467,0.759,0.849,0,0,0
1173,1.335,0.282,0.348,-0.06,0.269,0.216,0.314,0.575,0,0,0
1174,1.335,0.212,0.177,0.951,2.981,0.219,0.36,1.335,0,0,0
1175,1.335,0.594,1.064,0.974,1.595,0.512,0.802,0.885,0,0,0
1176,1.335,0.551,0.727,0.739,0.768,0.644,1.005,1.014,0,0,0
1177,1.335,0.284,0.322,0.162,1.254,0.281,0.307,0.189,0,0,0
1178,1.335,1.333,2.181,1.109,1.695,1.058,1.641,0.805,0,0,0
1179,1.335,0.323,0.367,-0.06,0.42,0.625,0.823,0.383,0,0,0
1180,1.335,0.443,0.667,0.306,1.379,0.436,0.604,0.267,0,0,0
1181,1.335,1.04,1.604,0.991,1.25,1.012,1.684,1.1,0,0,0
1182,1.335,0.212,0.178,-0.061,0.068,0.497,0.609,0.272,0,0,0
1183,1.335,0.69,0.978,0.868,0.699,0.914,1.546,1.31,0,0,0
1184,1.335,0.273,0.287,-0.06,0.356,0.635,0.863,0.478,0,0,0
1185,1.335,0.579,0.769,-0.059,0.136,1.378,2.257,1.387,0,0,0
1186,1.335,0.212,0.177,1.279,2.841,0.24,0.325,1.034,0,0,0
1187,1.335,0.826,1.477,1.838,1.894,0.863,1.667,1.576,0,0,0
1188,1.335,0.33,0.506,1.054,1.802,0.391,0.582,1.06,0,0,0
1189,1.335,0.213,0.18,-0.06,0.363,0.529,0.655,0.265,0,0,0
1190,1.335,0.473,0.737,0.373,0.255,0.757,1.373,1.121,0,0,0
1191,1.335,0.586,0.802,0.847,0.752,0.65,1.06,1.268,0,0,0
1192,1.335,0.509,0.665,0.668,0.544,0.797,1.134,1.157,0,0,0
1193,1.335,0.654,1.121,0.839,1.647,0.578,0.933,0.581,0,0,0
1194,1.335,0.213,0.178,-0.06,0.387,0.524,0.641,0.199,0,0,0
1195,1.335,0.322,0.468,0.32,1.299,0.322,0.469,0.341,0,0,0
1196,1.335,0.504,0.769,0.696,0.834,0.483,0.671,1.354,0,0,0
1197,1.335,0.769,1.225,1.147,0.714,1.061,1.741,1.748,0,0,0
1198,1.335,0.405,0.505,0.211,0.468,0.656,0.968,0.794,0,0,0
1199,1.335,0.86,1.333,0.678,0.917,1.047,1.798,1.129,0,0,0
1200,1.335,0.254,0.262,0.346,0.429,0.313,0.449,0.41,0,0,0
1201,1.335,0.323,0.371,0.098,0.528,0.527,0.748,0.595,0,0,0
1202,1.335,0.471,0.608,0.316,0.994,0.469,0.584,0.622,0,0,0
1203,1.335,0.538,0.71,0.408,0.437,0.816,1.326,1.097,0,0,0
1204,1.335,0.502,0.856,0.283,1.52,0.537,0.731,-0.014,0,0,0
1205,1.335,0.858,1.383,1.048,1.363,0.854,1.361,1.031,0,0,0
1206,1.335,0.798,1.248,1.038,1.268,0.793,1.287,1.132,0,0,0
1207,1.335,0.917,1.479,1.569,1.362,0.913,1.46,1.545,0,0,0
1208,1.335,0.397,0.491,0.186,0.785,0.478,0.659,0.358,0,0,0
1209,1.335,0.906,1.473,0.826,0.874,1.241,2.069,1.375,0,0,0
1210,1.335,1.209,2.027,1.461,1.959,1.038,1.619,1.092,0,0,0
1211,1.335,0.564,0.749,0.768,2.358,0.419,0.525,1.101,0,0,0
1212,1.335,0.647,0.875,0.958,0.77,0.726,1.208,1.369,0,0,0
1213,1.335,0.279,0.3,0.937,3.358,0.483,0.694,0.768,0,0,0
1214,1.335,0.297,0.324,-0.06,0.621,0.373,0.535,0.29,0,0,0
1215,1.335,0.544,0.716,0.245,0.915,0.566,0.762,0.441,0,0,0
1216,1.335,0.361,0.439,0.287,0.935,0.318,0.373,0.418,0,0,0
1217,1.335,0.321,0.369,-0.06,0.455,0.454,0.669,0.423,0,0,0
1218,1.335,0.44,0.754,1.74,1.399,0.425,0.723,1.73,0,0,0
1219,1.335,0.693,1.246,1.455,1.999,0.671,1.15,1.223,0,0,0
1220,1.335,0.212,0.178,-0.06,0.3,0.4,0.515,0.189,0,0,0
1221,1.335,0.644,1.165,1.209,1.886,0.778,1.332,0.821,0,0,0
1222,1.335,0.848,1.363,-0.058,0.388,1.348,2.324,1.285,0,0,0
1223,1.335,0.504,0.882,0.453,1.601,0.503,0.72,0.259,0,0,0
1224,1.335,0.504,0.678,0.592,1.111,0.488,0.748,0.684,0,0,0
1225,1.335,0.77,1.146,0.222,0.385,1.206,2.091,1.369,0,0,0
1226,1.335,1.398,2.296,1.244,1.965,1.141,1.755,0.827,0,0,0
1227,1.335,0.62,0.829,0.65,0.586,0.778,1.342,1.219,0,0,0
1228,1.335,0.624,0.997,0.947,2.151,0.6,0.783,0.652,0,0,0
1229,1.335,0.327,0.379,0.462,1.547,0.305,0.345,0.465,0,0,0
1230,1.335,0.355,0.593,1.057,2.453,0.6,0.932,0.744,0,0,0
1231,1.335,0.559,0.74,0.633,1.132,0.577,0.823,0.838,0,0,0
1232,1.335,0.408,0.509,-0.06,0.203,0.43,0.737,0.873,0,0,0
1233,1.335,0.445,0.567,0.359,0.83,0.517,0.638,0.529,0,0,0
1234,1.335,0.488,0.641,0.24,0.934,0.491,0.729,0.513,0,0,0
1235,1.335,0.403,0.632,0.888,2.548,0.612,0.997,0.265,0,0,0
1236,1.335,0.378,0.484,0.327,1.159,0.369,0.5,0.383,0,0,0
1237,1.335,0.212,0.178,-0.061,0.017,0.617,0.926,0.365,0,0,0
1238,1.335,0.59,0.786,0.301,0.38,1.178,1.874,1.052,0,0,0
1239,1.335,1.339,2.179,1.082,1.677,1.051,1.548,0.888,0,0,0
1240,1.335,1.324,2.185,1.087,1.638,1.084,1.677,0.82,0,0,0
1241,1.335,0.55,0.982,0.819,2.158,0.579,0.764,0.529,0,0,0
1242,1.335,0.42,0.551,0.899,2.558,0.548,0.911,0.233,0,0,0
1243,1.335,0.404,0.684,0.936,2.328,0.588,0.902,0.631,0,0,0
1244,1.335,0.673,0.92,0.78,0.544,0.952,1.568,1.442,0,0,0
1245,1.335,0.218,0.193,-0.06,0.199,0.707,0.884,0.392,0,0,0
1246,1.335,0.281,0.357,-0.06,0.016,0.284,1.945,0.33,0,0,0
1247,1.335,0.32,0.434,0.685,0.415,0.467,0.702,0.814,0,0,0
1248,1.335,0.757,1.275,0.735,0.271,0.953,1.619,1.868,0,0,0
1249,1.335,1.14,1.898,1.057,1.537,1.028,1.669,0.801,1,2,3121
1250,1.335,0.871,1.544,1.165,1.79,0.73,1.117,0.929,0,0,0
1251,1.335,0.326,0.39,0.968,3.271,0.723,0.834,0.559,0,0,0
1252,1.335,0.228,0.209,-0.056,0.316,0.56,0.734,0.338,0,0,0
1253,1.335,0.266,0.366,0.232,0.96,0.213,0.199,0.541,0,0,0
1254,1.335,0.569,1.005,0.402,1.102,0.547,0.98,0.627,0,0,0
1255,1.335,0.442,0.561,-0.043,0.527,0.46,0.735,0.651,0,0,0
1256,1.335,0.287,0.31,-0.06,0.09,0.236,0.442,0.681,0,0,0
1257,1.335,0.926,1.616,0.447,1.028,0.706,1.208,0.827,0,0,0
1258,1.335,0.282,0.318,0.527,0.449,0.542,0.713,0.8,0,0,0
1259,1.335,0.357,0.429,0.568,0.562,0.456,0.622,0.872,0,0,0
1260,1.335,0.824,1.3,1.527,1.269,0.757,1.276,1.667,0,0,0
1261,1.335,0.356,0.424,-0.03,0.382,0.681,0.991,0.64,0,0,0
1262,1.335,0.652,0.884,0.823,0.992,0.674,1.122,1.108,0,0,0
1263,1.335,0.436,0.565,0.538,0.769,0.44,0.69,0.824,0,0,0
1264,1.335,1.073,1.656,0.993,1.177,1.176,1.881,1.193,0,0,0
1265,1.335,0.267,0.315,0.278,1.432,0.25,0.274,0.279,0,0,0
1266,1.335,0.518,0.685,-0.048,0.613,0.466,0.781,0.927,0,0,0
1267,1.335,0.597,0.79,-0.06,0.484,0.76,1.209,0.712,0,0,0
