id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
1375,34.93465,-5.571519,1445.84,661.35,11.547,0,0.17,3.023,0,8.363,0.903,0.284,0.095,0.416,0.083,0.664,0.138,0.747,0.123,0.479,0.175,0.537,0.436,0.844,0.668,1.443,0.749,12.867,0.841,17.521,1.051,38.744,4.551,4.416,5.26
1376,34.954735,-5.571117,1086.01,668.58,21.121,0,0.95,2.109,0,16.387,0.891,0.163,0.095,1.216,0.077,4.602,0.138,8.215,0.123,15.282,0.175,16.037,0.436,17.848,0.622,18.639,0.702,3.661,0.988,0.69,1.299,11.398,6.568,-0.559,5.744
1377,34.937778,-5.571601,1389.81,659.88,6.661,0,0.56,2.228,0,4.989,0.895,0.085,0.094,0.157,0.084,0.378,0.138,1.367,0.127,1.739,0.175,0.454,0.436,1.413,0.697,2.599,0.762,5.004,1.3,8.791,1.789,4.688,8.105,-0.025,8.438
1378,34.956589,-5.571636,1052.8,659.24,8.149,0,0.58,2.842,0,6.126,0.887,0.91,0.095,0.999,0.091,1.395,0.138,1.63,0.126,3.069,0.177,2.727,0.436,3.667,0.654,4.709,0.774,9.079,1.248,3.672,1.465,2.134,7.931,38.287,7.051
1379,34.969437,-5.571602,822.65,659.85,3.696,0,0.51,1.755,0,3.683,0.88,0.313,0.116,0.98,0.098,2.251,0.17,2.811,0.141,2.832,0.193,2.3,0.478,3.772,0.678,3.933,0.805,1.212,1.023,3.401,1.401,12.284,7.845,15.76,6.224
1380,34.984314,-5.571589,556.13,660.06,11.173,0,0.56,2.891,0,7.39,1.406,0.342,0.116,0.761,0.119,1.197,0.17,1.259,0.149,1.735,0.217,1.759,0.534,2.836,1.08,3.316,1.345,3.744,1.003,5.068,1.467,19.803,6.26,8.587,6.139
1381,34.91069,-5.571936,1875.1,653.85,13.745,0,0.87,2.031,1,11.522,0.886,-0.091,0.099,0.329,0.099,1.565,0.149,17.215,0.146,57.337,0.269,202.182,0.469,14.854,0.637,14.345,0.797,5.013,1.12,0.738,1.553,23.199,7.163,21.371,7.402
1382,34.920574,-5.572052,1698.04,651.75,30.476,0,0.02,2.688,1,22.066,0.885,-0.069,0.108,0.086,0.094,0.281,0.158,-999.0,9999.0,-999.0,9999.0,50.735,0.494,5.162,0.661,6.592,0.776,30.303,1.106,25.755,1.376,-0.761,5.667,11.815,6.389
1383,34.939754,-5.572035,1354.45,652.07,24.025,0,0.93,2.102,1,19.355,0.886,0.291,0.107,0.545,0.099,1.081,0.156,-999.0,9999.0,33.629,0.268,7.005,0.502,8.741,0.682,10.98,0.776,14.578,0.894,7.295,1.25,-9.291,5.673,-4.158,5.615
1384,34.959183,-5.572028,1006.34,652.19,8.38,0,0.23,2.673,0,6.48,0.887,1.024,0.106,1.159,0.093,2.188,0.16,-999.0,9999.0,-999.0,9999.0,3.74,0.501,4.608,0.709,4.352,0.776,4.961,0.931,3.942,1.062,-9.316,5.569,-11.306,5.755
1385,34.940491,-5.572145,1341.25,650.08,21.216,0,0.95,2.272,1,15.959,0.894,12.893,0.112,22.276,0.102,30.715,0.164,-999.0,9999.0,-999.0,9999.0,30.425,0.522,26.842,0.71,24.641,0.776,5.462,0.792,2.56,1.113,4.958,5.159,-1.234,5.073
1386,34.973782,-5.572047,744.8,651.83,5.681,0,0.5,1.79,1,5.557,1.061,0.943,0.116,3.066,0.121,5.731,0.169,-999.0,9999.0,-999.0,9999.0,7.415,0.592,8.102,0.802,8.099,0.872,-0.21,0.84,1.579,1.314,-2.97,6.109,10.904,6.323
1387,34.929871,-5.572307,1531.46,647.18,8.256,0,0.64,2.353,1,6.927,0.905,-0.112,0.116,0.044,0.106,-0.055,0.176,-999.0,9999.0,-999.0,9999.0,-0.415,0.534,-0.22,0.714,-1.114,0.778,13.314,0.754,19.146,1.287,24.046,4.625,16.633,5.452
1388,34.959812,-5.572852,995.07,637.35,65.925,0,0.01,4.502,0,32.024,0.914,3.623,0.116,4.216,0.099,5.57,0.169,7.158,0.143,15.7,0.247,17.08,0.534,19.477,0.688,21.58,0.95,33.759,1.009,25.655,1.152,30.701,5.876,18.172,5.321
1389,35.013817,-5.572496,27.62,643.67,22.098,0,0.11,2.875,1,14.681,0.993,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.295,0.788,7.784,1.083,19.122,0.45,21.557,0.535,19.144,6.015,28.343,5.818
1390,34.957333,-5.572741,1039.51,639.36,12.194,0,0.2,3.039,0,8.798,0.913,0.851,0.133,1.175,0.099,1.459,0.169,1.504,0.144,2.297,0.252,2.042,0.534,3.059,0.695,5.499,1.018,15.534,1.269,10.495,1.396,22.868,7.601,16.38,6.316
1391,34.948902,-5.572846,1190.51,637.47,10.607,0,0.24,2.711,1,7.352,0.909,0.222,0.116,0.649,0.099,0.846,0.17,9.475,0.147,1.122,0.247,1.678,0.535,2.238,0.693,2.277,0.978,11.254,0.975,10.856,1.374,7.069,6.448,23.128,5.948
1392,34.961445,-5.572947,965.83,635.64,10.656,0,0.1,2.414,0,8.641,0.923,0.333,0.116,0.462,0.099,0.971,0.17,2.028,0.14,3.584,0.233,2.697,0.534,4.315,0.685,4.641,1.035,8.421,1.494,7.19,1.816,28.696,10.044,19.809,7.843
1393,34.918007,-5.573138,1744.05,632.22,42.115,0,0.02,2.835,1,29.935,0.911,0.696,0.116,0.79,0.099,0.988,0.169,4.1,0.139,5.204,0.215,5.882,0.534,9.301,0.69,10.68,0.983,42.431,1.056,40.395,1.31,30.592,6.043,34.123,6.189
1394,34.905197,-5.573368,1973.51,628.08,24.73,0,0.01,2.694,0,19.378,0.917,0.359,0.116,-2.659,0.099,-11.149,0.17,-0.429,0.139,-1.54,0.215,-9.647,0.59,7.918,0.703,7.672,0.952,65.001,0.847,65.925,1.301,31.186,5.377,18.872,5.919
1395,34.927834,-5.5733,1567.94,629.29,32.11,0,0.14,2.422,0,24.703,0.922,2.146,0.116,3.253,0.099,5.392,0.17,8.199,0.144,11.407,0.215,14.997,0.534,16.385,0.685,16.471,0.951,18.069,0.882,8.828,1.772,-1.491,5.835,17.413,6.906
1396,34.935699,-5.5733,1427.05,629.29,33.925,0,0.7,2.431,0,24.878,0.922,0.832,0.116,0.823,0.099,0.907,0.17,-0.576,0.139,-0.085,0.215,3.223,0.534,4.773,0.685,10.814,0.97,31.597,0.926,44.704,1.294,42.872,6.706,34.854,6.274
1397,34.969284,-5.569529,825.36,697.16,5.565,0,0.92,0.718,0,4.318,0.886,-0.054,0.116,0.03,0.086,0.089,0.17,-0.112,0.13,-0.779,0.192,-0.63,0.478,-0.189,0.629,0.126,0.573,0.065,1.605,0.55,2.005,-51.467,12.272,2.46,10.421
1398,34.906265,-5.573729,1954.4,621.56,16.47,0,0.37,2.148,0,13.94,0.909,0.218,0.115,0.513,0.099,0.996,0.169,1.943,0.138,4.317,0.215,5.73,0.533,6.87,0.718,5.455,0.95,28.559,0.968,22.407,1.54,21.807,6.03,21.657,6.819
1399,34.923595,-5.573922,1643.88,618.1,372.5,0,0.98,2.193,0,278.746,0.923,3.994,0.116,22.309,0.099,74.421,0.17,136.172,0.139,244.827,0.215,267.451,0.535,300.586,0.757,307.65,1.047,119.144,1.122,78.421,1.563,30.231,7.462,37.506,7.157
1400,34.985504,-5.573841,534.82,619.53,13.221,0,0.85,2.485,0,10.826,1.231,1.856,0.116,2.42,0.126,2.254,0.169,2.845,0.148,3.718,0.25,4.686,0.615,4.449,1.252,7.283,1.716,11.664,0.951,10.278,1.271,10.736,5.771,22.28,6.285
1401,34.938694,-5.574039,1373.4,615.99,26.497,0,0.0,3.9,0,14.217,0.905,2.678,0.115,5.771,0.098,9.77,0.169,11.885,0.138,13.871,0.214,13.838,0.532,14.129,0.792,14.763,1.518,5.458,0.906,6.325,1.195,3.926,5.507,19.814,5.59
1402,34.986645,-5.573844,514.36,619.46,10.139,0,0.66,2.325,0,7.703,1.157,0.592,0.115,0.83,0.121,0.871,0.169,1.182,0.148,1.157,0.25,1.587,0.614,1.968,1.175,1.26,1.738,11.772,0.745,13.494,1.114,-6.716,4.952,21.513,5.474
1403,34.893784,-5.573899,2177.96,618.5,6.776,0,0.7,2.477,0,5.908,1.0,2.738,0.116,4.034,0.099,6.061,0.169,6.777,0.139,7.555,0.215,5.936,0.534,6.069,0.84,8.281,1.049,1.381,0.662,0.71,1.028,-21.212,6.289,7.273,6.927
1404,34.945221,-5.574149,1256.51,614.01,34.397,0,0.03,3.456,0,20.66,0.908,3.502,0.115,4.741,0.099,8.642,0.169,12.738,0.138,14.991,0.215,16.016,0.533,14.849,0.84,16.309,1.31,12.003,0.788,6.563,1.147,-6.48,5.203,7.687,5.044
1405,34.920826,-5.574206,1693.5,612.98,6.188,0,0.42,2.524,0,5.688,0.89,0.58,0.115,0.951,0.098,1.248,0.169,1.471,0.138,1.204,0.214,1.7,0.533,1.164,0.817,1.719,1.269,4.648,0.967,3.296,1.343,10.438,6.294,1.768,5.517
1406,35.011261,-5.574241,73.35,612.27,9.992,0,0.74,2.438,1,7.635,0.969,1.346,0.164,2.271,0.172,1.216,0.235,1.786,0.258,1.219,0.428,1.047,1.071,5.653,0.834,6.246,1.348,7.263,0.542,9.391,0.633,0.987,7.573,-9.869,7.914
1407,34.920353,-5.574259,1702.02,612.03,3.71,0,0.5,1.523,0,4.215,0.9,0.846,0.116,1.497,0.099,1.965,0.17,1.996,0.139,1.712,0.215,2.386,0.534,1.591,0.861,1.327,1.299,3.655,0.847,3.531,1.164,6.05,5.432,11.768,4.691
1408,35.006149,-5.574283,164.96,611.52,9.181,0,0.67,2.157,0,6.988,0.971,0.375,0.164,0.37,0.172,0.574,0.235,0.552,0.21,1.067,0.428,1.476,1.071,2.605,0.872,2.238,1.377,16.107,0.589,17.793,0.684,-13.384,8.703,8.383,8.83
1409,34.886379,-5.574427,2310.6,608.99,27.259,0,0.47,3.141,1,18.033,1.505,1.16,0.115,1.808,0.098,2.827,0.169,5.332,0.138,7.407,0.214,8.281,0.532,10.276,1.964,-999.0,9999.0,10.117,0.622,13.079,0.966,14.094,6.14,9.702,5.946
1410,34.960697,-5.574678,979.23,604.48,49.756,0,0.7,2.465,0,36.24,0.915,0.335,0.116,0.721,0.108,2.727,0.169,6.337,0.139,14.041,0.215,16.779,0.534,18.391,0.75,21.916,1.173,23.545,1.097,14.045,1.828,39.374,7.298,7.17,6.625
1411,34.923183,-5.574794,1651.28,602.4,108.039,0,0.03,2.961,0,70.96,0.947,1.961,0.115,3.168,0.098,6.12,0.169,11.738,0.138,22.409,0.214,25.487,0.533,33.362,0.785,37.186,1.191,58.601,0.843,39.06,1.174,6.776,5.605,24.012,5.54
1412,35.008389,-5.574635,124.86,605.18,7.047,0,0.59,2.209,0,5.472,0.998,0.1,0.164,0.364,0.172,0.803,0.235,0.513,0.229,1.296,0.428,0.593,1.071,1.962,0.844,3.806,1.797,6.972,0.468,7.655,0.54,-2.421,7.785,1.476,6.811
1413,34.919872,-5.569633,1710.6,695.3,42.685,0,0.96,1.038,0,36.778,0.873,0.387,0.094,0.714,0.077,0.705,0.138,0.777,0.123,1.052,0.175,0.433,0.435,0.536,0.597,1.431,0.572,3.438,0.961,5.792,1.525,-24.379,6.664,28.295,6.903
1414,34.946571,-5.574787,1232.29,602.53,11.135,0,0.84,0.929,0,9.825,0.926,0.171,0.116,0.265,0.099,0.309,0.17,0.261,0.139,0.23,0.215,0.614,0.534,0.755,0.8,-0.113,1.202,-1.055,0.845,0.29,1.218,-7.967,5.616,15.411,5.549
1415,34.898045,-5.575247,2101.66,594.23,96.13,0,0.03,3.459,0,59.354,0.943,1.271,0.117,1.999,0.099,3.962,0.17,5.442,0.139,11.739,0.215,16.54,0.534,20.327,0.765,24.013,1.299,83.693,0.87,73.558,1.358,44.265,5.787,25.437,6.027
1416,35.002361,-5.57505,232.84,597.72,5.656,0,0.5,2.273,0,6.266,1.011,0.016,0.164,-0.048,0.172,-0.216,0.235,0.192,0.21,0.969,0.428,1.62,1.07,1.871,0.913,1.611,1.9,11.376,0.418,14.558,0.461,8.215,6.821,8.986,5.936
1417,34.956795,-5.569671,1049.13,694.61,18.891,0,0.71,3.477,0,11.035,0.886,1.074,0.095,1.476,0.077,2.031,0.138,2.469,0.124,4.018,0.175,4.924,0.436,5.26,0.62,6.004,0.575,12.897,0.785,9.216,1.023,-0.644,5.737,3.313,4.69
1418,34.949627,-5.575316,1177.57,593.0,22.984,0,0.05,2.631,0,16.954,0.931,0.454,0.116,0.471,0.099,0.836,0.169,1.104,0.139,2.465,0.215,3.807,0.534,4.89,0.745,6.997,1.677,27.368,0.906,22.041,1.305,-1.952,6.587,12.165,5.767
1419,34.98843,-5.575343,482.38,592.48,7.696,0,0.66,2.058,0,5.855,1.124,1.087,0.116,1.176,0.121,1.094,0.169,1.585,0.148,2.525,0.25,2.496,0.614,4.762,1.004,1.091,1.9,4.473,0.494,1.072,1.468,1.205,6.289,12.958,6.841
1420,34.972633,-5.575409,765.37,591.31,11.63,0,0.87,1.909,0,9.322,1.036,3.068,0.115,3.453,0.121,4.065,0.169,4.421,0.148,8.221,0.25,7.615,0.614,7.802,0.798,9.62,1.899,9.655,1.102,5.42,1.71,-16.091,7.328,1.223,7.632
1421,34.936535,-5.575531,1412.07,589.13,15.061,0,0.97,2.087,0,12.1,0.937,0.728,0.116,1.531,0.099,2.579,0.17,3.545,0.139,3.395,0.215,4.53,0.534,3.212,0.771,5.921,1.687,12.049,0.903,7.503,1.189,32.209,6.009,-1.569,5.405
1422,34.933758,-5.57578,1461.83,584.66,7.032,0,0.63,1.754,0,5.567,0.932,0.041,0.116,0.141,0.099,0.153,0.17,0.172,0.139,0.292,0.215,0.808,0.534,0.053,0.762,3.58,1.592,18.886,1.04,27.964,1.534,-14.398,6.912,3.871,7.076
1423,34.891838,-5.575794,2212.8,584.39,2.891,0,0.49,1.408,0,3.793,1.066,1.771,0.115,2.063,0.098,1.976,0.169,2.084,0.138,2.871,0.214,3.034,0.532,3.332,0.779,5.155,1.584,5.123,0.612,3.312,0.915,2.87,5.85,-22.67,5.889
1424,34.912231,-5.575967,1847.49,581.29,34.084,0,0.06,2.575,0,25.608,0.929,2.846,0.124,3.68,0.099,4.964,0.17,7.014,0.139,13.476,0.215,14.241,0.535,16.006,0.73,16.704,1.406,25.752,0.936,10.587,1.26,10.646,5.418,22.729,5.876
1425,35.007313,-5.575849,144.11,583.33,7.506,0,0.52,2.501,0,5.655,0.959,1.599,0.165,2.06,0.172,2.226,0.236,1.783,0.21,2.79,0.429,3.521,1.073,4.562,0.823,3.346,1.429,5.514,0.57,4.035,0.649,10.507,8.427,-25.9,7.837
1426,34.960434,-5.57589,983.95,582.67,6.534,0,0.93,0.722,0,5.165,0.928,-0.066,0.116,-0.005,0.099,0.018,0.17,-0.007,0.139,-0.016,0.215,0.474,0.534,0.238,0.72,0.65,1.465,1.915,1.056,1.288,1.44,11.451,6.947,14.61,6.846
1427,34.971825,-5.575977,779.9,581.08,7.75,0,0.54,2.604,0,5.955,0.977,1.396,0.116,1.279,0.121,1.804,0.17,2.118,0.149,3.536,0.251,4.234,0.616,4.911,0.772,5.632,1.905,5.051,0.816,4.763,1.21,-13.646,5.431,7.656,6.007
1428,34.990452,-5.576049,446.15,579.77,11.401,0,0.69,2.209,0,9.196,0.99,0.394,0.15,0.544,0.151,0.44,0.216,1.49,0.16,1.401,0.278,2.641,0.67,5.195,0.809,6.502,1.349,8.041,0.498,8.475,1.443,3.0,6.209,1.148,6.971
1429,34.988121,-5.569686,487.89,694.3,8.462,0,0.51,2.369,0,6.828,1.163,2.437,0.116,2.671,0.099,2.844,0.17,3.022,0.149,5.406,0.217,5.811,0.535,5.035,0.819,6.707,0.7,7.018,0.456,8.605,1.312,9.903,6.039,7.546,5.615
1430,34.921528,-5.576213,1680.97,576.87,6.937,0,0.44,2.357,0,4.881,0.912,1.328,0.116,1.532,0.099,1.763,0.169,1.977,0.139,2.435,0.215,3.099,0.534,3.604,0.768,3.348,1.503,6.615,0.944,2.692,1.198,6.1,6.281,-9.588,5.233
1431,34.937546,-5.577439,1393.95,554.8,8032.888,0,0.98,2.02,1,6070.014,0.851,1269.11,0.116,1732.899,0.099,2606.328,0.169,1300.878,0.15,1726.177,0.215,3906.487,0.534,9031.559,0.664,7277.001,0.915,2134.915,0.95,1317.497,1.291,796.794,6.314,427.157,6.082
1432,35.012775,-5.576873,46.24,564.88,208.6,0,0.04,2.852,1,140.045,0.902,-1.09,0.164,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,74.494,0.702,82.402,1.344,69.633,0.448,51.791,0.554,48.585,6.347,24.582,6.957
1433,34.98558,-5.576628,533.42,569.34,9.178,0,0.53,2.464,0,7.774,1.182,0.72,0.116,0.902,0.121,1.203,0.169,1.688,0.155,4.172,0.25,3.583,0.614,4.411,0.83,5.442,1.344,5.179,0.906,4.791,1.29,-6.32,5.536,-0.535,6.294
1434,34.969013,-5.576816,830.28,565.99,5.709,0,0.53,2.108,0,4.522,0.851,1.231,0.116,1.568,0.099,1.715,0.169,2.019,0.151,2.877,0.215,2.557,0.534,3.666,0.704,5.094,1.084,10.611,2.035,7.473,3.451,43.443,13.54,-33.588,14.976
1435,34.909119,-5.576903,1903.23,564.44,6.548,0,0.38,2.592,0,5.492,0.874,0.616,0.116,0.897,0.099,0.934,0.17,1.157,0.14,1.896,0.215,2.063,0.534,4.573,0.688,2.023,1.176,2.262,0.843,2.482,1.204,5.827,4.693,-1.197,5.623
1436,34.953362,-5.577162,1110.67,559.78,18.307,0,0.1,3.295,0,12.025,0.852,3.065,0.116,6.347,0.099,10.444,0.17,11.986,0.149,13.803,0.215,13.607,0.534,14.459,0.677,12.456,1.016,5.406,0.846,2.943,1.097,-0.857,5.462,-13.932,5.012
1437,35.001442,-5.577157,249.29,559.79,26.121,0,0.01,2.716,0,18.501,0.9,0.207,0.164,0.458,0.172,0.392,0.235,0.869,0.209,1.583,0.427,3.36,1.069,5.523,0.747,6.217,1.342,27.932,0.473,32.068,0.544,31.272,7.17,33.589,6.132
1438,35.01001,-5.577251,95.8,558.09,77.527,0,0.23,2.811,1,52.024,0.896,0.307,0.164,0.65,0.172,0.751,0.235,2.181,0.258,7.785,0.427,9.553,1.069,21.874,0.695,24.215,1.342,66.529,0.453,56.79,0.526,25.083,6.102,-8.016,6.635
1439,34.958595,-5.577295,1016.92,557.38,22.98,0,0.14,2.421,0,16.813,0.836,0.215,0.115,0.14,0.099,0.237,0.169,0.703,0.15,2.136,0.215,2.148,0.533,4.395,0.654,4.443,0.97,29.117,1.058,15.901,1.459,37.481,6.298,27.61,5.923
1440,35.010864,-5.577397,80.48,555.46,21.764,0,0.04,2.734,1,15.79,0.894,-0.164,0.165,0.202,0.172,0.316,0.236,0.224,0.259,-0.312,0.428,-0.083,1.072,2.983,0.72,4.021,1.313,25.171,0.33,26.879,0.393,24.929,4.478,-0.578,5.211
1441,34.973373,-5.577353,752.12,556.31,5.618,0,0.64,2.045,0,4.456,0.96,0.128,0.116,0.084,0.121,0.057,0.17,0.143,0.163,0.269,0.25,0.097,0.615,0.076,0.776,1.625,1.073,2.418,1.13,2.912,1.702,-13.101,8.553,-8.762,7.468
1442,35.006023,-5.577348,167.21,556.36,8.32,0,0.71,2.293,0,6.869,0.9,0.71,0.164,1.054,0.172,0.947,0.235,1.306,0.21,2.337,0.428,1.764,1.071,3.0,0.699,2.356,1.33,7.309,0.567,5.514,0.649,8.887,8.414,28.579,7.533
1443,34.912281,-5.57771,1846.61,549.92,46.17,0,0.02,3.042,0,30.74,0.836,0.658,0.116,0.716,0.099,1.316,0.169,1.926,0.154,4.523,0.215,5.803,0.534,10.111,0.645,12.461,0.861,45.129,0.866,42.648,1.206,43.174,6.263,7.91,5.49
1444,34.990887,-5.577835,438.39,547.61,12.942,0,0.22,2.551,0,9.472,0.88,-0.097,0.164,0.132,0.172,0.3,0.235,0.332,0.181,0.579,0.303,0.697,0.754,1.585,0.677,3.062,1.123,14.721,0.404,23.313,1.199,23.619,5.305,-5.473,5.656
1445,34.895592,-5.578251,2145.55,540.15,46.645,0,0.12,2.443,0,35.154,0.827,0.215,0.116,0.343,0.099,1.706,0.17,4.361,0.162,11.93,0.215,13.769,0.534,16.918,0.643,20.638,0.831,29.122,0.707,20.096,1.01,27.928,6.173,-1.395,6.813
1446,34.931892,-5.578092,1495.25,543.04,6.865,0,0.69,2.615,0,5.0,0.828,0.534,0.116,0.747,0.099,0.577,0.17,0.775,0.162,1.548,0.215,1.735,0.534,2.638,0.685,1.934,0.909,2.735,1.001,6.176,1.423,15.621,6.096,4.851,6.895
1447,34.943638,-5.578146,1284.82,542.06,5.435,0,0.54,1.913,0,4.549,0.815,0.19,0.115,0.421,0.099,0.269,0.169,0.685,0.162,0.835,0.215,1.886,0.533,1.001,0.663,2.086,0.761,12.981,1.359,8.776,1.675,-1.64,8.255,-12.148,8.264
1448,34.963932,-5.578506,921.29,535.56,8.343,0,0.71,2.201,0,7.062,0.785,0.157,0.116,0.425,0.099,0.173,0.169,0.659,0.166,1.278,0.215,0.892,0.534,2.88,0.667,2.236,0.708,8.882,1.28,7.241,1.993,5.429,8.407,7.672,9.394
1449,34.946075,-5.578685,1241.2,532.36,21.144,0,0.98,2.018,0,17.468,0.781,0.185,0.116,0.046,0.099,0.406,0.17,0.341,0.162,1.281,0.215,2.031,0.534,2.171,0.675,7.171,0.695,21.307,0.915,23.451,1.318,41.051,6.081,9.995,5.823
1450,34.995449,-5.578737,356.67,531.37,32.365,0,0.98,1.866,0,26.353,0.816,12.28,0.164,23.175,0.172,36.734,0.235,42.805,0.21,48.879,0.428,43.002,1.071,43.357,0.632,39.813,0.811,10.789,0.498,4.989,0.601,4.848,6.404,20.02,7.282
1451,34.92934,-5.578624,1540.97,533.47,3.032,0,0.49,1.57,0,2.607,0.799,0.11,0.116,0.505,0.099,1.037,0.169,1.119,0.162,1.264,0.215,2.009,0.534,0.469,0.685,0.561,0.756,0.51,0.919,0.264,1.497,8.571,5.848,0.187,6.464
1452,34.923458,-5.578858,1646.38,529.25,24.831,0,0.0,4.64,0,11.505,0.779,5.76,0.116,6.532,0.099,10.271,0.169,12.033,0.162,11.492,0.215,12.177,0.534,9.759,0.664,9.073,0.701,1.994,0.788,2.109,1.096,-14.105,5.241,1.704,4.714
1453,35.002125,-5.578846,237.07,529.39,4.188,0,0.67,1.73,0,3.404,0.811,0.084,0.164,-0.148,0.172,0.303,0.235,-0.004,0.21,-0.233,0.427,0.26,1.07,1.055,0.635,1.328,0.781,6.26,0.589,7.179,0.68,-15.355,8.541,-16.203,7.537
1454,34.973782,-5.579201,744.81,523.06,38.569,0,0.0,4.714,0,17.028,0.87,2.063,0.116,2.492,0.121,2.739,0.169,3.626,0.162,6.441,0.25,8.538,0.614,8.957,0.682,10.082,0.942,14.915,0.831,8.254,1.136,13.166,5.509,9.542,5.542
1455,34.885628,-5.579085,2324.1,525.13,30.636,0,0.8,2.428,0,23.504,1.424,0.178,0.116,0.174,0.099,0.632,0.17,1.616,0.181,5.727,0.215,6.375,0.535,9.269,1.264,12.28,1.005,21.189,0.675,16.361,0.99,2.712,6.034,33.437,6.717
1456,34.900524,-5.579091,2057.21,525.04,27.542,0,0.94,0.988,0,24.874,0.773,0.112,0.116,0.687,0.099,1.38,0.17,1.455,0.162,1.719,0.215,1.423,0.534,2.765,0.628,1.145,0.693,-0.068,0.943,2.919,1.23,1.658,5.258,-8.914,5.797
1457,34.900951,-5.579139,2049.57,524.18,18.858,0,0.0,4.282,0,11.428,0.771,1.131,0.116,2.981,0.099,5.701,0.169,7.661,0.162,9.741,0.215,9.512,0.534,9.627,0.626,9.965,0.713,0.84,0.593,-0.003,0.754,-7.118,3.226,3.5,3.557
1458,34.941761,-5.579983,1318.49,509.0,6924.504,0,1.0,2.007,1,5218.015,0.738,722.988,0.115,1554.515,0.098,2488.912,0.169,1273.345,0.162,1631.562,0.214,3657.885,0.533,7369.718,0.565,6404.729,0.594,1809.929,0.996,1152.591,1.347,698.53,6.911,402.329,6.071
1459,34.923508,-5.579451,1645.47,518.58,8.853,0,0.11,2.539,0,6.657,0.752,2.494,0.116,2.783,0.099,4.885,0.169,6.349,0.162,6.88,0.215,6.749,0.534,5.58,0.573,5.758,0.69,3.843,0.741,1.562,1.029,4.074,4.923,-0.187,4.377
1460,34.975368,-5.579469,716.42,518.23,5.242,0,0.54,1.761,0,5.552,0.96,0.108,0.116,0.74,0.121,1.085,0.169,1.231,0.162,1.626,0.25,2.58,0.615,2.363,0.728,2.625,0.886,7.744,0.565,3.394,0.982,6.975,4.767,-8.77,4.369
1461,34.993759,-5.580116,386.97,506.56,1869.995,0,0.99,1.975,1,1432.946,0.758,855.294,0.164,1346.436,0.172,2080.789,0.235,1091.52,0.187,1302.999,0.303,2275.203,0.755,2630.263,0.587,2375.184,0.672,474.001,0.497,284.747,0.582,165.013,6.393,65.912,7.3
1462,34.959221,-5.579569,1005.65,516.45,2.375,0,0.45,1.489,0,2.252,0.744,0.381,0.116,0.535,0.099,0.629,0.17,1.229,0.162,2.211,0.215,2.954,0.534,2.11,0.558,2.501,0.626,1.711,1.764,2.944,2.298,3.656,11.028,-33.566,11.183
1463,34.999535,-5.579593,283.49,515.96,8.492,0,0.03,2.494,0,6.99,0.78,1.837,0.164,2.257,0.172,2.563,0.235,2.455,0.21,5.453,0.428,5.957,1.07,5.259,0.641,6.676,0.705,8.698,0.623,8.716,0.736,-7.154,7.514,7.234,8.229
1464,34.903439,-5.57961,2005.01,515.71,7.605,0,0.71,2.211,0,5.919,0.748,0.587,0.115,0.626,0.098,0.736,0.169,1.036,0.162,2.327,0.214,2.598,0.533,2.83,0.564,3.542,0.706,13.32,1.164,8.522,1.401,-2.151,5.801,-17.317,6.462
1465,34.917877,-5.579659,1746.31,514.84,3.525,0,0.51,1.435,0,3.14,0.743,2.2,0.116,4.13,0.099,6.416,0.169,7.263,0.162,7.773,0.215,7.112,0.534,6.048,0.564,6.055,0.682,1.48,1.098,1.349,1.447,-5.578,6.738,-20.068,6.389
1466,34.915741,-5.579954,1784.62,509.52,330.433,0,0.99,2.03,0,254.072,0.732,3.343,0.121,15.857,0.099,51.62,0.169,94.287,0.162,215.272,0.215,243.981,0.534,280.953,0.557,297.758,0.632,107.891,0.957,75.186,1.221,49.967,6.869,11.754,5.523
1467,34.974339,-5.580098,734.84,506.92,112.063,0,0.03,3.323,0,68.462,0.869,1.477,0.115,1.722,0.121,3.411,0.169,5.862,0.162,19.745,0.25,23.564,0.614,28.911,0.66,36.457,0.776,69.457,1.014,49.438,1.562,30.91,7.424,17.877,7.316
1468,34.977974,-5.580037,669.69,508.0,152.597,0,0.06,2.857,0,103.758,1.042,4.586,0.115,7.353,0.121,15.871,0.169,25.555,0.162,41.157,0.25,43.408,0.614,49.985,0.8,61.74,1.225,55.647,0.876,52.13,1.676,25.639,6.08,98.308,8.797
1469,35.012318,-5.58009,54.49,506.99,4.361,0,0.5,2.007,1,4.275,0.752,-0.456,0.164,-0.625,0.172,-0.972,0.235,-0.98,0.362,-999.0,9999.0,-3.292,1.07,1.706,0.58,1.589,0.675,6.678,0.337,6.546,0.406,14.044,4.271,-0.194,5.152
