id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
1,34.953476,-5.606204,1108.61,37.02,363.551,0,0.98,2.007,0,281.429,0.67,2.987,0.153,15.988,0.114,53.444,0.231,103.599,0.285,218.407,0.297,262.518,0.742,310.753,0.478,327.698,0.531,120.025,0.986,81.88,1.52,49.552,6.311,12.892,7.408
2,34.911636,-5.607005,1858.14,22.61,42.177,0,0.0,4.484,0,20.281,0.682,2.455,0.153,2.933,0.114,3.309,0.231,4.442,0.261,5.38,0.297,6.08,0.741,10.1,0.486,13.158,0.524,23.071,0.813,28.094,1.117,8.548,6.757,13.841,5.268
3,34.904533,-5.607326,1985.39,16.82,7.123,0,0.06,3.156,0,4.631,0.675,0.373,0.153,0.388,0.162,1.216,0.231,0.919,0.261,1.711,0.419,1.588,1.047,1.697,0.48,2.195,0.534,10.134,0.715,17.411,0.946,26.912,7.853,20.227,6.742
4,34.923672,-5.607378,1642.54,15.9,4.916,0,0.53,2.359,0,4.271,0.677,0.364,0.154,0.588,0.114,1.305,0.231,2.157,0.261,2.718,0.297,3.181,0.742,3.209,0.488,2.784,0.51,0.984,0.702,4.06,1.351,9.707,5.333,10.648,6.68
5,34.986774,-5.607549,512.11,12.78,18.634,0,0.32,3.26,1,11.397,0.816,-999.0,9999.0,0.327,0.161,-999.0,9999.0,-999.0,9999.0,1.938,0.42,1.66,1.049,4.502,0.571,5.896,0.61,15.928,0.908,12.909,1.613,-9.918,5.63,13.826,8.65
6,35.001232,-5.607454,253.1,14.45,13.2,0,0.84,2.097,1,10.342,0.666,-999.0,9999.0,0.054,0.161,-999.0,9999.0,-999.0,9999.0,1.847,0.421,3.134,1.05,4.664,0.474,5.352,0.52,11.667,0.541,6.416,0.647,12.823,7.225,16.882,7.577
7,34.989273,-5.607574,467.37,12.32,25.042,16,0.02,2.736,1,18.122,0.729,-999.0,9999.0,1.455,0.161,-999.0,9999.0,-999.0,9999.0,6.496,0.421,6.569,1.05,9.136,0.497,11.106,0.556,19.211,0.997,10.52,1.58,11.935,6.185,18.122,7.769
8,34.91539,-5.607603,1790.88,11.85,26.087,0,0.65,2.086,0,20.774,0.674,0.142,0.153,0.469,0.114,2.092,0.231,4.469,0.261,15.026,0.297,19.269,0.742,23.36,0.478,26.17,0.523,12.373,1.105,1.816,1.433,-0.039,6.695,10.224,6.758
9,34.994717,-5.607526,369.83,13.17,22.786,0,0.97,1.047,1,19.174,0.668,-999.0,9999.0,0.024,0.161,-999.0,9999.0,-999.0,9999.0,-0.235,0.421,-0.28,1.049,-0.375,0.474,-0.264,0.514,3.911,0.54,4.124,1.629,52.554,6.829,10.214,7.546
10,34.985245,-5.607731,539.5,9.49,17.671,19,0.06,3.84,1,9.908,0.92,-999.0,9999.0,1.536,0.161,-999.0,9999.0,-999.0,9999.0,2.83,0.422,4.339,1.053,5.022,0.649,6.17,0.676,9.354,0.739,10.357,1.286,-3.808,5.059,9.088,6.067
11,34.985466,-5.607973,535.54,5.14,13.591,19,0.1,2.773,1,10.995,0.896,-999.0,9999.0,1.808,0.16,-999.0,9999.0,-999.0,9999.0,3.138,0.407,4.228,1.045,5.834,0.641,8.018,0.682,14.536,0.774,11.851,1.346,-1.024,5.237,21.428,6.347
12,34.954533,-5.607787,1089.65,8.53,5.752,0,0.06,2.571,0,4.386,0.671,0.758,0.154,1.479,0.114,2.556,0.231,3.306,0.261,3.483,0.297,3.718,0.742,3.868,0.494,4.317,0.525,5.082,1.143,2.974,1.947,-16.254,7.599,3.426,8.377
13,35.009762,-5.607971,100.34,5.13,19.339,16,0.01,2.401,1,14.986,0.665,-999.0,9999.0,0.254,0.16,-999.0,9999.0,-999.0,9999.0,0.731,0.419,3.68,1.044,3.113,0.472,4.953,0.513,25.041,0.532,19.536,0.62,15.546,7.238,11.909,7.025
14,34.963039,-5.608123,937.33,2.47,58.324,24,0.98,2.111,0,49.652,0.572,0.567,0.132,0.345,0.098,1.044,0.199,0.501,0.225,0.469,0.256,3.664,0.64,10.58,0.401,12.115,0.452,47.998,0.517,46.337,0.794,31.252,3.397,24.505,4.101
15,35.012833,-5.608029,45.32,4.07,3.018,16,0.62,1.604,1,2.774,0.637,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.312,0.46,2.781,0.504,8.707,1.035,3.145,1.174,-25.516,13.676,-11.957,14.687
16,34.947315,-5.60815,1218.98,2.0,4.111,24,0.77,0.813,0,3.584,0.558,-0.094,0.127,-0.117,0.095,0.198,0.192,0.004,0.216,-0.378,0.246,0.356,0.615,0.12,0.402,-0.696,0.437,1.234,0.582,-1.094,0.905,-3.125,3.616,12.139,4.616
17,34.993301,-5.606281,395.2,35.58,65.568,0,0.04,3.107,1,39.173,0.665,-999.0,9999.0,-0.059,0.161,-999.0,9999.0,-999.0,9999.0,1.94,0.421,1.238,1.049,8.025,0.472,13.045,0.514,64.727,0.441,81.205,1.352,43.95,5.954,51.188,6.005
18,34.962955,-5.606604,938.8,29.82,26.263,3,0.97,1.956,0,21.491,0.666,-0.064,0.153,-0.028,0.114,0.066,0.231,0.118,0.26,2.561,0.297,6.029,0.741,12.386,0.475,19.569,0.508,20.559,0.838,18.575,1.303,12.514,5.573,2.411,6.725
19,34.921963,-5.606834,1673.11,25.69,10.864,0,0.03,2.365,0,8.95,0.679,1.22,0.154,1.519,0.114,1.505,0.232,1.857,0.261,2.305,0.298,3.184,0.743,4.243,0.484,5.631,0.539,10.957,0.849,11.111,1.673,1.782,6.356,0.543,7.318
20,34.963112,-5.607233,935.99,18.49,2.716,0,0.79,0.697,0,2.878,0.666,0.194,0.153,0.121,0.114,0.063,0.231,-0.061,0.26,0.136,0.297,-0.53,0.741,0.107,0.478,0.13,0.517,2.716,0.185,2.779,0.281,1.543,1.204,1.209,1.4
21,34.917259,-5.606191,1757.42,37.26,24.38,0,0.0,3.853,0,13.636,0.675,0.19,0.153,0.48,0.114,0.426,0.231,0.329,0.261,0.956,0.297,0.468,0.742,2.541,0.496,4.399,0.528,21.856,0.868,26.166,1.335,29.595,6.454,23.949,5.823
22,34.937229,-5.606446,1399.63,32.67,11.687,0,0.01,2.757,0,8.406,0.678,0.41,0.154,0.67,0.114,0.714,0.231,0.883,0.261,1.045,0.297,0.066,0.742,2.781,0.479,4.179,0.52,13.243,0.909,9.517,1.937,-9.608,6.218,2.354,7.904
23,34.951328,-5.604857,1147.09,61.26,78.36,0,0.0,5.044,1,33.663,0.678,-999.0,9999.0,13.149,0.161,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,31.072,0.475,30.203,0.531,15.204,0.668,8.204,1.081,13.632,4.302,-1.043,4.97
24,35.006432,-5.606736,159.95,27.37,7.486,0,0.9,1.071,1,6.352,0.665,-999.0,9999.0,-0.026,0.161,-999.0,9999.0,-999.0,9999.0,-0.311,0.421,-0.47,1.05,-0.507,0.475,0.193,0.519,-0.174,0.626,-3.504,0.749,-15.007,7.929,-27.181,9.477
25,34.989788,-5.606667,458.15,28.65,3.295,0,0.51,1.549,1,2.862,0.705,-999.0,9999.0,0.72,0.161,-999.0,9999.0,-999.0,9999.0,1.376,0.421,0.398,1.05,2.66,0.483,1.989,0.555,3.237,0.728,1.904,1.144,1.199,4.834,-14.573,5.625
26,34.962727,-5.606279,942.88,35.65,10.126,3,0.08,2.394,0,8.492,0.669,0.06,0.153,0.019,0.114,-0.121,0.231,0.114,0.261,0.075,0.297,0.979,0.742,3.163,0.482,3.721,0.52,9.719,0.552,11.024,0.857,2.862,3.668,11.803,4.427
27,34.969151,-5.606738,827.82,27.4,2.973,0,0.49,1.738,0,2.627,0.669,0.356,0.153,0.244,0.114,0.104,0.231,0.458,0.26,0.87,0.297,0.746,0.741,1.414,0.474,2.087,0.521,1.464,0.988,-1.443,1.436,5.879,6.855,-11.899,6.772
28,34.90498,-5.605751,1977.35,45.18,29.257,0,0.02,3.003,0,19.144,0.674,0.35,0.154,0.07,0.162,0.314,0.231,0.709,0.339,1.221,0.419,2.025,1.048,3.058,0.476,6.75,0.535,30.662,0.671,39.634,1.041,48.283,6.629,37.179,7.028
29,34.90559,-5.605999,1966.46,40.7,13.371,0,0.02,3.004,0,8.524,0.678,0.235,0.154,0.234,0.162,0.259,0.231,0.52,0.261,0.631,0.42,2.311,1.049,0.515,0.495,3.377,0.553,17.103,0.501,20.861,0.738,31.862,4.809,40.24,5.057
30,34.973064,-5.605813,757.68,44.04,12.213,0,0.75,2.118,1,9.96,0.755,-999.0,9999.0,0.544,0.161,-999.0,9999.0,0.7,0.365,1.19,0.421,3.288,1.049,2.606,0.537,3.482,0.652,12.023,1.326,12.842,1.794,17.644,7.635,19.808,8.134
31,35.002731,-5.605843,226.29,43.45,15.463,0,0.02,3.136,1,10.017,0.667,-999.0,9999.0,1.891,0.161,-999.0,9999.0,-999.0,9999.0,2.583,0.421,2.96,1.05,5.733,0.472,6.738,0.516,8.189,0.476,9.721,0.556,10.279,5.918,12.523,6.802
32,34.893726,-5.606069,2178.98,39.44,6.977,0,0.05,2.406,0,5.464,0.715,1.285,0.153,1.914,0.162,2.348,0.231,2.935,0.261,4.981,0.419,5.519,1.047,3.712,0.496,4.545,0.55,3.878,0.523,2.123,0.782,-8.018,4.315,-7.059,4.869
33,35.008961,-5.606102,114.65,38.77,5.391,0,0.15,2.119,1,4.366,0.669,-999.0,9999.0,1.783,0.161,-999.0,9999.0,-999.0,9999.0,1.067,0.421,2.31,1.05,2.014,0.473,2.391,0.538,1.433,0.526,1.602,0.594,-15.837,6.767,16.309,7.681
34,34.928318,-5.604037,1559.33,76.04,382.302,0,0.03,3.143,1,243.001,0.682,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,161.251,0.491,184.314,0.515,107.722,0.774,88.439,1.348,33.051,5.94,197.111,6.158
35,34.971066,-5.605534,793.49,49.07,8.631,0,0.27,2.244,0,7.265,0.7,-1.73,0.154,-0.192,0.14,-999.0,9999.0,2.99,0.353,3.191,0.422,3.579,1.052,4.654,0.509,5.206,0.547,0.921,1.476,1.902,1.893,21.675,8.943,5.567,8.844
36,34.992428,-5.60572,410.85,45.68,9.963,0,0.29,3.249,1,6.441,0.665,-999.0,9999.0,0.142,0.161,-999.0,9999.0,-999.0,9999.0,0.669,0.421,-0.235,1.05,1.683,0.473,1.591,0.521,8.452,0.594,9.665,0.852,-10.847,3.9,15.263,4.02
37,34.893944,-5.60536,2175.08,52.2,22.11,0,0.22,2.257,0,16.956,0.706,0.255,0.153,1.189,0.162,4.22,0.231,-999.0,9999.0,18.082,0.418,18.539,1.046,20.18,0.513,21.687,0.553,8.962,0.817,2.416,1.135,6.937,7.351,-5.814,7.661
38,34.966713,-5.605795,871.46,44.37,6.9,0,0.96,0.977,0,5.502,0.666,0.362,0.154,-0.01,0.114,-0.048,0.231,0.149,0.261,-0.033,0.297,-0.002,0.742,-0.302,0.473,0.183,0.508,0.407,1.028,-3.709,1.456,-12.948,6.947,7.38,7.419
39,34.906345,-5.604999,1952.88,58.71,24.286,0,0.02,2.439,1,18.758,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.694,1.05,4.164,0.5,7.186,0.532,32.542,0.884,34.993,1.196,9.835,7.295,15.075,8.071
40,34.975517,-5.605263,713.75,53.94,14.83,0,0.79,3.571,1,8.914,0.866,-999.0,9999.0,0.29,0.161,-999.0,9999.0,-999.0,9999.0,0.85,0.421,1.857,1.051,1.38,0.613,2.666,0.661,15.198,0.984,10.573,1.768,2.693,6.542,11.067,8.339
41,34.935215,-5.605078,1435.77,57.3,17.448,0,0.0,3.21,1,10.82,0.676,-999.0,9999.0,1.66,0.154,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.942,0.785,9.035,0.499,8.14,0.52,3.567,0.962,5.353,1.661,11.693,6.771,27.248,7.124
42,34.97197,-5.60454,777.33,66.95,39.682,0,0.03,2.928,1,26.774,0.714,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,19.62,0.525,21.175,0.607,17.509,1.12,10.627,1.869,19.58,7.128,15.312,7.015
43,35.010136,-5.605684,93.6,46.28,2.581,0,0.5,1.593,1,2.137,0.666,-999.0,9999.0,0.416,0.161,-999.0,9999.0,-999.0,9999.0,0.253,0.42,0.55,1.049,1.584,0.468,1.634,0.511,2.645,0.926,5.557,1.054,-26.899,12.329,5.02,12.43
44,34.901424,-5.604824,2041.04,61.85,27.076,2,0.01,3.07,1,18.179,0.673,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.316,0.478,6.526,0.534,32.242,0.611,36.38,0.94,58.255,6.538,-0.154,7.331
45,34.96183,-5.604061,958.95,75.58,108.688,0,0.94,2.283,1,81.288,0.668,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,32.739,0.475,41.223,0.512,87.084,0.91,63.722,1.427,41.456,6.037,29.768,7.231
46,35.008896,-5.60331,115.8,89.03,193.176,0,0.03,4.828,1,86.78,0.664,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,54.509,0.466,58.479,0.508,45.199,0.374,40.388,0.433,14.31,5.071,52.577,5.601
47,35.008617,-5.604559,120.82,66.54,30.826,0,0.14,2.395,1,22.726,0.668,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.485,0.477,12.871,0.517,27.407,0.433,33.327,0.498,10.736,5.808,27.188,6.427
48,34.943069,-5.605001,1295.04,58.68,14.101,0,0.14,2.279,1,11.161,0.68,-999.0,9999.0,4.062,0.159,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,10.009,0.741,8.851,0.49,8.944,0.54,4.666,0.889,2.487,1.561,-17.281,5.726,14.214,6.825
49,34.900837,-5.605358,2051.58,52.25,7.292,0,0.62,2.811,0,5.718,0.675,0.537,0.154,0.504,0.162,1.498,0.231,-999.0,9999.0,2.561,0.419,3.332,1.048,3.279,0.474,3.329,0.519,7.038,0.434,4.317,0.711,8.595,4.134,0.759,5.274
50,34.931179,-5.605144,1508.05,56.12,10.725,0,0.31,4.438,1,5.627,0.682,-999.0,9999.0,0.388,0.143,-999.0,9999.0,-999.0,9999.0,0.529,0.31,0.429,0.776,1.719,0.488,2.668,0.547,10.404,0.81,10.539,1.38,13.629,5.641,-9.943,5.973
51,34.936813,-5.605129,1407.14,56.38,5.257,0,0.13,2.595,1,3.883,0.682,-999.0,9999.0,0.17,0.15,-999.0,9999.0,-999.0,9999.0,1.016,0.297,0.262,0.781,1.164,0.497,1.254,0.532,1.775,1.111,0.052,1.965,-1.988,7.636,-12.96,8.601
52,34.901394,-5.604303,2041.64,71.23,18.0,3,0.0,4.052,1,10.332,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,9.404,0.476,10.096,0.519,10.856,0.431,10.724,0.699,26.982,4.708,11.558,5.168
53,34.97168,-5.600325,782.49,142.83,107.374,0,0.97,2.184,1,81.647,0.718,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,38.111,0.522,47.151,0.582,44.265,1.135,32.746,1.86,28.741,7.54,8.534,9.112
54,34.900211,-5.604933,2062.8,59.89,8.529,0,0.01,2.845,1,6.37,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.241,0.978,0.752,0.482,1.849,0.524,9.189,0.585,5.122,1.054,22.079,5.569,11.375,6.774
55,34.904659,-5.604637,1983.12,65.23,8.394,0,0.41,2.874,1,6.259,0.678,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.774,0.467,5.223,0.532,4.218,0.73,9.926,0.988,-1.338,6.028,-12.082,6.668
56,34.896729,-5.604783,2125.19,62.59,6.472,2,0.42,2.89,1,5.06,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.743,0.479,2.715,0.527,4.515,0.681,5.28,1.095,15.894,7.335,6.159,7.021
57,34.8964,-5.603728,2131.07,81.57,23.713,0,0.0,3.179,1,15.838,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,12.492,0.494,11.979,0.529,7.651,0.822,6.895,1.113,0.502,7.654,2.841,7.478
58,34.901066,-5.603092,2047.46,93.03,76.0,0,0.03,2.939,1,51.672,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,29.908,0.481,34.007,0.528,23.627,0.739,12.137,1.332,37.233,8.127,50.99,7.774
59,34.95385,-5.603619,1101.9,83.55,16.557,0,0.0,3.538,1,9.913,0.672,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.748,0.475,9.26,0.518,5.61,0.817,4.267,1.199,11.156,4.753,-18.993,5.413
60,35.000847,-5.603975,260.01,77.07,20.798,0,0.0,3.608,1,11.948,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,10.361,0.476,12.305,0.51,4.764,0.417,4.147,0.495,12.785,5.782,-9.198,5.865
61,34.903198,-5.602538,2009.27,103.0,603.36,0,0.98,2.178,1,458.072,0.67,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,488.56,0.487,531.222,0.518,192.2,0.93,128.435,1.258,87.402,8.872,42.817,8.64
62,34.970337,-5.604483,806.54,67.98,3.123,0,0.49,1.797,1,2.921,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.84,0.511,2.542,0.521,-1.296,1.669,-2.825,2.006,24.11,9.611,12.976,10.605
63,34.992382,-5.60249,411.67,103.81,132.979,0,0.03,3.485,1,80.254,0.664,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,35.255,0.469,41.644,0.509,62.857,0.59,42.868,1.302,33.22,6.021,13.33,6.082
64,34.963829,-5.603941,923.14,77.75,5.437,0,0.16,2.189,1,4.916,0.667,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.82,0.475,2.129,0.526,3.203,0.961,3.412,1.365,7.35,5.799,4.248,6.434
65,34.998356,-5.60389,304.61,78.61,12.303,0,0.01,2.713,1,9.076,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.511,0.467,4.854,0.517,11.42,0.489,11.196,0.567,17.684,6.067,12.176,7.12
66,34.976479,-5.603131,696.54,92.32,88.547,0,0.48,2.559,1,62.856,0.879,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,20.779,0.642,28.082,0.711,82.859,1.103,75.779,1.92,50.461,8.388,29.524,8.014
67,34.895206,-5.603638,2152.44,83.2,13.252,0,0.0,3.641,1,8.06,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.13,0.488,7.109,0.52,1.925,0.626,0.951,0.97,-13.945,6.379,-9.019,6.543
68,34.913361,-5.603707,1827.23,81.97,6.597,0,0.64,2.599,1,4.866,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.382,0.489,3.688,0.517,2.405,1.21,4.399,1.474,20.507,6.967,-18.553,6.921
69,34.881092,-5.603291,2405.32,89.42,162.865,1,0.98,5.604,1,63.429,4.655,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,39.031,0.698,37.647,0.884,-999.0,9999.0,-999.0,9999.0
70,34.962238,-5.603683,951.61,82.4,6.427,1,0.51,2.756,1,6.794,0.67,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.408,0.497,5.566,0.508,6.449,0.222,5.157,0.345,1.599,1.479,3.188,1.783
71,34.940884,-5.603199,1334.17,91.11,10.577,0,0.38,2.026,1,8.608,0.677,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.929,0.496,5.083,0.544,10.108,0.806,9.838,1.481,-9.535,5.019,24.904,5.942
72,34.988621,-5.603168,479.03,91.62,14.879,0,0.08,2.637,1,10.854,0.751,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.033,0.501,8.203,0.569,10.68,0.941,11.121,1.465,12.933,6.107,3.966,6.943
73,35.002903,-5.603779,223.18,80.6,1.653,0,0.44,1.279,1,1.902,0.667,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.288,0.478,2.337,0.519,2.568,0.702,2.276,0.822,-9.076,8.776,36.402,9.828
74,34.948261,-5.603104,1202.04,92.82,13.411,0,0.06,3.135,1,8.505,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.12,0.505,8.201,0.53,0.673,0.802,0.834,1.347,-4.319,5.321,-12.868,5.88
75,34.887432,-5.60353,2291.7,85.13,12.615,0,0.54,3.467,1,8.058,1.063,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.585,0.79,3.986,0.827,5.184,1.222,6.624,1.204,-999.0,9999.0,-999.0,9999.0
76,34.913876,-5.602511,1818.0,103.49,30.591,0,0.12,3.595,1,18.119,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.244,0.496,8.642,0.521,27.848,1.092,28.449,1.631,29.334,6.959,17.35,7.696
77,34.885998,-5.602189,2317.43,109.26,78.692,0,0.05,2.709,1,55.335,1.162,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,29.036,0.905,33.827,0.871,31.915,1.063,23.613,1.357,-999.0,9999.0,-999.0,9999.0
78,34.962185,-5.602974,952.59,95.14,9.574,0,0.1,2.733,1,6.584,0.672,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.694,0.471,4.036,0.516,5.479,0.58,5.832,0.901,5.362,3.69,14.297,4.53
79,34.911934,-5.603338,1852.78,88.6,4.353,0,0.36,2.678,1,3.389,0.678,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.53,0.491,1.069,0.523,0.488,0.985,-0.245,1.486,-2.419,6.463,10.764,7.464
80,34.995579,-5.603159,354.35,91.77,6.36,16,0.01,2.69,1,5.334,0.667,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.518,0.472,2.831,0.51,5.047,0.435,3.144,0.583,13.668,5.358,-3.871,5.919
81,34.956146,-5.602166,1060.77,109.7,37.754,0,0.23,2.428,1,28.215,0.67,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,11.005,0.474,14.398,0.522,37.076,0.857,28.766,1.529,47.079,5.664,13.18,6.387
82,35.002724,-5.60238,226.39,105.78,15.413,0,0.12,2.815,1,10.868,0.665,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.264,0.48,6.675,0.52,7.618,0.48,5.692,0.556,-1.689,5.942,14.681,6.562
83,34.975086,-5.602703,721.47,100.02,11.971,0,0.86,2.139,1,9.332,0.848,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.229,0.614,3.796,0.634,13.079,1.147,9.834,1.784,16.944,7.628,26.964,7.499
84,34.909328,-5.596123,1899.48,218.47,1633.946,2,0.03,6.418,1,568.327,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,284.85,0.478,342.984,0.528,299.42,0.866,234.474,1.127,157.261,6.503,86.626,5.83
85,34.965363,-5.601049,895.69,129.8,287.131,0,0.98,1.963,1,223.097,0.664,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,250.28,0.471,266.601,0.524,100.812,1.044,60.73,1.469,5.136,6.895,13.042,6.926
86,34.946526,-5.601764,1233.13,116.94,13.48,0,0.0,2.906,1,9.742,0.681,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.999,0.498,5.828,0.545,13.76,0.958,9.6,1.411,18.371,5.341,12.8,6.1
87,34.947464,-5.602562,1216.3,102.58,2.856,0,0.68,1.252,1,2.96,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.824,0.501,5.603,0.531,1.862,1.096,0.353,1.699,-5.913,6.774,2.734,7.696
88,35.015278,-5.602698,1.5,100.03,2.951,24,0.5,1.954,1,2.78,0.528,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.086,0.371,1.183,0.402,3.198,0.209,2.16,0.238,-11.067,2.985,7.666,3.525
89,34.959118,-5.602529,1007.53,103.18,6.964,0,0.87,0.986,1,4.855,0.668,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.133,0.481,-0.606,0.538,-2.33,1.169,-1.538,1.947,-19.496,7.713,29.46,9.517
90,34.990005,-5.602332,454.21,106.68,5.715,0,0.82,0.97,1,4.497,0.701,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.494,0.475,-0.02,0.542,1.575,1.318,-4.005,2.132,-3.129,8.767,-3.775,10.609
91,34.975693,-5.601869,710.65,115.02,16.193,0,0.95,2.219,1,11.987,0.869,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.221,0.602,7.609,0.693,8.46,1.13,8.281,1.698,-0.553,6.571,33.325,8.283
