PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,UMINB,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
401,1.32,1.427,2.323,0.945,-1,0,0,0,0,0,0
402,1.32,1.07,1.588,0.16,-1,0,0,0,0,0,0
403,1.32,0.314,0.445,-0.06,0.17,0.751,1.123,0.654,0,0,0
404,1.32,0.394,0.486,0.181,0.209,0.348,0.521,0.974,0,0,0
405,1.32,0.49,0.634,0.136,0.563,0.605,0.919,0.599,0,0,0
406,1.32,0.212,0.178,-0.06,0.068,0.915,1.485,0.562,0,0,0
407,1.32,0.722,1.029,-0.059,0.301,1.268,2.09,1.726,0,0,0
408,1.32,0.676,1.143,0.684,1.176,0.582,1.014,0.794,0,0,0
409,1.32,0.433,0.566,0.659,1.299,0.41,0.549,0.676,0,0,0
410,1.32,0.477,0.616,0.768,0.578,0.654,0.94,0.678,0,0,0
411,1.32,0.503,0.654,0.269,0.76,0.601,0.814,0.357,0,0,0
412,1.32,0.249,0.247,0.484,0.562,0.395,0.481,0.349,0,0,0
413,1.32,0,0,0,-1,0,0,0,0,0,0
414,1.32,0.32,0.365,0.239,0.565,0.464,0.628,0.41,0,0,0
415,1.32,0.49,0.637,-0.059,0.383,1.196,1.906,0.859,0,0,0
416,1.32,0.481,0.622,0.485,0.614,0.61,0.874,0.755,0,0,0
417,1.32,0.956,1.434,0.693,0.661,1.433,2.321,1.32,0,0,0
418,1.32,0.504,0.657,0.06,0.57,0.599,0.934,0.756,0,0,0
419,1.32,0.442,0.558,-0.06,0.775,0.462,0.598,0.18,0,0,0
420,1.32,0.43,0.729,0.406,0.166,0.35,0.506,1.054,0,0,0
421,1.32,0.912,1.367,1.46,1.069,0.925,1.485,1.887,0,0,0
422,1.32,0.548,0.724,0.288,0.798,0.541,0.847,0.731,0,0,0
423,1.32,0.765,1.178,0.775,0.631,1.22,1.966,1.258,0,0,0
424,1.32,0.981,1.475,1.371,1.197,0.924,1.569,1.641,0,0,0
425,1.32,1.161,1.883,-0.061,2.833,0.557,0.735,-0.057,0,0,0
426,1.32,0.61,0.809,0.209,0.873,0.601,0.87,0.345,0,0,0
427,1.32,0.376,0.593,0.866,0.368,0.505,0.658,1.366,0,0,0
428,1.32,1.04,1.762,1.202,1.371,1.021,1.73,1.184,0,0,0
429,1.32,0.416,0.521,0.212,0.62,0.542,0.772,0.445,0,0,0
430,1.32,0.445,0.567,0.693,0.516,0.691,0.948,0.598,0,0,0
431,1.32,0.402,0.498,0.468,0.693,0.547,0.721,0.633,0,0,0
432,1.32,0.45,0.743,1.57,1.715,0.567,1.068,1.016,0,0,0
433,1.32,0.39,0.481,0.581,0.509,0.565,0.882,0.856,0,0,0
434,1.32,0.404,0.502,0.305,0.658,0.521,0.737,0.567,0,0,0
435,1.32,0.435,0.55,0.435,0.646,0.643,0.852,0.367,0,0,0
436,1.32,0.445,0.567,0.074,0.941,0.447,0.559,0.366,0,0,0
437,1.32,0.714,1.039,0.666,0.632,1.122,1.792,1.154,0,0,0
438,1.32,0.468,0.755,0.415,1.206,0.501,0.85,0.494,0,0,0
439,1.32,0.515,0.741,0.426,0.249,1.143,1.882,1.328,0,0,0
440,1.32,0.425,0.535,0.232,0.738,0.505,0.66,0.582,0,0,0
441,1.32,0.657,0.881,0.379,0.811,0.775,1.131,0.707,0,0,0
442,1.32,0.582,0.888,0.531,0.304,0.298,0.457,1.134,0,0,0
443,1.32,0.656,0.878,-0.061,0.124,1.055,1.854,1.015,0,0,0
444,1.32,0.641,0.858,-0.059,0.27,1.439,2.34,1.501,0,0,0
445,1.32,0.443,0.558,-0.06,0.613,0.505,0.771,0.479,0,0,0
446,1.32,0.66,0.894,0.591,0.463,1.185,1.931,1.245,0,0,0
447,1.32,0.798,1.25,-0.059,0.339,1.317,2.251,1.693,0,0,0
448,1.32,0.222,0.204,0.888,0.652,0.271,0.291,0.67,0,0,0
449,1.32,0.385,0.471,0.286,0.195,0.417,0.718,0.837,0,0,0
450,1.32,0.593,0.821,0.784,0.986,0.586,1.018,0.95,0,0,0
451,1.32,0.381,0.6,0.091,1.23,0.361,0.569,0.127,0,0,0
452,1.32,0.65,0.858,-0.061,0.16,0.917,1.566,1.119,0,0,0
453,1.32,0.591,0.785,0.178,0.227,1.154,1.833,1.064,0,0,0
454,1.32,0.29,0.307,-0.06,0.161,0.725,1.072,0.565,0,0,0
455,1.32,1.28,2.093,1.231,1.491,0.988,1.686,1.129,0,0,0
456,1.32,0.524,0.688,0.471,0.418,0.655,1.159,1.167,0,0,0
457,1.32,0.651,0.829,-0.06,2.531,0.212,0.177,-0.061,0,0,0
458,1.32,0.676,1.159,1.363,1.512,0.726,1.137,1.224,0,0,0
459,1.32,0.657,0.879,-0.06,0.311,1.191,1.922,0.833,0,0,0
460,1.32,0.31,0.351,0.438,0.316,0.346,0.556,0.642,0,0,0
461,1.32,0.723,1.091,0.982,0.791,0.92,1.435,1.423,0,0,0
462,1.32,0.834,1.227,0.457,0.817,1.015,1.674,0.908,0,0,0
463,1.32,0.413,0.517,0.149,0.852,0.378,0.486,0.548,0,0,0
464,1.32,0.383,0.468,0.086,0.944,0.338,0.441,0.323,0,0,0
465,1.32,0.865,1.279,0.924,0.739,1.187,1.817,1.355,0,0,0
466,1.32,0.256,0.342,0.091,1.712,0.252,0.469,-0.057,0,0,0
467,1.32,1.111,1.817,0.981,1.322,1.111,1.817,0.981,1,3,705
468,1.32,0.693,1.23,0.743,1.189,0.689,1.24,0.88,0,0,0
469,1.32,0.487,0.631,0.488,0.974,0.536,0.687,0.384,0,0,0
470,1.32,0.392,0.645,0.469,1.32,0.392,0.645,0.469,1,3,704
471,1.32,0.493,0.64,0.491,0.519,0.729,1.125,0.85,0,0,0
472,1.32,0.431,0.545,0.25,0.505,0.68,1.024,0.733,0,0,0
473,1.32,0.268,0.276,0.235,3.447,0.212,0.177,1.14,0,0,0
474,1.32,1.034,1.684,0.743,1.252,1.074,1.799,0.798,0,0,0
475,1.32,0.861,1.339,-0.048,0.533,1.375,2.274,1.247,0,0,0
476,1.32,0.418,0.524,0.315,0.911,0.408,0.548,0.511,0,0,0
477,1.32,1.074,1.714,1.099,1.322,1.074,1.714,1.099,3,9,0
478,1.32,0.608,0.811,0.552,0.78,0.684,1.033,0.965,0,0,0
479,1.32,0.322,0.531,0.677,2.186,0.441,0.565,0.266,0,0,0
480,1.32,0.754,1.2,1.299,1.013,0.739,1.229,1.826,0,0,0
481,1.32,0.841,1.269,1.103,0.829,1.046,1.76,1.506,0,0,0
482,1.32,0.498,0.651,0.395,0.96,0.457,0.771,0.657,0,0,0
483,1.32,0.904,1.336,0.043,0.814,1.246,1.865,0.586,0,0,0
484,1.32,0.559,0.739,0.693,0.626,0.689,1.06,1.015,0,0,0
485,1.32,0.951,1.504,1.11,1.041,1.175,1.832,1.264,0,0,0
486,1.32,0.499,0.65,0.24,0.382,0.567,0.949,1.015,0,0,0
487,1.32,0.88,1.309,0.636,0.669,1.172,1.913,1.157,0,0,0
488,1.32,0.557,0.736,0.259,0.586,0.757,1.143,0.71,0,0,0
489,1.32,0.222,0.405,0.743,0.57,0.213,0.179,1.915,0,0,0
490,1.32,0.789,1.113,0.211,0.518,0.835,1.443,0.955,0,0,0
491,1.32,1.005,1.601,1.043,1.097,1.159,1.974,1.244,0,0,0
492,1.32,0.25,0.249,0.154,0.371,0.603,0.845,0.516,0,0,0
493,1.32,0.685,1.153,0.523,1.626,0.707,0.849,0.402,0,0,0
494,1.32,0.789,1.159,1.104,0.928,0.992,1.445,1.142,0,0,0
495,1.32,0.902,1.345,1.02,0.816,0.974,1.598,1.606,0,0,0
496,1.32,0.618,0.826,1.342,0.419,0.949,1.473,1.486,0,0,0
497,1.32,0.216,0.185,-0.06,1.547,0.216,0.184,-0.059,0,0,0
498,1.32,1.187,1.984,1.554,1.406,1.155,1.929,1.507,0,0,0
499,1.32,1.275,2.158,1.912,1.925,1.296,2.058,1.471,0,0,0
500,1.32,0.423,0.532,0.173,0.018,0.379,0.61,1.186,0,0,0
501,1.32,0.586,0.773,0.146,0.611,0.604,1.02,0.727,0,0,0
502,1.32,0.245,0.238,0.171,0.251,0.658,0.972,0.526,0,0,0
503,1.32,0.213,0.18,1.108,0.43,0.552,0.713,0.882,0,0,0
504,1.32,0.244,0.236,0.392,0.267,0.657,0.879,0.454,0,0,0
505,1.32,0.759,1.173,0.449,0.84,0.753,1.284,0.943,0,0,0
506,1.32,0.722,0.757,0.157,0.879,0.463,0.609,0.302,0,0,0
507,1.32,0.342,0.397,0.012,0.286,0.744,1.021,0.489,0,0,0
508,1.32,0.306,0.34,0.238,0.68,0.478,0.601,0.129,1,3,677
509,1.32,0.499,0.649,0.482,1.077,0.493,0.674,0.647,0,0,0
510,1.32,0.425,0.535,0.331,0.097,0.301,0.456,1.115,0,0,0
511,1.32,0.249,0.245,0.316,0.206,0.508,0.641,0.429,0,0,0
512,1.32,0.69,0.953,0.663,1.184,0.729,1.09,0.766,0,0,0
513,1.32,0.685,0.949,0.841,0.522,0.929,1.585,1.464,0,0,0
514,1.32,0.358,0.513,0.993,1.561,0.49,0.735,1.049,0,0,0
515,1.32,0.833,1.41,1.914,3.798,0.898,1.399,0.966,0,0,0
516,1.32,0.281,0.303,0.279,0.455,0.615,0.828,0.602,0,0,0
517,1.32,1.047,1.579,0.913,1.052,1.256,2.003,1.195,0,0,0
518,1.32,0.875,1.373,0.795,1.709,0.747,1.049,0.561,0,0,0
519,1.32,0.462,0.595,0.306,0.481,0.372,0.612,0.869,0,0,0
520,1.32,0.747,1.055,0.291,0.857,0.909,1.435,0.535,0,0,0
521,1.32,0.638,0.854,-0.054,1.73,0.714,1.075,-0.055,0,0,0
522,1.32,0.459,0.599,0.263,0.043,0.342,0.494,1.213,0,0,0
523,1.32,0.34,0.399,0.624,0.531,0.557,0.79,0.64,0,0,0
524,1.32,0.273,0.289,0.082,0.233,0.706,0.947,0.523,0,0,0
525,1.32,0.437,0.555,0.831,0.617,0.611,0.823,0.539,0,0,0
526,1.32,0.815,1.321,1.682,0.836,1.02,1.627,1.872,5,99,0
527,1.32,0.599,0.799,-0.057,1.836,0.656,0.92,-0.052,0,0,0
528,1.32,0.611,1.101,0.76,1.756,0.695,1.003,0.519,0,0,0
529,1.32,0.974,1.459,0.748,0.621,1.132,1.837,1.442,0,0,0
530,1.32,0.656,0.947,1.74,2.006,0.847,1.507,1.451,0,0,0
531,1.32,0.63,0.842,0.653,0.516,0.844,1.365,1.28,0,0,0
532,1.32,0.254,0.29,-0.06,0.01,1.424,2.117,0.843,0,0,0
533,1.32,0.657,0.883,-0.059,0.271,1.282,2.161,1.497,0,0,0
534,1.32,0.801,1.309,1.331,3.752,0.845,0.972,0.266,0,0,0
535,1.32,0.917,1.365,-0.051,-1,0,0,0,0,0,0
536,1.32,0.295,0.334,0.494,0.816,0.238,0.254,0.876,0,0,0
537,1.32,0.943,1.559,0.656,1.362,0.943,1.535,0.633,0,0,0
538,1.32,0.885,1.315,0.795,1.254,0.891,1.365,0.832,0,0,0
539,1.32,0.212,0.177,-0.06,0.072,0.81,1.274,0.299,0,0,0
540,1.32,0.894,1.312,0.615,0.579,1.009,1.699,1.104,0,0,0
541,1.32,0.938,1.5,0.941,0.677,0.994,1.663,1.542,0,0,0
542,1.32,0.665,0.911,1.171,-1,0,0,0,0,0,0
543,1.32,0.213,0.179,0.742,2.758,0.471,0.643,0.041,0,0,0
544,1.32,0.727,1.105,1.062,0.636,1.163,1.858,1.289,0,0,0
545,1.32,0.791,1.278,0.449,0.691,1.177,1.895,1.376,0,0,0
546,1.32,0.811,1.182,0.77,0.586,1.045,1.746,1.411,0,0,0
547,1.32,1.054,1.587,0.722,0.807,1.439,2.34,1.226,0,0,0
548,1.32,0.749,1.076,0.608,1.218,0.794,1.226,0.663,0,0,0
549,1.32,0.591,0.787,0.136,0.921,0.582,0.884,0.5,0,0,0
550,1.32,0.586,0.824,0.603,1.151,0.618,0.994,0.64,0,0,0
551,1.32,0.213,0.179,0.209,0.383,0.403,0.49,0.422,0,0,0
552,1.32,0.702,1.018,0.626,0.578,1.158,1.853,1.182,0,0,0
553,1.32,0.825,1.225,1.028,0.613,1.125,1.85,1.637,0,0,0
554,1.32,0.212,0.177,-0.061,-1,0,0,0,0,0,0
555,1.32,0.502,0.794,0.755,1.812,0.506,0.709,0.673,0,0,0
556,1.32,0.833,1.41,0.838,0.724,1.437,2.313,1.509,0,0,0
557,1.32,0.836,1.413,0.984,0.929,1.403,2.223,1.834,0,0,0
558,1.32,0.568,0.753,0.487,0.554,0.749,1.14,0.959,0,0,0
559,1.32,0.625,0.916,0.775,0.94,0.606,0.927,1.016,0,0,0
560,1.32,0.42,0.51,-0.06,0.389,0.81,1.262,0.446,0,0,0
561,1.32,0.829,1.319,1.399,1.406,0.84,1.291,1.306,1,3,654
562,1.32,0.212,0.178,-0.06,0.063,0.701,0.956,0.202,0,0,0
563,1.32,1.03,1.55,0.924,-1,0,0,0,0,0,0
564,1.32,0.477,0.616,0.641,0.573,0.648,0.936,0.798,0,0,0
565,1.32,0.499,0.649,0.417,0.671,0.653,0.941,0.591,0,0,0
566,1.32,0.282,0.392,0.581,2.362,0.475,0.588,0.207,0,0,0
567,1.32,0.262,0.342,0.75,2.337,0.416,0.521,0.523,0,0,0
568,1.32,0.502,0.652,0.185,0.628,0.511,0.718,0.4,0,0,0
569,1.32,0.414,0.519,0.045,0.758,0.451,0.57,0.495,0,0,0
570,1.32,0.516,0.671,0.138,0.057,0.782,1.325,1.209,0,0,0
571,1.32,0.79,1.143,0.214,2.478,0.896,1.374,0.557,0,0,0
572,1.32,0.314,0.354,0.007,0.608,0.421,0.526,0.266,0,0,0
573,1.32,0.571,0.751,0.504,1.075,0.508,0.81,0.364,0,0,0
574,1.32,0.777,1.12,0.229,0.036,0.37,0.711,1.882,0,0,0
575,1.32,0.515,0.674,0.586,0.513,0.764,1.203,0.983,0,0,0
576,1.32,0.692,0.963,0.574,0.572,0.85,1.341,1.22,0,0,0
577,1.32,0.516,0.675,0.673,0.78,0.523,0.719,0.675,0,0,0
578,1.32,0.55,1.039,1.675,2.153,1.062,1.859,1.159,0,0,0
579,1.32,0.335,0.493,0.319,0.223,0.793,1.196,0.915,0,0,0
580,1.32,0.378,0.459,0.398,0.574,0.596,0.85,0.463,0,0,0
581,1.32,0.881,1.31,1.196,1.302,0.886,1.32,1.193,0,0,0
582,1.32,0.602,1.08,0.788,1.842,0.602,0.838,0.734,0,0,0
583,1.32,0.882,1.369,1.116,1.027,0.873,1.47,1.642,0,0,0
584,1.32,0.266,0.289,0.581,3.015,0.337,0.402,0.033,0,0,0
585,1.32,0.425,0.492,-0.054,0.2,0.884,1.349,0.801,0,0,0
586,1.32,0.746,1.141,1.09,0.712,1.022,1.682,1.719,0,0,0
587,1.32,1.192,1.945,1.227,1.316,1.206,1.978,1.246,0,0,0
588,1.32,0.213,0.179,0.059,0.147,0.629,0.824,0.236,0,0,0
589,1.32,0.379,0.465,0.63,0.149,0.509,0.74,0.934,0,0,0
590,1.32,0.591,0.786,0.497,0.872,0.537,0.723,0.725,0,0,0
591,1.32,0.369,0.443,0.282,0.742,0.393,0.477,0.241,0,0,0
592,1.32,0.497,0.645,0.367,0.627,0.65,0.959,0.538,0,0,0
593,1.32,0.625,0.829,-0.061,0.106,1.201,2.05,1.381,0,0,0
594,1.32,0.812,1.492,1.132,1.324,0.812,1.492,1.132,0,0,0
595,1.32,0.596,0.788,-0.059,0.343,0.916,1.506,0.852,0,0,0
596,1.32,0.374,0.471,0.135,0.579,0.457,0.588,0.503,0,0,0
597,1.32,0.964,1.455,1.574,1.162,1.021,1.569,1.794,0,0,0
598,1.32,0.768,1.111,1.175,0.815,0.88,1.521,1.522,0,0,0
599,1.32,0.557,0.738,0.565,0.88,0.556,0.801,0.871,0,0,0
600,1.32,0.424,0.712,0.35,1.808,0.441,0.576,0.107,0,0,0
601,1.32,0.4,0.501,0.883,0.405,0.726,0.983,0.747,0,0,0
602,1.32,0.382,0.468,0.284,0.19,0.508,0.841,0.911,0,0,0
603,1.32,0.493,0.64,0.345,0.521,0.684,1.029,0.829,0,0,0
604,1.32,0.674,0.919,0.493,0.581,0.681,1.1,1.161,0,0,0
605,1.32,0.387,0.617,1.268,1.496,0.447,0.812,1.14,0,0,0
606,1.32,0.64,0.862,0.401,0.283,0.859,1.403,1.72,0,0,0
607,1.32,0.799,1.325,1.914,3.431,0.816,1.232,1.167,0,0,0
608,1.32,0.424,0.714,0.693,1.274,0.421,0.711,0.715,0,0,0
609,1.32,0.409,0.51,0.294,0.432,0.673,1.046,0.727,0,0,0
610,1.32,0.216,0.188,0.039,0.163,0.62,0.899,0.47,0,0,0
611,1.32,0.636,0.855,1.08,0.698,0.874,1.322,1.51,5,99,0
612,1.32,0.807,1.296,1.124,0.854,0.988,1.516,1.62,0,0,0
613,1.32,0.702,1.031,0.969,0.601,1.186,1.875,1.149,0,0,0
614,1.32,0.657,0.882,0.685,0.47,0.95,1.546,1.139,0,0,0
615,1.32,0.596,0.814,1.144,1.933,0.764,1.511,0.8,0,0,0
616,1.32,0.669,0.926,0.818,0.394,1.214,2.027,1.474,0,0,0
617,1.32,0.373,0.545,0.944,1.183,0.374,0.467,1.028,0,0,0
618,1.32,0.778,1.291,1.178,1.345,0.772,1.27,1.156,0,0,0
619,1.32,1.415,2.309,1.266,1.528,1.299,2.156,1.185,0,0,0
620,1.32,0.59,1.07,1.911,2.338,1.305,2.168,1.251,0,0,0
621,1.32,0.83,1.443,1.913,1.995,0.774,1.303,1.788,0,0,0
622,1.32,0.382,0.639,0.876,2.289,0.535,0.737,0.284,0,0,0
623,1.32,0.334,0.488,0.845,2.693,0.541,0.713,0.153,0,0,0
624,1.32,0.235,0.22,-0.004,0.272,0.782,1.05,0.36,0,0,0
625,1.32,0.927,1.383,0.445,0.679,0.763,1.293,1.609,0,0,0
626,1.32,0.574,0.751,0.35,0.611,0.55,0.766,0.444,0,0,0
627,1.32,0.551,0.728,1.091,-1,0,0,0,0,0,0
628,1.32,0.212,0.178,0.022,0.159,0.535,0.721,0.255,0,0,0
629,1.32,0.53,0.698,0.993,2.632,0.547,0.755,0.365,1,3,626
630,1.32,0.327,0.478,0.221,0.094,0.26,0.354,0.876,0,0,0
631,1.32,0.442,0.565,0.512,0.27,0.318,0.509,1.136,0,0,0
632,1.32,0.537,0.996,0.889,1.814,0.565,0.942,0.61,0,0,0
633,1.32,0.858,1.385,0.947,1.092,0.98,1.701,1.13,0,0,0
634,1.32,0.235,0.219,0.109,0.385,0.622,0.842,0.355,0,0,0
635,1.32,0.706,1.041,0.959,0.601,1.165,1.838,1.175,0,0,0
636,1.32,0.728,1.092,0.892,1.423,0.675,0.939,0.895,0,0,0
637,1.32,0.397,0.49,0.306,0.705,0.52,0.698,0.473,0,0,0
638,1.32,0.63,0.848,0.572,1.158,0.561,0.924,0.746,0,0,0
639,1.32,0.464,0.698,0.564,1.518,0.495,0.696,0.518,0,0,0
640,1.32,0.944,1.441,-0.058,5.054,0.212,0.177,-0.059,0,0,0
641,1.32,0.714,1.055,1.219,1.224,0.668,1.151,1.304,0,0,0
642,1.32,1.104,1.936,1.488,1.67,1.288,2.114,1.287,0,0,0
643,1.32,0.373,0.54,0.511,0.969,0.306,0.456,0.775,0,0,0
644,1.32,0.231,0.228,0.126,0.254,0.64,0.887,0.561,0,0,0
645,1.32,0.659,0.898,1.226,0.49,1.088,1.619,1.131,0,0,0
646,1.32,0.501,0.818,0.629,1.376,0.5,0.878,0.591,0,0,0
647,1.32,0.587,0.781,0.486,0.447,0.842,1.354,1.144,0,0,0
648,1.32,0.549,0.728,0.843,0.276,0.709,1.114,1.458,0,0,0
649,1.32,0.509,0.661,-0.06,0.321,0.935,1.402,0.723,0,0,0
650,1.32,0.585,0.779,0.367,1.039,0.577,0.892,0.627,0,0,0
651,1.32,0.394,0.483,-0.033,0.829,0.435,0.529,0.016,0,0,0
652,1.32,0.397,0.494,0.319,1.247,0.397,0.546,0.278,0,0,0
653,1.32,1.094,1.877,0.788,-1,0,0,0,0,0,0
654,1.32,0.823,1.204,0.981,0.63,1.111,1.817,1.557,0,0,0
655,1.32,0.519,0.691,1.259,1.316,0.529,0.704,1.248,0,0,0
656,1.32,0.466,0.597,-0.059,0.053,1.437,2.337,1.246,0,0,0
657,1.32,0.323,0.835,1.177,0.87,0.212,0.177,1.52,0,0,0
658,1.32,0.426,0.536,0.259,0.732,0.5,0.675,0.396,0,0,0
659,1.32,0.585,0.779,1.006,0.632,0.593,1.022,1.458,0,0,0
660,1.32,0.752,1.361,1.219,1.522,0.798,1.381,1.182,0,0,0
661,1.32,0.968,1.447,-0.057,0.495,1.439,2.34,1.247,0,0,0
662,1.32,0.929,1.619,1.149,1.71,0.92,1.422,0.979,0,0,0
663,1.32,0.775,1.149,0.939,0.926,0.807,1.279,1.237,0,0,0
664,1.32,0.671,0.982,-0.06,0.094,1.439,2.31,1.655,0,0,0
665,1.32,0.777,1.262,1.914,-1,0,0,0,0,0,0
666,1.32,0.718,1.069,0.69,0.571,1.246,1.987,1.247,0,0,0
667,1.32,0.381,0.474,0.878,1.069,0.371,0.472,0.85,0,0,0
668,1.32,0.844,1.241,0.703,0.788,1.127,1.791,1.132,0,0,0
669,1.32,0.407,0.507,0.297,0.598,0.554,0.733,0.572,0,0,0
670,1.32,0.624,0.84,0.519,0.029,0.359,0.826,1.159,0,0,0
671,1.32,0.349,0.418,0.674,0.447,0.493,0.694,0.653,0,0,0
672,1.32,0.757,1.107,0.075,0.446,1.041,1.76,1.713,0,0,0
673,1.32,0.246,0.238,-0.06,0.107,0.727,1.136,0.578,0,0,0
674,1.32,0.212,0.178,-0.061,0.063,0.527,0.634,0.106,0,0,0
675,1.32,0.822,1.234,0.783,0.816,0.892,1.538,1.21,0,0,0
676,1.32,0.361,0.439,1.159,0.118,0.57,0.774,0.886,0,0,0
677,1.32,0.79,1.177,-0.057,0.365,1.255,2.279,1.313,0,0,0
678,1.32,0.437,0.557,0.139,0.598,0.539,0.814,0.673,0,0,0
679,1.32,0.725,1.078,0.705,0.614,1.188,1.88,1.17,0,0,0
680,1.32,0.213,0.179,0.713,2.822,0.432,0.66,0.128,0,0,0
681,1.32,1.041,1.614,1.06,1.32,1.041,1.614,1.06,1,3,607
682,1.32,0.657,0.885,0.681,0.465,0.905,1.578,1.159,0,0,0
683,1.32,0.838,1.229,0.679,0.55,1.238,1.999,1.15,0,0,0
684,1.32,0.565,0.748,0.36,0.405,1.076,1.715,1.002,0,0,0
685,1.32,1.027,1.705,0.936,1.308,1.038,1.735,0.956,0,0,0
686,1.32,0.668,0.906,0.341,0.374,1.199,1.91,1.094,0,0,0
687,1.32,0.4,0.498,0.517,0.501,0.621,0.955,0.819,0,0,0
688,1.32,0.587,0.89,0.664,0.222,1.048,1.736,1.674,0,0,0
689,1.32,1.013,1.661,1.1,1.238,1.076,1.807,1.174,0,0,0
690,1.32,0.352,0.538,0.963,1.635,0.37,0.635,0.878,0,0,0
691,1.32,0.216,0.229,0.429,2.197,0.283,0.359,0.063,0,0,0
692,1.32,0.654,0.878,0.761,0.814,0.764,1.194,1.075,0,0,0
693,1.32,0.212,0.178,-0.059,0.214,0.588,0.743,0.217,0,0,0
694,1.32,0.213,0.18,0.95,2.287,0.46,0.805,0.359,0,0,0
695,1.32,0.337,0.393,0.375,0.503,0.591,0.79,0.643,0,0,0
696,1.32,0.41,0.512,0.263,0.402,0.694,1.032,0.825,0,0,0
697,1.32,0.886,1.533,1.165,1.544,0.837,1.341,1.06,1,3,595
698,1.32,0.77,1.077,-0.059,0.295,1.235,2.109,1.581,0,0,0
699,1.32,0.871,1.452,1.044,1.232,0.848,1.486,1.092,0,0,0
700,1.32,0.421,0.528,-0.012,0.278,0.893,1.346,0.725,0,0,0
701,1.32,0.587,0.909,1.231,1.414,0.578,0.873,1.214,0,0,0
702,1.32,0.878,1.313,1.149,0.808,0.971,1.624,1.707,0,0,0
703,1.32,0.849,1.257,0.802,1.204,0.878,1.43,0.912,0,0,0
704,1.32,0.472,0.609,0.087,0.19,0.385,0.637,1.055,0,0,0
705,1.32,0.805,1.171,1.065,0.868,0.877,1.515,1.419,0,0,0
706,1.32,0.851,1.256,0.914,0.097,0.855,2.022,1.846,1,1,590
707,1.32,1.092,1.858,0.276,0.105,0.212,0.177,1.104,0,0,0
708,1.32,0.656,0.881,0.844,0.683,0.852,1.378,1.217,0,0,0
709,1.32,0.658,0.887,0.888,0.497,1.019,1.698,1.525,0,0,0
710,1.32,0.728,1.207,1.552,1.169,0.657,1.06,1.672,0,0,0
711,1.32,0.401,0.577,0.624,0.914,0.451,0.58,0.867,0,0,0
712,1.32,0.554,0.727,0,0.506,0.644,0.967,0.514,0,0,0
713,1.32,0.319,0.364,0.288,0.606,0.445,0.588,0.515,0,0,0
714,1.32,0.599,0.798,0.397,0.394,1.157,1.844,1.072,0,0,0
715,1.32,0.483,0.841,0.674,0.126,0.82,1.184,0.995,0,0,0
716,1.32,0.742,1.063,0.844,2.321,0.794,1.313,1.28,0,0,0
717,1.32,0.692,0.959,0.86,0.637,0.782,1.344,1.445,0,0,0
718,1.32,0.213,0.18,0.005,0.02,0.469,0.806,0.651,0,0,0
719,1.32,1.03,1.674,1.597,1.202,0.831,1.396,1.788,0,0,0
720,1.32,0.394,0.488,0.14,0.365,0.544,0.863,0.714,0,0,0
721,1.32,0.535,0.703,0.624,0.565,0.797,1.241,0.957,0,0,0
722,1.32,0.755,1.222,1.243,1.485,0.763,1.193,1.188,0,0,0
723,1.32,0.393,0.612,0.296,1.723,0.394,0.471,0.142,0,0,0
724,1.32,0.212,0.177,-0.06,2.829,0.212,0.177,-0.055,0,0,0
725,1.32,0.214,0.182,1.332,2.885,0.451,0.664,0.855,0,0,0
726,1.32,0.75,1.157,0.781,1.056,0.888,1.51,1.066,0,0,0
727,1.32,1.055,1.674,1.075,1.324,1.055,1.674,1.075,1,4,581
728,1.32,0.459,0.587,0.086,0.634,0.572,0.763,0.359,0,0,0
729,1.32,0.653,0.875,0.546,0.489,1.099,1.758,1.136,0,0,0
730,1.32,0.621,0.876,0.877,0.382,0.601,0.85,1.915,0,0,0
731,1.32,0.493,0.669,0.739,0.319,0.666,0.906,1.367,0,0,0
732,1.32,0.909,1.411,0.402,-1,0,0,0,0,0,0
733,1.32,0.404,0.67,0.71,1.99,0.493,0.626,0.382,0,0,0
734,1.32,0.833,1.409,0.875,5.892,0.212,0.177,-0.059,0,0,0
735,1.32,0.399,0.536,0.236,0.768,0.327,0.377,0.911,0,0,0
736,1.32,1.057,1.608,0.83,0.997,1.413,2.292,1.246,0,0,0
737,1.32,0.397,0.522,0.456,0.101,0.318,0.455,1.064,0,0,0
738,1.32,0.669,0.916,0.06,0.294,1.273,2.201,1.638,0,0,0
739,1.32,0.689,0.99,0.917,0.653,0.939,1.521,1.322,0,0,0
740,1.32,0.331,0.386,0.573,2.76,0.334,0.388,0.162,0,0,0
741,1.32,0.658,0.886,0.817,0.775,0.805,1.242,1.224,0,0,0
742,1.32,0.426,0.538,-0.059,0.093,1.437,2.34,1.237,0,0,0
743,1.32,0.431,0.55,1.31,1.391,0.418,0.538,1.243,1,1,571
744,1.32,0.547,0.789,1.133,2.157,0.553,0.817,0.637,0,0,0
745,1.32,0.518,0.679,0.566,0.792,0.628,0.843,0.898,1,4,570
746,1.32,0.655,0.878,1.914,2.898,1.115,1.907,1.274,0,0,0
747,1.32,0.778,1.319,1.585,1.923,0.898,1.636,1.142,0,0,0
748,1.32,0.227,0.22,0.123,0.319,0.421,0.522,0.606,0,0,0
